,ame,Long,Lat,Ele,Time,geometry,X,Y
554,10002457,32.69280726,-117.2272765,-35.186,17:28:04,POINT (478695.4829387546 3617255.0380350766),478695.4829,3617255.038
555,10002458,32.69280093,-117.2272757,-35.149,17:28:05,POINT (478695.5564284882 3617254.336162149),478695.5564,3617254.336
556,10002459,32.69279533,-117.2272759,-35.255,17:28:06,POINT (478695.5363526494 3617253.7154140016),478695.5364,3617253.715
557,10002460,32.69278993,-117.2272761,-35.255,17:28:07,POINT (478695.51632423745 3617253.116836863),478695.5163,3617253.117
558,10002461,32.6927838,-117.2272755,-35.318,17:28:08,POINT (478695.57111367566 3617252.4371750657),478695.5711,3617252.437
559,10002462,32.69277734,-117.2272735,-35.247,17:28:09,POINT (478695.7570590853 3617251.7206502766),478695.7571,3617251.721
560,10002463,32.69277044,-117.2272676,-35.233,17:28:10,POINT (478696.3084812519 3617250.9545669807),478696.3085,3617250.955
561,10002464,32.69276408,-117.2272656,-35.308,17:28:11,POINT (478696.49445045786 3617250.2491277135),478696.4945,3617250.249
562,10002465,32.69275904,-117.2272634,-35.212,17:28:12,POINT (478696.6994804726 3617249.6899769926),478696.6995,3617249.69
563,10002466,32.69275403,-117.2272606,-35.194,17:28:13,POINT (478696.9607608808 3617249.134031584),478696.9608,3617249.134
564,10002467,32.69274914,-117.2272577,-35.18,17:28:14,POINT (478697.2314436496 3617248.5913687283),478697.2314,3617248.591
565,10002468,32.69274334,-117.2272581,-35.227,17:28:15,POINT (478697.1925727243 3617247.9484896883),478697.1926,3617247.948
566,10002469,32.69273759,-117.2272575,-35.13,17:28:16,POINT (478697.24745242344 3617247.310952825),478697.2475,3617247.311
567,10002470,32.69273235,-117.2272566,-35.219,17:28:17,POINT (478697.3305747026 3617246.7298918627),478697.3306,3617246.73
568,10002471,32.69272718,-117.227259,-35.232,17:28:18,POINT (478697.1043756111 3617246.1572526563),478697.1044,3617246.157
569,10002472,32.69272135,-117.2272598,-35.226,17:28:19,POINT (478697.028002039 3617245.511128198),478697.028,3617245.511
570,10002473,32.69271509,-117.2272566,-35.241,17:28:20,POINT (478697.32648166857 3617244.8165337625),478697.3265,3617244.817
571,10002474,32.69270944,-117.2272556,-35.321,17:28:21,POINT (478697.41888063157 3617244.1900021774),478697.4189,3617244.19
572,10002475,32.69270354,-117.2272571,-35.37,17:28:22,POINT (478697.2768732995 3617243.5362582686),478697.2769,3617243.536
573,10002476,32.69269689,-117.2272517,-35.195,17:28:23,POINT (478697.7814859183 3617242.7979891165),478697.7815,3617242.798
574,10002477,32.69269079,-117.2272476,-35.239,17:28:24,POINT (478698.1643685654 3617242.1209510034),478698.1644,3617242.121
575,10002478,32.6926845,-117.2272482,-35.319,17:28:25,POINT (478698.106633718 3617241.423793106),478698.1066,3617241.424
576,10002479,32.69267757,-117.2272457,-35.072,17:28:26,POINT (478698.33933748916 3617240.655066224),478698.3393,3617240.655
577,10002480,32.69267079,-117.2272425,-35.264,17:28:27,POINT (478698.63769405364 3617239.9028272103),478698.6377,3617239.903
578,10002481,32.69266523,-117.2272467,-35.334,17:28:28,POINT (478698.24267248047 3617239.2873155316),478698.2427,3617239.287
579,10002482,32.6926584,-117.2272463,-35.098,17:28:29,POINT (478698.2785484272 3617238.530095345),478698.2785,3617238.53
580,10002483,32.69265205,-117.2272447,-35.261,17:28:30,POINT (478698.42702483933 3617237.825844904),478698.427,3617237.826
581,10002484,32.69264711,-117.2272476,-35.27,17:28:31,POINT (478698.15401071735 3617237.278802625),478698.154,3617237.279
582,10002485,32.69264167,-117.2272467,-35.13,17:28:32,POINT (478698.2370857162 3617236.67557067),478698.2371,3617236.676
583,10002486,32.69263692,-117.2272448,-35.277,17:28:33,POINT (478698.41406322346 3617236.1486281324),478698.4141,3617236.149
584,10002487,32.6926332,-117.2272473,-35.27,17:28:34,POINT (478698.17883390415 3617235.7367487806),478698.1788,3617235.737
585,10002488,32.69262741,-117.2272428,-35.174,17:28:35,POINT (478698.59928591806 3617235.09399553),478698.5993,3617235.094
586,10002489,32.69262186,-117.2272439,-35.317,17:28:36,POINT (478698.4948570928 3617234.4789706534),478698.4949,3617234.479
587,10002490,32.69261755,-117.2272478,-35.319,17:28:37,POINT (478698.12825337815 3617234.001967618),478698.1283,3617234.002
588,10002491,32.69261271,-117.2272463,-35.155,17:28:38,POINT (478698.26771402324 3617233.465128353),478698.2677,3617233.465
589,10002492,32.69260784,-117.2272475,-35.349,17:28:39,POINT (478698.1540725175 3617232.9255049666),478698.1541,3617232.926
590,10002493,32.69260631,-117.2272521,-35.296,17:28:40,POINT (478697.72251072404 3617232.756819368),478697.7225,3617232.757
591,10002494,32.69260476,-117.2272486,-35.172,17:28:41,POINT (478698.0502293555 3617232.5842920565),478698.0502,3617232.584
592,10002495,32.69260534,-117.2272491,-35.295,17:28:42,POINT (478698.0034974383 3617232.6486882656),478698.0035,3617232.649
593,10002496,32.69260527,-117.22725,-35.066,17:28:43,POINT (478697.91911581863 3617232.641108924),478697.9191,3617232.641
594,10002497,32.6926045,-117.2272442,-35.195,17:28:44,POINT (478698.46261891385 3617232.554587253),478698.4626,3617232.555
595,10002498,32.6926044,-117.2272436,-35.259,17:28:45,POINT (478698.51883854764 3617232.54338141),478698.5188,3617232.543
596,10002499,32.69260199,-117.2272393,-35.112,17:28:46,POINT (478698.9213444059 3617232.2753583384),478698.9213,3617232.275
597,10002500,32.69260029,-117.2272383,-35.271,17:28:47,POINT (478699.014680216 3617232.086704203),478699.0147,3617232.087
598,10002501,32.69260177,-117.2272399,-35.226,17:28:48,POINT (478698.86504888756 3617232.2510905657),478698.865,3617232.251
599,10002502,32.69260155,-117.2272376,-35.173,17:28:49,POINT (478699.0805962277 3617232.2262411686),478699.0806,3617232.226
600,10002503,32.69260228,-117.22724,-35.296,17:28:50,POINT (478698.8557959313 3617232.3076466937),478698.8558,3617232.308
601,10002504,32.69260413,-117.227245,-35.29,17:28:51,POINT (478698.3875400466 3617232.513731338),478698.3875,3617232.514
602,10002505,32.69260377,-117.2272439,-35.296,17:28:52,POINT (478698.49056748283 3617232.4736029003),478698.4906,3617232.474
603,10002506,32.69260448,-117.2272484,-35.372,17:28:53,POINT (478698.06891074433 3617232.553212529),478698.0689,3617232.553
604,10002507,32.69260487,-117.2272475,-35.184,17:28:54,POINT (478698.15336824255 3617232.5962654855),478698.1534,3617232.596
605,10002508,32.69260476,-117.2272457,-35.305,17:28:55,POINT (478698.32207219984 3617232.5837104116),478698.3221,3617232.584
606,10002509,32.69260433,-117.227242,-35.197,17:28:56,POINT (478698.66880420665 3617232.5353006567),478698.6688,3617232.535
607,10002510,32.69260371,-117.2272365,-35.243,17:28:57,POINT (478699.18422120536 3617232.4654674497),478699.1842,3617232.465
608,10002511,32.69260354,-117.2272347,-35.236,17:28:58,POINT (478699.3529109393 3617232.4462610898),478699.3529,3617232.446
609,10002512,32.69260307,-117.2272316,-35.211,17:28:59,POINT (478699.6433901268 3617232.3935374995),478699.6434,3617232.394
610,10002513,32.69260298,-117.227234,-35.276,17:29:00,POINT (478699.41839539557 3617232.384041876),478699.4184,3617232.384
611,10002514,32.69260216,-117.2272358,-35.172,17:29:01,POINT (478699.24947091425 3617232.2935017413),478699.2495,3617232.294
612,10002515,32.69260252,-117.2272374,-35.294,17:29:02,POINT (478699.0995740135 3617232.3337304485),478699.0996,3617232.334
613,10002516,32.6926021,-117.2272378,-35.272,17:29:03,POINT (478699.0619788576 3617232.287251555),478699.062,3617232.287
614,10002517,32.69260198,-117.2272391,-35.285,17:29:04,POINT (478698.94008981605 3617232.274209676),478698.9401,3617232.274
615,10002518,32.69260237,-117.2272405,-35.321,17:29:05,POINT (478698.80894781346 3617232.3177239276),478698.8089,3617232.318
616,10002519,32.69260139,-117.2272384,-35.22,17:29:06,POINT (478699.00556715624 3617232.2086648075),478699.0056,3617232.209
617,10002520,32.6926027,-117.2272404,-35.459,17:29:07,POINT (478698.81839995616 3617232.354286036),478698.8184,3617232.354
618,10002521,32.69260111,-117.2272377,-35.149,17:29:08,POINT (478699.07111800194 3617232.1774850036),478699.0711,3617232.177
619,10002522,32.69260132,-117.2272379,-35.388,17:29:09,POINT (478699.05242001475 3617232.200804676),478699.0524,3617232.201
620,10002523,32.69260007,-117.2272368,-35.216,17:29:10,POINT (478699.15523642115 3617232.0620152554),478699.1552,3617232.062
621,10002524,32.69260017,-117.2272401,-35.346,17:29:11,POINT (478698.84592171106 3617232.0737626054),478698.8459,3617232.074
622,10002525,32.69260051,-117.227246,-35.247,17:29:12,POINT (478698.29294273147 3617232.112636644),478698.2929,3617232.113
623,10002526,32.69260088,-117.2272497,-35.359,17:29:13,POINT (478697.9461964816 3617232.1543951104),478697.9462,3617232.154
624,10002527,32.69260163,-117.2272553,-35.355,17:29:14,POINT (478697.42143641104 3617232.238659594),478697.4214,3617232.239
625,10002528,32.69260267,-117.2272575,-35.314,17:29:15,POINT (478697.2154574242 3617232.3543901034),478697.2155,3617232.354
626,10002529,32.6926041,-117.2272611,-35.332,17:29:16,POINT (478696.87833645026 3617232.513634897),478696.8783,3617232.514
627,10002530,32.69260567,-117.2272631,-35.345,17:29:17,POINT (478696.6912309462 3617232.6880784757),478696.6912,3617232.688
628,10002531,32.69260605,-117.2272622,-35.286,17:29:18,POINT (478696.7756860815 3617232.7300228705),478696.7757,3617232.73
629,10002532,32.69260684,-117.2272643,-35.374,17:29:19,POINT (478696.57902171713 3617232.8180195764),478696.579,3617232.818
630,10002533,32.69260735,-117.2272648,-35.297,17:29:20,POINT (478696.5322732068 3617232.8746559396),478696.5323,3617232.875
631,10002534,32.69260768,-117.227267,-35.404,17:29:21,POINT (478696.32612586825 3617232.9116793866),478696.3261,3617232.912
632,10002535,32.69260854,-117.2272676,-35.505,17:29:22,POINT (478696.270086473 3617233.0071350774),478696.2701,3617233.007
633,10002536,32.69260889,-117.2272662,-35.444,17:29:23,POINT (478696.40140394337 3617233.045653525),478696.4014,3617233.046
634,10002537,32.6926103,-117.2272682,-35.535,17:29:24,POINT (478696.2142605141 3617233.2023603055),478696.2143,3617233.202
635,10002538,32.69261102,-117.2272682,-35.567,17:29:25,POINT (478696.2144312628 3617233.282175937),478696.2144,3617233.282
636,10002539,32.69261192,-117.2272703,-35.563,17:29:26,POINT (478696.01779300196 3617233.382366708),478696.0178,3617233.382
637,10002540,32.69261158,-117.227269,-35.487,17:29:27,POINT (478696.1395729457 3617233.3444152316),478696.1396,3617233.344
638,10002541,32.69261209,-117.2272707,-35.571,17:29:28,POINT (478695.98033775535 3617233.401292301),478695.9803,3617233.401
639,10002542,32.69261201,-117.2272702,-35.558,17:29:29,POINT (478696.02718823566 3617233.3923236043),478696.0272,3617233.392
640,10002543,32.69261221,-117.2272705,-35.597,17:29:30,POINT (478695.9991139962 3617233.4145547897),478695.9991,3617233.415
641,10002544,32.69261221,-117.2272703,-35.558,17:29:31,POINT (478696.01786177664 3617233.414514672),478696.0179,3617233.415
642,10002545,32.6926116,-117.2272713,-35.59,17:29:32,POINT (478695.9239782089 3617233.3470936827),478695.924,3617233.347
643,10002546,32.69261121,-117.2272696,-35.611,17:29:33,POINT (478696.0832418553 3617233.3035192173),478696.0832,3617233.304
644,10002547,32.69261137,-117.2272704,-35.609,17:29:34,POINT (478696.00828867685 3617233.3214164935),478696.0083,3617233.321
645,10002548,32.69261135,-117.2272702,-35.644,17:29:35,POINT (478696.02703171445 3617233.319159275),478696.027,3617233.319
646,10002549,32.69261178,-117.2272702,-35.661,17:29:36,POINT (478696.02713369 3617233.366826944),478696.0271,3617233.367
647,10002550,32.69261158,-117.2272694,-35.666,17:29:37,POINT (478696.10207738465 3617233.3444954646),478696.1021,3617233.344
648,10002551,32.69261069,-117.2272704,-35.702,17:29:38,POINT (478696.0081274125 3617233.246035063),478696.0081,3617233.246
649,10002552,32.69260985,-117.2272705,-35.649,17:29:39,POINT (478695.9985543125 3617233.1529368847),478695.9986,3617233.153
650,10002553,32.69260954,-117.2272717,-35.66,17:29:40,POINT (478695.885994109 3617233.118812527),478695.886,3617233.119
651,10002554,32.69260866,-117.2272701,-35.637,17:29:41,POINT (478696.0357676627 3617233.020939146),478696.0358,3617233.021
652,10002555,32.69260682,-117.2272699,-35.522,17:29:42,POINT (478696.05407908175 3617232.816925749),478696.0541,3617232.817
653,10002556,32.69260581,-117.227271,-35.504,17:29:43,POINT (478695.9507267565 3617232.7051828),478695.9507,3617232.705
654,10002557,32.69260514,-117.2272706,-35.541,17:29:44,POINT (478695.9880634282 3617232.6308296854),478695.9881,3617232.631
655,10002558,32.69260531,-117.2272701,-35.525,17:29:45,POINT (478696.0349731983 3617232.649574749),478696.035,3617232.65
656,10002559,32.69260913,-117.2272712,-35.542,17:29:46,POINT (478695.93276632717 3617233.073261664),478695.9328,3617233.073
657,10002560,32.69261385,-117.2272721,-35.554,17:29:47,POINT (478695.84952068655 3617233.5966780046),478695.8495,3617233.597
658,10002561,32.69261754,-117.2272733,-35.557,17:29:48,POINT (478695.73790911154 3617234.0059738248),478695.7379,3617234.006
659,10002562,32.69262098,-117.2272723,-35.577,17:29:49,POINT (478695.8324638228 3617234.3871145886),478695.8325,3617234.387
660,10002563,32.69262296,-117.2272712,-35.546,17:29:50,POINT (478695.93604617205 3617234.6063869298),478695.936,3617234.606
661,10002564,32.69262695,-117.2272689,-35.589,17:29:51,POINT (478696.1525918625 3617235.048237206),478696.1526,3617235.048
662,10002565,32.69263092,-117.2272672,-35.557,17:29:52,POINT (478696.31288945896 3617235.4879907393),478696.3129,3617235.488
663,10002566,32.69263471,-117.2272648,-35.586,17:29:53,POINT (478696.5387615691 3617235.907649958),478696.5388,3617235.908
664,10002567,32.69263897,-117.2272657,-35.58,17:29:54,POINT (478696.455406835 3617236.3800729723),478696.4554,3617236.38
665,10002568,32.69264265,-117.2272624,-35.547,17:29:55,POINT (478696.7656178167 3617236.7873576186),478696.7656,3617236.787
666,10002569,32.69264485,-117.2272584,-35.494,17:29:56,POINT (478697.14109501464 3617237.0304364013),478697.1411,3617237.03
667,10002570,32.69264704,-117.2272542,-35.556,17:29:57,POINT (478697.5353175948 3617237.272366535),478697.5353,3617237.272
668,10002571,32.69264838,-117.2272514,-35.49,17:29:58,POINT (478697.7981041851 3617237.4203506936),478697.7981,3617237.42
669,10002572,32.69265085,-117.2272483,-35.466,17:29:59,POINT (478698.08928038 3617237.693540889),478698.0893,3617237.694
670,10002573,32.69265304,-117.2272472,-35.503,17:30:00,POINT (478698.1929124456 3617237.9360928144),478698.1929,3617237.936
671,10002574,32.69265454,-117.2272482,-35.357,17:30:01,POINT (478698.09952927683 3617238.1025759485),478698.0995,3617238.103
672,10002575,32.69265703,-117.2272512,-35.331,17:30:02,POINT (478697.81890316366 3617238.379206719),478697.8189,3617238.379
673,10002576,32.69265932,-117.2272555,-35.409,17:30:03,POINT (478697.4163691273 3617238.6339272335),478697.4164,3617238.634
674,10002577,32.69266025,-117.2272595,-35.43,17:30:04,POINT (478697.04163425416 3617238.737824732),478697.0416,3617238.738
675,10002578,32.69266174,-117.2272652,-35.43,17:30:05,POINT (478696.50767613976 3617238.9041420575),478696.5077,3617238.904
676,10002579,32.69266269,-117.2272691,-35.387,17:30:06,POINT (478696.1423199152 3617239.0102366293),478696.1423,3617239.01
677,10002580,32.69266436,-117.2272742,-35.392,17:30:07,POINT (478695.66464783135 3617239.196387559),478695.6646,3617239.196
678,10002581,32.6926669,-117.2272783,-35.4,17:30:08,POINT (478695.28092094033 3617239.4787818044),478695.2809,3617239.479
679,10002582,32.69266945,-117.2272806,-35.345,17:30:09,POINT (478695.0659263623 3617239.7619235395),478695.0659,3617239.762
680,10002583,32.69267197,-117.2272817,-35.408,17:30:10,POINT (478694.96341129276 3617240.0414989116),478694.9634,3617240.041
681,10002584,32.69267359,-117.2272816,-35.389,17:30:11,POINT (478694.9731693852 3617240.221064025),478694.9732,3617240.221
682,10002585,32.69267541,-117.2272809,-35.354,17:30:12,POINT (478695.0392182138 3617240.4226797908),478695.0392,3617240.423
683,10002586,32.69267649,-117.2272807,-35.404,17:30:13,POINT (478695.0582221198 3617240.542363119),478695.0582,3617240.542
684,10002587,32.69267583,-117.2272809,-35.371,17:30:14,POINT (478695.03931782395 3617240.4692389085),478695.0393,3617240.469
685,10002588,32.69267608,-117.2272809,-35.367,17:30:15,POINT (478695.0393771155 3617240.49695267),478695.0394,3617240.497
686,10002589,32.6926761,-117.2272818,-35.378,17:30:16,POINT (478694.95501690335 3617240.499350309),478694.955,3617240.499
687,10002590,32.69267571,-117.2272817,-35.373,17:30:17,POINT (478694.96429829363 3617240.4560967823),478694.9643,3617240.456
688,10002591,32.69267567,-117.2272821,-35.397,17:30:18,POINT (478694.92679327284 3617240.4517428176),478694.9268,3617240.452
689,10002592,32.69267554,-117.2272823,-35.442,17:30:19,POINT (478694.90801467333 3617240.437371782),478694.908,3617240.437
690,10002593,32.69267563,-117.2272824,-35.431,17:30:20,POINT (478694.89866213204 3617240.447368796),478694.8987,3617240.447
691,10002594,32.69267557,-117.2272831,-35.492,17:30:21,POINT (478694.8330307183 3617240.4408579124),478694.833,3617240.441
692,10002595,32.6926754,-117.2272836,-35.458,17:30:22,POINT (478694.7861209801 3617240.4221128537),478694.7861,3617240.422
693,10002596,32.69267422,-117.2272825,-35.473,17:30:23,POINT (478694.8889538438 3617240.291083242),478694.889,3617240.291
694,10002597,32.69267283,-117.2272833,-35.412,17:30:24,POINT (478694.81363311264 3617240.1371552073),478694.8136,3617240.137
695,10002598,32.69267243,-117.2272826,-35.423,17:30:25,POINT (478694.87915543333 3617240.092672769),478694.8792,3617240.093
696,10002599,32.69267168,-117.2272843,-35.402,17:30:26,POINT (478694.71962152835 3617240.0098725045),478694.7196,3617240.01
697,10002600,32.69266828,-117.2272841,-35.371,17:30:27,POINT (478694.7375629222 3617239.63292523),478694.7376,3617239.633
698,10002601,32.69266362,-117.227285,-35.398,17:30:28,POINT (478694.65209275595 3617239.1165212593),478694.6521,3617239.117
699,10002602,32.69265812,-117.2272841,-35.325,17:30:29,POINT (478694.7351532939 3617238.506637969),478694.7352,3617238.507
700,10002603,32.69265295,-117.2272836,-35.365,17:30:30,POINT (478694.7807965638 3617237.933417087),478694.7808,3617237.933
701,10002604,32.69264832,-117.2272828,-35.461,17:30:31,POINT (478694.8546895704 3617237.4199977475),478694.8547,3617237.42
702,10002605,32.692644,-117.2272823,-35.432,17:30:32,POINT (478694.9005344469 3617236.9410036546),478694.9005,3617236.941
703,10002606,32.69263968,-117.2272824,-35.461,17:30:33,POINT (478694.89013599925 3617236.4621299203),478694.8901,3617236.462
704,10002607,32.69263417,-117.2272819,-35.459,17:30:34,POINT (478694.9356986534 3617235.8512183246),478694.9357,3617235.851
705,10002608,32.69262884,-117.2272821,-35.472,17:30:35,POINT (478694.91568678454 3617235.2604010548),478694.9157,3617235.26
706,10002609,32.69262428,-117.2272821,-35.504,17:30:36,POINT (478694.9146053078 3617234.754902051),478694.9146,3617234.755
707,10002610,32.69261975,-117.2272823,-35.509,17:30:37,POINT (478694.89478316606 3617234.2527688188),478694.8948,3617234.253
708,10002611,32.69261488,-117.2272834,-35.482,17:30:38,POINT (478694.79051537666 3617233.7131254105),478694.7905,3617233.713
709,10002612,32.6926099,-117.2272835,-35.431,17:30:39,POINT (478694.77996039385 3617233.1610873495),478694.78,3617233.161
710,10002613,32.69260486,-117.227283,-35.504,17:30:40,POINT (478694.82563452615 3617232.602277626),478694.8256,3617232.602
711,10002614,32.69259981,-117.2272839,-35.458,17:30:41,POINT (478694.74007180764 3617232.042640191),478694.7401,3617232.043
712,10002615,32.6925949,-117.227285,-35.5,17:30:42,POINT (478694.6357945036 3617231.498562586),478694.6358,3617231.499
713,10002616,32.69259015,-117.2272861,-35.495,17:30:43,POINT (478694.53155513026 3617230.9722217857),478694.5316,3617230.972
714,10002617,32.69258653,-117.2272868,-35.476,17:30:44,POINT (478694.4650793252 3617230.571066947),478694.4651,3617230.571
715,10002618,32.69258296,-117.2272868,-35.423,17:30:45,POINT (478694.46423262614 3617230.1753144413),478694.4642,3617230.175
716,10002619,32.69258038,-117.2272855,-35.41,17:30:46,POINT (478694.5854813431 3617229.889047647),478694.5855,3617229.889
717,10002620,32.69257788,-117.2272833,-35.473,17:30:47,POINT (478694.79111408803 3617229.6114687184),478694.7911,3617229.611
718,10002621,32.69257615,-117.227279,-35.443,17:30:48,POINT (478695.19378123665 3617229.4188269256),478695.1938,3617229.419
719,10002622,32.69257493,-117.227272,-35.419,17:30:49,POINT (478695.849664495 3617229.2821796294),478695.8497,3617229.282
720,10002623,32.69257434,-117.2272655,-35.449,17:30:50,POINT (478696.4588277034 3617229.215471346),478696.4588,3617229.215
721,10002624,32.69257294,-117.2272619,-35.424,17:30:51,POINT (478696.795955896 3617229.05955219),478696.796,3617229.06
722,10002625,32.69257188,-117.2272619,-35.472,17:30:52,POINT (478696.79570452194 3617228.9420458456),478696.7957,3617228.942
723,10002626,32.69257172,-117.2272638,-35.445,17:30:53,POINT (478696.6175625816 3617228.9246901413),478696.6176,3617228.925
724,10002627,32.69257201,-117.2272652,-35.413,17:30:54,POINT (478696.4863968302 3617228.9571189196),478696.4864,3617228.957
725,10002628,32.69257157,-117.227267,-35.476,17:30:55,POINT (478696.3175623842 3617228.9087037495),478696.3176,3617228.909
726,10002629,32.69257048,-117.22727,-35.484,17:30:56,POINT (478696.0360870495 3617228.788473509),478696.0361,3617228.788
727,10002630,32.69256812,-117.2272736,-35.562,17:30:57,POINT (478695.6980671497 3617228.5275777243),478695.6981,3617228.528
728,10002631,32.69256839,-117.2272724,-35.569,17:30:58,POINT (478695.810617922 3617228.5572678796),478695.8106,3617228.557
729,10002632,32.69256778,-117.227267,-35.529,17:30:59,POINT (478696.3166635872 3617228.488563135),478696.3167,3617228.489
730,10002633,32.69256829,-117.227264,-35.556,17:31:00,POINT (478696.5980013791 3617228.544497458),478696.598,3617228.544
731,10002634,32.69256771,-117.2272639,-35.522,17:31:01,POINT (478696.6072377298 3617228.4801814742),478696.6072,3617228.48
732,10002635,32.69256806,-117.2272621,-35.462,17:31:02,POINT (478696.7760508425 3617228.5186196943),478696.7761,3617228.519
733,10002636,32.69256878,-117.2272613,-35.458,17:31:03,POINT (478696.85121274437 3617228.598274862),478696.8512,3617228.598
734,10002637,32.69256906,-117.2272615,-35.521,17:31:04,POINT (478696.83253135416 3617228.62935439),478696.8325,3617228.629
735,10002638,32.69256861,-117.2272641,-35.508,17:31:05,POINT (478696.5887033713 3617228.579991131),478696.5887,3617228.58
736,10002639,32.69256816,-117.2272655,-35.464,17:31:06,POINT (478696.4573621284 3617228.5303871767),478696.4574,3617228.53
737,10002640,32.69256811,-117.2272667,-35.535,17:31:07,POINT (478696.34486352984 3617228.5250851233),478696.3449,3617228.525
738,10002641,32.69256805,-117.2272688,-35.533,17:31:08,POINT (478696.1479975063 3617228.5188550493),478696.148,3617228.519
739,10002642,32.69256783,-117.2272689,-35.539,17:31:09,POINT (478696.13857143774 3617228.4944869997),478696.1386,3617228.494
740,10002643,32.6925679,-117.2272685,-35.607,17:31:10,POINT (478696.176083621 3617228.5021666177),478696.1761,3617228.502
741,10002644,32.69256748,-117.2272662,-35.512,17:31:11,POINT (478696.39158359997 3617228.4551461544),478696.3916,3617228.455
742,10002645,32.69256802,-117.227262,-35.52,17:31:12,POINT (478696.7854152505 3617228.514165435),478696.7854,3617228.514
743,10002646,32.69256976,-117.2272605,-35.516,17:31:13,POINT (478696.9264363036 3617228.706752342),478696.9264,3617228.707
744,10002647,32.69256989,-117.2272604,-35.506,17:31:14,POINT (478696.93584102637 3617228.721143441),478696.9358,3617228.721
745,10002648,32.69257102,-117.2272602,-35.466,17:31:15,POINT (478696.9548567863 3617228.846369524),478696.9549,3617228.846
746,10002649,32.69257242,-117.2272606,-35.464,17:31:16,POINT (478696.91769320826 3617229.0016468153),478696.9177,3617229.002
747,10002650,32.69257398,-117.2272621,-35.463,17:31:17,POINT (478696.77745473885 3617229.174881553),478696.7775,3617229.175
748,10002651,32.69257645,-117.227264,-35.513,17:31:18,POINT (478696.59993649716 3617229.449074615),478696.5999,3617229.449
749,10002652,32.69257868,-117.2272665,-35.53,17:31:19,POINT (478696.36611798825 3617229.696782818),478696.3661,3617229.697
750,10002653,32.69258056,-117.2272686,-35.522,17:31:20,POINT (478696.16971206194 3617229.905611529),478696.1697,3617229.906
751,10002654,32.69258242,-117.2272706,-35.617,17:31:21,POINT (478695.9826752954 3617230.112203084),478695.9827,3617230.112
752,10002655,32.6925837,-117.2272729,-35.609,17:31:22,POINT (478695.7673793053 3617230.254558893),478695.7674,3617230.255
753,10002656,32.69258446,-117.2272729,-35.583,17:31:23,POINT (478695.76755954354 3617230.338808727),478695.7676,3617230.339
754,10002657,32.69258627,-117.2272719,-35.564,17:31:24,POINT (478695.8617277245 3617230.539255768),478695.8617,3617230.539
755,10002658,32.69258758,-117.2272688,-35.501,17:31:25,POINT (478696.15262908087 3617230.6838540547),478696.1526,3617230.684
756,10002659,32.69259014,-117.2272665,-35.57,17:31:26,POINT (478696.368835721 3617230.9671816225),478696.3688,3617230.967
757,10002660,32.69259268,-117.2272656,-35.558,17:31:27,POINT (478696.45380311215 3617231.248572909),478696.4538,3617231.249
758,10002661,32.69259499,-117.2272634,-35.535,17:31:28,POINT (478696.6605765515 3617231.5042067794),478696.6606,3617231.504
759,10002662,32.69259747,-117.2272622,-35.48,17:31:29,POINT (478696.7736513779 3617231.7788865915),478696.7737,3617231.779
760,10002663,32.69260003,-117.227262,-35.527,17:31:30,POINT (478696.79300625215 3617232.0626353887),478696.793,3617232.063
761,10002664,32.69260224,-117.2272639,-35.533,17:31:31,POINT (478696.6154264028 3617232.308006141),478696.6154,3617232.308
762,10002665,32.69260345,-117.2272628,-35.513,17:31:32,POINT (478696.71882615535 3617232.4419201026),478696.7188,3617232.442
763,10002666,32.69260453,-117.2272623,-35.512,17:31:33,POINT (478696.76595172734 3617232.5615432616),478696.766,3617232.562
764,10002667,32.69260708,-117.2272609,-35.512,17:31:34,POINT (478696.8977909215 3617232.8439428126),478696.8978,3617232.844
765,10002668,32.69261041,-117.2272586,-35.54,17:31:35,POINT (478697.11418009346 3617233.2126287804),478697.1142,3617233.213
766,10002669,32.69261328,-117.2272572,-35.561,17:31:36,POINT (478697.2460951504 3617233.5305019515),478697.2461,3617233.531
767,10002670,32.69261663,-117.2272562,-35.556,17:31:37,POINT (478697.3406284696 3617233.9016657756),478697.3406,3617233.902
768,10002671,32.69261933,-117.2272561,-35.56,17:31:38,POINT (478697.35064263234 3617234.2009543367),478697.3506,3617234.201
769,10002672,32.69262256,-117.2272563,-35.545,17:31:39,POINT (478697.3326608135 3617234.559056246),478697.3327,3617234.559
770,10002673,32.69262702,-117.2272545,-35.508,17:31:40,POINT (478697.5024484495 3617235.053108711),478697.5024,3617235.053
771,10002674,32.69263133,-117.2272524,-35.504,17:31:41,POINT (478697.700322166 3617235.5304727494),478697.7003,3617235.53
772,10002675,32.69263524,-117.2272507,-35.457,17:31:42,POINT (478697.86060545855 3617235.963575006),478697.8606,3617235.964
773,10002676,32.69263937,-117.2272489,-35.492,17:31:43,POINT (478698.030314794 3617236.4210453164),478698.0303,3617236.421
774,10002677,32.69264399,-117.2272485,-35.495,17:31:44,POINT (478698.0689058881 3617236.9331153966),478698.0689,3617236.933
775,10002678,32.69264824,-117.2272487,-35.525,17:31:45,POINT (478698.0511659218 3617237.4042894496),478698.0512,3617237.404
776,10002679,32.6926526,-117.2272486,-35.466,17:31:46,POINT (478698.0615737017 3617237.8875973895),478698.0616,3617237.888
777,10002680,32.69265794,-117.2272473,-35.478,17:31:47,POINT (478698.1847004931 3617238.479302591),478698.1847,3617238.479
