,ame,Long,Lat,Ele,Time,geometry,X,Y
344,10002247,32.69406892,-117.2272005,-35.072,17:24:34,POINT (478702.90620182623 3617394.88418594),478702.9062,3617394.884
345,10002248,32.69406377,-117.2272017,-35.064,17:24:35,POINT (478702.7924959469 3617394.313522967),478702.7925,3617394.314
346,10002249,32.69405831,-117.2272021,-35.076,17:24:36,POINT (478702.75370647095 3617393.708334501),478702.7537,3617393.708
347,10002250,32.69405263,-117.2272034,-35.081,17:24:37,POINT (478702.63050117553 3617393.0789383953),478702.6305,3617393.079
348,10002251,32.69404689,-117.2272043,-35.081,17:24:38,POINT (478702.54477659566 3617392.4428107766),478702.5448,3617392.443
349,10002252,32.69404088,-117.2272057,-35.074,17:24:39,POINT (478702.41211928386 3617391.7768525574),478702.4121,3617391.777
350,10002253,32.69403444,-117.2272087,-35.119,17:24:40,POINT (478702.1293801386 3617391.0635475195),478702.1294,3617391.064
351,10002254,32.69402831,-117.2272105,-35.078,17:24:41,POINT (478701.9591993611 3617390.3843669132),478701.9592,3617390.384
352,10002255,32.69402197,-117.227211,-35.069,17:24:42,POINT (478701.910827432 3617389.6816460444),478701.9108,3617389.682
353,10002256,32.69401592,-117.2272114,-35.067,17:24:43,POINT (478701.87189799827 3617389.011053091),478701.8719,3617389.011
354,10002257,32.69401046,-117.2272124,-35.089,17:24:44,POINT (478701.7768659819 3617388.4059849577),478701.7769,3617388.406
355,10002258,32.69400441,-117.2272126,-35.056,17:24:45,POINT (478701.7566840244 3617387.7353518982),478701.7567,3617387.735
356,10002259,32.69399868,-117.2272126,-35.069,17:24:46,POINT (478701.75532542914 3617387.100152354),478701.7553,3617387.1
357,10002260,32.69399317,-117.2272131,-35.098,17:24:47,POINT (478701.7071502629 3617386.489441198),478701.7072,3617386.489
358,10002261,32.69398733,-117.2272148,-35.082,17:24:48,POINT (478701.5464118917 3617385.8423885177),478701.5464,3617385.842
359,10002262,32.69398178,-117.2272166,-35.103,17:24:49,POINT (478701.3763685102 3617385.227503866),478701.3764,3617385.228
360,10002263,32.69397586,-117.2272198,-35.14,17:24:50,POINT (478701.0750049059 3617384.5718836086),478701.075,3617384.572
361,10002264,32.69396961,-117.2272219,-35.154,17:24:51,POINT (478700.876674255 3617383.879460583),478700.8767,3617383.879
362,10002265,32.69396337,-117.2272213,-35.131,17:24:52,POINT (478700.9314371706 3617383.1876046285),478700.9314,3617383.188
363,10002266,32.69395723,-117.2272208,-35.138,17:24:53,POINT (478700.9768500589 3617382.506854237),478700.9769,3617382.507
364,10002267,32.69395118,-117.2272198,-35.108,17:24:54,POINT (478701.0691530423 3617381.835980528),478701.0692,3617381.836
365,10002268,32.69394467,-117.2272178,-35.156,17:24:55,POINT (478701.2550844846 3617381.1139129438),478701.2551,3617381.114
366,10002269,32.69393829,-117.2272164,-35.135,17:24:56,POINT (478701.38480426435 3617380.4063768494),478701.3848,3617380.406
