x,y,z
478699.06446004636,3617351.1057500984,0
478699.1677800811,3617349.609312672,0
478699.27110011585,3617348.112875246,0
478699.3744201506,3617346.61643782,0
478699.4777401854,3617345.1200003936,0
478699.58106022014,3617343.6235629674,0
478699.6843802549,3617342.127125541,0
478699.7877002896,3617340.630688115,0
478699.8910203244,3617339.134250689,0
478699.9943403591,3617337.6378132626,0
478700.0976603939,3617336.1413758365,0
478700.20098042866,3617334.6449384103,0
478700.3043004634,3617333.148500984,0
