x,y,z
478700.21203059773,3617360.7175754122,0
478700.485728546,3617359.2427569716,0
478700.75942649425,3617357.767938531,0
478701.0331244425,3617356.29312009,0
478701.3068223908,3617354.8183016493,0
478701.5805203391,3617353.3434832087,0
478701.85421828734,3617351.868664768,0
478702.12791623565,3617350.393846327,0
478702.4016141839,3617348.9190278864,0
478702.67531213217,3617347.4442094457,0
478702.9490100804,3617345.969391005,0
478703.22270802874,3617344.494572564,0
478703.496405977,3617343.0197541234,0
