x,y,z
478692.3626408405,3617305.333296082,0
478692.4758464709,3617306.8290181435,0
478692.5890521013,3617308.324740205,0
478692.7022577317,3617309.8204622664,0
478692.8154633621,3617311.316184328,0
478692.9286689925,3617312.8119063894,0
478693.0418746229,3617314.307628451,0
478693.1550802533,3617315.8033505124,0
478693.2682858837,3617317.299072574,0
478693.3814915141,3617318.7947946354,0
478693.4946971445,3617320.2905166973,0
478693.6079027749,3617321.786238759,0
478693.72110840527,3617323.2819608203,0
