x,y,z
478699.826802039,3617362.044140452,0
478699.8445785683,3617360.5442457907,0
478699.86235509755,3617359.0443511293,0
478699.8801316268,3617357.544456468,0
478699.89790815604,3617356.0445618066,0
478699.9156846853,3617354.5446671452,0
478699.93346121453,3617353.044772484,0
478699.9512377438,3617351.5448778225,0
478699.969014273,3617350.0449831616,0
478699.9867908023,3617348.5450885003,0
478700.0045673315,3617347.045193839,0
478700.02234386076,3617345.5452991775,0
478700.04012039,3617344.045404516,0
