x,y,z
478696.84537667903,3617331.7701544114,0
478697.3463591883,3617333.1840202203,0
478697.8473416976,3617334.597886029,0
478698.3483242069,3617336.011751838,0
478698.84930671623,3617337.425617647,0
478699.3502892255,3617338.8394834558,0
478699.8512717348,3617340.2533492646,0
478700.3522542441,3617341.6672150735,0
478700.8532367534,3617343.0810808823,0
478701.35421926266,3617344.494946691,0
478701.85520177195,3617345.9088125,0
478702.35618428123,3617347.322678309,0
478702.8571667905,3617348.7365441173,0
