x,y,z
478699.40831201023,3617351.480375478,0
478699.69789601787,3617352.952157086,0
478699.98748002556,3617354.4239386944,0
478700.2770640332,3617355.8957203026,0
478700.56664804084,3617357.3675019112,0
478700.85623204854,3617358.8392835194,0
478701.1458160562,3617360.3110651276,0
478701.43540006387,3617361.782846736,0
478701.7249840715,3617363.2546283444,0
478702.01456807915,3617364.7264099526,0
478702.30415208684,3617366.198191561,0
478702.5937360945,3617367.669973169,0
478702.8833201022,3617369.141754777,0
