x,y,z
478694.9770329464,3617325.723113232,0
478695.2396326563,3617327.199948156,0
478695.50223236607,3617328.6767830797,0
478695.7648320759,3617330.1536180037,0
478696.0274317857,3617331.6304529277,0
478696.29003149556,3617333.1072878516,0
478696.5526312054,3617334.584122775,0
478696.8152309152,3617336.060957699,0
478697.07783062506,3617337.537792623,0
478697.3404303349,3617339.014627547,0
478697.6030300447,3617340.491462471,0
478697.86562975455,3617341.968297395,0
478698.1282294644,3617343.4451323184,0
