x,y,z
478701.2381286559,3617374.0417669867,0
478701.26102514775,3617375.541592227,0
478701.2839216396,3617377.0414174665,0
478701.3068181315,3617378.5412427066,0
478701.3297146234,3617380.0410679467,0
478701.35261111526,3617381.540893187,0
478701.3755076071,3617383.040718427,0
478701.398404099,3617384.540543667,0
478701.4213005909,3617386.040368907,0
478701.4441970828,3617387.540194147,0
478701.46709357464,3617389.040019387,0
478701.4899900665,3617390.539844627,0
478701.5128865584,3617392.039669867,0
