x,y,z
478699.61697358685,3617364.0677096443,0
478699.656928777,3617362.568241878,0
478699.6968839671,3617361.0687741116,0
478699.73683915724,3617359.569306345,0
478699.7767943474,3617358.0698385783,0
478699.81674953754,3617356.570370812,0
478699.85670472763,3617355.0709030456,0
478699.8966599178,3617353.5714352787,0
478699.93661510793,3617352.0719675124,0
478699.976570298,3617350.572499746,0
478700.0165254882,3617349.0730319796,0
478700.0564806783,3617347.573564213,0
478700.0964358685,3617346.0740964464,0
