x,y,z
478696.3042079851,3617329.010000584,0
478696.5796139739,3617330.484501022,0
478696.85501996276,3617331.9590014596,0
478697.1304259516,3617333.433501898,0
478697.4058319404,3617334.9080023356,0
478697.68123792927,3617336.3825027733,0
478697.9566439181,3617337.8570032115,0
478698.2320499069,3617339.3315036492,0
478698.5074558958,3617340.806004087,0
478698.7828618846,3617342.280504525,0
478699.0582678734,3617343.755004963,0
478699.3336738623,3617345.2295054006,0
478699.6090798511,3617346.704005839,0
