x,y,z
478694.4894865679,3617321.05492486,0
478695.20205149386,3617322.374868505,0
478695.9146164198,3617323.69481215,0
478696.6271813458,3617325.0147557957,0
478697.33974627167,3617326.3346994407,0
478698.0523111976,3617327.654643086,0
478698.7648761236,3617328.974586731,0
478699.47744104953,3617330.294530376,0
478700.1900059754,3617331.6144740214,0
478700.9025709014,3617332.9344176664,0
478701.61513582733,3617334.2543613114,0
478702.3277007533,3617335.5743049565,0
478703.0402656792,3617336.8942486015,0
