x,y,z
478697.7506541679,3617336.4327181396,0
478698.3044197938,3617337.8267567446,0
478698.85818541975,3617339.220795349,0
478699.4119510457,3617340.614833954,0
478699.9657166716,3617342.008872559,0
478700.51948229753,3617343.4029111634,0
478701.07324792346,3617344.7969497684,0
478701.6270135494,3617346.190988373,0
478702.1807791753,3617347.5850269776,0
478702.73454480123,3617348.9790655826,0
478703.2883104271,3617350.373104187,0
478703.842076053,3617351.7671427918,0
478704.39584167895,3617353.161181397,0
