x,y,z
478693.05067874317,3617301.296387457,0
478693.48236280057,3617302.7329280498,0
478693.9140468579,3617304.1694686427,0
478694.3457309153,3617305.606009235,0
478694.7774149727,3617307.042549828,0
478695.20909903006,3617308.479090421,0
478695.64078308747,3617309.9156310135,0
478696.07246714487,3617311.3521716064,0
478696.5041512022,3617312.788712199,0
478696.9358352596,3617314.225252792,0
478697.367519317,3617315.6617933847,0
478697.79920337436,3617317.098333977,0
478698.23088743177,3617318.53487457,0
