x,y,z
478692.22275254107,3617298.8082865374,0
478692.56486694684,3617300.2687514406,0
478692.90698135266,3617301.7292163437,0
478693.2490957585,3617303.189681247,0
478693.59121016425,3617304.65014615,0
478693.93332457007,3617306.110611053,0
478694.2754389759,3617307.5710759563,0
478694.61755338166,3617309.0315408595,0
478694.9596677875,3617310.4920057626,0
478695.3017821933,3617311.952470666,0
478695.64389659907,3617313.412935569,0
478695.9860110049,3617314.873400472,0
478696.3281254107,3617316.3338653753,0
