x,y,z
478698.71724349196,3617349.3763850667,0
478698.99110111094,3617350.8511738665,0
478699.2649587299,3617352.325962667,0
478699.5388163489,3617353.800751467,0
478699.81267396786,3617355.2755402667,0
478700.0865315868,3617356.7503290665,0
478700.3603892058,3617358.2251178664,0
478700.6342468248,3617359.6999066668,0
478700.90810444375,3617361.1746954666,0
478701.1819620627,3617362.6494842665,0
478701.4558196817,3617364.1242730664,0
478701.72967730067,3617365.5990618663,0
478702.00353491964,3617367.0738506666,0
