x,y,z
478698.33782107563,3617346.610178405,0
478698.3808118824,3617348.1095622084,0
478698.4238026891,3617349.608946012,0
478698.46679349587,3617351.108329816,0
478698.5097843026,3617352.6077136192,0
478698.55277510936,3617354.1070974227,0
478698.59576591605,3617355.6064812266,0
478698.6387567228,3617357.10586503,0
478698.68174752954,3617358.6052488335,0
478698.7247383363,3617360.1046326375,0
478698.76772914303,3617361.604016441,0
478698.8107199498,3617363.1034002444,0
478698.8537107565,3617364.6027840483,0
