x,y,z
478694.44175697217,3617315.2260757606,0
478695.2402497013,3617316.495882581,0
478696.0387424305,3617317.7656894014,0
478696.83723515965,3617319.0354962223,0
478697.6357278888,3617320.3053030428,0
478698.4342206179,3617321.575109863,0
478699.23271334707,3617322.8449166836,0
478700.03120607627,3617324.1147235045,0
478700.8296988054,3617325.384530325,0
478701.62819153455,3617326.6543371454,0
478702.4266842637,3617327.924143966,0
478703.2251769928,3617329.1939507867,0
478704.02366972197,3617330.463757607,0
