x,y,z
478701.6378912425,3617371.29280305,0
478702.2810846744,3617372.647905337,0
478702.92427810625,3617374.0030076248,0
478703.56747153815,3617375.358109912,0
478704.21066497004,3617376.713212199,0
478704.85385840194,3617378.0683144866,0
478705.4970518338,3617379.423416774,0
478706.1402452657,3617380.7785190614,0
478706.7834386976,3617382.1336213485,0
478707.42663212947,3617383.488723636,0
478708.06982556137,3617384.8438259233,0
478708.7130189932,3617386.198928211,0
478709.3562124251,3617387.554030498,0
