x,y,z
478698.74737419287,3617344.5691290186,0
478698.8406548375,3617346.066225783,0
478698.9339354821,3617347.5633225474,0
478699.0272161268,3617349.0604193113,0
478699.1204967714,3617350.5575160757,0
478699.21377741604,3617352.0546128396,0
478699.30705806066,3617353.551709604,0
478699.40033870534,3617355.048806368,0
478699.49361934996,3617356.5459031323,0
478699.5868999946,3617358.042999896,0
478699.6801806392,3617359.5400966606,0
478699.7734612839,3617361.037193425,0
478699.8667419285,3617362.534290189,0
