x,y,z
478698.7680988164,3617357.778995163,0
478698.77139792865,3617359.278991535,0
478698.77469704096,3617360.7789879064,0
478698.7779961532,3617362.2789842784,0
478698.78129526554,3617363.7789806505,0
478698.7845943778,3617365.2789770225,0
478698.7878934901,3617366.7789733945,0
478698.79119260237,3617368.278969766,0
478698.7944917147,3617369.778966138,0
478698.79779082694,3617371.27896251,0
478698.8010899392,3617372.778958882,0
478698.8043890515,3617374.2789552542,0
478698.80768816377,3617375.7789516263,0
