x,y,z
478693.50429444556,3617314.1426578443,0
478693.8768152797,3617312.689651228,0
478694.2493361139,3617311.236644611,0
478694.62185694807,3617309.7836379944,0
478694.9943777822,3617308.3306313776,0
478695.3668986164,3617306.8776247613,0
478695.7394194506,3617305.4246181445,0
478696.1119402847,3617303.9716115277,0
478696.4844611189,3617302.518604911,0
478696.8569819531,3617301.0655982946,0
478697.22950278723,3617299.612591678,0
478697.6020236214,3617298.159585061,0
478697.9745444556,3617296.706578444,0
