x,y,z
478701.1998007508,3617372.1786097093,0
478701.42960131395,3617370.6963169915,0
478701.6594018771,3617369.2140242737,0
478701.8892024402,3617367.731731556,0
478702.1190030033,3617366.249438838,0
478702.3488035664,3617364.7671461203,0
478702.57860412955,3617363.2848534025,0
478702.8084046927,3617361.8025606847,0
478703.0382052558,3617360.320267967,0
478703.2680058189,3617358.837975249,0
478703.497806382,3617357.3556825314,0
478703.72760694515,3617355.873389814,0
478703.9574075083,3617354.3910970963,0
