x,y,z
478692.9633989945,3617306.83646702,0
478693.4964232404,3617308.2385672852,0
478694.0294474863,3617309.6406675503,0
478694.56247173215,3617311.0427678153,0
478695.095495978,3617312.4448680803,0
478695.6285202239,3617313.846968346,0
478696.16154446977,3617315.249068611,0
478696.69456871564,3617316.651168876,0
478697.2275929615,3617318.053269141,0
478697.7606172074,3617319.455369406,0
478698.2936414533,3617320.857469671,0
478698.8266656992,3617322.259569936,0
478699.35968994506,3617323.661670201,0
