x,y,z
478694.2896120404,3617319.81916664,0
478694.9948460707,3617321.14304162,0
478695.700080101,3617322.4669166,0
478696.40531413135,3617323.7907915795,0
478697.11054816167,3617325.1146665597,0
478697.815782192,3617326.4385415395,0
478698.5210162223,3617327.7624165197,0
478699.2262502526,3617329.0862914994,0
478699.9314842829,3617330.410166479,0
478700.6367183132,3617331.7340414594,0
478701.34195234353,3617333.057916439,0
478702.04718637385,3617334.3817914193,0
478702.75242040417,3617335.705666399,0
