x,y,z
478692.5576025663,3617291.451751142,0
478693.02995449107,3617290.028064498,0
478693.5023064158,3617288.6043778546,0
478693.97465834056,3617287.180691211,0
478694.4470102653,3617285.7570045674,0
478694.91936219,3617284.333317924,0
478695.39171411475,3617282.90963128,0
478695.8640660395,3617281.4859446366,0
478696.33641796425,3617280.062257993,0
478696.808769889,3617278.6385713494,0
478697.28112181375,3617277.214884706,0
478697.7534737385,3617275.7911980622,0
478698.2258256632,3617274.3675114186,0
