x,y,z
478692.20148045034,3617289.9231390143,0
478692.2191657881,3617288.423243275,0
478692.23685112584,3617286.9233475355,0
478692.2545364636,3617285.423451796,0
478692.27222180134,3617283.923556057,0
478692.2899071391,3617282.4236603174,0
478692.30759247683,3617280.923764578,0
478692.3252778146,3617279.423868839,0
478692.34296315233,3617277.9239731,0
478692.3606484901,3617276.4240773604,0
478692.3783338279,3617274.924181621,0
478692.39601916564,3617273.4242858817,0
478692.4137045034,3617271.9243901423,0
