x,y,z
478701.6071183758,3617379.7738808864,0
478702.01700715756,3617381.216791551,0
478702.4268959394,3617382.6597022163,0
478702.8367847212,3617384.102612881,0
478703.24667350296,3617385.5455235457,0
478703.6565622848,3617386.9884342104,0
478704.0664510666,3617388.431344875,0
478704.47633984836,3617389.87425554,0
478704.8862286302,3617391.3171662046,0
478705.296117412,3617392.7600768697,0
478705.70600619377,3617394.2029875345,0
478706.1158949756,3617395.645898199,0
478706.5257837574,3617397.088808864,0
