x,y,z
478693.09339220275,3617299.841425886,0
478693.85448635486,3617301.1339953006,0
478694.6155805069,3617302.4265647153,0
478695.376674659,3617303.71913413,0
478696.1377688111,3617305.0117035448,0
478696.89886296313,3617306.304272959,0
478697.65995711525,3617307.5968423737,0
478698.4210512673,3617308.8894117884,0
478699.18214541936,3617310.181981203,0
478699.94323957147,3617311.474550618,0
478700.7043337235,3617312.7671200326,0
478701.46542787564,3617314.0596894473,0
478702.2265220277,3617315.3522588615,0
