x,y,z
478700.92837633815,3617378.700874875,0
478700.97868359176,3617380.200031031,0
478701.02899084537,3617381.699187187,0
478701.079298099,3617383.198343343,0
478701.1296053526,3617384.697499499,0
478701.1799126062,3617386.1966556553,0
478701.2302198598,3617387.695811811,0
478701.2805271134,3617389.194967967,0
478701.3308343671,3617390.694124123,0
478701.3811416207,3617392.193280279,0
478701.4314488743,3617393.6924364353,0
478701.4817561279,3617395.1915925913,0
478701.5320633815,3617396.6907487474,0
