x,y,z
478699.73401231365,3617359.6833659923,0
478700.1632465489,3617361.120640486,0
478700.59248078417,3617362.55791498,0
478701.0217150194,3617363.9951894744,0
478701.4509492547,3617365.432463968,0
478701.88018348994,3617366.8697384624,0
478702.30941772525,3617368.3070129566,0
478702.7386519605,3617369.7442874503,0
478703.16788619576,3617371.1815619445,0
478703.597120431,3617372.6188364387,0
478704.0263546663,3617374.0561109325,0
478704.45558890153,3617375.4933854267,0
478704.8848231368,3617376.930659921,0
