x,y,z
478692.07264089125,3617290.2903736,0
478692.1331215597,3617291.7891538003,0
478692.19360222813,3617293.2879340006,0
478692.2540828966,3617294.7867142013,0
478692.314563565,3617296.2854944016,0
478692.37504423346,3617297.784274602,0
478692.4355249019,3617299.283054802,0
478692.4960055703,3617300.7818350024,0
478692.5564862387,3617302.2806152026,0
478692.61696690717,3617303.779395403,0
478692.6774475756,3617305.278175603,0
478692.73792824405,3617306.7769558034,0
478692.7984089125,3617308.2757360036,0
