x,y,z
478696.275295646,3617326.8659183616,0
478696.9680673805,3617328.196357133,0
478697.660839115,3617329.526795904,0
478698.3536108495,3617330.8572346754,0
478699.04638258397,3617332.1876734467,0
478699.73915431846,3617333.5181122175,0
478700.43192605296,3617334.848550989,0
478701.12469778745,3617336.17898976,0
478701.81746952195,3617337.5094285314,0
478702.51024125644,3617338.8398673027,0
478703.20301299094,3617340.1703060735,0
478703.89578472544,3617341.500744845,0
478704.58855645993,3617342.831183616,0
