x,y,z
478701.6154869079,3617379.146737619,0
478701.8857770888,3617377.671290833,0
478702.15606726974,3617376.195844047,0
478702.42635745066,3617374.720397261,0
478702.6966476316,3617373.244950475,0
478702.9669378125,3617371.7695036894,0
478703.23722799344,3617370.294056903,0
478703.50751817436,3617368.8186101173,0
478703.7778083553,3617367.3431633315,0
478704.0480985362,3617365.8677165457,0
478704.31838871713,3617364.3922697594,0
478704.58867889806,3617362.9168229736,0
478704.858969079,3617361.441376188,0
