Z_bin,param,elm_id,region,cellType,X,Y,Z,Resistivity(ohm.m),Resistivity(log10),Sensitivity(log10),Scaled_Sensitivity(log10),Conductivity(mS/m),eX,eY,source,eX_index,filtered_row_index,x,y
-2.7,177.0,177.0,1.0,5.0,8.836256666666666,0.0,-2.719716666666667,0.93548,-0.02897,-1.47295,0.43073,1068.9699405652714,7,12,2,0,2,478703.23722799344,3617370.294056903
-2.6,412.0,412.0,1.0,5.0,9.05371,0.0,-2.5550633333333335,0.89943,-0.04603,-1.28884,0.71084,1111.8152607762695,7,12,2,0,2,478703.23722799344,3617370.294056903
-2.3000000000000003,774.0,774.0,1.0,5.0,9.022946666666666,0.0,-2.2714333333333334,0.86427,-0.06335,-1.3935,0.74106,1157.0458305853494,7,12,2,0,2,478703.23722799344,3617370.294056903
-1.8,371.0,371.0,1.0,5.0,9.002766666666666,0.0,-1.7545733333333333,0.79381,-0.10028,-0.8995,1.28186,1259.7472946926846,7,12,2,0,2,478703.23722799344,3617370.294056903
-1.5,280.0,280.0,1.0,5.0,8.994416666666666,0.0,-1.5098099999999999,0.75515,-0.12197,-0.91089,1.33133,1324.2402171753956,7,12,2,0,2,478703.23722799344,3617370.294056903
-1.4000000000000001,184.0,184.0,1.0,5.0,9.19985,0.0,-1.3845266666666667,0.72331,-0.14068,-0.72742,1.53096,1382.5330771038698,7,12,2,0,2,478703.23722799344,3617370.294056903
-1.2000000000000002,141.0,141.0,1.0,5.0,9.178973333333333,0.0,-1.1519566666666667,0.68441,-0.16468,-0.70749,1.58311,1461.112491050686,7,12,2,0,2,478703.23722799344,3617370.294056903
-1.0,374.0,374.0,1.0,5.0,8.971686666666665,0.0,-1.0246899999999999,0.68998,-0.16117,-0.49254,1.83562,1449.3173715180149,7,12,2,0,2,478703.23722799344,3617370.294056903
-0.8,185.0,185.0,1.0,5.0,8.978303333333335,0.0,-0.7987566666666667,0.66303,-0.17847,-0.5806,1.90442,1508.227380359863,7,12,2,0,2,478703.23722799344,3617370.294056903
-0.7000000000000001,236.0,236.0,1.0,5.0,9.008883333333333,0.0,-0.680335,0.648955,-0.187945,-0.5786800000000001,2.025415,1542.085410798895,7,12,2,0,2,478703.23722799344,3617370.294056903
-0.5,403.0,403.0,1.0,5.0,9.026773333333333,0.0,-0.4719933333333334,0.63107,-0.200155,-0.61996,2.139065,1586.3186887303855,7,12,2,0,2,478703.23722799344,3617370.294056903
-0.4,206.0,206.0,1.0,5.0,9.014083333333334,0.0,-0.3820733333333333,0.62639,-0.20315,-0.53447,2.12002,1596.449496320184,7,12,2,0,2,478703.23722799344,3617370.294056903
-0.2,836.0,836.0,1.0,5.0,9.012373333333333,0.0,-0.18345666666666668,0.61467,-0.21136,-0.58591,2.20874,1626.889225112662,7,12,2,0,2,478703.23722799344,3617370.294056903
-0.1,699.5,699.5,1.0,5.0,9.006186666666668,0.0,-0.09172833333333333,0.610375,-0.21492,0.616225,3.385525,1642.2187612425396,7,12,2,0,2,478703.23722799344,3617370.294056903
-5.1000000000000005,421.0,421.0,1.0,5.0,8.97472,0.0,-5.1047166666666675,1.18375,0.07326,-2.19218,-0.78221,844.7729672650474,7,12,3,0,3,478702.0817612583,3617390.031845042
-4.7,581.0,581.0,1.0,5.0,8.945943333333334,0.0,-4.716693333333334,1.1457,0.05907,-2.19623,-0.75383,872.8288382648163,7,12,3,0,3,478702.0817612583,3617390.031845042
-4.1000000000000005,775.0,775.0,1.0,5.0,9.19391,0.0,-4.138573333333333,1.08461,0.03527,-2.10018,-0.42762,921.9903928601063,7,12,3,0,3,478702.0817612583,3617390.031845042
-4.0,365.0,365.0,1.0,5.0,8.895116666666667,0.0,-3.989410000000001,1.07375,0.0309,-1.81479,-0.17875,931.3154831199068,7,12,3,0,3,478702.0817612583,3617390.031845042
-3.7,277.0,277.0,1.0,5.0,8.884423333333334,0.0,-3.6516866666666665,1.03632,0.01549,-1.83146,-0.14844,964.9529102979775,7,12,3,0,3,478702.0817612583,3617390.031845042
-3.5,368.0,368.0,1.0,5.0,9.163756666666666,0.0,-3.4778766666666665,1.01607,0.00692,-1.62898,0.11388,984.1841605401203,7,12,3,0,3,478702.0817612583,3617390.031845042
-3.2,279.0,279.0,1.0,5.0,9.13874,0.0,-3.1630900000000004,0.98202,-0.00788,-1.65517,0.14401,1018.3091994053074,7,12,3,0,3,478702.0817612583,3617390.031845042
-3.0,216.0,216.0,1.0,5.0,8.858866666666666,0.0,-3.01786,0.97337,-0.01172,-1.46289,0.40149,1027.3585584104708,7,12,3,0,3,478702.0817612583,3617390.031845042
-2.7,177.0,177.0,1.0,5.0,8.836256666666666,0.0,-2.719716666666667,0.93584,-0.0288,-1.46908,0.4346,1068.5587279876902,7,12,3,0,3,478702.0817612583,3617390.031845042
-2.6,412.0,412.0,1.0,5.0,9.05371,0.0,-2.5550633333333335,0.90286,-0.04438,-1.28712,0.71256,1107.5914316726846,7,12,3,0,3,478702.0817612583,3617390.031845042
-2.3000000000000003,774.0,774.0,1.0,5.0,9.022946666666666,0.0,-2.2714333333333334,0.87667,-0.05717,-1.40175,0.73281,1140.6800734597969,7,12,3,0,3,478702.0817612583,3617390.031845042
-1.8,371.0,371.0,1.0,5.0,9.002766666666666,0.0,-1.7545733333333333,0.81338,-0.0897,-0.91331,1.26805,1229.437655216504,7,12,3,0,3,478702.0817612583,3617390.031845042
-1.5,280.0,280.0,1.0,5.0,8.994416666666666,0.0,-1.5098099999999999,0.78647,-0.10432,-0.94224,1.29999,1271.5043167571555,7,12,3,0,3,478702.0817612583,3617390.031845042
-1.4000000000000001,184.0,184.0,1.0,5.0,9.19985,0.0,-1.3845266666666667,0.74525,-0.1277,-0.76049,1.49789,1341.8316001341832,7,12,3,0,3,478702.0817612583,3617390.031845042
-1.2000000000000002,141.0,141.0,1.0,5.0,9.178973333333333,0.0,-1.1519566666666667,0.71451,-0.14599,-0.7531,1.5375,1399.5605379910708,7,12,3,0,3,478702.0817612583,3617390.031845042
-1.0,374.0,374.0,1.0,5.0,8.971686666666665,0.0,-1.0246899999999999,0.72664,-0.13868,-0.52209,1.80607,1376.19729164373,7,12,3,0,3,478702.0817612583,3617390.031845042
-0.8,185.0,185.0,1.0,5.0,8.978303333333335,0.0,-0.7987566666666667,0.70705,-0.15055,-0.61883,1.8662,1414.3271338660634,7,12,3,0,3,478702.0817612583,3617390.031845042
-0.7000000000000001,236.0,236.0,1.0,5.0,9.008883333333333,0.0,-0.680335,0.692995,-0.15949,-0.620795,1.9833,1444.4629920667053,7,12,3,0,3,478702.0817612583,3617390.031845042
-0.5,403.0,403.0,1.0,5.0,9.026773333333333,0.0,-0.4719933333333334,0.676945,-0.16973,-0.65691,2.10212,1479.1584260524078,7,12,3,0,3,478702.0817612583,3617390.031845042
-0.4,206.0,206.0,1.0,5.0,9.014083333333334,0.0,-0.3820733333333333,0.67344,-0.1717,-0.58625,2.06824,1484.9132810643857,7,12,3,0,3,478702.0817612583,3617390.031845042
-0.2,836.0,836.0,1.0,5.0,9.012373333333333,0.0,-0.18345666666666668,0.66267,-0.17871,-0.634,2.16065,1509.0467351773884,7,12,3,0,3,478702.0817612583,3617390.031845042
-0.1,699.5,699.5,1.0,5.0,9.006186666666668,0.0,-0.09172833333333333,0.65923,-0.18161500000000003,0.63409,3.40339,1521.4483834668392,7,12,3,0,3,478702.0817612583,3617390.031845042
-5.0,411.0,411.0,1.0,5.0,9.01674,0.0,-5.038876666666666,1.23611,0.09206,-1.80898,-0.66552,808.9894912265089,7,12,4,0,4,478704.0664510666,3617388.431344875
-4.6000000000000005,105.0,105.0,1.0,5.0,9.086263333333335,0.0,-4.633253333333333,1.19459,0.07722,-1.9586,-0.60604,837.1072920416209,7,12,4,0,4,478704.0664510666,3617388.431344875
-4.4,98.0,98.0,1.0,5.0,8.85889,0.0,-4.406376666666667,1.15476,0.06249,-2.03597,-0.37236,865.9808098652534,7,12,4,0,4,478704.0664510666,3617388.431344875
-4.1000000000000005,410.0,410.0,1.0,5.0,9.096456666666667,0.0,-4.067623333333334,1.12774,0.05221,-1.98599,-0.25451,886.7292106336567,7,12,4,0,4,478704.0664510666,3617388.431344875
-3.8000000000000003,240.0,240.0,1.0,5.0,8.9778,0.0,-3.8245566666666666,1.0831,0.03467,-1.64477,-0.08565,923.2757824762257,7,12,4,0,4,478704.0664510666,3617388.431344875
-3.5,693.0,693.0,1.0,5.0,9.124113333333334,0.0,-3.478803333333333,1.0504,0.02136,-1.68444,0.05194,952.018278750952,7,12,4,0,4,478704.0664510666,3617388.431344875
-3.3000000000000003,762.0,762.0,1.0,5.0,8.887123333333335,0.0,-3.258736666666666,1.02896,0.0124,-1.55044,0.30667,971.855076970922,7,12,4,0,4,478704.0664510666,3617388.431344875
-2.9000000000000004,666.0,666.0,1.0,5.0,8.914093333333334,0.0,-2.94516,0.99213,-0.00343,-1.4107,0.34882,1007.9324282100129,7,12,4,0,4,478704.0664510666,3617388.431344875
-2.8000000000000003,575.0,575.0,1.0,5.0,9.19553,0.0,-2.8065700000000002,0.96797,-0.01414,-1.15514,0.57316,1033.0898684876597,7,12,4,0,4,478704.0664510666,3617388.431344875
-2.3000000000000003,381.0,381.0,1.0,5.0,8.91453,0.0,-2.2892200000000003,0.9151,-0.03853,-0.80941,0.93039,1092.7767457108512,7,12,4,0,4,478704.0664510666,3617388.431344875
-2.0,53.0,53.0,1.0,5.0,8.853226666666666,0.0,-2.0108566666666667,0.87975,-0.05564,-1.04082,0.9633,1136.6865586814436,7,12,4,0,4,478704.0664510666,3617388.431344875
-1.8,13.0,13.0,1.0,5.0,9.001890000000001,0.0,-1.8187200000000001,0.84829,-0.07146,-0.81146,1.20139,1178.8421412488653,7,12,4,0,4,478704.0664510666,3617388.431344875
-1.6,809.0,809.0,1.0,5.0,8.82002,0.0,-1.5820433333333332,0.83419,-0.07873,-0.90705,1.35947,1198.76766683849,7,12,4,0,4,478704.0664510666,3617388.431344875
-1.4000000000000001,496.0,496.0,1.0,5.0,8.891150000000001,0.0,-1.3650666666666667,0.80225,-0.09569,-0.60555,1.51027,1246.4942349641633,7,12,4,0,4,478704.0664510666,3617388.431344875
-1.3,552.0,552.0,1.0,5.0,9.14742,0.0,-1.3235666666666668,0.773,-0.11182,-0.60888,1.48589,1293.6610608020699,7,12,4,0,4,478704.0664510666,3617388.431344875
-0.9,398.5,398.5,1.0,5.0,8.928374999999999,0.0,-0.9031666666666667,0.75825,-0.12032,-0.29866499999999996,1.862085,1319.6426669967755,7,12,4,0,4,478704.0664510666,3617388.431344875
-0.6000000000000001,41.0,41.0,1.0,5.0,9.134826666666667,0.0,-0.6200733333333334,0.70589,-0.15126,-0.1764,1.96132,1416.6513196107041,7,12,4,0,4,478704.0664510666,3617388.431344875
-0.5,176.0,176.0,1.0,5.0,8.970590000000001,0.0,-0.45979333333333333,0.73013,-0.1366,-0.21738,2.05538,1369.6191089258077,7,12,4,0,4,478704.0664510666,3617388.431344875
-0.2,611.0,611.0,1.0,5.0,9.004036666666666,0.0,-0.22694666666666666,0.71566,-0.14529,-0.14394,2.19187,1397.3115725344437,7,12,4,0,4,478704.0664510666,3617388.431344875
-0.1,526.0,526.0,1.0,5.0,9.002018333333334,0.0,-0.11347333333333333,0.7076199999999999,-0.15188000000000001,0.850895,3.241605,1424.1384101335434,7,12,4,0,4,478704.0664510666,3617388.431344875
-5.1000000000000005,421.0,421.0,1.0,5.0,8.97472,0.0,-5.1047166666666675,1.06178,0.02604,-2.18361,-0.77364,941.8146885418826,7,12,5,0,5,478701.2302198598,3617387.695811811
-4.7,581.0,581.0,1.0,5.0,8.945943333333334,0.0,-4.716693333333334,1.03332,0.01424,-2.19452,-0.75212,967.7544226377114,7,12,5,0,5,478701.2302198598,3617387.695811811
-4.1000000000000005,775.0,775.0,1.0,5.0,9.19391,0.0,-4.138573333333333,0.98461,-0.00673,-2.09919,-0.42663,1015.6305542295935,7,12,5,0,5,478701.2302198598,3617387.695811811
-4.0,365.0,365.0,1.0,5.0,8.895116666666667,0.0,-3.989410000000001,0.98035,-0.00862,-1.81252,-0.17648,1020.043861886061,7,12,5,0,5,478701.2302198598,3617387.695811811
-3.7,277.0,277.0,1.0,5.0,8.884423333333334,0.0,-3.6516866666666665,0.95787,-0.01869,-1.84455,-0.16153,1043.9830039566955,7,12,5,0,5,478701.2302198598,3617387.695811811
-3.5,368.0,368.0,1.0,5.0,9.163756666666666,0.0,-3.4778766666666665,0.93685,-0.02833,-1.63947,0.10339,1067.4067353365,7,12,5,0,5,478701.2302198598,3617387.695811811
-3.2,279.0,279.0,1.0,5.0,9.13874,0.0,-3.1630900000000004,0.91272,-0.03966,-1.67547,0.12371,1095.626259970199,7,12,5,0,5,478701.2302198598,3617387.695811811
-3.0,216.0,216.0,1.0,5.0,8.858866666666666,0.0,-3.01786,0.91204,-0.03999,-1.48005,0.38432,1096.4431384588395,7,12,5,0,5,478701.2302198598,3617387.695811811
-2.7,177.0,177.0,1.0,5.0,8.836256666666666,0.0,-2.719716666666667,0.88943,-0.05089,-1.5046,0.39908,1124.315572895,7,12,5,0,5,478701.2302198598,3617387.695811811
-2.6,412.0,412.0,1.0,5.0,9.05371,0.0,-2.5550633333333335,0.86323,-0.06387,-1.33414,0.66555,1158.439813259502,7,12,5,0,5,478701.2302198598,3617387.695811811
-2.3000000000000003,774.0,774.0,1.0,5.0,9.022946666666666,0.0,-2.2714333333333334,0.83843,-0.07653,-1.45156,0.683,1192.7054136898728,7,12,5,0,5,478701.2302198598,3617387.695811811
-1.8,371.0,371.0,1.0,5.0,9.002766666666666,0.0,-1.7545733333333333,0.78931,-0.10275,-0.99834,1.18302,1266.9293433505213,7,12,5,0,5,478701.2302198598,3617387.695811811
-1.5,280.0,280.0,1.0,5.0,8.994416666666666,0.0,-1.5098099999999999,0.76518,-0.11624,-1.02894,1.21329,1306.882040826995,7,12,5,0,5,478701.2302198598,3617387.695811811
-1.4000000000000001,184.0,184.0,1.0,5.0,9.19985,0.0,-1.3845266666666667,0.72704,-0.13844,-0.87578,1.3826,1375.4401408450703,7,12,5,0,5,478701.2302198598,3617387.695811811
-1.2000000000000002,141.0,141.0,1.0,5.0,9.178973333333333,0.0,-1.1519566666666667,0.70171,-0.15384,-0.87484,1.41577,1425.0901369511623,7,12,5,0,5,478701.2302198598,3617387.695811811
-1.0,374.0,374.0,1.0,5.0,8.971686666666665,0.0,-1.0246899999999999,0.72294,-0.1409,-0.64018,1.68799,1383.2406562093672,7,12,5,0,5,478701.2302198598,3617387.695811811
-0.8,185.0,185.0,1.0,5.0,8.978303333333335,0.0,-0.7987566666666667,0.70316,-0.15295,-0.7196,1.76542,1422.1514306843392,7,12,5,0,5,478701.2302198598,3617387.695811811
-0.7000000000000001,236.0,236.0,1.0,5.0,9.008883333333333,0.0,-0.680335,0.69359,-0.15953499999999998,-0.759055,1.845045,1446.0054156890021,7,12,5,0,5,478701.2302198598,3617387.695811811
-0.5,403.0,403.0,1.0,5.0,9.026773333333333,0.0,-0.4719933333333334,0.679285,-0.16876999999999998,-0.77251,1.986515,1477.7384309829506,7,12,5,0,5,478701.2302198598,3617387.695811811
-0.4,206.0,206.0,1.0,5.0,9.014083333333334,0.0,-0.3820733333333333,0.67239,-0.17238,-0.74503,1.90946,1487.232112315769,7,12,5,0,5,478701.2302198598,3617387.695811811
-0.2,836.0,836.0,1.0,5.0,9.012373333333333,0.0,-0.18345666666666668,0.66768,-0.17543,-0.76688,2.02778,1497.7234603402826,7,12,5,0,5,478701.2302198598,3617387.695811811
-0.1,699.5,699.5,1.0,5.0,9.006186666666668,0.0,-0.09172833333333333,0.6686799999999999,-0.176535,0.619265,3.388565,1507.5811967500229,7,12,5,0,5,478701.2302198598,3617387.695811811
-5.1000000000000005,421.0,421.0,1.0,5.0,8.97472,0.0,-5.1047166666666675,1.2156,0.08479,-2.17003,-0.76006,822.6390259953932,7,12,6,0,6,478701.1576536207,3617386.5289539
-4.7,581.0,581.0,1.0,5.0,8.945943333333334,0.0,-4.716693333333334,1.17923,0.0716,-2.17665,-0.73425,848.0109902224333,7,12,6,0,6,478701.1576536207,3617386.5289539
-4.1000000000000005,775.0,775.0,1.0,5.0,9.19391,0.0,-4.138573333333333,1.11551,0.04748,-2.08158,-0.40902,896.4509506862332,7,12,6,0,6,478701.1576536207,3617386.5289539
-4.0,365.0,365.0,1.0,5.0,8.895116666666667,0.0,-3.989410000000001,1.10456,0.04319,-1.79807,-0.16203,905.3378720938655,7,12,6,0,6,478701.1576536207,3617386.5289539
-3.7,277.0,277.0,1.0,5.0,8.884423333333334,0.0,-3.6516866666666665,1.06653,0.02797,-1.81518,-0.13215,937.6201325794867,7,12,6,0,6,478701.1576536207,3617386.5289539
-3.5,368.0,368.0,1.0,5.0,9.163756666666666,0.0,-3.4778766666666665,1.04333,0.01842,-1.61681,0.12605,958.4695158770475,7,12,6,0,6,478701.1576536207,3617386.5289539
