X,Y,Linear Conductivity,Log Conductivity,Linear Resistivity,Log Resistivity,Depth
478683.409259067,3617295.38555657,1616.4697351023265,3.2085675777993536,0.6186320586674625,-0.2085675777993537,-0.25
478683.678272138,3617296.01008278,1651.9584182895464,3.217999111425843,0.6053421132932689,-0.21799911142584316,-0.25
478683.715228789,3617296.7314886,1666.113236027345,3.2217045145441343,0.6001993012097934,-0.2217045145441342,-0.25
478683.610249715,3617297.31924786,1757.964898993899,3.2450101993353373,0.5688395715820663,-0.24501019933533733,-0.25
478683.694522459,3617298.00606398,1743.2850625138972,3.241368408885229,0.5736296498508133,-0.24136840888522895,-0.25
478683.548494328,3617298.6367137,1696.32971441156,3.2295102696379514,0.5895080369719811,-0.2295102696379515,-0.25
478683.661529302,3617299.25787869,1751.65140142553,3.243447680884059,0.5708898466819251,-0.2434476808840591,-0.25
478683.457026827,3617299.94100208,1763.7098315542305,3.2464271358294505,0.566986690275901,-0.24642713582945072,-0.25
478683.387450154,3617300.52406656,1775.572914765601,3.249338511518029,0.5631984987403422,-0.24933851151802916,-0.25
478683.685875958,3617301.02196968,1727.5085221499378,3.2374201985142896,0.5788683454686921,-0.2374201985142897,-0.25
478683.573550168,3617301.46193726,1833.6761756764704,3.2633226423841366,0.5453525618453788,-0.2633226423841364,-0.25
478683.663751088,3617301.99877775,1728.0837594607312,3.2375647887158014,0.5786756541893905,-0.23756478871580133,-0.25
478683.620073061,3617302.63813835,1721.8234845623106,3.23598862701899,0.5807796263472391,-0.2359886270189898,-0.25
478683.785445194,3617303.1375581,1685.125934062145,3.2266323624326176,0.5934274583202287,-0.22663236243261772,-0.25
478683.906323942,3617303.65216179,1682.8252134349134,3.2260390103414056,0.594238778939401,-0.22603901034140583,-0.25
478683.955935924,3617304.08192881,1728.2459628938486,3.2376055510629493,0.578621342951415,-0.23760555106294937,-0.25
478684.157230413,3617304.81961112,1751.7768671357203,3.2434787870243595,0.5708489584264639,-0.24347878702435952,-0.25
478684.076409769,3617305.38052856,1729.6845782354658,3.2379669132899003,0.5781400913108378,-0.2379669132899004,-0.25
478684.135928167,3617305.93745033,1709.9333021545087,3.2329791705844464,0.5848181322277333,-0.23297917058444637,-0.25
478684.147239254,3617306.59917225,1743.3918327863912,3.241395007128532,0.5735945191401643,-0.24139500712853199,-0.25
478685.441323416,3617318.1420087,1673.5810124307598,3.2236467399385402,0.5975211194273587,-0.2236467399385401,-0.25
478685.274688305,3617318.63382514,1746.9509801991185,3.242280718762146,0.5724259073863763,-0.24228071876214602,-0.25
478685.44554126,3617319.38265822,1714.9811867338894,3.234259360214082,0.5830967754838515,-0.2342593602140819,-0.25
478685.368590791,3617320.04857223,1750.141065353714,3.243073055220943,0.5713825129849712,-0.24307305522094266,-0.25
478685.568698328,3617320.71851205,1718.6399903300753,3.235184912994466,0.5818554238389064,-0.23518491299446592,-0.25
478685.567020494,3617321.27279348,1782.7913331995203,3.251100514155011,0.5609181407704799,-0.25110051415501095,-0.25
478685.550396664,3617321.77845362,1746.0852855727328,3.2420654525133332,0.5727097114113703,-0.2420654525133331,-0.25
478685.827896138,3617322.2320594,1758.881391955993,3.245236554320584,0.568543168728355,-0.24523655432058378,-0.25
478685.664686229,3617322.86428556,1715.624176386465,3.234422157640044,0.5828782397472685,-0.23442215764004426,-0.25
478685.985198997,3617323.46283528,1760.3562536363377,3.2456005674344155,0.5680668318894639,-0.2456005674344157,-0.25
478685.853328047,3617324.13841278,1761.6802258254593,3.2459270795795145,0.5676399072546985,-0.2459270795795146,-0.25
478686.029078103,3617324.74219935,1748.967728790096,3.242781796135231,0.571765838522236,-0.2427817961352311,-0.25
478685.924801842,3617325.53657956,1752.0876687339992,3.2435558330505807,0.5707476959315437,-0.24355583305058082,-0.25
478686.035131044,3617326.11032885,1760.1093463366235,3.2455396490843063,0.5681465200337323,-0.24553964908430645,-0.25
478686.136053388,3617326.91196806,1736.7899139239726,3.239747288371351,0.5757748775386858,-0.23974728837135112,-0.25
478686.048131902,3617327.56158515,1745.790919241677,3.241992230173227,0.5728062787921775,-0.24199223017322713,-0.25
478686.317877651,3617328.16393877,1760.1751836739436,3.245555893675936,0.5681252691636862,-0.24555589367593583,-0.25
478686.444280001,3617328.8263381,1768.8005790780312,3.2476788717519964,0.5653548578784611,-0.2476788717519965,-0.25
478686.665387542,3617329.08883878,1764.0100278080915,3.246501049621958,0.5668902014364235,-0.24650104962195807,-0.25
478686.643455924,3617329.30443823,1736.630955603154,3.239707538093901,0.5758275797016916,-0.23970753809390102,-0.25
478686.666999171,3617329.35519663,1753.0203493374731,3.2437869574820897,0.5704440341368168,-0.24378695748208964,-0.25
478686.744172765,3617329.52347029,1694.713381165477,3.2290962585840863,0.5900702803870509,-0.22909625858408622,-0.25
478686.680748995,3617330.30482989,1801.3107994393645,3.2555886527618894,0.5551512822280517,-0.2555886527618895,-0.25
478686.7933194,3617330.83084491,1704.1756982543186,3.23151436792407,0.5867939561773796,-0.23151436792407012,-0.25
478686.7759598,3617331.47938715,1776.4674745805598,3.2495572603817795,0.5629148939167091,-0.2495572603817797,-0.25
478686.859436408,3617332.15943052,1826.664493900013,3.2616587871837965,0.5474459066453709,-0.2616587871837964,-0.25
478686.934274882,3617332.81824507,1777.4803719154,3.2498048136685282,0.5625941168185206,-0.24980481366852816,-0.25
478686.835183289,3617333.48020337,1783.8858512664615,3.2513670609419236,0.5605739847592012,-0.2513670609419237,-0.25
478686.845163269,3617334.12837915,1749.717608327579,3.242967962377021,0.5715207958362055,-0.24296796237702065,-0.25
478686.81023668,3617334.84193268,1739.9512796393528,3.2405370877768416,0.5747287362018977,-0.24053708777684177,-0.25
478686.932041654,3617335.54622064,1729.196581078072,3.237844368186854,0.5783032484233501,-0.23784436818685398,-0.25
478687.120144743,3617336.32550211,1743.162878791304,3.2413379688973585,0.5736698573419555,-0.24133796889735848,-0.25
478687.049527198,3617337.03050995,1693.6443686561745,3.2288222224382253,0.5904427272376266,-0.22882222243822534,-0.25
478687.212174107,3617337.59521722,1706.0625777842963,3.231994956894798,0.5861449708947508,-0.2319949568947977,-0.25
478687.177268654,3617338.19699135,1713.9611695269666,3.2340009785841484,0.5834437896139667,-0.23400097858414828,-0.25
478687.271757065,3617338.91242335,1712.2085175416184,3.233556653158469,0.5840410147216156,-0.23355665315846894,-0.25
478687.446109905,3617339.59350392,1703.532377267391,3.2313503921656763,0.5870155527094143,-0.2313503921656762,-0.25
478687.395081187,3617340.08322526,1732.4191619655462,3.2386529787347125,0.577227510497767,-0.2386529787347126,-0.25
478687.453467387,3617340.5979628,1693.4517387187982,3.228772824301125,0.5905098900288486,-0.22877282430112497,-0.25
478687.619931592,3617341.2430322,1714.922583165168,3.2342445194440628,0.5831167014865112,-0.234244519444063,-0.25
478687.53656583,3617341.95299424,1756.3065457632094,3.2446003199495723,0.5693766856431355,-0.24460031994957232,-0.25
478687.511748028,3617342.64497089,1735.0729819349178,3.239317747129775,0.5763446324227932,-0.23931774712977497,-0.25
478687.561848627,3617343.42485574,1793.0358011057228,3.253588961100073,0.5577133481569769,-0.2535889611000728,-0.25
478687.426204573,3617344.16233567,1755.7093273808634,3.244452616374297,0.569570363615817,-0.24445261637429672,-0.25
478687.341991799,3617344.84150632,1805.8151878563256,3.2566733013478024,0.5537665242405537,-0.2566733013478025,-0.25
478687.330030377,3617345.45739621,1807.090856597006,3.2569799884916253,0.553375607180667,-0.2569799884916255,-0.25
478687.405221381,3617346.15932052,1737.877636537636,3.2400191946400954,0.5754145050121563,-0.2400191946400954,-0.25
478687.567609062,3617346.72464422,1832.9522511377636,3.2631511516302543,0.5455679488536991,-0.2631511516302543,-0.25
478687.565132792,3617347.39255434,1767.1112856413945,3.2472639005073876,0.5658953163422517,-0.24726390050738767,-0.25
478687.852051921,3617348.11126959,1752.7082965242196,3.2437096424192844,0.5705455961970918,-0.24370964241928447,-0.25
478687.828744349,3617348.77891637,1789.148745424943,3.252646448243098,0.5589250209392114,-0.2526464482430983,-0.25
478688.052741796,3617349.41862777,1754.8392973534555,3.244237351304292,0.5698527503390998,-0.2442373513042919,-0.25
478687.813695507,3617350.14216418,1736.934745578137,3.239783502864099,0.5757268674288343,-0.23978350286409908,-0.25
478687.819113087,3617350.84854891,1767.1034367367315,3.2472619715153757,0.565897829867094,-0.2472619715153756,-0.25
478688.078584425,3617351.63876319,1766.4098164702636,3.247091469560779,0.5661200422890846,-0.24709146956077907,-0.25
478688.012537176,3617352.28925727,1732.8191862673978,3.2387532479400223,0.5770942565300556,-0.2387532479400224,-0.25
478688.18773877,3617353.00205305,1752.183649572087,3.2435796234164367,0.5707164316047676,-0.24357962341643666,-0.25
478688.00720881,3617353.69282338,1779.1859376732552,3.2502213373395517,0.5620548020448937,-0.25022133733955176,-0.25
478688.086626527,3617354.30143522,1813.3135655765211,3.258472910562434,0.5514766000672708,-0.2584729105624342,-0.25
478688.113657167,3617355.00838956,1811.3591493471104,3.2580045690967134,0.5520716310514355,-0.25800456909671327,-0.25
478688.16941234,3617355.63214072,1793.2770062413442,3.2536473799080197,0.5576383327949821,-0.2536473799080198,-0.25
478688.359116212,3617356.30795361,1773.4232788953504,3.248812404946043,0.5638811737166837,-0.24881240494604293,-0.25
478688.410417837,3617356.9190891,1710.6793028648603,3.233168600978676,0.5845631021111369,-0.23316860097867628,-0.25
478688.657180384,3617357.61110025,1720.0576230800582,3.2355429963066835,0.5813758717044192,-0.23554299630668335,-0.25
478688.498536663,3617357.94339071,1672.7206940346991,3.223423429805088,0.5978284381643788,-0.2234234298050879,-0.25
478688.783665846,3617358.43424004,1654.4181309396906,3.2186452809181474,0.6044421185302239,-0.21864528091814753,-0.25
478688.704010166,3617359.0527383,1710.2634741307631,3.2330630206534283,0.5847052311681084,-0.23306302065342846,-0.25
478688.86676669,3617359.66887005,1695.398113649485,3.2292716956125633,0.58983196450975,-0.2292716956125635,-0.25
478688.766679922,3617360.23075254,1777.742537799351,3.2498688643341773,0.5625111503704521,-0.24986886433417757,-0.25
478688.908381173,3617360.6202913,1770.685042286207,3.248141318636962,0.5647531752506687,-0.24814131863696198,-0.25
478688.907441346,3617361.39782199,1730.9320957349446,3.2382800308874926,0.5777234141443344,-0.23828003088749258,-0.25
478688.996851677,3617362.05229433,1757.9767640015343,3.2450131305030516,0.5688357323471013,-0.2450131305030515,-0.25
478689.061294352,3617362.59873594,1728.720209123502,3.2377247090249575,0.5784626076113389,-0.2377247090249572,-0.25
478688.997135185,3617363.03644487,1716.674240843603,3.234687890486184,0.5825217016762498,-0.23468789048618396,-0.25
478689.232792778,3617363.64964918,1706.5881430305174,3.23212872393209,0.5859644601914463,-0.23212872393209003,-0.25
478689.093010602,3617364.15680472,1618.3137773913006,3.2090627314775877,0.6179271374751478,-0.20906273147758767,-0.25
478689.169005562,3617364.86950496,1593.414623342502,3.202328798525427,0.6275830442062232,-0.20232879852542737,-0.25
478689.249024368,3617365.39405006,1568.7991296832763,3.1955673397278974,0.6374302363374521,-0.19556733972789728,-0.25
478689.468333893,3617365.9118304,1592.5130822352196,3.202083008680374,0.6279383266330346,-0.20208300868037407,-0.25
478689.491926143,3617366.47221641,1613.643360640469,3.207807555404185,0.6197156226658977,-0.2078075554041853,-0.25
478689.708353554,3617367.10332197,1657.770935123719,3.2195245210969703,0.6032196480301847,-0.21952452109697052,-0.25
478689.717726161,3617367.83279317,1731.802376848638,3.238498331364374,0.5774330913090099,-0.2384983313643742,-0.25
478689.671986846,3617368.36068678,1761.8095475285547,3.245958959168038,0.5675982409124687,-0.24595895916803764,-0.25
478689.847868288,3617369.14800073,1783.2954136391622,3.2512232926348243,0.560759587195542,-0.2512232926348245,-0.25
478689.735338655,3617369.61414295,1868.720085830637,3.2715442536082144,0.5351256229236199,-0.2715442536082143,-0.25
478689.846688933,3617370.17865216,1839.7016670841776,3.2647474018987412,0.543566393340798,-0.2647474018987412,-0.25
478689.695838225,3617370.74557023,1858.093991558584,3.269067678970208,0.538185906925619,-0.2690676789702076,-0.25
478689.773322327,3617371.30245363,1872.949617059484,3.2725260948726485,0.5339171918409594,-0.2725260948726485,-0.25
478689.56551853,3617371.78080915,1905.28616569154,3.2799602140521142,0.5248555403419105,-0.2799602140521144,-0.25
478689.540147786,3617372.21443193,1863.312968255518,3.270285806571456,0.5366784952590257,-0.27028580657145607,-0.25
478689.517418928,3617372.90917551,1792.3762448632158,3.253429179386739,0.5579185747779839,-0.25342917938673876,-0.25
478689.482133159,3617373.45490682,1791.932543618721,3.253321656840857,0.5580567212538863,-0.253321656840857,-0.25
478689.743884792,3617373.97259633,1856.9237936984773,3.2687940810928544,0.538525061391064,-0.2687940810928546,-0.25
478689.69879214,3617374.5593036,1828.8971265250773,3.262189277571006,0.546777610121795,-0.2621892775710059,-0.25
478690.00995892,3617375.17173044,1877.803248671903,3.273650086070426,0.5325371551610963,-0.27365008607042574,-0.25
478690.08583464,3617375.58542884,1870.7748585464387,3.272021524766551,0.5345378656504842,-0.2720215247665513,-0.25
478690.240784712,3617376.08240759,1839.9229025925692,3.264799625357299,0.5435010339786173,-0.2647996253572989,-0.25
478690.17698877,3617376.56815315,1830.1119767236448,3.2624776631650705,0.5464146526106279,-0.26247766316507026,-0.25
478690.354089662,3617377.19533979,1866.9397032290497,3.2711302917156715,0.5356359384667887,-0.2711302917156713,-0.25
478690.352454433,3617377.76963676,1874.2812765858137,3.2728347667558704,0.5335378486102137,-0.27283476675587054,-0.25
478690.416541099,3617378.14979579,1914.3994306369384,3.282032556441532,0.5223570295710392,-0.2820325564415319,-0.25
478690.590956812,3617379.95575247,1925.888370028878,3.2846311105738355,0.5192408945202807,-0.2846311105738358,-0.25
478690.589485838,3617380.36345779,1935.4365908035213,3.2867789474373375,0.5166792881521565,-0.2867789474373377,-0.25
