X,Y,Linear Conductivity,Log Conductivity,Linear Resistivity,Log Resistivity,Depth
478693.435222685,3617368.19835794,2068.441241277482,3.315643188295874,0.48345584106725403,-0.3156431882958741,-0.75
478693.559186001,3617367.35620614,2047.6335121231152,3.311252228717164,0.4883686431577969,-0.311252228717164,-0.75
478693.614343168,3617366.48371631,1960.97761047401,3.2924726351246427,0.5099497284715447,-0.29247263512464294,-0.75
478693.733692774,3617365.67575486,2005.893135382692,3.3023077921191657,0.4985310445310518,-0.30230779211916575,-0.75
478693.512759768,3617365.2509734,1898.04421152284,3.2783063243171853,0.526858117386886,-0.2783063243171853,-0.75
478693.65632086,3617364.56274574,1993.591537387219,3.2996361814428425,0.5016072657042826,-0.2996361814428427,-0.75
478693.333031558,3617363.76096647,2005.6150929162009,3.3022475891719183,0.49860015689549964,-0.30224758917191846,-0.75
478693.331485442,3617362.79498663,2017.8006605270973,3.304878259864612,0.4955890933937827,-0.3048782598646121,-0.75
478693.357819227,3617361.95951036,1933.6229001864751,3.2863717808448403,0.5171639205884259,-0.2863717808448401,-0.75
478693.559493353,3617361.05006304,2035.0309608562527,3.3085710209453865,0.4913930152587179,-0.3085710209453866,-0.75
478693.315052019,3617360.5908435,2001.692466824685,3.3013973547515096,0.4995772410465805,-0.3013973547515098,-0.75
478693.504248235,3617359.69096878,1930.7001711448447,3.28571483508048,0.5179468127394588,-0.28571483508047973,-0.75
478693.500542256,3617359.05417304,1940.3650319272576,3.2878834394348164,0.5153669456755542,-0.28788343943481637,-0.75
478693.339155132,3617358.46944737,1940.4825838324543,3.2879097492252716,0.5153357254178491,-0.28790974922527157,-0.75
478693.367715883,3617357.45782915,1921.2545165505137,3.2835849014632523,0.5204932461501427,-0.2835849014632523,-0.75
478693.3599517,3617356.99317616,1883.2356110029843,3.2749046578591017,0.5310010038878854,-0.2749046578591016,-0.75
478693.450532556,3617356.3694197,1881.8103706673385,3.2745758576023527,0.5314031719600812,-0.27457585760235265,-0.75
478693.471803672,3617355.60169935,1834.6923039579776,3.2635632392158347,0.5450505231000873,-0.2635632392158347,-0.75
478693.366028347,3617354.96542999,1856.9849984247385,3.268808395324233,0.5385073120398334,-0.2688083953242328,-0.75
478693.351878065,3617354.31510759,1909.0749975097576,3.280822989873428,0.52381388960854,-0.280822989873428,-0.75
478693.122510951,3617353.96455584,1849.7935038735309,3.267123249952387,0.5406008821557464,-0.26712324995238723,-0.75
478692.903159562,3617353.06216826,1895.3689056898968,3.277693751566799,0.5276017755688618,-0.2776937515667994,-0.75
478692.735256148,3617352.47437723,1888.2192233249991,3.2760524147254593,0.5295995230040514,-0.27605241472545927,-0.75
478692.52589783,3617351.86142449,1950.7725560340164,3.29020663719694,0.5126174227266311,-0.29020663719694,-0.75
478692.242398809,3617351.40228858,1850.2780833067725,3.2672370046028827,0.5404593012380193,-0.26723700460288263,-0.75
478691.899270681,3617351.06429763,1957.0452796715888,3.2916008739380334,0.5109743808113677,-0.2916008739380333,-0.75
478691.826050417,3617350.30971267,1848.561849574724,3.266833985869172,0.5409610721058956,-0.2668339858691723,-0.75
478691.916511317,3617349.62991281,1909.3142766770725,3.2808774199562056,0.5237482441813495,-0.28087741995620547,-0.75
478691.868731355,3617348.96087854,2014.6999749792708,3.3042103810416936,0.4963518203301159,-0.3042103810416937,-0.75
478691.798466106,3617348.37041508,2037.048577402779,3.309001385723984,0.4909063097920777,-0.3090013857239844,-0.75
478691.775144988,3617347.69332222,1983.168151169454,3.297359539232523,0.5042436766697318,-0.29735953923252284,-0.75
478691.725663681,3617346.95931791,2003.4538091503823,3.301779333959957,0.49913803624156255,-0.3017793339599567,-0.75
478691.262909776,3617345.59678487,1890.6253325989337,3.2766054727336837,0.5289255267860806,-0.2766054727336837,-0.75
478691.097531559,3617344.97234454,1976.6151239717517,3.2959221140241097,0.5059153842709803,-0.2959221140241098,-0.75
478690.923378718,3617344.38456691,1874.292825878575,3.272837442863627,0.5335345609783518,-0.27283744286362727,-0.75
478690.723480329,3617343.69029988,1911.4484680766848,3.2813625940989057,0.5231634630496779,-0.2813625940989059,-0.75
478690.4348703,3617343.1548078,1738.7169107544955,3.2402288780894066,0.5751367538986332,-0.24022887808940652,-0.75
478690.267619228,3617342.50696864,1944.936301824147,3.2889053824127394,0.5141556559266771,-0.2889053824127393,-0.75
478690.295438594,3617341.75740227,1829.618520648013,3.262360547846245,0.5465620230198701,-0.26236054784624496,-0.75
478690.261586631,3617341.14807703,1982.9260960632932,3.2973065282900187,0.5043052295218172,-0.2973065282900188,-0.75
478690.2512147,3617340.43831566,1939.031069996084,3.2875847680367998,0.5157214938293998,-0.2875847680367998,-0.75
478690.329198947,3617339.76870427,1931.2839667200128,3.2858461350494776,0.5177902458841127,-0.2858461350494777,-0.75
478690.274227801,3617338.90291676,1969.0368766980791,3.294253849808263,0.5078625046763582,-0.2942538498082633,-0.75
478690.163414732,3617337.98120514,1966.714769344528,3.293741379196421,0.5084621398014327,-0.2937413791964213,-0.75
478689.967374948,3617337.50833308,1895.705599159452,3.2777708928185043,0.5275080689973147,-0.2777708928185042,-0.75
478689.946800066,3617337.5062216,1977.4802878746689,3.2961121630117236,0.5056940421260873,-0.29611216301172355,-0.75
478689.913220976,3617336.90274649,2106.4457872155326,3.3235502863367734,0.4747333190672234,-0.32355028633677324,-0.75
478689.804570564,3617336.13992323,1841.8624508822415,3.2652571942357858,0.5429287075812885,-0.26525719423578586,-0.75
478689.74073627,3617335.51280211,1936.186343437613,3.286947152575792,0.5164792135784536,-0.28694715257579206,-0.75
478689.800156219,3617334.80720239,2014.3349421514704,3.3041316863932124,0.4964417679871651,-0.30413168639321253,-0.75
478689.950277178,3617334.14236351,1908.9210508999893,3.2807879672268254,0.5238561330383649,-0.2807879672268256,-0.75
478689.948036408,3617333.46029862,1988.9260989816253,3.2986186466735856,0.5027838895130505,-0.2986186466735854,-0.75
478689.929197006,3617332.80906249,1885.642866020472,3.275459442376125,0.530323115803172,-0.27545944237612513,-0.75
478689.982446866,3617332.14042784,1879.678889505626,3.2740836639301842,0.532005762038967,-0.27408366393018446,-0.75
478689.933977331,3617331.27093125,1857.99165988166,3.269043760209021,0.5382155483215099,-0.2690437602090208,-0.75
478689.754117017,3617330.44975332,1791.412930143735,3.2531957045607083,0.5582185900152928,-0.25319570456070817,-0.75
478689.515021073,3617329.69028861,1855.813151203089,3.2685342480216404,0.5388473507431061,-0.2685342480216404,-0.75
478689.329193543,3617329.00091841,1858.7474146091995,3.2692203774564454,0.5379967133459332,-0.2692203774564455,-0.75
478689.281206976,3617328.35713505,1838.214608751677,3.2643962132284017,0.5440061216133493,-0.26439621322840173,-0.75
478689.10319668,3617327.91378589,1835.0484149344572,3.26364752693225,0.5449447501556612,-0.26364752693224996,-0.75
478688.876538247,3617327.36923121,1872.900329262876,3.2725146660015514,0.533931242563011,-0.2725146660015512,-0.75
478688.676582051,3617326.64817426,1874.6632234084584,3.2729232596092745,0.5334291447729097,-0.27292325960927455,-0.75
478688.610923702,3617325.89880801,1821.8281141620091,3.2605073997542453,0.5488992030732671,-0.2605073997542455,-0.75
478688.362915734,3617325.35522284,1802.1792526646263,3.255797985628289,0.5548837600485313,-0.255797985628289,-0.75
478688.087280137,3617324.67743841,1819.2583350320892,3.2598943733420946,0.5496745463487798,-0.2598943733420948,-0.75
478688.05613734,3617323.99574334,1861.999358875852,3.2699795271089505,0.5370571129539656,-0.26997952710895023,-0.75
478687.895532471,3617323.4119399,1772.4491169980486,3.248573776422573,0.564191090401328,-0.24857377642257278,-0.75
478687.727626427,3617322.57995879,1889.054849359935,3.276244567995169,0.5293652539198787,-0.2762445679951687,-0.75
478687.704339259,3617321.91887836,1889.1427515479104,3.276264776273943,0.5293406224493242,-0.2762647762739431,-0.75
478687.592718737,3617321.35005874,1904.3089857789464,3.2797374167015825,0.525124865485501,-0.2797374167015825,-0.75
478687.379262647,3617320.52618139,1881.1768121175337,3.2744296168784928,0.5315821423900908,-0.2744296168784928,-0.75
478687.404651484,3617319.61434001,1889.261125987074,3.2762919884870416,0.5293074558327846,-0.2762919884870416,-0.75
478687.347210599,3617318.81137599,1837.4346864457848,3.2642119105751055,0.544237031866605,-0.2642119105751056,-0.75
478687.312837565,3617318.32368508,1889.8397214951683,3.2764249729447337,0.529145402451822,-0.2764249729447336,-0.75
478687.254131656,3617317.53796797,2059.6962252677413,3.313803173078777,0.48550848796647633,-0.31380317307877725,-0.75
478687.081864792,3617316.85842262,1957.1729621698487,3.291629207465202,0.5109410457476048,-0.291629207465202,-0.75
478686.982309592,3617316.08726577,1964.4080293250056,3.2932317005992613,0.5090592102413733,-0.29323170059926124,-0.75
478686.875627799,3617315.27116608,1978.042570806022,3.2962356341100962,0.5055502923744029,-0.29623563411009635,-0.75
478686.811012814,3617314.40108822,1925.294469488336,3.284497163295636,0.5194010660954939,-0.284497163295636,-0.75
478686.745713549,3617313.57627785,1851.602408532384,3.2675477370338903,0.540072747470997,-0.2675477370338901,-0.75
478686.654400284,3617312.76291667,1834.7134450412732,3.2635682435442983,0.5450442425778944,-0.26356824354429814,-0.75
478686.46496044,3617312.210892,1801.7325166286253,3.255690316512774,0.5550213423861522,-0.25569031651277446,-0.75
478686.47407757,3617311.23934662,1827.1313710359336,3.261769774317427,0.5473060207121436,-0.26176977431742726,-0.75
478686.532726942,3617310.2954091,1802.5004041649413,3.2558753707709864,0.5547848964079861,-0.2558753707709862,-0.75
478686.337235608,3617309.71414384,1900.989763712768,3.2789797783199255,0.5260417594500503,-0.27897977831992554,-0.75
478686.484854337,3617309.21836502,1870.9218932457984,3.272055657066868,0.5344958566202538,-0.2720556570668679,-0.75
478686.624399152,3617308.84331287,1940.522845167296,3.2879187599189574,0.5153250334003608,-0.2879187599189572,-0.75
478686.607682727,3617308.33248927,1986.5249238237543,3.29809401827697,0.5033916202144366,-0.2980940182769699,-0.75
478686.263787933,3617307.15045822,1856.479623382717,3.2686901867962144,0.5386539057066979,-0.26869018679621415,-0.75
478686.33576491,3617306.47223759,1912.4646602500868,3.2815934187275206,0.5228854790285292,-0.2815934187275208,-0.75
478686.496285674,3617305.67835285,1879.6871897761496,3.2740855816799384,0.5320034128226885,-0.27408558167993824,-0.75
478686.175736458,3617304.21143461,1840.140797385918,3.2648510540901756,0.5434366769219986,-0.26485105409017545,-0.75
478686.201508166,3617303.47850099,1948.0504097258772,3.289600190931982,0.5133337386996656,-0.2896001909319817,-0.75
478686.264684837,3617302.82493377,1779.0373359799794,3.2501850625526902,0.5621017500732507,-0.2501850625526902,-0.75
478686.155173559,3617302.02516057,1841.3697985630704,3.2651410157433647,0.5430739663376466,-0.2651410157433646,-0.75
478685.963691236,3617301.61386527,1892.1333177600336,3.2769517330846516,0.5285039857465388,-0.2769517330846517,-0.75
478685.8985816,3617300.99937215,1700.265456965657,3.2305167316695944,0.5881434548371223,-0.23051673166959438,-0.75
478685.78349992,3617300.51678097,1852.0772543155613,3.2676590981251787,0.5399342806407673,-0.26765909812517863,-0.75
478685.650601421,3617299.86086214,1956.4853210083847,3.291476593852353,0.5111206249605766,-0.29147659385235275,-0.75
478685.374089548,3617299.13904539,1771.6879825410938,3.2483872393386846,0.5644334724028108,-0.24838723933868465,-0.75
478685.590584958,3617298.584612,1850.4805835995064,3.2672845325655095,0.5404001581334218,-0.26728453256550955,-0.75
478685.804246532,3617297.92271637,1889.551829503958,3.2763588089065694,0.5292260230101856,-0.27635880890656955,-0.75
478685.903077964,3617297.50402503,1958.3048388893883,3.291880297039532,0.5106457279486318,-0.2918802970395321,-0.75
478686.136907184,3617296.77557289,2009.9763080472624,3.303190938343384,0.49751830207965125,-0.30319093834338434,-0.75
478685.77356807,3617295.87657312,2005.766889054633,3.3022804577571705,0.49856242291013414,-0.30228045775717055,-0.75
478685.701313992,3617295.20882305,1955.231539826224,3.291198194220199,0.5114483781746265,-0.29119819422019905,-0.75
478686.000062496,3617294.88423886,2010.3688584990052,3.303275748223402,0.49742115521358926,-0.30327574822340214,-0.75
478685.943421594,3617294.21183638,1962.7595628995612,3.29286710199357,0.5094867547213536,-0.2928671019935696,-0.75
478685.853918136,3617293.75752019,2071.7654546557037,3.3163405872148606,0.48268012083741635,-0.31634058721486064,-0.75
478685.832910934,3617293.18850661,2108.572033502352,3.3239884420680825,0.4742546064878767,-0.32398844206808236,-0.75
478686.032585093,3617292.43918822,1930.329838420363,3.2856315239128353,0.5180461805523997,-0.28563152391283514,-0.75
478686.156725373,3617291.80119504,2018.0824971204531,3.3049389157719866,0.49551988158406446,-0.3049389157719864,-0.75
478685.82112444,3617291.33139325,2042.861865740289,3.310239001495422,0.4895093578133936,-0.3102390014954222,-0.75
478686.01706367,3617290.4185709,1918.908119109209,3.283054180405523,0.5211296935176957,-0.283054180405523,-0.75
478685.991771688,3617289.79413872,2060.5483471758107,3.3139828089432766,0.48530771013968244,-0.31398280894327646,-0.75
478686.073073897,3617288.97147798,2008.1003637482663,3.3027854148140174,0.49798307796400515,-0.3027854148140173,-0.75
478685.992265428,3617288.07833991,2043.9274910093563,3.3104654849983493,0.48925414644047294,-0.31046548499834936,-0.75
478685.80494262,3617287.05579047,2064.342798436985,3.3147818165540115,0.48441567008984604,-0.31478181655401155,-0.75
478685.950137188,3617286.40050801,2060.098077287529,3.313887896782182,0.4854137824916912,-0.31388789678218193,-0.75
478686.073120665,3617285.70862919,2030.8833909648115,3.30768498784873,0.4923965622294691,-0.30768498784873,-0.75
478685.942352011,3617284.70966944,2122.5446863255584,3.3268568422942306,0.47113260156192477,-0.32685684229423073,-0.75
478686.054566763,3617284.09602843,2063.890026132173,3.314686552298005,0.4845219402867348,-0.3146865522980051,-0.75
478686.165259431,3617283.50117454,1938.1757688558944,3.287393159702752,0.5159490775133878,-0.28739315970275214,-0.75
478686.147923369,3617282.82252928,1947.0906699152024,3.2893861757249576,0.5135867658610633,-0.28938617572495756,-0.75
478685.889797536,3617282.05355955,1955.8491821614248,3.291335362782683,0.5112868666565036,-0.2913353627826833,-0.75
478686.009801542,3617281.18616581,1860.0397563457964,3.269522226893765,0.5376229172459107,-0.2695222268937647,-0.75
478686.215005946,3617280.5874144,1946.4652906836675,3.2892466637957924,0.5137517759943023,-0.28924666379579217,-0.75
478686.116346884,3617279.74851061,1865.912981020197,3.270891386064303,0.5359306731727892,-0.27089138606430274,-0.75
478686.12679076,3617279.39682978,1905.1593239971128,3.279931300557283,0.5248904841732362,-0.2799313005572832,-0.75
478686.058808912,3617278.65701446,1858.8631028637944,3.269247407060742,0.5379632305678583,-0.269247407060742,-0.75
478686.07114954,3617277.73165204,1869.4981113405552,3.271725030744697,0.5349029207004297,-0.27172503074469717,-0.75
478686.015976615,3617277.01521214,1794.307227946831,3.253896806588996,0.5573181584651299,-0.25389680658899616,-0.75
478686.002802078,3617276.33440245,1825.4395785489085,3.2613674625187934,0.5478132564622747,-0.26136746251879356,-0.75
478685.869527703,3617275.25969678,1703.1184526038924,3.23124485437672,0.5871582205401528,-0.2312448543767197,-0.75
478686.113802459,3617274.66671244,1720.2604811168226,3.235594212574139,0.5813073141985933,-0.23559421257413907,-0.75
478686.031151475,3617273.64270719,1608.0758084134593,3.2063065185415356,0.621861229904707,-0.20630651854153556,-0.75
478686.364953072,3617273.27155024,1673.542366020425,3.223636711074434,0.5975349177313837,-0.223636711074434,-0.75
478686.085726058,3617272.25474034,1659.617230321578,3.220007935071576,0.6025485767017696,-0.22000793507157623,-0.75
478686.13692787,3617271.60243052,1590.2926604989875,3.201477054599648,0.6288150758906409,-0.20147705459964793,-0.75
478686.503878165,3617271.26846239,1699.304264841016,3.2302711473862504,0.5884761314911184,-0.23027114738625026,-0.75
478686.444389479,3617270.48213115,1579.0569071861803,3.1983977817065807,0.6332893991654563,-0.19839778170658076,-0.75
478686.75845401,3617270.1353431,1524.9779600928498,3.1832635670406897,0.655747182037381,-0.1832635670406896,-0.75
478686.885079194,3617269.44160892,1608.5583546080722,3.206436820677579,0.6216746797747673,-0.2064368206775789,-0.75
478686.778678283,3617268.87862888,1629.1221977185803,3.211953661229622,0.6138274964274615,-0.21195366122962217,-0.75
478686.93976734,3617267.98497298,1673.83265505594,3.2237120363223095,0.5974312885935301,-0.2237120363223093,-0.75
478687.165617151,3617267.05607419,1839.4009326085816,3.264676402343811,0.5436552642070431,-0.264676402343811,-0.75
478687.105581297,3617266.37906001,1797.078719306005,3.254567101377997,0.5564586510635324,-0.2545671013779967,-0.75
478687.413283595,3617265.61442174,1786.938044073087,3.2521094951001435,0.5596164921983715,-0.25210949510014347,-0.75
478687.529337882,3617264.96967141,1843.312026495472,3.265598856605511,0.5425017499078615,-0.2655988566055114,-0.75
478687.42981242,3617264.45594578,1844.592087682632,3.2659003414137904,0.5421252789045103,-0.26590034141379054,-0.75
478687.422866,3617262.79189556,1855.704770548316,3.2685088842102195,0.5388788216050789,-0.2685088842102194,-0.75
478687.431654321,3617261.9099592,1857.4424398863048,3.268915364329204,0.5383746912023883,-0.26891536432920365,-0.75
478687.514258756,3617261.2089289,1861.5181049508856,3.269867264482441,0.5371959570741774,-0.269867264482441,-0.75
478687.59928319,3617260.42198037,1888.613764157442,3.2761431504861385,0.5294888870229775,-0.27614315048613847,-0.75
478687.554640504,3617259.51583176,1917.2805716288128,3.282685671456061,0.5215720718175623,-0.2826856714560608,-0.75
478687.82947638,3617258.96743221,1806.8761832768005,3.256928393423127,0.5534413532345548,-0.256928393423127,-0.75
478687.971424163,3617258.49814775,1850.410175672228,3.267268008017074,0.5404207203068985,-0.26726800801707407,-0.75
478687.799075376,3617257.65909379,1769.4754152503592,3.2478445330118046,0.5651392448753023,-0.24784453301180445,-0.75
478687.836733992,3617257.1269065,1894.3990020664164,3.2774714562647627,0.5278718996944133,-0.2774714562647626,-0.75
478687.723323912,3617256.20889575,1690.382190489473,3.227984908433223,0.5915821910726807,-0.22798490843322286,-0.75
478687.586831716,3617255.4556781,1781.4840304259258,3.250781933603125,0.56132975817971,-0.2507819336031252,-0.75
478687.622817368,3617254.75012862,1789.3584484764726,3.252697348170519,0.558859517974969,-0.2526973481705189,-0.75
478687.846268659,3617253.91700188,1875.952707302477,3.273221885633419,0.5330624786580832,-0.273221885633419,-0.75
478687.800061688,3617253.00993283,1901.3092279272616,3.2790527560348037,0.5259533721877339,-0.2790527560348036,-0.75
478687.652424076,3617252.64565727,1824.8197623016936,3.2612199755851754,0.547999326102581,-0.2612199755851754,-0.75
478687.652651797,3617252.14372746,1951.190269582656,3.2902996215220046,0.5125076808700425,-0.29029962152200456,-0.75
478687.542718332,3617251.14687866,1948.892540656948,3.2897878933575773,0.513111923381323,-0.2897878933575773,-0.75
478687.435181768,3617250.05333406,1937.2141590812123,3.287177634640642,0.5162051884208212,-0.2871776346406421,-0.75
478687.836348105,3617249.88988713,1965.6056052372928,3.293496381933642,0.5087490579674439,-0.29349638193364186,-0.75
478687.82161744,3617248.96858583,1940.098140943073,3.2878236995137193,0.5154378424969288,-0.28782369951371917,-0.75
478687.388294512,3617247.85510719,1887.488901716517,3.275884406691983,0.5298044396926422,-0.27588440669198316,-0.75
478687.753585886,3617247.47556873,1931.096675702688,3.285804016230579,0.5178404647380587,-0.285804016230579,-0.75
478687.665099481,3617246.64495735,1934.976660269138,3.2866757309169694,0.5168020992361266,-0.28667573091696924,-0.75
478687.788955624,3617246.11720453,1934.2214506941352,3.2865061953461026,0.5170038826945743,-0.2865061953461025,-0.75
478687.906275273,3617245.33357414,1975.725739142175,3.2957266577395075,0.5061431251253437,-0.2957266577395074,-0.75
478687.61152726,3617244.48646804,1983.963832069069,3.297533750642757,0.5040414466412442,-0.2975337506427569,-0.75
478687.639810791,3617243.83205179,1972.9883192304255,3.2951245140870684,0.5068453727035015,-0.2951245140870684,-0.75
478687.519308266,3617242.76347745,1950.4015208589933,3.290124026923,0.5127149406444172,-0.2901240269229999,-0.75
478687.226893865,3617241.66848104,2126.4248739947184,3.327650043816615,0.47027290370310243,-0.3276500438166151,-0.75
478687.27982439,3617240.97213327,1909.9463968958944,3.281021178839876,0.5235749032670403,-0.2810211788398764,-0.75
478687.255916836,3617240.14292332,2119.5426457887693,3.3262421591181655,0.4717998960704368,-0.32624215911816556,-0.75
478687.223041424,3617239.38178556,1995.1774878076567,3.299981535885837,0.501208542152719,-0.2999815358858367,-0.75
478687.278155221,3617238.73223879,1995.3204099754505,3.3000126449406118,0.5011726412462766,-0.3000126449406118,-0.75
478687.27573044,3617237.96426135,1990.113175190532,3.2988777748836373,0.5024839855674342,-0.2988777748836375,-0.75
478687.531191529,3617237.48765146,1989.5869625565376,3.2987629264092937,0.5026168842175368,-0.2987629264092935,-0.75
478687.779085789,3617236.76040106,1978.4775709455596,3.29633113124102,0.5054391390052894,-0.29633113124102,-0.75
478687.780237762,3617236.20365737,1987.3536691742304,3.298275160971398,0.5031817011289753,-0.29827516097139783,-0.75
478687.563780511,3617235.43829362,2018.6416162826995,3.305059222417485,0.4953826335164367,-0.30505922241748473,-0.75
478687.414309015,3617234.58225445,2010.8633447287868,3.3033825575948588,0.49729883565751404,-0.30338255759485866,-0.75
478687.098246184,3617233.26590551,2092.2188469132147,3.3206071099446617,0.47796147208757084,-0.32060710994466163,-0.75
478687.17669068,3617232.44602235,2132.3244827505105,3.328853293387024,0.4689717761482944,-0.32885329338702385,-0.75
478687.386312203,3617231.84233465,2164.51562994628,3.3353607261967215,0.46199712589962605,-0.3353607261967217,-0.75
478687.165068372,3617231.03048342,2164.438054276219,3.3353451609179507,0.46201368434838236,-0.3353451609179506,-0.75
478687.366956039,3617230.58478143,2166.159751186215,3.335690482067826,0.46164646880378424,-0.33569048206782626,-0.75
478687.31744439,3617229.59365403,2201.8571553976885,3.342789140868789,0.45416206839239076,-0.34278914086878903,-0.75
478687.215095401,3617228.73412674,2088.3383212639533,3.319800857910502,0.4788496144603411,-0.31980085791050195,-0.75
478687.345866842,3617228.15247101,2112.236804763906,3.3247426057354144,0.4734317656735341,-0.3247426057354142,-0.75
478687.600625603,3617227.4692402,2037.730609752412,3.309146769252802,0.4907420025071429,-0.30914676925280227,-0.75
478687.507136918,3617226.73471437,2120.5058538313115,3.326439475703122,0.4715855880299546,-0.3264394757031217,-0.75
478687.547770098,3617226.01067906,2143.5514057066457,3.3311339030307128,0.466515520615816,-0.3311339030307129,-0.75
478687.464699032,3617224.9121552,2107.942356011116,3.3238587304453566,0.47439627423793107,-0.3238587304453565,-0.75
478687.576493333,3617224.34501291,2209.964305378355,3.344385259159136,0.4524959962322992,-0.34438525915913576,-0.75
478687.409001802,3617223.22080348,2317.3961379150605,3.3650002788505544,0.43151879975932406,-0.36500027885055425,-0.75
478687.704374193,3617222.77767277,2306.755461250639,3.3630015574779732,0.43350932372252243,-0.3630015574779731,-0.75
478687.560501779,3617221.98290011,2377.2374241255006,3.3760725586058844,0.42065634246350625,-0.3760725586058844,-0.75
478687.741218789,3617221.25671733,2362.121984018085,3.3733023215662343,0.42334816185019836,-0.37330232156623444,-0.75
478687.858727957,3617220.43982989,2330.873656693875,3.3675187335429926,0.4290236826557154,-0.36751873354299275,-0.75
478687.852011179,3617219.61304662,2350.5959975672404,3.371177992330223,0.42542402056114886,-0.371177992330223,-0.75
478687.969892215,3617218.72656574,2242.7903072966446,3.3507886705329852,0.44587315931704447,-0.35078867053298535,-0.75
478688.421334011,3617216.86876891,2292.1223529462936,3.3602377964503125,0.43627688492047567,-0.36023779645031256,-0.75
478688.412676449,3617216.23013631,2336.185064293089,3.368507243071267,0.4280482806282267,-0.36850724307126664,-0.75
478688.17871907,3617215.19629325,2196.854921690853,3.341801377453276,0.4551961943988227,-0.3418013774532761,-0.75
478688.334673021,3617214.70111256,2324.718754357336,3.3663704192393675,0.4301595615063759,-0.3663704192393675,-0.75
478688.346778565,3617213.90908533,2190.2777068662217,3.34049918283709,0.45656310926470034,-0.34049918283708996,-0.75
478688.413085997,3617213.1363418,2272.3984327127214,3.3564844810697294,0.4400636726395863,-0.3564844810697293,-0.75
478688.520688693,3617212.43556598,2317.966133194287,3.36510708638414,0.4314126879075425,-0.36510708638413986,-0.75
478688.507214447,3617211.6146479,2301.3937475015687,3.3619909288546004,0.43451929991798083,-0.3619909288546002,-0.75
478688.473045692,3617210.85751606,2357.701763536208,3.3724888683408665,0.42414185520230774,-0.37248886834086636,-0.75
478688.705011659,3617210.10905249,2328.5232872192896,3.367080585605776,0.4294567314352242,-0.36708058560577583,-0.75
478688.88102102,3617209.25139282,2262.615987061577,3.3546108514130135,0.44196629287441913,-0.3546108514130134,-0.75
478688.909149991,3617208.40297973,2372.098657484504,3.375132747723464,0.4215676261376293,-0.3751327477234637,-0.75
478688.995320688,3617207.66468209,2303.1197806377213,3.362316525336028,0.4341936569721552,-0.36231652533602793,-0.75
478689.260508642,3617207.10922084,2269.420720413936,3.3559150157688236,0.4406410812260508,-0.3559150157688234,-0.75
478689.235013371,3617206.02473864,2260.047688470989,3.3541176031391235,0.44246853953623394,-0.35411760313912366,-0.75
478689.483046085,3617205.60511216,2229.8339929510857,3.348272531824421,0.44846387810087357,-0.34827253182442114,-0.75
478689.816463977,3617205.05350801,2312.076813870024,3.3640022585052924,0.4325115817956626,-0.36400225850529244,-0.75
478690.076800359,3617204.42107415,2215.24217348436,3.345421210856511,0.4514179135670288,-0.345421210856511,-0.75
478690.256901559,3617203.6502426,2362.09976059378,3.3732982355977654,0.4233521448512496,-0.3732982355977653,-0.75
478690.38890638,3617202.91461826,2216.5335653859865,3.3456743122884296,0.4511549094569476,-0.34567431228842943,-0.75
478690.517015849,3617202.30556234,2299.286941332864,3.361593172774859,0.43491744419698836,-0.3615931727748591,-0.75
478690.633296691,3617201.52285805,2288.2904473615768,3.3595111476038406,0.43700746168521165,-0.3595111476038404,-0.75
478690.705961967,3617200.55733546,2231.0575833851194,3.348510779527977,0.44821792473985755,-0.34851077952797715,-0.75
478690.894785972,3617199.72551471,2307.042364391745,3.3630555695764186,0.4334554126246621,-0.3630555695764188,-0.75
478691.041848941,3617199.21249304,2194.2304941739426,3.3412822463426197,0.4557406355691305,-0.34128224634261956,-0.75
478691.127940276,3617198.31530265,2003.323427327327,3.3017510697950323,0.49917052152388575,-0.3017510697950324,-0.75
478692.715646738,3617186.44543429,2048.6734914116573,3.3114727479681,0.48812072992214134,-0.3114727479681,-0.75
478692.775024407,3617185.71951133,2154.1710906473245,3.3332801932856624,0.46421568107642824,-0.33328019328566255,-0.75
478693.23217857,3617185.07002803,2159.660701878352,3.334385525745083,0.46303569775115877,-0.33438552574508323,-0.75
478693.235308418,3617184.58564419,2229.3235198496163,3.3481730979508875,0.44856656788309357,-0.3481730979508877,-0.75
478693.617397326,3617183.41499257,2251.155005221347,3.3524053997515764,0.4442164123219378,-0.3524053997515762,-0.75
478693.808110044,3617182.97886056,2196.9972862024465,3.341829520467151,0.4551666978744975,-0.3418295204671511,-0.75
478694.286938802,3617182.60185081,2240.718420993256,3.350387284517133,0.446285437130795,-0.3503872845171331,-0.75
478694.498558628,3617181.95781993,2239.5085366336707,3.350152722242118,0.44652654082004767,-0.35015272224211824,-0.75
478694.692626473,3617181.26424955,2310.696998778153,3.363743000266612,0.4327698527884783,-0.3637430002666121,-0.75
478694.964365333,3617180.72755832,2377.753788482993,3.376166882309952,0.4205649907251331,-0.3761668823099524,-0.75
478695.132572723,3617179.87391862,2307.128195209957,3.363071726695125,0.43343928702193174,-0.36307172669512494,-0.75
478694.803649624,3617179.36253147,2397.1186841552767,3.3796895369947326,0.417167496382179,-0.37968953699473273,-0.75
478694.840606021,3617178.50178226,2345.8263131974586,3.370295853469047,0.4262890199389734,-0.37029585346904703,-0.75
478694.92224462,3617177.83555051,2344.8163080618992,3.3701088259339036,0.426472639482172,-0.3701088259339036,-0.75
