x,y,Linear Conductivity,Linear Resistivity,Depth,DOI,DOI Flag
448585.456,4177584.049,275.6499048,3.627790116,-0.252920161,-3.400915539,0
448585.3053,4177584.889,266.9133773,3.746533839,-0.252920161,-3.400915539,0
448585.1937,4177585.789,257.5893325,3.882148341,-0.252920161,-3.400915539,0
448585.0982,4177586.722,248.3723507,4.026213052,-0.252920161,-3.400915539,0
448584.995,4177587.68,238.6043315,4.191038753,-0.252920161,-3.400915539,0
448584.9749,4177588.415,232.5090496,4.300907864,-0.252920161,-3.400915539,0
448584.9937,4177589.035,227.8031522,4.389754885,-0.252920161,-3.400915539,0
448585.0526,4177589.577,223.9663521,4.464956413,-0.252920161,-3.400915539,0
448585.1552,4177590.068,220.6377581,4.532315813,-0.252920161,-3.400915539,0
448585.2858,4177590.515,218.2747235,4.581382506,-0.252920161,-3.400915539,0
448585.4355,4177590.932,217.1226621,4.605691503,-0.252920161,-3.400915539,0
448585.6009,4177591.312,216.0614569,4.628312769,-0.252920161,-3.400915539,0
448585.7688,4177591.68,215.1373451,4.648193458,-0.252920161,-3.400915539,0
448585.928,4177592.057,213.7072864,4.679297636,-0.252920161,-3.400915539,0
448586.1066,4177592.45,213.3594078,4.686927144,-0.252920161,-3.400915539,0
448586.2853,4177592.847,213.1985176,4.690464133,-0.252920161,-3.400915539,0
448586.4553,4177593.258,214.1332064,4.669990314,-0.252920161,-3.696647325,0
448586.6024,4177593.686,213.6849641,4.679786453,-0.252920161,-3.696647325,0
448586.7124,4177594.077,212.9848928,4.69516869,-0.252920161,-3.696647325,0
448586.7842,4177594.441,210.3137505,4.754800852,-0.252920161,-3.696647325,0
448586.8307,4177594.824,205.0299739,4.877335646,-0.252920161,-3.696647325,0
448586.8676,4177595.235,199.1415753,5.021553127,-0.252920161,-3.696647325,0
448586.9028,4177595.652,193.646631,5.16404543,-0.252920161,-3.696647325,0
448586.9554,4177596.027,187.0392832,5.346470446,-0.252920161,-3.696647325,0
448587.0042,4177596.374,179.2565541,5.578596583,-0.252920161,-3.696647325,0
448587.052,4177596.687,170.4246586,5.867695485,-0.252920161,-3.696647325,0
448586.9974,4177596.977,159.4247216,6.2725529,-0.252920161,-3.696647325,0
448586.9217,4177597.271,149.6128315,6.683918685,-0.252920161,-3.696647325,0
448586.855,4177597.599,139.2455588,7.181557594,-0.252920161,-3.696647325,0
448586.8151,4177597.981,129.9436131,7.695645643,-0.252920161,-3.696647325,0
448586.7847,4177598.326,122.1720371,8.185179065,-0.252920161,-3.696647325,0
448586.7706,4177598.747,114.8881415,8.704118517,-0.252920161,-3.696647325,0
448586.7347,4177599.21,107.0295217,9.343216564,-0.252920161,-3.696647325,0
448586.7353,4177599.727,100.6257801,9.937811151,-0.252920161,-3.992379111,0
448586.7546,4177600.289,95.43619392,10.47820495,-0.252920161,-3.992379111,0
448586.8077,4177600.881,92.22249624,10.84334128,-0.252920161,-3.992379111,0
448587.0237,4177601.477,90.63608769,11.03313289,-0.252920161,-3.992379111,0
448587.3066,4177602.059,88.35721041,11.31769547,-0.252920161,-3.992379111,0
448587.6098,4177602.634,86.40751991,11.5730668,-0.252920161,-3.992379111,0
448587.8785,4177603.197,85.03977163,11.75920373,-0.252920161,-3.992379111,0
448588.1157,4177603.802,83.74405682,11.94114589,-0.252920161,-3.992379111,0
448588.2792,4177604.305,82.73320404,12.08704548,-0.252920161,-3.992379111,0
448588.3931,4177604.759,81.97233378,12.19923789,-0.252920161,-3.992379111,0
448588.4469,4177605.201,80.68171787,12.39438161,-0.252920161,-3.992379111,0
448588.4523,4177605.638,79.01908115,12.6551712,-0.252920161,-3.992379111,0
448588.4111,4177606.096,76.43366809,13.08323969,-0.252920161,-3.992379111,0
448588.3157,4177606.618,73.14273163,13.67189846,-0.252920161,-3.992379111,0
448588.1802,4177607.217,69.71393146,14.34433519,-0.252920161,-3.992379111,0
448588.0354,4177607.869,65.91216131,15.17170701,-0.252920161,-3.992379111,0
448587.9171,4177608.535,61.83466148,16.17215937,-0.252920161,-3.992379111,0
448587.8594,4177609.183,58.01051285,17.23825477,-0.252920161,-3.992379111,0
448587.8758,4177609.836,54.3279395,18.40673527,-0.252920161,-3.992379111,0
448587.9626,4177610.477,50.59638132,19.7642593,-0.252920161,-3.992379111,0
448588.0512,4177611.112,47.19159563,21.19021378,-0.252920161,-4.288110897,0
448588.1731,4177611.733,43.78369318,22.83955344,-0.252920161,-4.288110897,0
448588.2781,4177612.325,40.7261155,24.55426911,-0.252920161,-4.288110897,0
448588.3846,4177612.867,37.98368799,26.32709073,-0.252920161,-4.288110897,0
448588.5077,4177613.39,35.93250357,27.82995619,-0.252920161,-4.288110897,0
448588.6272,4177613.905,34.4943608,28.99024585,-0.252920161,-4.288110897,0
448588.7354,4177614.445,33.44123832,29.90319887,-0.252920161,-4.288110897,0
448588.8182,4177615.004,32.1450702,31.10896924,-0.252920161,-4.288110897,0
448588.8411,4177615.571,30.68772309,32.58632116,-0.252920161,-4.288110897,0
448588.6743,4177616.367,29.64855245,33.72845949,-0.252920161,-4.583842683,0
448588.6145,4177617.1,28.80879924,34.71161682,-0.252920161,-4.583842683,0
448588.5998,4177617.845,27.88446679,35.86226008,-0.252920161,-4.583842683,0
448588.6547,4177618.592,26.93157139,37.13114194,-0.252920161,-4.583842683,0
448588.7808,4177619.33,26.19099342,38.18106416,-0.252920161,-4.583842683,0
448588.91,4177619.982,25.62839781,39.01921639,-0.252920161,-4.583842683,0
448589.0256,4177620.57,25.10667927,39.83003843,-0.252920161,-4.583842683,0
448589.138,4177621.086,24.48642829,40.83894916,-0.252920161,-4.583842683,0
448589.2502,4177621.555,24.04391094,41.59057162,-0.252920161,-4.583842683,0
448589.3923,4177622.01,23.75281468,42.10027374,-0.252920161,-4.583842683,0
448589.7649,4177622.29,23.22527695,43.05653716,-0.252920161,-4.583842683,0
448590.0631,4177622.626,22.54431017,44.35709021,-0.252920161,-4.583842683,0
448590.3021,4177622.948,22.01815258,45.41707105,-0.252920161,-4.583842683,0
448590.4849,4177623.294,21.74089948,45.99625701,-0.252920161,-4.583842683,0
448590.5805,4177623.661,21.50910972,46.49192892,-0.252920161,-4.583842683,0
448590.6484,4177624.089,21.26762599,47.01982254,-0.252920161,-4.583842683,0
448590.6946,4177624.576,21.01507161,47.58489614,-0.252920161,-4.583842683,0
448590.7006,4177625.119,20.82576272,48.01744903,-0.252920161,-4.583842683,0
448590.6612,4177625.721,20.5866924,48.57506881,-0.252920161,-4.583842683,0
448590.5983,4177626.365,20.26261133,49.35198054,-0.252920161,-4.583842683,0
448590.4639,4177626.994,20.05486065,49.86322357,-0.252920161,-4.583842683,0
448590.2881,4177627.629,19.96622533,50.08457951,-0.252920161,-4.583842683,0
448590.1135,4177628.307,19.84663981,50.38636311,-0.252920161,-4.583842683,0
448589.9409,4177629.034,19.56089247,51.12241179,-0.252920161,-4.879574469,0
448589.781,4177629.815,19.17002358,52.16477674,-0.252920161,-4.879574469,0
448589.6284,4177630.625,18.63234907,53.67009798,-0.252920161,-4.879574469,0
448589.4934,4177631.443,17.98181898,55.61172655,-0.252920161,-4.879574469,0
448589.3963,4177632.263,17.12570631,58.39175227,-0.252920161,-4.879574469,0
448589.3353,4177633.083,16.22914569,61.61753794,-0.252920161,-4.879574469,0
448589.2928,4177633.902,15.30795652,65.32550564,-0.252920161,-4.879574469,0
448589.2546,4177634.692,14.34354447,69.71777458,-0.252920161,-4.879574469,0
448589.2286,4177635.474,13.42938441,74.46357699,-0.252920161,-4.879574469,0
448589.1945,4177636.213,12.53494698,79.77696289,-0.252920161,-4.879574469,0
448589.1453,4177636.941,11.70124403,85.4609986,-0.252920161,-4.879574469,0
448589.0915,4177637.65,11.01970438,90.74653594,-0.252920161,-4.879574469,0
448589.0465,4177638.343,10.453588,95.66093475,-0.252920161,-4.879574469,0
448589.0341,4177639.03,9.99348181,100.0652244,-0.252920161,-4.879574469,0
448589.0365,4177639.702,9.713300806,102.9516145,-0.252920161,-4.879574469,0
448589.0406,4177640.356,9.528571667,104.9475236,-0.252920161,-4.879574469,0
448589.0366,4177640.99,9.431438177,106.0283682,-0.252920161,-4.879574469,0
448589,4177641.62,9.403315227,106.3454724,-0.252920161,-5.175306255,0
448588.9283,4177642.274,9.404962264,106.3268487,-0.252920161,-5.175306255,0
448588.8338,4177642.947,9.409247405,106.2784256,-0.252920161,-5.175306255,0
448588.7242,4177643.6,9.418422094,106.1748974,-0.252920161,-5.175306255,0
448588.5593,4177644.286,9.372927529,106.690252,-0.252920161,-5.175306255,0
448588.3206,4177644.997,9.324106611,107.248881,-0.252920161,-5.175306255,0
448588.0089,4177645.729,9.294464255,107.5909243,-0.252920161,-5.175306255,0
448587.6435,4177646.481,9.279277163,107.7670149,-0.252920161,-5.175306255,0
448587.2431,4177647.268,9.30176343,107.5064968,-0.252920161,-5.175306255,0
448586.8041,4177648.069,9.336831276,107.1027172,-0.252920161,-5.175306255,0
448586.306,4177648.873,9.39304256,106.4617767,-0.252920161,-5.175306255,0
448585.7604,4177649.677,9.436101172,105.9759727,-0.252920161,-5.175306255,0
448585.2184,4177650.5,9.464873828,105.653812,-0.252920161,-5.175306255,0
448584.7019,4177651.325,9.503637554,105.222868,-0.252920161,-5.175306255,0
448584.231,4177652.099,9.572548053,104.4653936,-0.252920161,-5.175306255,0
448583.8217,4177652.869,9.625782779,103.8876549,-0.252920161,-5.175306255,0
448583.4194,4177653.636,9.657815984,103.5430786,-0.252920161,-5.175306255,0
448583.0304,4177654.412,9.68890291,103.2108598,-0.252920161,-5.175306255,0
448582.6563,4177655.162,9.707409051,103.0140993,-0.252920161,-5.175306255,0
448582.2953,4177655.915,9.740571747,102.6633781,-0.252920161,-5.175306255,0
448581.9874,4177656.694,9.771547807,102.3379325,-0.252920161,-5.175306255,0
448581.7175,4177657.495,9.864752968,101.3710129,-0.252920161,-5.175306255,0
448581.4239,4177658.312,9.948316399,100.5195211,-0.252920161,-5.175306255,0
448581.0855,4177659.146,9.996866504,100.0313448,-0.252920161,-5.175306255,0
448580.7243,4177660.001,10.05083635,99.49420779,-0.252920161,-5.175306255,0
448580.3121,4177660.862,10.08351258,99.17179084,-0.252920161,-5.175306255,0
448579.9053,4177661.753,10.13282082,98.68920191,-0.252920161,-5.175306255,0
448579.487,4177662.63,10.22353494,97.81352597,-0.252920161,-5.175306255,0
448579.0406,4177663.528,10.32116803,96.88825886,-0.252920161,-5.175306255,0
448578.5767,4177664.449,10.42372341,95.93500906,-0.252920161,-5.175306255,0
448578.0971,4177665.378,10.53079006,94.95963683,-0.252920161,-5.175306255,0
448577.6137,4177666.273,10.57217295,94.58793426,-0.252920161,-5.175306255,0
448577.1275,4177667.143,10.63756803,94.0064493,-0.252920161,-5.175306255,0
448576.6669,4177668.02,10.733506,93.16620308,-0.252920161,-5.175306255,0
448576.2265,4177668.9,10.81588751,92.45658286,-0.252920161,-5.175306255,0
448575.8266,4177669.765,10.93373519,91.46005304,-0.252920161,-5.175306255,0
448575.4484,4177670.574,10.98453161,91.03710885,-0.252920161,-5.175306255,0
448575.0817,4177671.389,11.01468808,90.78786371,-0.252920161,-5.175306255,0
448574.6858,4177672.189,11.01878854,90.7540785,-0.252920161,-5.175306255,0
448574.3005,4177672.982,10.9909105,90.98427284,-0.252920161,-5.175306255,0
448573.9396,4177673.746,10.94739103,91.34596522,-0.252920161,-5.175306255,0
448573.5761,4177674.513,10.90128689,91.73228908,-0.252920161,-5.175306255,0
448573.2223,4177675.28,10.84777143,92.18483321,-0.252920161,-5.175306255,0
448581.2286,4177545.602,521.3103817,1.918243018,-0.320953167,-2.809451967,0
448581.314,4177546.158,527.2712168,1.896557157,-0.320953167,-3.105183753,0
448581.3836,4177546.858,533.2434742,1.875315964,-0.320953167,-3.105183753,0
448581.4591,4177547.667,536.7618314,1.863023676,-0.320953167,-3.105183753,0
448581.5564,4177548.577,538.3073855,1.85767468,-0.320953167,-3.105183753,0
448581.663,4177549.569,542.0454642,1.844863699,-0.320953167,-3.105183753,0
448581.804,4177550.553,543.4990244,1.839929706,-0.320953167,-3.105183753,0
448581.9869,4177551.494,544.8985819,1.835203895,-0.320953167,-3.105183753,0
448582.1767,4177552.395,542.9183487,1.841897594,-0.320953167,-3.105183753,0
448582.3837,4177553.244,538.1803561,1.858113156,-0.320953167,-3.105183753,0
448582.5756,4177554.05,532.6285554,1.877481014,-0.320953167,-3.105183753,0
448582.7726,4177554.841,528.6863499,1.891480649,-0.320953167,-3.105183753,0
448582.9703,4177555.601,526.6994061,1.898616153,-0.320953167,-3.105183753,0
448583.1502,4177556.337,526.4944315,1.899355321,-0.320953167,-3.105183753,0
448583.2937,4177557.037,526.1902254,1.900453395,-0.320953167,-3.105183753,0
448583.5049,4177557.7,525.1423849,1.904245456,-0.320953167,-3.105183753,0
448583.7099,4177558.364,523.6266099,1.909757795,-0.320953167,-3.105183753,0
448583.8808,4177559.054,519.9329633,1.923324872,-0.320953167,-3.105183753,0
448584.0287,4177559.752,514.3706387,1.94412341,-0.320953167,-3.105183753,0
448584.1433,4177560.465,506.2826547,1.975181237,-0.320953167,-3.105183753,0
448584.2765,4177561.195,496.3778426,2.014594356,-0.320953167,-3.105183753,0
448584.4158,4177561.919,483.2710323,2.069232238,-0.320953167,-3.105183753,0
448584.5579,4177562.666,468.7281902,2.133432597,-0.320953167,-3.105183753,0
448584.6999,4177563.394,454.1487327,2.201921811,-0.320953167,-3.105183753,0
448584.8516,4177564.117,441.0287905,2.267425668,-0.320953167,-3.105183753,0
448584.9053,4177564.827,428.9568702,2.331236704,-0.320953167,-3.105183753,0
448584.9334,4177565.52,417.8046804,2.393462895,-0.320953167,-3.105183753,0
448584.9639,4177566.169,407.6604323,2.453021978,-0.320953167,-3.105183753,0
448585.0172,4177566.802,398.2672365,2.510876889,-0.320953167,-3.105183753,0
448585.1181,4177567.443,390.9762942,2.557699827,-0.320953167,-3.105183753,0
448585.2454,4177568.072,385.3819136,2.59482857,-0.320953167,-3.105183753,0
448585.391,4177568.673,381.5655275,2.620781827,-0.320953167,-3.105183753,0
448585.5336,4177569.223,379.1395967,2.637550941,-0.320953167,-3.105183753,0
448585.694,4177569.796,377.0882765,2.651898938,-0.320953167,-3.105183753,0
448585.8556,4177570.414,376.5691421,2.655554819,-0.320953167,-3.105183753,0
448585.9812,4177571.06,376.220363,2.65801668,-0.320953167,-3.105183753,0
448586.0981,4177571.715,375.9407599,2.65999356,-0.320953167,-3.105183753,0
448586.2036,4177572.398,375.8633749,2.660541214,-0.320953167,-3.105183753,0
448586.2838,4177573.104,376.3851842,2.656852719,-0.320953167,-3.105183753,0
448586.3048,4177573.793,376.4053848,2.656710133,-0.320953167,-3.105183753,0
448586.2861,4177574.463,376.1464107,2.658539259,-0.320953167,-3.105183753,0
448586.2444,4177575.114,374.5601338,2.669798277,-0.320953167,-3.105183753,0
448586.1746,4177575.798,370.9369265,2.695876114,-0.320953167,-3.105183753,0
448586.0623,4177576.43,366.2049901,2.730711014,-0.320953167,-3.400915539,0
448585.9407,4177576.993,360.315343,2.775346705,-0.320953167,-3.400915539,0
448585.8549,4177577.508,353.8969627,2.825681216,-0.320953167,-3.400915539,0
448585.7794,4177577.973,347.0365846,2.881540576,-0.320953167,-3.400915539,0
448585.7246,4177578.383,341.327741,2.9297355,-0.320953167,-3.400915539,0
448585.7188,4177578.711,336.3120728,2.973428791,-0.320953167,-3.400915539,0
448585.7603,4177579.013,330.5266185,3.025474936,-0.320953167,-3.400915539,0
448585.8167,4177579.294,324.7113691,3.079658106,-0.320953167,-3.400915539,0
448585.866,4177579.568,320.4802127,3.12031745,-0.320953167,-3.400915539,0
448585.9219,4177579.78,317.6955073,3.147668056,-0.320953167,-3.105183753,0
448586.0034,4177579.997,316.0014017,3.164542925,-0.320953167,-3.105183753,0
448586.0945,4177580.19,314.1334128,3.183360825,-0.320953167,-3.400915539,0
448586.0962,4177580.606,309.1336703,3.234846592,-0.320953167,-3.400915539,0
448586.0451,4177581.162,303.3340657,3.296695338,-0.320953167,-3.400915539,0
448585.9486,4177581.792,296.2491925,3.375536628,-0.320953167,-3.400915539,0
448585.7979,4177582.496,288.5158636,3.466013922,-0.320953167,-3.400915539,0
448585.6281,4177583.252,280.6057369,3.563719013,-0.320953167,-3.400915539,0
448585.456,4177584.049,272.8351186,3.665217312,-0.320953167,-3.400915539,0
448585.3053,4177584.889,264.7369544,3.777334382,-0.320953167,-3.400915539,0
448585.1937,4177585.789,256.270066,3.902133462,-0.320953167,-3.400915539,0
448585.0982,4177586.722,247.9835851,4.032524975,-0.320953167,-3.400915539,0
448584.995,4177587.68,239.1085929,4.182200179,-0.320953167,-3.400915539,0
448584.9749,4177588.415,233.4476069,4.283616411,-0.320953167,-3.400915539,0
448584.9937,4177589.035,228.9486361,4.367791908,-0.320953167,-3.400915539,0
448585.0526,4177589.577,225.2413449,4.439682246,-0.320953167,-3.400915539,0
448585.1552,4177590.068,221.9086853,4.506358093,-0.320953167,-3.400915539,0
448585.2858,4177590.515,219.2925675,4.56011807,-0.320953167,-3.400915539,0
448585.4355,4177590.932,217.5673588,4.596277703,-0.320953167,-3.400915539,0
448585.6009,4177591.312,215.8244155,4.633396076,-0.320953167,-3.400915539,0
448585.7688,4177591.68,214.2138413,4.668232426,-0.320953167,-3.400915539,0
448585.928,4177592.057,212.1713174,4.713172413,-0.320953167,-3.400915539,0
448586.1066,4177592.45,211.2573221,4.733563741,-0.320953167,-3.400915539,0
448586.2853,4177592.847,210.692975,4.746242726,-0.320953167,-3.400915539,0
448586.4553,4177593.258,211.2014642,4.734815659,-0.320953167,-3.696647325,0
448586.6024,4177593.686,210.4830132,4.750977215,-0.320953167,-3.696647325,0
448586.7124,4177594.077,209.5539833,4.772040047,-0.320953167,-3.696647325,0
448586.7842,4177594.441,206.917444,4.832845315,-0.320953167,-3.696647325,0
448586.8307,4177594.824,202.0819857,4.948486609,-0.320953167,-3.696647325,0
448586.8676,4177595.235,196.6911009,5.084114102,-0.320953167,-3.696647325,0
448586.9028,4177595.652,191.5499471,5.220570484,-0.320953167,-3.696647325,0
448586.9554,4177596.027,185.4851969,5.391265808,-0.320953167,-3.696647325,0
448587.0042,4177596.374,178.3282431,5.607636696,-0.320953167,-3.696647325,0
448587.052,4177596.687,170.2104791,5.875078932,-0.320953167,-3.696647325,0
448586.9974,4177596.977,159.7126695,6.261244039,-0.320953167,-3.696647325,0
448586.9217,4177597.271,150.2041328,6.657606428,-0.320953167,-3.696647325,0
448586.855,4177597.599,140.2022493,7.132553184,-0.320953167,-3.696647325,0
448586.8151,4177597.981,131.1864423,7.622738923,-0.320953167,-3.696647325,0
448586.7847,4177598.326,123.5561221,8.093488072,-0.320953167,-3.696647325,0
448586.7706,4177598.747,116.4198781,8.589598409,-0.320953167,-3.696647325,0
448586.7347,4177599.21,108.8924071,9.18337675,-0.320953167,-3.696647325,0
448586.7353,4177599.727,102.6564458,9.741229516,-0.320953167,-3.992379111,0
448586.7546,4177600.289,97.54637591,10.25153411,-0.320953167,-3.992379111,0
448586.8077,4177600.881,94.20581221,10.6150563,-0.320953167,-3.992379111,0
448587.0237,4177601.477,92.82413073,10.77306076,-0.320953167,-3.992379111,0
448587.3066,4177602.059,90.93185631,10.99724608,-0.320953167,-3.992379111,0
448587.6098,4177602.634,89.41354701,11.18398759,-0.320953167,-3.992379111,0
448587.8785,4177603.197,88.42297756,11.30927761,-0.320953167,-3.992379111,0
448588.1157,4177603.802,87.47163227,11.4322778,-0.320953167,-3.992379111,0
448588.2792,4177604.305,86.71084724,11.53258251,-0.320953167,-3.992379111,0
448588.3931,4177604.759,86.05932358,11.61989147,-0.320953167,-3.992379111,0
448588.4469,4177605.201,84.81236805,11.79073316,-0.320953167,-3.992379111,0
448588.4523,4177605.638,83.15526759,12.02569637,-0.320953167,-3.992379111,0
448588.4111,4177606.096,80.60695354,12.40587761,-0.320953167,-3.992379111,0
448588.3157,4177606.618,77.37144402,12.92466507,-0.320953167,-3.992379111,0
448588.1802,4177607.217,73.92545734,13.52713985,-0.320953167,-3.992379111,0
448588.0354,4177607.869,70.05499551,14.27449952,-0.320953167,-3.992379111,0
448587.9171,4177608.535,65.87694385,15.17981773,-0.320953167,-3.992379111,0
448587.8594,4177609.183,61.86115545,16.16523314,-0.320953167,-3.992379111,0
448587.8758,4177609.836,57.99150724,17.24390428,-0.320953167,-3.992379111,0
448587.9626,4177610.477,54.13669151,18.4717605,-0.320953167,-3.992379111,0
448588.0512,4177611.112,50.6454584,19.7451071,-0.320953167,-4.288110897,0
448588.1731,4177611.733,47.1859576,21.1927457,-0.320953167,-4.288110897,0
448588.2781,4177612.325,44.03051259,22.71152301,-0.320953167,-4.288110897,0
448588.3846,4177612.867,41.11940688,24.31941694,-0.320953167,-4.288110897,0
448588.5077,4177613.39,38.84372151,25.74418622,-0.320953167,-4.288110897,0
448588.6272,4177613.905,37.15825809,26.91191814,-0.320953167,-4.288110897,0
448588.7354,4177614.445,35.85654046,27.88891475,-0.320953167,-4.288110897,0
448588.8182,4177615.004,34.38722812,29.08056435,-0.320953167,-4.288110897,0
448588.8411,4177615.571,32.80837059,30.48002634,-0.320953167,-4.288110897,0
448588.6743,4177616.367,31.60252378,31.6430424,-0.320953167,-4.583842683,0
448588.6145,4177617.1,30.58774934,32.69282708,-0.320953167,-4.583842683,0
448588.5998,4177617.845,29.49216808,33.9073071,-0.320953167,-4.583842683,0
448588.6547,4177618.592,28.39022977,35.22338523,-0.320953167,-4.583842683,0
448588.7808,4177619.33,27.49407775,36.37146913,-0.320953167,-4.583842683,0
448588.91,4177619.982,26.77764335,37.34458582,-0.320953167,-4.583842683,0
448589.0256,4177620.57,26.1253719,38.27696707,-0.320953167,-4.583842683,0
448589.138,4177621.086,25.39934668,39.37109141,-0.320953167,-4.583842683,0
448589.2502,4177621.555,24.85476307,40.23373698,-0.320953167,-4.583842683,0
448589.3923,4177622.01,24.47846091,40.85224164,-0.320953167,-4.583842683,0
448589.7649,4177622.29,23.94325695,41.76541236,-0.320953167,-4.583842683,0
448590.0631,4177622.626,23.29178701,42.93358855,-0.320953167,-4.583842683,0
448590.3021,4177622.948,22.79275808,43.8735846,-0.320953167,-4.583842683,0
448590.4849,4177623.294,22.53277402,44.37979981,-0.320953167,-4.583842683,0
448590.5805,4177623.661,22.3343769,44.77402725,-0.320953167,-4.583842683,0
448590.6484,4177624.089,22.11578837,45.2165658,-0.320953167,-4.583842683,0
448590.6946,4177624.576,21.84714453,45.77257219,-0.320953167,-4.583842683,0
448590.7006,4177625.119,21.59906388,46.29830282,-0.320953167,-4.583842683,0
448590.6612,4177625.721,21.29624627,46.95663205,-0.320953167,-4.583842683,0
448590.5983,4177626.365,20.91416809,47.81447656,-0.320953167,-4.583842683,0
448590.4639,4177626.994,20.6019089,48.53919144,-0.320953167,-4.583842683,0
448590.2881,4177627.629,20.37200421,49.08697199,-0.320953167,-4.583842683,0
448590.1135,4177628.307,20.11496724,49.71422463,-0.320953167,-4.583842683,0
448589.9409,4177629.034,19.69232372,50.78120866,-0.320953167,-4.879574469,0
448589.781,4177629.815,19.17011149,52.16453753,-0.320953167,-4.879574469,0
448589.6284,4177630.625,18.54317767,53.92818954,-0.320953167,-4.879574469,0
448589.4934,4177631.443,17.83912071,56.05657455,-0.320953167,-4.879574469,0
448589.3963,4177632.263,16.98061284,58.8906896,-0.320953167,-4.879574469,0
448589.3353,4177633.083,16.1015868,62.10568017,-0.320953167,-4.879574469,0
448589.2928,4177633.902,15.2005471,65.7871058,-0.320953167,-4.879574469,0
448589.2546,4177634.692,14.27676074,70.04389989,-0.320953167,-4.879574469,0
448589.2286,4177635.474,13.40198647,74.61580435,-0.320953167,-4.879574469,0
448589.1945,4177636.213,12.52694014,79.8279539,-0.320953167,-4.879574469,0
448589.1453,4177636.941,11.71144787,85.38653899,-0.320953167,-4.879574469,0
448589.0915,4177637.65,11.04807536,90.5135028,-0.320953167,-4.879574469,0
448589.0465,4177638.343,10.48247964,95.3972757,-0.320953167,-4.879574469,0
448589.0341,4177639.03,10.02743221,99.72642836,-0.320953167,-4.879574469,0
448589.0365,4177639.702,9.746989294,102.5957832,-0.320953167,-4.879574469,0
448589.0406,4177640.356,9.550134415,104.7105681,-0.320953167,-4.879574469,0
448589.0366,4177640.99,9.430496205,106.038959,-0.320953167,-4.879574469,0
448589,4177641.62,9.379111171,106.6199112,-0.320953167,-5.175306255,0
448588.9283,4177642.274,9.360050731,106.8370278,-0.320953167,-5.175306255,0
448588.8338,4177642.947,9.365567425,106.7740965,-0.320953167,-5.175306255,0
448588.7242,4177643.6,9.381168053,106.5965341,-0.320953167,-5.175306255,0
448588.5593,4177644.286,9.352399868,106.9244273,-0.320953167,-5.175306255,0
448588.3206,4177644.997,9.31889248,107.3088891,-0.320953167,-5.175306255,0
448588.0089,4177645.729,9.298912167,107.5394607,-0.320953167,-5.175306255,0
448587.6435,4177646.481,9.284547513,107.7058412,-0.320953167,-5.175306255,0
448587.2431,4177647.268,9.294641425,107.5888734,-0.320953167,-5.175306255,0
448586.8041,4177648.069,9.310869221,107.4013582,-0.320953167,-5.175306255,0
448586.306,4177648.873,9.346294936,106.9942696,-0.320953167,-5.175306255,0
448585.7604,4177649.677,9.375124033,106.6652555,-0.320953167,-5.175306255,0
448585.2184,4177650.5,9.402553878,106.3540835,-0.320953167,-5.175306255,0
448584.7019,4177651.325,9.446249321,105.8621222,-0.320953167,-5.175306255,0
448584.231,4177652.099,9.512372812,105.1262413,-0.320953167,-5.175306255,0
448583.8217,4177652.869,9.571890304,104.4725721,-0.320953167,-5.175306255,0
448583.4194,4177653.636,9.601965956,104.145339,-0.320953167,-5.175306255,0
448583.0304,4177654.412,9.63127383,103.8284258,-0.320953167,-5.175306255,0
448582.6563,4177655.162,9.656488346,103.5573144,-0.320953167,-5.175306255,0
448582.2953,4177655.915,9.697675288,103.1174968,-0.320953167,-5.175306255,0
448581.9874,4177656.694,9.733010316,102.7431357,-0.320953167,-5.175306255,0
448581.7175,4177657.495,9.820890113,101.8237643,-0.320953167,-5.175306255,0
448581.4239,4177658.312,9.890748934,101.1045783,-0.320953167,-5.175306255,0
448581.0855,4177659.146,9.928112474,100.7240805,-0.320953167,-5.175306255,0
448580.7243,4177660.001,9.978033072,100.2201529,-0.320953167,-5.175306255,0
448580.3121,4177660.862,10.01271177,99.87304364,-0.320953167,-5.175306255,0
448579.9053,4177661.753,10.07108506,99.29416685,-0.320953167,-5.175306255,0
448579.487,4177662.63,10.16102409,98.41527693,-0.320953167,-5.175306255,0
448579.0406,4177663.528,10.25658028,97.49838375,-0.320953167,-5.175306255,0
448578.5767,4177664.449,10.35817157,96.54213518,-0.320953167,-5.175306255,0
448578.0971,4177665.378,10.46342418,95.57100834,-0.320953167,-5.175306255,0
448577.6137,4177666.273,10.51332977,95.11734357,-0.320953167,-5.175306255,0
448577.1275,4177667.143,10.58476198,94.4754357,-0.320953167,-5.175306255,0
448576.6669,4177668.02,10.6809836,93.62433624,-0.320953167,-5.175306255,0
448576.2265,4177668.9,10.76212541,92.91844892,-0.320953167,-5.175306255,0
448575.8266,4177669.765,10.86184998,92.06534813,-0.320953167,-5.175306255,0
448575.4484,4177670.574,10.90103619,91.73439871,-0.320953167,-5.175306255,0
448575.0817,4177671.389,10.925511,91.52889964,-0.320953167,-5.175306255,0
448574.6858,4177672.189,10.92679881,91.51811222,-0.320953167,-5.175306255,0
448574.3005,4177672.982,10.89805287,91.75951082,-0.320953167,-5.175306255,0
448573.9396,4177673.746,10.85253277,92.14438891,-0.320953167,-5.175306255,0
448573.5761,4177674.513,10.80083499,92.58543446,-0.320953167,-5.175306255,0
448573.2223,4177675.28,10.74924198,93.02981566,-0.320953167,-5.175306255,0
