Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Rs-Check,Vab (V),Channel,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Y Average tab raw 0,Y Average tab raw 10,Y Average tab raw 20,Y Average tab raw 30,Y Average tab raw 40,Y Average tab raw 50,Y Average tab raw 60,Y Average tab raw 70,Y Average tab raw 80,Y Average tab raw 90,Y Average tab raw 100,Y Average tab raw 110,Y Average tab raw 120,Y Average tab raw 130,Y Average tab raw 140,Y Average tab raw 150,Y Average tab raw 160,Y Average tab raw 170,Y Average tab raw 180,Y Average tab raw 190,Y Average tab raw 200,Y Average tab raw 210,Y Average tab raw 220,Y Average tab raw 230,Y Average tab raw 240,recip error (%)
,Mixed / non conventional,12.0,16.0,32.0,8.0,7.75,0.01,288.84,-258.127,1522.844,250,-45.7,0.0,50,13,11.89,30.0,16.29,38.9,-248.857,-210.257,-116.74,16.078,141.369,224.616,262.751,272.062,269.947,266.253,263.882,262.546,261.494,260.431,259.421,258.581,257.943,257.473,257.124,256.863,256.672,256.543,256.466,256.429,256.111,-0.12911555842478742
,Mixed / non conventional,13.0,17.0,18.0,12.0,5.41,0.02,485.13,-1620.994,1177.562,250,-3.93,0.0,50,1,11.98,30.0,16.29,38.8,-1565.761,-1323.467,-735.832,99.741,888.378,1411.735,1650.044,1706.382,1691.109,1666.676,1651.441,1643.47,1637.847,1632.445,1627.344,1623.093,1619.896,1617.607,1615.98,1614.814,1613.978,1613.384,1612.956,1612.638,1610.476,0.0
,Mixed / non conventional,13.0,17.0,12.0,19.0,4.92,0.03,-392.56,1044.537,1177.562,250,5.54,0.0,50,2,11.98,30.0,16.29,38.8,-1009.091,-852.957,-474.354,63.932,571.96,909.119,1062.694,1099.069,1089.31,1073.635,1063.865,1058.76,1055.162,1051.715,1048.469,1045.777,1043.759,1042.324,1041.316,1040.603,1040.089,1039.711,1039.428,1039.214,1037.82,0.0
,Mixed / non conventional,13.0,17.0,19.0,11.0,5.97,0.01,325.75,-745.987,1177.562,250,-9.42,0.0,50,3,11.98,30.0,16.29,38.8,-720.565,-609.064,-338.666,45.809,408.689,649.525,759.225,785.207,778.23,767.02,760.024,756.357,753.768,751.283,748.939,746.991,745.532,744.495,743.761,743.233,742.85,742.575,742.377,742.229,741.23,0.0
,Mixed / non conventional,13.0,17.0,11.0,20.0,6.11,0.01,-302.44,599.727,1177.562,250,12.0,0.0,50,4,11.98,30.0,16.29,38.8,-579.338,-489.735,-272.399,36.663,328.398,522.039,610.256,631.156,625.553,616.554,610.953,608.029,605.966,603.978,602.096,600.532,599.362,598.529,597.938,597.515,597.211,596.993,596.841,596.734,595.946,0.0
,Mixed / non conventional,13.0,17.0,20.0,10.0,6.81,0.01,249.97,-486.068,1177.562,250,-16.49,0.0,50,5,11.98,30.0,16.29,38.8,-469.584,-396.991,-220.882,29.59,266.051,423.026,494.557,511.518,506.985,499.688,495.141,492.767,491.091,489.48,487.965,486.71,485.768,485.098,484.628,484.299,484.065,483.895,483.769,483.673,483.027,0.0
,Mixed / non conventional,13.0,17.0,10.0,21.0,6.96,0.01,-195.91,411.727,1177.562,250,19.92,0.0,50,6,11.98,30.0,16.29,38.8,-397.725,-336.193,-186.962,25.232,225.512,358.438,418.986,433.32,429.46,423.27,419.416,417.404,415.987,414.625,413.34,412.273,411.475,410.908,410.508,410.225,410.022,409.872,409.761,409.682,409.136,0.0
,Mixed / non conventional,13.0,17.0,21.0,9.0,7.6,0.01,225.38,-356.155,1177.562,250,-25.13,0.0,50,7,11.98,30.0,16.29,38.8,-344.062,-290.851,-161.788,21.748,194.997,309.994,362.382,374.792,371.464,366.118,362.788,361.052,359.829,358.652,357.542,356.62,355.932,355.445,355.103,354.858,354.681,354.552,354.459,354.393,353.924,0.0
,Mixed / non conventional,13.0,17.0,9.0,27.0,8.24,0.01,-92.21,237.237,1177.562,250,40.91,0.0,50,8,11.98,30.0,16.29,38.8,-229.285,-194.015,-108.275,13.863,129.327,206.086,241.135,249.505,247.343,243.807,241.603,240.46,239.66,238.891,238.161,237.549,237.09,236.765,236.538,236.376,236.262,236.185,236.137,236.103,235.8,0.0
,Mixed / non conventional,13.0,17.0,27.0,7.0,10.16,0.01,23.76,-181.259,1177.562,250,-65.97,0.0,50,9,11.98,30.0,16.29,38.8,-175.218,-148.351,-82.938,10.341,98.597,157.323,184.179,190.621,188.988,186.289,184.6,183.723,183.109,182.515,181.953,181.486,181.14,180.901,180.736,180.618,180.531,180.469,180.427,180.4,180.173,0.0
,Mixed / non conventional,13.0,17.0,7.0,29.0,10.17,0.01,-177.27,166.804,1177.562,250,71.81,0.0,50,10,11.98,30.0,16.29,38.8,-161.191,-136.291,-75.882,10.031,91.144,145.007,169.57,175.414,173.876,171.384,169.838,169.041,168.483,167.949,167.444,167.023,166.704,166.475,166.319,166.215,166.144,166.09,166.049,166.019,165.802,0.0
,Mixed / non conventional,13.0,17.0,29.0,5.0,11.9,0.01,176.82,-139.426,1177.562,250,-100.53,0.0,50,11,11.98,30.0,16.29,38.8,-134.76,-113.952,-63.471,8.327,76.116,121.135,141.672,146.572,145.305,143.237,141.947,141.278,140.814,140.369,139.949,139.6,139.338,139.154,139.029,138.948,138.893,138.852,138.817,138.792,138.612,0.1679261125104918
,Mixed / non conventional,13.0,17.0,5.0,41.0,9.95,0.01,-118.38,88.787,1177.562,250,131.95,0.0,50,12,11.98,30.0,16.29,38.8,-85.947,-72.691,-40.548,5.135,48.247,76.876,89.95,93.096,92.333,91.062,90.278,89.875,89.591,89.318,89.065,88.863,88.72,88.628,88.57,88.531,88.505,88.491,88.484,88.484,88.389,0.0
,Mixed / non conventional,13.0,17.0,41.0,1.0,13.32,0.01,109.49,-66.89,1177.562,250,-234.57,0.0,50,13,11.98,30.0,16.29,38.8,-64.703,-54.475,-29.985,4.499,36.801,58.106,67.761,70.044,69.454,68.51,67.938,67.655,67.461,67.269,67.087,66.94,66.838,66.772,66.732,66.71,66.701,66.703,66.71,66.716,66.631,0.2249718785151808
,Mixed / non conventional,13.0,17.0,1.0,45.0,12.32,0.01,6.92,58.432,1177.562,250,248.37,0.0,50,14,11.98,30.0,16.29,38.8,-56.442,-47.455,-25.996,4.157,32.355,50.923,59.314,61.275,60.74,59.906,59.403,59.15,58.968,58.785,58.616,58.483,58.388,58.324,58.281,58.257,58.249,58.249,58.248,58.243,58.156,0.0
,Mixed / non conventional,13.0,17.0,19.0,15.0,5.51,0.0,176.49,-344.258,1177.366,250,-18.85,0.0,50,1,11.98,30.0,16.3,38.8,-331.651,-280.181,-155.444,21.843,189.179,300.349,351.174,363.433,360.431,355.349,352.073,350.225,348.817,347.446,346.149,345.035,344.133,343.418,342.861,342.442,342.144,341.949,341.827,341.751,341.291,0.18132366273798345
,Mixed / non conventional,13.0,17.0,15.0,16.0,5.48,0.0,-183.91,684.943,1177.366,250,9.42,0.0,50,2,11.98,30.0,16.3,38.8,-660.114,-557.705,-309.488,43.332,376.37,597.623,698.75,723.1,717.075,706.933,700.398,696.702,693.884,691.155,688.594,686.414,684.666,683.289,682.218,681.419,680.865,680.51,680.296,680.168,679.275,0.18231540565177368
,Mixed / non conventional,13.0,17.0,16.0,14.0,5.15,0.01,82.42,-1287.645,1177.366,250,-4.71,0.0,50,3,11.98,30.0,16.3,38.8,-1240.996,-1048.551,-582.043,81.122,707.167,1123.137,1313.328,1359.202,1347.962,1328.943,1316.67,1309.725,1304.437,1299.324,1294.526,1290.44,1287.162,1284.579,1282.574,1281.081,1280.041,1279.367,1278.958,1278.716,1277.041,0.0
,Mixed / non conventional,13.0,17.0,14.0,18.0,5.54,0.01,-168.46,1523.088,1177.366,250,4.28,0.0,50,4,11.98,30.0,16.3,38.8,-1467.506,-1239.962,-688.237,96.205,836.823,1328.947,1553.951,1608.191,1594.845,1572.3,1557.751,1549.516,1543.234,1537.146,1531.421,1526.531,1522.591,1519.467,1517.019,1515.18,1513.892,1513.049,1512.523,1512.198,1510.186,0.1803426510369664
,Mixed / non conventional,13.0,17.0,15.0,23.0,4.97,0.01,-124.29,62.12,1177.472,250,94.25,0.0,50,1,11.99,30.0,16.29,38.7,-59.783,-50.492,-27.993,3.971,34.137,54.187,63.37,65.608,65.091,64.189,63.601,63.26,62.992,62.728,62.478,62.267,62.1,61.965,61.851,61.759,61.691,61.646,61.622,61.61,61.528,0.0
,Mixed / non conventional,13.0,17.0,23.0,11.0,6.18,0.01,252.88,-463.445,1177.472,250,-15.71,0.0,50,2,11.99,30.0,16.29,38.7,-446.228,-377.186,-209.606,28.835,254.131,404.023,472.75,489.521,485.668,478.94,474.562,472.017,469.988,467.986,466.114,464.538,463.284,462.291,461.497,460.878,460.424,460.12,459.937,459.836,459.238,0.16168148746969563
,Mixed / non conventional,13.0,17.0,11.0,25.0,6.08,0.01,-183.02,427.039,1177.472,250,16.76,0.0,50,3,11.99,30.0,16.29,38.7,-411.158,-347.514,-193.073,26.634,234.202,372.283,435.582,451.019,447.461,441.261,437.235,434.903,433.049,431.217,429.498,428.047,426.892,425.977,425.244,424.671,424.25,423.97,423.802,423.71,423.161,0.0
,Mixed / non conventional,13.0,17.0,25.0,9.0,8.26,0.0,162.72,-257.914,1177.472,250,-37.7,0.0,50,4,11.99,30.0,16.29,38.7,-248.375,-210.012,-116.829,15.82,141.205,224.663,262.957,272.324,270.206,266.485,264.069,262.668,261.548,260.435,259.39,258.513,257.82,257.275,256.841,256.504,256.257,256.088,255.981,255.921,255.593,0.12099213551118917
,Mixed / non conventional,13.0,17.0,9.0,37.0,7.39,0.01,-171.03,184.64,1177.472,250,47.12,0.0,50,5,11.99,30.0,16.29,38.7,-177.873,-150.369,-83.619,11.344,101.07,160.773,188.161,194.862,193.35,190.693,188.973,187.984,187.198,186.417,185.681,185.06,184.567,184.179,183.874,183.644,183.481,183.377,183.317,183.285,183.053,0.0
,Mixed / non conventional,13.0,17.0,37.0,1.0,14.54,0.01,97.7,-79.466,1177.472,250,-215.42,0.0,50,6,11.99,30.0,16.29,38.7,-76.538,-64.468,-35.48,5.435,43.848,69.263,80.858,83.673,83.033,81.924,81.217,80.821,80.507,80.188,79.884,79.629,79.427,79.271,79.153,79.068,79.009,78.971,78.947,78.935,78.834,0.34328870580158405
,Mixed / non conventional,13.0,17.0,19.0,22.0,5.62,0.01,-20.08,-257.612,1177.472,250,-25.7,0.0,50,8,11.99,30.0,16.29,38.7,-247.986,-209.727,-116.708,15.816,141.159,224.613,262.899,272.247,270.099,266.344,263.897,262.469,261.326,260.193,259.13,258.236,257.529,256.967,256.511,256.146,255.872,255.685,255.57,255.504,255.17,0.0
,Mixed / non conventional,13.0,17.0,22.0,16.0,5.53,0.01,19.3,598.232,1177.472,250,10.87,0.0,50,9,11.99,30.0,16.29,38.7,-576.178,-487.231,-271.043,36.844,327.943,521.691,610.529,632.17,627.129,618.378,612.688,609.377,606.733,604.118,601.672,599.617,597.989,596.704,595.686,594.903,594.342,593.975,593.76,593.642,592.883,0.18066847335139632
,Mixed / non conventional,13.0,17.0,16.0,28.0,5.71,0.01,364.8,-687.255,1177.472,250,-9.78,0.0,50,10,11.99,30.0,16.29,38.7,-661.887,-559.741,-311.447,42.207,376.619,599.227,701.322,726.211,720.434,710.381,703.831,700.014,696.977,693.988,691.195,688.846,686.987,685.522,684.354,683.442,682.779,682.344,682.085,681.941,681.068,0.0
,Mixed / non conventional,13.0,17.0,28.0,10.0,7.09,0.01,-96.19,-285.372,1177.472,250,-29.26,0.0,50,11,11.99,30.0,16.29,38.7,-274.808,-232.329,-129.195,17.58,156.289,248.593,290.932,301.282,298.936,294.821,292.15,290.603,289.369,288.146,286.998,286.033,285.27,284.669,284.188,283.81,283.532,283.346,283.235,283.175,282.812,0.14094432699083562
,Mixed / non conventional,13.0,17.0,10.0,31.0,6.92,0.01,-88.04,267.647,1177.472,250,30.45,0.0,50,12,11.99,30.0,16.29,38.7,-257.752,-217.919,-121.201,16.449,146.546,233.134,272.866,282.59,280.391,276.522,274.006,272.548,271.389,270.242,269.168,268.263,267.542,266.971,266.52,266.174,265.921,265.753,265.653,265.595,265.253,0.0
,Mixed / non conventional,13.0,17.0,31.0,7.0,10.09,0.01,51.6,-156.098,1177.472,250,-76.12,0.0,50,13,11.99,30.0,16.29,38.7,-150.386,-127.214,-70.884,9.351,85.236,135.782,159.005,164.713,163.455,161.214,159.757,158.916,158.25,157.593,156.979,156.465,156.054,155.722,155.453,155.244,155.096,155.003,154.953,154.929,154.74,-0.09915716410510446
,Mixed / non conventional,13.0,17.0,7.0,34.0,9.76,0.01,-290.71,142.373,1177.472,250,80.69,0.0,50,14,11.99,30.0,16.29,38.7,-137.147,-115.999,-64.61,8.567,77.762,123.841,145.006,150.208,149.065,147.032,145.712,144.947,144.332,143.724,143.16,142.694,142.327,142.032,141.79,141.602,141.468,141.383,141.33,141.297,141.114,0.0
,Mixed / non conventional,13.0,17.0,34.0,4.0,12.68,0.01,349.62,-107.882,1177.472,250,-138.42,0.0,50,15,11.99,30.0,16.29,38.7,-103.957,-87.892,-48.914,6.532,58.926,93.802,109.819,113.761,112.902,111.366,110.372,109.8,109.349,108.904,108.483,108.123,107.835,107.611,107.438,107.302,107.203,107.145,107.122,107.114,106.981,0.3149606299212671
,Mixed / non conventional,13.0,17.0,4.0,37.0,11.83,0.01,-163.98,94.267,1177.569,250,147.77,0.0,50,1,11.99,30.0,16.29,38.7,-90.821,-76.767,-42.707,5.714,51.453,81.899,95.892,99.349,98.623,97.314,96.473,95.987,95.589,95.18,94.791,94.465,94.213,94.021,93.871,93.756,93.672,93.617,93.587,93.576,93.464,0.0
,Mixed / non conventional,13.0,17.0,37.0,5.0,10.81,0.01,104.21,-101.32,1177.569,250,-125.66,0.0,50,2,11.99,30.0,16.29,38.7,-97.609,-82.518,-45.922,6.121,55.292,88.03,103.081,106.808,106.036,104.629,103.72,103.191,102.758,102.315,101.894,101.543,101.272,101.062,100.896,100.768,100.674,100.615,100.585,100.573,100.449,0.6454587367450464
,Mixed / non conventional,13.0,17.0,21.0,25.0,6.28,0.01,54.81,-98.047,1177.569,250,-75.4,0.0,50,4,11.99,30.0,16.29,38.7,-94.321,-79.697,-44.228,6.227,53.893,85.6,100.137,103.685,102.872,101.449,100.518,99.967,99.516,99.066,98.643,98.288,98.005,97.78,97.6,97.459,97.355,97.284,97.239,97.214,97.087,0.0
,Mixed / non conventional,13.0,17.0,33.0,9.0,7.88,0.0,223.58,-203.078,1177.569,250,-45.7,0.0,50,6,11.99,30.0,16.29,38.7,-195.492,-165.195,-91.742,12.686,111.31,176.924,207.041,214.444,212.831,209.952,208.082,206.988,206.092,205.178,204.299,203.549,202.963,202.516,202.174,201.912,201.72,201.59,201.511,201.472,201.216,0.0
,Mixed / non conventional,14.0,18.0,19.0,13.0,5.95,0.01,334.98,-1387.002,915.572,250,-3.93,0.0,50,1,12.06,30.0,16.29,38.6,-1332.882,-1127.172,-627.454,84.915,759.269,1208.636,1414.938,1465.305,1453.715,1433.669,1421.047,1414.198,1408.797,1402.957,1396.873,1391.3,1386.699,1383.11,1380.356,1378.235,1376.597,1375.338,1374.38,1373.652,1371.473,0.0
,Mixed / non conventional,14.0,18.0,13.0,20.0,5.73,0.02,-311.72,945.983,915.572,250,5.54,0.0,50,2,12.06,30.0,16.29,38.6,-909.108,-768.669,-427.641,58.35,518.27,824.641,965.211,999.456,991.484,977.774,969.144,964.46,960.773,956.802,952.673,948.891,945.761,943.315,941.442,940.008,938.906,938.06,937.416,936.93,935.451,0.0
,Mixed / non conventional,14.0,18.0,20.0,12.0,6.89,0.01,344.76,-668.994,915.572,250,-9.42,0.0,50,3,12.06,30.0,16.29,38.6,-642.907,-543.57,-302.392,41.263,366.451,583.061,682.457,706.698,701.104,691.451,685.376,682.077,679.472,676.664,673.747,671.078,668.872,667.148,665.828,664.816,664.042,663.45,662.998,662.65,661.594,0.0
,Mixed / non conventional,14.0,18.0,12.0,21.0,6.79,0.01,-291.53,518.209,915.572,250,12.0,0.0,50,4,12.06,30.0,16.29,38.6,-497.935,-420.961,-234.08,32.197,284.148,451.947,528.908,547.628,543.234,535.713,530.983,528.418,526.394,524.205,521.922,519.831,518.107,516.769,515.745,514.952,514.335,513.858,513.495,513.219,512.402,0.0
,Mixed / non conventional,14.0,18.0,21.0,11.0,7.66,0.01,231.14,-425.007,915.572,250,-16.49,0.0,50,5,12.06,30.0,16.29,38.6,-408.355,-345.19,-191.876,26.535,233.163,370.757,433.854,449.196,445.587,439.408,435.512,433.392,431.72,429.921,428.052,426.344,424.935,423.835,422.986,422.329,421.821,421.433,421.137,420.907,420.23,0.0
,Mixed / non conventional,14.0,18.0,11.0,22.0,7.95,0.01,-329.32,365.418,915.572,250,19.92,0.0,50,6,12.06,30.0,16.29,38.6,-351.144,-296.82,-165.005,22.741,200.342,318.605,372.846,386.054,382.981,377.7,374.377,372.569,371.144,369.612,368.02,366.56,365.355,364.414,363.691,363.131,362.697,362.367,362.123,361.94,361.369,0.0
,Mixed / non conventional,14.0,18.0,22.0,10.0,8.7,0.01,283.93,-317.066,915.572,250,-25.13,0.0,50,7,12.06,30.0,16.29,38.6,-304.713,-257.573,-143.201,19.688,173.767,276.367,323.428,334.897,332.243,327.673,324.798,323.237,322.004,320.675,319.296,318.036,317.0,316.194,315.577,315.103,314.738,314.458,314.242,314.074,313.571,0.0
,Mixed / non conventional,14.0,18.0,10.0,28.0,9.21,0.01,99.7,206.085,915.572,250,40.91,0.0,50,8,12.06,30.0,16.29,38.6,-198.045,-167.355,-92.955,12.936,113.047,179.679,210.224,217.652,215.918,212.952,211.095,210.093,209.301,208.44,207.541,206.723,206.049,205.522,205.116,204.804,204.566,204.387,204.252,204.151,203.829,0.0
,Mixed / non conventional,14.0,18.0,28.0,8.0,11.57,0.0,18.12,-160.612,915.572,250,-65.97,0.0,50,9,12.06,30.0,16.29,38.6,-154.329,-130.387,-72.389,10.122,88.107,140.004,163.791,169.574,168.223,165.911,164.465,163.691,163.087,162.431,161.745,161.114,160.59,160.18,159.865,159.624,159.44,159.298,159.187,159.103,158.849,0.17271157167529858
,Mixed / non conventional,14.0,18.0,8.0,30.0,11.55,0.01,-68.26,147.284,915.572,250,71.81,0.0,50,10,12.06,30.0,16.29,38.6,-141.536,-119.571,-66.377,9.285,80.787,128.368,150.186,155.507,154.285,152.173,150.844,150.126,149.563,148.951,148.307,147.719,147.24,146.876,146.601,146.389,146.224,146.096,145.997,145.922,145.692,0.0
,Mixed / non conventional,14.0,18.0,30.0,6.0,13.61,0.0,-65.32,-123.975,915.572,250,-100.53,0.0,50,11,12.06,30.0,16.29,38.6,-119.153,-100.661,-55.883,7.799,67.977,108.021,126.381,130.856,129.827,128.055,126.947,126.35,125.876,125.362,124.828,124.347,123.955,123.653,123.418,123.23,123.079,122.961,122.876,122.82,122.635,0.29347028613353576
,Mixed / non conventional,14.0,18.0,6.0,42.0,10.91,0.01,-141.0,75.709,915.572,250,131.95,0.0,50,12,12.06,30.0,16.29,38.6,-72.878,-61.556,-34.186,4.681,41.37,65.766,76.949,79.687,79.086,78.037,77.391,77.053,76.788,76.495,76.187,75.906,75.681,75.513,75.387,75.29,75.216,75.166,75.135,75.116,75.014,0.0
,Mixed / non conventional,14.0,18.0,42.0,2.0,14.76,0.01,208.72,-57.609,915.572,250,-234.57,0.0,50,13,12.06,30.0,16.29,38.6,-55.462,-46.828,-25.997,3.548,31.417,49.946,58.448,60.542,60.106,59.328,58.847,58.593,58.396,58.182,57.96,57.76,57.597,57.47,57.373,57.299,57.247,57.214,57.196,57.185,57.104,0.13540961408259697
,Mixed / non conventional,14.0,18.0,2.0,46.0,13.6,0.0,-131.07,50.143,915.572,250,248.37,0.0,50,14,12.06,30.0,16.29,38.6,-48.225,-40.675,-22.493,3.265,27.532,43.639,51.012,52.813,52.411,51.71,51.275,51.044,50.866,50.672,50.467,50.279,50.124,50.01,49.929,49.871,49.824,49.788,49.763,49.743,49.662,0.0
,Mixed / non conventional,14.0,18.0,20.0,16.0,7.4,0.01,-5.09,-359.872,916.537,250,-18.85,0.0,50,1,12.07,30.0,16.3,38.6,-345.154,-291.557,-161.729,22.946,197.472,313.621,366.915,379.979,377.092,372.024,368.839,367.113,365.752,364.275,362.705,361.205,359.898,358.822,357.965,357.292,356.772,356.38,356.092,355.884,355.303,0.13504388926400793
,Mixed / non conventional,14.0,18.0,16.0,17.0,6.17,0.01,-35.4,599.89,916.537,250,9.42,0.0,50,2,12.07,30.0,16.3,38.6,-575.182,-485.738,-269.177,38.775,329.713,523.258,611.995,633.677,628.79,620.285,614.934,612.022,609.722,607.239,604.618,602.125,599.945,598.138,596.686,595.539,594.649,593.974,593.475,593.104,592.112,0.0
,Mixed / non conventional,14.0,18.0,17.0,15.0,5.34,0.01,221.92,-1039.177,916.537,250,-4.71,0.0,50,3,12.07,30.0,16.3,38.6,-996.489,-841.462,-466.185,67.371,571.364,906.576,1060.21,1097.698,1089.186,1074.437,1065.17,1060.14,1056.168,1051.867,1047.315,1042.99,1039.226,1036.13,1033.66,1031.722,1030.221,1029.079,1028.226,1027.591,1025.871,0.0
,Mixed / non conventional,14.0,18.0,15.0,19.0,5.8,0.01,-206.37,1240.669,916.537,250,4.28,0.0,50,4,12.07,30.0,16.3,38.6,-1189.899,-1005.243,-557.795,78.835,680.582,1081.11,1264.916,1309.976,1300.013,1282.526,1271.548,1265.609,1260.917,1255.817,1250.407,1245.264,1240.784,1237.091,1234.136,1231.812,1230.018,1228.661,1227.654,1226.908,1224.886,0.0
,Mixed / non conventional,14.0,18.0,16.0,24.0,9.06,0.0,82.61,88.178,917.204,250,94.25,0.0,50,1,12.07,30.0,16.29,38.6,-84.413,-71.278,-39.483,5.741,48.481,76.929,89.986,93.191,92.487,91.244,90.457,90.025,89.68,89.31,88.924,88.55,88.209,87.914,87.668,87.47,87.316,87.203,87.121,87.062,86.911,0.0
,Mixed / non conventional,14.0,18.0,24.0,12.0,6.82,0.0,251.86,-398.184,917.204,250,-15.71,0.0,50,2,12.07,30.0,16.29,38.6,-381.607,-322.547,-179.249,24.836,217.895,346.502,405.605,420.177,417.067,411.517,408.033,406.154,404.68,403.087,401.399,399.772,398.311,397.06,396.024,395.191,394.541,394.053,393.696,393.437,392.782,0.0
,Mixed / non conventional,14.0,18.0,12.0,26.0,6.69,0.0,-145.12,366.151,917.204,250,16.76,0.0,50,3,12.07,30.0,16.29,38.6,-350.91,-296.597,-164.837,22.806,200.311,318.565,372.918,386.329,383.483,378.388,375.187,373.462,372.107,370.646,369.1,367.612,366.271,365.118,364.165,363.403,362.812,362.366,362.036,361.797,361.196,0.0
,Mixed / non conventional,14.0,18.0,26.0,10.0,9.22,0.0,43.6,-224.333,917.204,250,-37.7,0.0,50,4,12.07,30.0,16.29,38.6,-215.026,-181.727,-100.98,13.982,122.709,195.13,228.416,236.635,234.903,231.793,229.841,228.791,227.969,227.078,226.132,225.218,224.397,223.698,223.125,222.668,222.312,222.041,221.839,221.69,221.317,0.0
,Mixed / non conventional,14.0,18.0,10.0,38.0,7.23,0.36,12.02,140.677,917.204,250,47.12,0.0,50,5,12.07,30.0,16.29,38.6,-120.025,-96.964,-43.467,31.424,101.221,146.57,166.006,168.994,165.527,161.228,157.747,154.906,152.261,149.622,147.002,144.456,142.019,139.706,137.526,135.477,133.547,131.721,129.982,128.311,126.521,0.0
,Mixed / non conventional,14.0,18.0,38.0,2.0,12.58,0.92,41.6,-53.572,917.204,250,-215.42,0.0,50,6,12.07,30.0,16.29,38.6,-36.556,-26.41,-4.261,25.965,53.504,70.702,77.205,77.008,74.221,71.137,68.421,65.998,63.687,61.409,59.167,56.985,54.877,52.851,50.909,49.042,47.244,45.513,43.846,42.23,40.584,0.0
,Mixed / non conventional,14.0,18.0,20.0,23.0,6.86,0.0,38.51,-244.789,917.204,250,-25.7,0.0,50,8,12.07,30.0,16.29,38.6,-234.704,-198.558,-110.678,14.676,133.412,212.617,249.092,258.147,256.284,252.893,250.762,249.622,248.731,247.765,246.741,245.754,244.865,244.099,243.465,242.962,242.574,242.287,242.081,241.928,241.529,0.0
,Mixed / non conventional,14.0,18.0,23.0,17.0,5.75,0.0,-78.17,484.934,917.204,250,10.87,0.0,50,9,12.07,30.0,16.29,38.6,-464.666,-392.885,-218.541,29.978,265.243,422.069,494.181,511.964,508.15,501.346,497.061,494.736,492.903,490.929,488.849,486.855,485.072,483.544,482.276,481.251,480.448,479.835,479.377,479.038,478.222,0.0
,Mixed / non conventional,14.0,18.0,17.0,29.0,6.07,0.0,73.01,-569.698,917.204,250,-9.78,0.0,50,10,12.07,30.0,16.29,38.6,-545.898,-461.6,-256.815,35.139,311.545,495.805,580.54,601.446,596.983,589.001,583.973,581.247,579.099,576.784,574.34,571.987,569.872,568.058,566.556,565.347,564.403,563.691,563.164,562.77,561.812,0.0
,Mixed / non conventional,14.0,18.0,29.0,11.0,7.89,0.0,244.76,-247.321,917.204,250,-29.26,0.0,50,11,12.07,30.0,16.29,38.6,-237.028,-200.339,-111.334,15.414,135.303,215.166,251.873,260.936,259.024,255.587,253.421,252.248,251.328,250.343,249.305,248.306,247.402,246.621,245.975,245.461,245.065,244.765,244.541,244.376,243.967,0.12666244458518905
,Mixed / non conventional,14.0,18.0,11.0,32.0,7.67,0.0,-199.59,230.939,917.204,250,30.45,0.0,50,12,12.07,30.0,16.29,38.6,-221.339,-187.054,-103.918,14.438,126.368,200.919,235.177,243.631,241.843,238.641,236.633,235.548,234.689,233.761,232.782,231.843,231.0,230.281,229.692,229.225,228.861,228.582,228.375,228.225,227.846,0.0
,Mixed / non conventional,14.0,18.0,32.0,8.0,11.36,0.0,276.01,-136.909,917.204,250,-76.12,0.0,50,13,12.07,30.0,16.29,38.6,-131.257,-110.891,-61.564,8.594,74.9,119.039,139.315,144.323,143.277,141.397,140.223,139.596,139.103,138.565,137.993,137.442,136.946,136.523,136.179,135.906,135.69,135.525,135.406,135.326,135.109,0.0
,Mixed / non conventional,14.0,18.0,8.0,35.0,10.87,0.0,-284.85,123.54,917.204,250,80.69,0.0,50,14,12.07,30.0,16.29,38.6,-118.443,-100.06,-55.557,7.731,67.541,107.363,125.667,130.199,129.266,127.576,126.517,125.949,125.5,125.013,124.501,124.014,123.579,123.206,122.896,122.645,122.45,122.304,122.2,122.127,121.926,0.0
,Mixed / non conventional,14.0,18.0,35.0,5.0,14.2,0.01,131.28,-94.114,917.204,250,-138.42,0.0,50,15,12.07,30.0,16.29,38.6,-90.24,-76.201,-42.267,5.936,51.455,81.748,95.674,99.128,98.427,97.149,96.351,95.926,95.592,95.229,94.845,94.478,94.147,93.86,93.625,93.442,93.303,93.196,93.116,93.062,92.912,0.21104467112206216
,Mixed / non conventional,14.0,18.0,5.0,38.0,48.22,1.5,194.33,299.51,917.738,250,147.77,0.0,50,1,12.08,30.0,16.29,38.6,-247.341,-202.085,-96.453,54.799,200.921,301.707,350.728,364.208,361.312,353.83,346.046,338.469,330.784,322.861,314.746,306.494,298.194,290.082,282.473,275.58,269.464,264.083,259.315,255.017,250.73,0.0
,Mixed / non conventional,14.0,18.0,22.0,26.0,7.67,0.0,235.47,-93.339,917.738,250,-75.4,0.0,50,4,12.08,30.0,16.29,38.6,-89.414,-75.602,-42.068,5.715,50.934,81.073,94.944,98.388,97.688,96.408,95.604,95.174,94.835,94.468,94.081,93.714,93.384,93.09,92.836,92.625,92.461,92.341,92.251,92.182,92.023,0.0
