Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Rs-Check,Vab (V),Channel,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Y Average tab raw 0,Y Average tab raw 10,Y Average tab raw 20,Y Average tab raw 30,Y Average tab raw 40,Y Average tab raw 50,Y Average tab raw 60,Y Average tab raw 70,Y Average tab raw 80,Y Average tab raw 90,Y Average tab raw 100,Y Average tab raw 110,Y Average tab raw 120,Y Average tab raw 130,Y Average tab raw 140,Y Average tab raw 150,Y Average tab raw 160,Y Average tab raw 170,Y Average tab raw 180,Y Average tab raw 190,Y Average tab raw 200,Y Average tab raw 210,Y Average tab raw 220,Y Average tab raw 230,Y Average tab raw 240,recip error (%)
,Mixed / non conventional,45.0,35.0,38.0,42.0,4.8,4.4,-46.78,-13.084,44.978,250,-16.49,0.0,50,1,12.5,30.0,16.23,33.8,-3.038,0.888,8.684,18.604,26.863,31.095,31.523,29.743,27.256,24.851,22.728,20.836,19.102,17.493,15.993,14.589,13.268,12.018,10.826,9.68,8.571,7.499,6.46,5.451,4.441,0.0
,Mixed / non conventional,40.0,44.0,39.0,43.0,34.63,0.01,377.02,493.889,61.099,250,4.28,0.0,50,1,12.5,30.0,16.23,33.8,-470.308,-395.6,-216.842,35.044,271.667,428.523,500.274,517.865,514.194,507.798,504.045,502.26,500.913,499.35,497.61,495.902,494.343,492.939,491.657,490.47,489.366,488.338,487.383,486.492,485.064,-0.11544011544011297
,Mixed / non conventional,37.0,46.0,39.0,43.0,40.15,0.01,370.79,170.621,50.969,250,12.0,0.0,50,1,12.5,30.0,16.23,33.8,-162.543,-137.012,-75.627,11.116,92.781,147.046,171.968,178.173,177.009,174.889,173.681,173.151,172.768,172.307,171.786,171.273,170.801,170.363,169.946,169.543,169.156,168.786,168.436,168.106,167.603,0.0
,Mixed / non conventional,45.0,41.0,39.0,43.0,41.91,0.01,367.62,-94.538,42.524,250,-18.85,0.0,50,1,12.5,30.0,16.23,33.8,-90.089,-75.884,-41.769,6.362,51.61,81.642,95.416,98.831,98.168,96.974,96.28,95.961,95.728,95.459,95.163,94.88,94.623,94.387,94.167,93.954,93.743,93.538,93.345,93.167,92.892,0.023863500775559026
,Mixed / non conventional,49.0,37.0,39.0,43.0,36.91,0.0,366.14,-129.719,55.207,250,-15.71,0.0,50,1,12.5,30.0,16.23,33.8,-123.588,-103.996,-57.157,8.776,70.682,111.739,130.58,135.294,134.457,132.894,132.004,131.614,131.334,130.992,130.599,130.206,129.84,129.506,129.197,128.906,128.627,128.359,128.107,127.87,127.491,0.027096599376772824
,Mixed / non conventional,51.0,35.0,39.0,43.0,42.75,0.01,365.34,-53.958,47.584,250,-37.7,0.0,50,1,12.5,30.0,16.23,33.8,-51.433,-43.324,-23.862,3.591,29.406,46.548,54.422,56.385,56.016,55.34,54.951,54.779,54.653,54.5,54.327,54.158,54.002,53.861,53.733,53.614,53.5,53.392,53.286,53.182,53.021,0.11702750146283711
,Mixed / non conventional,53.0,33.0,39.0,43.0,46.16,0.01,364.38,-22.572,32.259,250,-65.97,0.0,50,1,12.5,30.0,16.23,33.8,-21.452,-17.906,-9.539,2.062,12.788,19.786,22.921,23.646,23.453,23.16,22.992,22.914,22.859,22.797,22.724,22.653,22.59,22.535,22.484,22.432,22.379,22.322,22.268,22.222,22.156,0.17346053772766326
,Mixed / non conventional,48.0,42.0,39.0,43.0,33.3,0.01,363.32,182.806,59.692,250,10.87,0.0,50,1,12.5,30.0,16.23,33.8,-174.134,-146.441,-80.415,12.385,99.44,157.145,183.618,190.249,189.104,186.962,185.774,185.283,184.93,184.49,183.983,183.477,183.0,182.55,182.118,181.7,181.299,180.918,180.559,180.225,179.694,-0.09004952723998541
,Mixed / non conventional,54.0,36.0,39.0,43.0,37.11,0.01,362.76,-57.853,45.621,250,-29.26,0.0,50,1,12.5,30.0,16.23,33.8,-55.133,-46.344,-25.399,4.002,31.551,49.801,58.17,60.262,59.889,59.2,58.814,58.653,58.543,58.403,58.238,58.069,57.911,57.765,57.63,57.504,57.383,57.266,57.156,57.053,56.888,0.1078457805338343
,Mixed / non conventional,57.0,33.0,39.0,43.0,39.73,0.03,361.71,-11.829,22.667,250,-76.12,0.0,49,1,12.5,30.0,16.23,33.8,-11.203,-9.186,-4.593,1.58,7.126,10.632,12.133,12.435,12.307,12.15,12.065,12.024,11.989,11.949,11.906,11.866,11.833,11.806,11.78,11.754,11.73,11.707,11.686,11.667,11.632,0.12592872434201524
,Mixed / non conventional,60.0,30.0,39.0,43.0,41.62,0.02,361.04,-6.679,22.214,250,-138.42,0.0,49,1,12.5,30.0,16.23,33.8,-6.28,-5.021,-2.278,1.262,4.318,6.168,6.91,7.027,6.939,6.849,6.801,6.777,6.76,6.742,6.721,6.705,6.692,6.677,6.657,6.637,6.622,6.611,6.601,6.588,6.559,0.48169556840076055
,Mixed / non conventional,63.0,27.0,39.0,43.0,41.44,0.04,360.3,-4.983,25.903,250,-215.42,0.0,49,1,12.5,30.0,16.23,33.8,-4.662,-3.573,-1.34,1.376,3.582,4.823,5.258,5.28,5.19,5.123,5.097,5.087,5.075,5.055,5.03,5.005,4.982,4.964,4.954,4.951,4.952,4.952,4.95,4.946,4.923,0.1448925380342796
,Mixed / non conventional,59.0,35.0,39.0,43.0,34.72,0.01,359.62,-23.943,31.515,250,-45.7,0.0,50,1,12.5,30.0,16.23,33.8,-22.768,-19.009,-10.152,2.132,13.504,20.934,24.272,25.058,24.868,24.566,24.396,24.318,24.258,24.186,24.104,24.024,23.955,23.899,23.85,23.803,23.757,23.71,23.661,23.614,23.536,0.17296050735082813
,Mixed / non conventional,59.0,35.0,43.0,47.0,108.74,1.75,-48.3,-34.088,31.515,250,-100.53,0.0,50,2,12.5,30.0,16.23,33.8,-17.208,-5.922,19.471,53.189,81.333,94.879,94.546,86.445,76.358,67.288,59.903,53.872,48.764,44.331,40.461,37.084,34.135,31.549,29.27,27.249,25.449,23.841,22.403,21.114,19.875,0.0
,Mixed / non conventional,63.0,31.0,39.0,43.0,37.94,0.02,358.88,-6.051,20.041,250,-125.66,0.0,50,1,12.5,30.0,16.23,33.8,-5.694,-4.572,-2.113,1.076,3.847,5.539,6.227,6.343,6.273,6.201,6.163,6.138,6.115,6.097,6.085,6.074,6.06,6.045,6.031,6.017,6.001,5.984,5.97,5.96,5.938,0.13187392852432325
,Mixed / non conventional,67.0,27.0,39.0,43.0,37.89,0.03,358.35,-4.601,28.491,250,-234.57,0.0,50,1,12.5,30.0,16.23,33.8,-4.285,-3.261,-1.172,1.349,3.372,4.486,4.86,4.862,4.77,4.702,4.674,4.666,4.657,4.641,4.622,4.608,4.599,4.594,4.589,4.582,4.574,4.565,4.552,4.54,4.516,0.449675968787202
,Mixed / non conventional,71.0,23.0,39.0,43.0,37.31,0.04,357.8,-5.822,57.784,250,-370.38,0.0,50,1,12.5,30.0,16.23,33.8,-5.443,-4.326,-1.927,1.148,3.794,5.39,6.024,6.118,6.039,5.964,5.927,5.913,5.905,5.896,5.88,5.857,5.829,5.804,5.788,5.78,5.773,5.762,5.744,5.723,5.692,0.7262945527908625
,Mixed / non conventional,43.0,41.0,40.0,44.0,36.42,0.01,-206.62,-299.331,38.733,250,-4.71,0.0,49,1,12.5,30.0,16.23,33.8,-285.457,-239.816,-130.841,22.071,165.093,259.52,302.526,312.991,310.77,306.977,304.797,303.803,303.076,302.23,301.292,300.383,299.563,298.827,298.149,297.511,296.907,296.34,295.812,295.321,294.497,0.0
,Mixed / non conventional,45.0,39.0,40.0,44.0,36.15,0.0,-205.36,-442.438,48.056,250,-3.93,0.0,50,1,12.5,30.0,16.23,33.8,-421.602,-354.868,-194.86,30.648,242.449,382.844,447.087,462.884,459.675,454.046,450.797,449.321,448.249,446.996,445.591,444.204,442.918,441.732,440.618,439.564,438.573,437.653,436.803,436.021,434.775,-0.11058888581697303
,Mixed / non conventional,48.0,36.0,40.0,44.0,54.52,0.01,-194.44,-132.513,61.087,250,-25.13,0.0,50,1,12.5,30.0,16.23,33.8,-126.529,-106.729,-59.25,7.808,70.995,113.079,132.526,137.506,136.766,135.257,134.426,134.1,133.88,133.594,133.258,132.925,132.618,132.334,132.065,131.806,131.553,131.304,131.06,130.828,130.454,0.03669051550174853
,Mixed / non conventional,42.0,50.0,40.0,44.0,22.96,0.01,-191.98,11.287,46.326,250,94.25,0.0,50,1,12.5,30.0,16.23,33.8,-10.862,-9.192,-5.17,0.527,5.91,9.507,11.18,11.619,11.568,11.448,11.383,11.361,11.35,11.339,11.328,11.315,11.301,11.281,11.262,11.247,11.234,11.221,11.211,11.205,11.186,0.0871459694989088
,Mixed / non conventional,36.0,54.0,40.0,44.0,44.94,0.01,-187.57,50.129,45.637,250,40.91,0.0,50,1,12.5,30.0,16.23,33.8,-47.859,-40.379,-22.393,3.01,26.936,42.868,50.23,52.11,51.818,51.234,50.907,50.773,50.682,50.572,50.446,50.317,50.192,50.071,49.954,49.842,49.731,49.625,49.53,49.452,49.329,0.02225436741960167
,Mixed / non conventional,34.0,56.0,40.0,44.0,46.28,0.06,-185.88,26.981,41.862,250,71.81,0.0,52,1,12.5,30.0,16.23,33.8,-25.841,-21.811,-12.118,1.56,14.424,22.974,26.911,27.908,27.75,27.442,27.277,27.222,27.194,27.153,27.096,27.032,26.972,26.919,26.875,26.834,26.789,26.739,26.685,26.637,26.566,0.2379664683612751
,Mixed / non conventional,46.0,49.0,40.0,44.0,49.43,0.0,-183.96,-116.641,60.655,250,-25.7,0.0,50,1,12.5,30.0,16.23,33.8,-111.216,-93.823,-52.091,6.864,62.435,99.476,116.63,121.061,120.449,119.145,118.423,118.135,117.933,117.675,117.371,117.064,116.775,116.498,116.224,115.955,115.695,115.449,115.22,115.009,114.674,0.060710310634425044
,Mixed / non conventional,43.0,55.0,40.0,44.0,44.54,0.01,-182.82,-167.205,36.715,250,-9.78,0.0,49,1,12.5,30.0,16.23,33.8,-159.83,-134.334,-73.556,11.6,91.219,143.857,167.962,173.991,172.938,170.968,169.859,169.388,169.053,168.64,168.169,167.713,167.308,166.95,166.62,166.309,166.015,165.742,165.49,165.262,164.849,0.04491354143273303
,Mixed / non conventional,37.0,58.0,40.0,44.0,37.79,0.02,-180.57,38.902,31.345,250,30.45,0.0,50,1,12.5,30.0,16.23,33.8,-37.227,-31.357,-17.288,2.491,21.036,33.34,39.005,40.446,40.224,39.779,39.53,39.423,39.343,39.244,39.135,39.032,38.938,38.852,38.771,38.697,38.633,38.578,38.529,38.482,38.391,-0.02645852626008205
,Mixed / non conventional,34.0,61.0,40.0,44.0,40.17,0.04,-179.23,13.245,26.604,250,80.69,0.0,49,1,12.5,30.0,16.23,33.8,-12.662,-10.6,-5.717,1.068,7.36,11.481,13.343,13.792,13.701,13.546,13.456,13.408,13.371,13.337,13.308,13.281,13.254,13.228,13.204,13.178,13.152,13.133,13.123,13.114,13.082,0.07471049682480672
,Mixed / non conventional,31.0,64.0,40.0,44.0,41.02,0.01,-177.73,5.83,21.001,250,147.77,0.0,49,1,12.51,30.0,16.23,33.8,-5.551,-4.62,-2.437,0.57,3.333,5.124,5.923,6.113,6.07,5.996,5.949,5.922,5.904,5.887,5.871,5.855,5.837,5.817,5.802,5.795,5.788,5.776,5.76,5.747,5.733,-0.09746588693956906
,Mixed / non conventional,36.0,64.0,40.0,44.0,37.33,0.01,-176.14,18.886,23.839,250,47.12,0.0,49,1,12.5,30.0,16.23,33.8,-18.042,-15.103,-8.15,1.513,10.479,16.365,19.041,19.698,19.569,19.342,19.217,19.164,19.123,19.069,19.007,18.948,18.9,18.858,18.821,18.784,18.748,18.716,18.691,18.67,18.624,0.0803966233418227
,Mixed / non conventional,32.0,68.0,40.0,44.0,37.73,0.01,-174.92,7.935,27.747,250,131.95,0.0,49,1,12.52,30.0,16.23,33.8,-7.549,-6.266,-3.293,0.78,4.514,6.935,8.015,8.267,8.205,8.109,8.051,8.022,8.006,7.993,7.977,7.958,7.94,7.925,7.913,7.902,7.887,7.866,7.844,7.826,7.803,0.31855588001061175
,Mixed / non conventional,28.0,72.0,40.0,44.0,37.91,0.02,-173.58,7.968,52.199,250,248.37,0.0,50,1,12.5,30.0,16.23,33.8,-7.614,-6.309,-3.313,0.77,4.504,6.924,8.008,8.265,8.208,8.118,8.071,8.052,8.038,8.023,8.008,7.993,7.978,7.965,7.952,7.934,7.912,7.893,7.887,7.89,7.882,0.0
,Mixed / non conventional,42.0,46.0,41.0,45.0,42.77,0.01,59.37,559.659,56.06,250,4.28,0.0,50,1,12.5,30.0,16.23,33.8,-533.94,-449.874,-248.729,34.749,301.322,478.517,560.201,580.995,577.787,571.395,567.88,566.507,565.574,564.358,562.914,561.471,560.137,558.902,557.723,556.573,555.446,554.349,553.287,552.268,550.639,-0.04675081813930814
,Mixed / non conventional,39.0,48.0,41.0,45.0,44.69,0.01,52.49,205.2,55.079,250,12.0,0.0,50,1,12.5,30.0,16.23,33.8,-195.686,-165.186,-91.682,12.403,110.601,176.011,206.169,213.774,212.47,209.99,208.596,208.019,207.62,207.122,206.538,205.953,205.41,204.906,204.423,203.952,203.493,203.056,202.647,202.268,201.69,-0.022373867322978223
,Mixed / non conventional,51.0,39.0,41.0,45.0,38.23,0.01,46.36,-124.24,51.051,250,-15.71,0.0,50,1,12.5,30.0,16.23,33.8,-118.564,-99.965,-55.278,7.831,67.235,106.722,124.886,129.444,128.64,127.136,126.29,125.933,125.683,125.378,125.029,124.68,124.356,124.056,123.775,123.506,123.247,123.002,122.776,122.569,122.235,-0.026154047338839064
,Mixed / non conventional,53.0,37.0,41.0,45.0,51.57,0.01,45.29,-43.915,32.1,250,-37.7,0.0,50,1,12.5,30.0,16.23,33.8,-41.996,-35.32,-19.374,2.986,23.888,37.697,44.016,45.594,45.321,44.813,44.534,44.423,44.35,44.257,44.149,44.042,43.943,43.852,43.771,43.699,43.635,43.572,43.51,43.447,43.328,0.019392999127311183
,Mixed / non conventional,55.0,35.0,41.0,45.0,52.81,0.01,43.75,-31.975,39.943,250,-65.97,0.0,52,1,12.51,30.0,16.23,33.8,-30.554,-25.723,-14.159,2.101,17.349,27.452,32.085,33.243,33.04,32.666,32.462,32.379,32.319,32.246,32.163,32.08,32.006,31.94,31.878,31.815,31.754,31.697,31.646,31.601,31.519,-0.1135503406510128
,Mixed / non conventional,50.0,44.0,41.0,45.0,42.83,0.01,43.37,171.006,43.419,250,10.87,0.0,50,1,12.5,30.0,16.23,33.8,-162.634,-136.741,-74.721,12.603,94.544,148.81,173.6,179.65,178.348,176.105,174.777,174.129,173.628,173.05,172.409,171.777,171.193,170.663,170.177,169.725,169.307,168.923,168.569,168.243,167.748,-0.20991253644315663
,Mixed / non conventional,59.0,35.0,41.0,45.0,45.04,0.01,40.17,-18.63,31.49,250,-76.12,0.0,50,1,12.5,30.0,16.23,33.8,-17.793,-14.907,-8.071,1.443,10.278,16.075,18.702,19.342,19.217,19.003,18.89,18.849,18.82,18.779,18.731,18.685,18.645,18.607,18.573,18.543,18.511,18.477,18.445,18.419,18.369,-0.04439511653718785
,Mixed / non conventional,62.0,32.0,41.0,45.0,46.38,0.03,39.24,-6.605,19.712,250,-138.42,0.0,50,1,12.51,30.0,16.23,33.8,-6.257,-5.061,-2.411,1.062,4.112,6.001,6.788,6.93,6.849,6.761,6.715,6.692,6.674,6.658,6.645,6.632,6.614,6.596,6.585,6.579,6.572,6.561,6.547,6.536,6.517,0.17263703064308458
,Mixed / non conventional,65.0,29.0,41.0,45.0,46.59,0.03,38.31,-5.428,25.096,250,-215.42,0.0,48,1,12.51,30.0,16.23,33.8,-5.115,-4.073,-1.839,1.016,3.469,4.954,5.555,5.655,5.589,5.52,5.484,5.468,5.458,5.452,5.448,5.444,5.435,5.426,5.419,5.415,5.409,5.4,5.389,5.377,5.355,0.34401204042142264
,Mixed / non conventional,61.0,37.0,41.0,45.0,41.45,0.0,37.4,-23.701,26.13,250,-45.7,0.0,49,1,12.51,30.0,16.23,33.8,-22.685,-19.0,-10.281,1.839,13.079,20.45,23.789,24.602,24.438,24.16,24.013,23.96,23.926,23.879,23.824,23.771,23.721,23.672,23.626,23.584,23.55,23.527,23.507,23.487,23.433,-0.024122542515976387
,Mixed / non conventional,61.0,37.0,45.0,49.0,67.94,0.0,-90.39,-17.66,26.13,250,-100.53,0.0,49,2,12.51,30.0,16.23,33.8,-17.04,-14.681,-8.665,0.178,8.766,14.653,17.473,18.256,18.193,17.993,17.879,17.837,17.811,17.779,17.74,17.699,17.661,17.633,17.613,17.595,17.573,17.548,17.523,17.499,17.463,-0.07356727727506387
,Mixed / non conventional,65.0,33.0,41.0,45.0,40.88,0.01,36.68,-7.013,21.555,250,-125.66,0.0,49,1,12.51,30.0,16.23,33.8,-6.677,-5.451,-2.698,0.954,4.201,6.235,7.098,7.272,7.205,7.129,7.097,7.088,7.077,7.061,7.043,7.029,7.02,7.012,6.999,6.983,6.966,6.955,6.949,6.946,6.928,0.4412846285854369
,Mixed / non conventional,69.0,29.0,41.0,45.0,41.6,0.06,36.02,-6.263,35.314,250,-234.57,0.0,50,1,12.5,30.0,16.23,33.8,-5.943,-4.787,-2.267,1.004,3.857,5.612,6.336,6.466,6.397,6.325,6.296,6.293,6.297,6.295,6.289,6.281,6.273,6.265,6.257,6.246,6.234,6.221,6.213,6.211,6.198,1.5748031496062957
,Mixed / non conventional,45.0,43.0,42.0,46.0,43.18,0.01,-137.33,-391.638,42.739,250,-4.71,0.0,52,1,12.5,30.0,16.23,33.8,-374.536,-315.385,-173.766,25.445,212.31,336.179,393.047,407.333,404.899,400.289,397.708,396.634,395.879,394.947,393.88,392.841,391.905,391.07,390.303,389.588,388.918,388.286,387.694,387.144,386.167,-0.04630701551285744
,Mixed / non conventional,48.0,40.0,42.0,46.0,50.3,0.01,-133.46,-379.625,71.137,250,-9.42,0.0,50,1,12.5,30.0,16.23,33.8,-362.41,-306.052,-170.614,21.091,202.081,322.871,378.871,393.376,391.421,387.212,384.915,384.059,383.494,382.728,381.793,380.845,379.965,379.148,378.366,377.602,376.852,376.114,375.393,374.698,373.609,-0.05962436649110829
,Mixed / non conventional,49.0,39.0,42.0,46.0,56.34,0.0,-132.21,-191.916,56.185,250,-16.49,0.0,50,1,12.5,30.0,16.23,33.8,-183.133,-154.646,-85.916,11.491,103.46,164.782,193.109,200.294,199.091,196.748,195.404,194.818,194.394,193.876,193.277,192.676,192.118,191.607,191.132,190.685,190.266,189.877,189.521,189.204,188.704,-0.07097232079488848
,Mixed / non conventional,44.0,52.0,42.0,46.0,18.97,0.02,-127.56,8.532,42.383,250,94.25,0.0,50,1,12.51,30.0,16.23,33.8,-8.352,-7.128,-4.122,0.162,4.222,6.947,8.229,8.584,8.571,8.507,8.486,8.495,8.509,8.515,8.518,8.523,8.533,8.546,8.557,8.557,8.55,8.545,8.551,8.569,8.581,0.31678986272438614
,Mixed / non conventional,40.0,54.0,42.0,46.0,37.71,0.0,-125.45,114.723,50.969,250,16.76,0.0,50,1,12.5,30.0,16.23,33.8,-109.832,-92.789,-51.756,6.289,61.057,97.615,114.589,119.009,118.431,117.15,116.436,116.155,115.961,115.706,115.399,115.087,114.801,114.548,114.324,114.121,113.932,113.752,113.582,113.424,113.145,-0.05302226935311777
,Mixed / non conventional,36.0,58.0,42.0,46.0,52.39,0.02,-122.74,24.547,33.648,250,71.81,0.0,50,1,12.5,30.0,16.23,33.8,-23.622,-19.934,-11.094,1.339,13.013,20.775,24.369,25.309,25.203,24.955,24.823,24.779,24.749,24.704,24.649,24.597,24.555,24.522,24.495,24.47,24.445,24.423,24.403,24.385,24.341,0.01908943399827815
,Mixed / non conventional,48.0,51.0,42.0,46.0,63.2,0.0,-122.02,-143.189,58.233,250,-25.7,0.0,50,1,12.5,30.0,16.23,33.8,-136.994,-115.715,-64.587,7.7,75.916,121.479,142.672,148.236,147.571,146.021,145.168,144.845,144.627,144.336,143.987,143.636,143.308,143.003,142.72,142.453,142.198,141.955,141.727,141.516,141.156,-0.11069818929390414
,Mixed / non conventional,45.0,57.0,42.0,46.0,53.65,0.0,-121.03,-123.845,22.577,250,-9.78,0.0,49,1,12.51,30.0,16.23,33.8,-118.481,-99.849,-55.066,7.935,66.973,106.101,124.106,128.688,127.977,126.551,125.746,125.408,125.171,124.878,124.545,124.223,123.934,123.67,123.423,123.193,122.978,122.777,122.589,122.412,122.103,-0.07452953232718305
,Mixed / non conventional,39.0,60.0,42.0,46.0,38.17,0.02,-119.19,27.008,21.545,250,30.45,0.0,49,1,12.51,30.0,16.23,33.8,-25.894,-21.806,-11.991,1.785,14.653,23.148,27.036,28.01,27.844,27.535,27.366,27.298,27.252,27.196,27.13,27.066,27.012,26.97,26.932,26.895,26.86,26.825,26.79,26.757,26.695,-0.07856488149797337
,Mixed / non conventional,36.0,63.0,42.0,46.0,46.25,0.01,-118.03,12.941,22.578,250,80.69,0.0,49,1,12.51,30.0,16.23,33.7,-12.417,-10.418,-5.684,0.902,7.019,11.037,12.869,13.329,13.262,13.132,13.068,13.048,13.036,13.018,12.995,12.972,12.949,12.928,12.911,12.896,12.884,12.873,12.856,12.835,12.799,0.34654537578513445
,Mixed / non conventional,33.0,66.0,42.0,46.0,43.55,0.0,-116.97,6.805,23.091,250,147.77,0.0,49,1,12.51,30.0,16.23,33.8,-6.516,-5.443,-2.92,0.566,3.785,5.886,6.832,7.057,7.007,6.93,6.892,6.878,6.868,6.856,6.844,6.833,6.819,6.803,6.786,6.773,6.762,6.752,6.744,6.741,6.73,0.2068727732444462
,Mixed / non conventional,34.0,70.0,42.0,46.0,40.04,0.02,-114.75,9.227,30.403,250,131.95,0.0,50,1,12.5,30.0,16.23,33.7,-8.866,-7.472,-4.143,0.521,4.885,7.782,9.129,9.49,9.46,9.37,9.32,9.302,9.29,9.276,9.261,9.247,9.235,9.225,9.211,9.198,9.188,9.181,9.175,9.17,9.153,0.30015007503751234
,Mixed / non conventional,49.0,45.0,43.0,47.0,159.66,4.15,361.45,-468.346,55.293,250,-18.85,0.0,50,1,12.5,30.0,16.23,33.8,-373.589,-284.632,-82.072,195.532,445.228,596.042,647.605,640.017,612.716,586.44,566.052,549.719,535.096,521.168,507.871,495.348,483.614,472.567,462.054,451.96,442.238,432.86,423.775,414.921,405.584,0.0
,Mixed / non conventional,49.0,43.0,44.0,48.0,54.04,0.01,1.29,-644.528,46.833,250,-3.93,0.0,50,1,12.5,30.0,16.23,33.7,-615.858,-519.551,-288.3,38.127,345.487,550.165,644.843,669.216,665.729,658.418,654.334,652.686,651.54,650.074,648.351,646.635,645.059,643.622,642.276,640.995,639.775,638.62,637.532,636.512,634.815,-0.0185030992691239
,Mixed / non conventional,50.0,42.0,44.0,48.0,60.33,0.01,1.72,-296.729,46.353,250,-9.42,0.0,50,1,12.51,30.0,16.23,33.7,-283.073,-238.956,-132.708,17.61,159.341,253.765,297.387,308.512,306.775,303.308,301.376,300.6,300.065,299.378,298.567,297.757,297.008,296.318,295.657,295.007,294.371,293.758,293.173,292.625,291.781,-0.016574127786533714
,Mixed / non conventional,51.0,41.0,44.0,48.0,64.16,0.01,2.67,-174.132,44.766,250,-16.49,0.0,50,1,12.51,30.0,16.23,33.6,-166.288,-140.427,-78.049,10.262,93.563,149.082,174.744,181.29,180.253,178.181,177.004,176.508,176.16,175.727,175.226,174.73,174.276,173.862,173.478,173.113,172.763,172.43,172.115,171.82,171.351,0.0
,Mixed / non conventional,52.0,40.0,44.0,48.0,67.46,0.0,3.54,-137.847,51.358,250,-25.13,0.0,50,1,12.5,30.0,16.23,33.7,-131.94,-111.413,-62.086,7.603,73.29,117.093,137.408,142.691,142.006,140.491,139.659,139.35,139.152,138.889,138.57,138.247,137.951,137.683,137.431,137.191,136.96,136.736,136.521,136.316,135.962,0.07414547341884356
,Mixed / non conventional,46.0,54.0,44.0,48.0,19.79,0.01,5.46,9.311,44.348,250,94.25,0.0,50,1,12.5,30.0,16.23,33.7,-8.94,-7.553,-4.207,0.522,4.976,7.936,9.299,9.647,9.6,9.504,9.454,9.434,9.414,9.387,9.357,9.331,9.312,9.298,9.286,9.272,9.256,9.242,9.229,9.219,9.203,1.1689961880559108
,Mixed / non conventional,42.0,56.0,44.0,48.0,46.29,0.02,5.8,121.106,43.835,250,16.76,0.0,52,1,12.5,30.0,16.23,33.7,-115.878,-97.905,-54.557,6.779,64.635,103.218,121.097,125.726,125.09,123.715,122.932,122.603,122.382,122.118,121.806,121.472,121.151,120.861,120.601,120.374,120.174,119.98,119.776,119.582,119.304,-0.04319654427646464
,Mixed / non conventional,40.0,58.0,44.0,48.0,52.33,0.02,7.57,46.76,36.562,250,40.91,0.0,49,1,12.5,30.0,16.23,33.7,-44.91,-37.935,-21.162,2.485,24.725,39.54,46.42,48.233,48.036,47.559,47.305,47.219,47.164,47.083,46.983,46.884,46.796,46.719,46.649,46.584,46.52,46.46,46.408,46.362,46.267,0.057344929752463226
,Mixed / non conventional,50.0,53.0,44.0,48.0,75.02,0.01,8.96,-88.003,30.15,250,-25.7,0.0,50,1,12.5,30.0,16.23,33.6,-84.147,-71.044,-39.474,5.116,47.083,75.02,87.944,91.276,90.806,89.812,89.26,89.041,88.889,88.692,88.47,88.258,88.068,87.895,87.73,87.569,87.41,87.254,87.102,86.955,86.714,-0.06662669065227153
,Mixed / non conventional,41.0,62.0,44.0,48.0,44.39,0.01,11.08,25.616,17.571,250,30.45,0.0,50,1,12.51,30.0,16.23,33.6,-24.527,-20.658,-11.342,1.748,13.977,22.042,25.72,26.632,26.466,26.164,25.999,25.936,25.893,25.833,25.759,25.686,25.628,25.582,25.538,25.494,25.454,25.419,25.387,25.354,25.289,-0.09006980409817418
,Mixed / non conventional,35.0,68.0,44.0,48.0,49.18,0.01,12.35,8.189,24.605,250,147.77,0.0,48,1,12.51,30.0,16.23,33.7,-7.859,-6.619,-3.652,0.511,4.404,6.981,8.168,8.472,8.427,8.336,8.29,8.276,8.266,8.248,8.227,8.204,8.187,8.177,8.172,8.167,8.157,8.145,8.135,8.125,8.104,0.12207527975585408
,Mixed / non conventional,40.0,68.0,44.0,48.0,43.59,0.01,12.99,26.669,28.831,250,47.12,0.0,50,1,12.51,30.0,16.23,33.6,-25.649,-21.626,-11.988,1.54,14.203,22.598,26.473,27.48,27.358,27.082,26.934,26.884,26.857,26.819,26.773,26.727,26.686,26.648,26.611,26.578,26.553,26.535,26.514,26.489,26.434,-0.06879944960438947
,Mixed / non conventional,36.0,72.0,44.0,48.0,48.47,0.02,13.47,15.702,42.745,250,131.95,0.0,52,1,12.5,30.0,16.23,33.5,-15.123,-12.793,-7.19,0.721,8.177,13.156,15.479,16.1,16.042,15.888,15.81,15.788,15.779,15.766,15.75,15.733,15.717,15.701,15.684,15.664,15.64,15.62,15.609,15.607,15.586,-0.061874806641231586
,Mixed / non conventional,46.0,50.0,45.0,49.0,60.07,0.0,-40.11,645.155,46.007,250,4.28,0.0,50,1,12.5,30.0,16.23,33.5,-615.628,-519.381,-288.403,37.711,344.881,549.538,644.312,668.831,665.493,658.319,654.369,652.853,651.831,650.476,648.852,647.221,645.714,644.318,642.975,641.647,640.331,639.039,637.782,636.569,634.664,-0.08320159747066672
,Mixed / non conventional,44.0,51.0,45.0,49.0,55.92,0.01,-40.99,514.353,50.991,250,5.54,0.0,50,1,12.49,30.0,16.23,33.6,-490.046,-413.151,-228.529,32.221,277.768,441.16,516.525,535.662,532.572,526.496,523.061,521.609,520.572,519.279,517.782,516.288,514.894,513.594,512.351,511.142,509.968,508.844,507.78,506.787,505.276,-0.10723860589811468
