Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,10.0,4.0,14.5,-2.0,1.1,0.0,85.811,2337.951,29.87,0,,1/28/2024 5:25:30 PM,0,1900-01-01 17:25:30,478699.3413,3617358.466,1
,Mixed / non conventional,10.0,4.0,-0.5,14.5,1.07,0.0,-100.989,2337.951,-24.74,0,,1/28/2024 5:25:30 PM,0,1900-01-01 17:25:30,,,0
,Mixed / non conventional,10.0,4.0,13.0,-0.5,1.02,0.0,132.317,2337.951,17.99,0,,1/28/2024 5:25:30 PM,0,1900-01-01 17:25:30,,,0
,Mixed / non conventional,10.0,4.0,1.0,13.0,0.97,0.0,-160.935,2337.951,-14.14,0,,1/28/2024 5:25:30 PM,0,1900-01-01 17:25:30,,,0
,Mixed / non conventional,10.0,4.0,-2.0,16.0,1.16,0.0,-71.727,2337.951,-37.7,0,,1/28/2024 5:25:30 PM,0,1900-01-01 17:25:30,,,0
,Mixed / non conventional,10.0,4.0,2.5,11.5,0.73,0.0,-290.001,2337.951,-5.89,0,,1/28/2024 5:25:30 PM,0,1900-01-01 17:25:30,,,0
,Mixed / non conventional,10.0,4.0,8.5,2.5,0.65,0.0,235.766,2337.951,6.43,0,,1/28/2024 5:25:30 PM,0,1900-01-01 17:25:30,,,0
,Mixed / non conventional,10.0,4.0,5.5,8.5,0.81,0.0,-267.175,2337.951,-7.07,0,,1/28/2024 5:25:30 PM,0,1900-01-01 17:25:30,,,0
,Mixed / non conventional,10.0,4.0,7.0,5.5,1.07,0.0,176.45,2337.951,14.14,0,,1/28/2024 5:25:30 PM,0,1900-01-01 17:25:30,,,0
,Mixed / non conventional,10.0,4.0,11.5,1.0,0.8,0.0,225.288,2337.951,8.32,0,,1/28/2024 5:25:30 PM,0,1900-01-01 17:25:30,,,0
