Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,47.0,41.0,35.0,53.0,1.22,0.0,-76.797,2370.904,-37.7,0,,1/28/2024 5:26:57 PM,0,1900-01-01 17:26:57,478692.5277,3617302.094,1
,Mixed / non conventional,47.0,41.0,44.0,42.5,0.79,0.0,133.252,2370.904,14.14,0,,1/28/2024 5:26:57 PM,0,1900-01-01 17:26:57,,,0
,Mixed / non conventional,47.0,41.0,42.5,45.5,0.69,0.0,-232.214,2370.904,-7.07,0,,1/28/2024 5:26:57 PM,0,1900-01-01 17:26:57,,,0
,Mixed / non conventional,47.0,41.0,45.5,39.5,0.68,0.0,250.587,2370.904,6.43,0,,1/28/2024 5:26:57 PM,0,1900-01-01 17:26:57,,,0
,Mixed / non conventional,47.0,41.0,39.5,48.5,0.75,0.0,-303.591,2370.904,-5.89,0,,1/28/2024 5:26:57 PM,0,1900-01-01 17:26:57,,,0
,Mixed / non conventional,47.0,41.0,48.5,38.0,0.83,0.0,236.707,2370.904,8.32,0,,1/28/2024 5:26:57 PM,0,1900-01-01 17:26:57,,,0
,Mixed / non conventional,47.0,41.0,38.0,50.0,1.02,0.0,-171.114,2370.904,-14.14,0,,1/28/2024 5:26:57 PM,0,1900-01-01 17:26:57,,,0
,Mixed / non conventional,47.0,41.0,50.0,36.5,1.07,0.0,140.865,2370.904,17.99,0,,1/28/2024 5:26:57 PM,0,1900-01-01 17:26:57,,,0
,Mixed / non conventional,47.0,41.0,36.5,51.5,1.14,0.0,-109.521,2370.904,-24.74,0,,1/28/2024 5:26:57 PM,0,1900-01-01 17:26:57,,,0
,Mixed / non conventional,47.0,41.0,51.5,35.0,1.17,0.0,93.021,2370.904,29.87,0,,1/28/2024 5:26:57 PM,0,1900-01-01 17:26:57,,,0
