Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,57.0,51.0,46.5,61.5,1.12,0.0,-105.301,2335.365,-24.74,0,,1/28/2024 5:27:20 PM,0,1900-01-01 17:27:20,478692.0732,3617286.821,1
,Mixed / non conventional,57.0,51.0,45.0,63.0,1.17,0.0,-72.495,2335.365,-37.7,0,,1/28/2024 5:27:20 PM,0,1900-01-01 17:27:20,,,0
,Mixed / non conventional,57.0,51.0,61.5,45.0,1.14,0.0,89.063,2335.365,29.87,0,,1/28/2024 5:27:20 PM,0,1900-01-01 17:27:20,,,0
,Mixed / non conventional,57.0,51.0,60.0,46.5,1.06,0.0,137.994,2335.365,17.99,0,,1/28/2024 5:27:20 PM,0,1900-01-01 17:27:20,,,0
,Mixed / non conventional,57.0,51.0,48.0,60.0,1.02,0.0,-168.457,2335.365,-14.14,0,,1/28/2024 5:27:20 PM,0,1900-01-01 17:27:20,,,0
,Mixed / non conventional,57.0,51.0,49.5,58.5,0.77,0.0,-306.601,2335.365,-5.89,0,,1/28/2024 5:27:20 PM,0,1900-01-01 17:27:20,,,0
,Mixed / non conventional,57.0,51.0,55.5,49.5,0.7,0.0,256.187,2335.365,6.43,0,,1/28/2024 5:27:20 PM,0,1900-01-01 17:27:20,,,0
,Mixed / non conventional,57.0,51.0,52.5,55.5,0.7,0.0,-231.727,2335.365,-7.07,0,,1/28/2024 5:27:20 PM,0,1900-01-01 17:27:20,,,0
,Mixed / non conventional,57.0,51.0,54.0,52.5,0.78,0.0,128.207,2335.365,14.14,0,,1/28/2024 5:27:20 PM,0,1900-01-01 17:27:20,,,0
,Mixed / non conventional,57.0,51.0,58.5,48.0,0.85,0.0,238.734,2335.365,8.32,0,,1/28/2024 5:27:20 PM,0,1900-01-01 17:27:20,,,0
