Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,49.0,43.0,37.0,55.0,1.25,0.0,-79.315,2396.977,-37.7,0,,1/28/2024 5:27:02 PM,0,1900-01-01 17:27:02,478692.2957,3617298.784,1
,Mixed / non conventional,49.0,43.0,53.5,37.0,1.2,0.0,96.483,2396.977,29.87,0,,1/28/2024 5:27:02 PM,0,1900-01-01 17:27:02,,,0
,Mixed / non conventional,49.0,43.0,38.5,53.5,1.17,0.0,-113.727,2396.977,-24.74,0,,1/28/2024 5:27:02 PM,0,1900-01-01 17:27:02,,,0
,Mixed / non conventional,49.0,43.0,52.0,38.5,1.1,0.0,146.995,2396.977,17.99,0,,1/28/2024 5:27:02 PM,0,1900-01-01 17:27:02,,,0
,Mixed / non conventional,49.0,43.0,40.0,52.0,1.05,0.0,-178.341,2396.977,-14.14,0,,1/28/2024 5:27:02 PM,0,1900-01-01 17:27:02,,,0
,Mixed / non conventional,49.0,43.0,41.5,50.5,0.78,0.0,-316.976,2396.977,-5.89,0,,1/28/2024 5:27:02 PM,0,1900-01-01 17:27:02,,,0
,Mixed / non conventional,49.0,43.0,47.5,41.5,0.7,0.0,260.743,2396.977,6.43,0,,1/28/2024 5:27:02 PM,0,1900-01-01 17:27:02,,,0
,Mixed / non conventional,49.0,43.0,44.5,47.5,0.71,0.0,-240.147,2396.977,-7.07,0,,1/28/2024 5:27:02 PM,0,1900-01-01 17:27:02,,,0
,Mixed / non conventional,49.0,43.0,46.0,44.5,0.81,0.0,137.143,2396.977,14.14,0,,1/28/2024 5:27:02 PM,0,1900-01-01 17:27:02,,,0
,Mixed / non conventional,49.0,43.0,50.5,40.0,0.86,0.0,247.591,2396.977,8.32,0,,1/28/2024 5:27:02 PM,0,1900-01-01 17:27:02,,,0
