Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,25.0,19.0,13.0,31.0,1.1,0.0,-68.913,2371.857,-37.7,0,,1/28/2024 5:26:06 PM,0,1900-01-01 17:26:06,478696.739,3617333.886,1
,Mixed / non conventional,25.0,19.0,29.5,13.0,1.04,0.0,82.402,2371.857,29.87,0,,1/28/2024 5:26:06 PM,0,1900-01-01 17:26:06,,,0
,Mixed / non conventional,25.0,19.0,14.5,29.5,1.01,0.0,-96.669,2371.857,-24.74,0,,1/28/2024 5:26:06 PM,0,1900-01-01 17:26:06,,,0
,Mixed / non conventional,25.0,19.0,28.0,14.5,0.96,0.0,126.069,2371.857,17.99,0,,1/28/2024 5:26:06 PM,0,1900-01-01 17:26:06,,,0
,Mixed / non conventional,25.0,19.0,16.0,28.0,0.92,0.0,-153.598,2371.857,-14.14,0,,1/28/2024 5:26:06 PM,0,1900-01-01 17:26:06,,,0
,Mixed / non conventional,25.0,19.0,17.5,26.5,0.69,0.0,-277.761,2371.857,-5.89,0,,1/28/2024 5:26:06 PM,0,1900-01-01 17:26:06,,,0
,Mixed / non conventional,25.0,19.0,23.5,17.5,0.61,0.0,226.102,2371.857,6.43,0,,1/28/2024 5:26:06 PM,0,1900-01-01 17:26:06,,,0
,Mixed / non conventional,25.0,19.0,20.5,23.5,0.81,0.0,-271.082,2371.857,-7.07,0,,1/28/2024 5:26:06 PM,0,1900-01-01 17:26:06,,,0
,Mixed / non conventional,25.0,19.0,22.0,20.5,1.1,0.0,184.576,2371.857,14.14,0,,1/28/2024 5:26:06 PM,0,1900-01-01 17:26:06,,,0
,Mixed / non conventional,25.0,19.0,26.5,16.0,0.75,0.0,214.938,2371.857,8.32,0,,1/28/2024 5:26:06 PM,0,1900-01-01 17:26:06,,,0
