Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,-1.0,-7.0,2.0,-11.5,1.16,0.0,151.689,2358.125,17.99,0,,1/28/2024 5:25:03 PM,0,1900-01-01 17:25:03,478700.8413,3617376.106,1
,Mixed / non conventional,-1.0,-7.0,-13.0,5.0,1.29,0.0,-80.793,2358.125,-37.7,0,,1/28/2024 5:25:03 PM,0,1900-01-01 17:25:03,,,0
,Mixed / non conventional,-1.0,-7.0,3.5,-13.0,1.25,0.0,98.428,2358.125,29.87,0,,1/28/2024 5:25:03 PM,0,1900-01-01 17:25:03,,,0
,Mixed / non conventional,-1.0,-7.0,-11.5,3.5,1.23,0.0,-116.994,2358.125,-24.74,0,,1/28/2024 5:25:03 PM,0,1900-01-01 17:25:03,,,0
,Mixed / non conventional,-1.0,-7.0,-10.0,2.0,1.11,0.0,-185.339,2358.125,-14.14,0,,1/28/2024 5:25:03 PM,0,1900-01-01 17:25:03,,,0
,Mixed / non conventional,-1.0,-7.0,-4.0,-5.5,0.93,0.0,155.23,2358.125,14.14,0,,1/28/2024 5:25:03 PM,0,1900-01-01 17:25:03,,,0
,Mixed / non conventional,-1.0,-7.0,-8.5,0.5,0.82,0.0,-327.742,2358.125,-5.89,0,,1/28/2024 5:25:03 PM,0,1900-01-01 17:25:03,,,0
,Mixed / non conventional,-1.0,-7.0,-2.5,-8.5,0.71,0.0,262.35,2358.125,6.43,0,,1/28/2024 5:25:03 PM,0,1900-01-01 17:25:03,,,0
,Mixed / non conventional,-1.0,-7.0,-5.5,-2.5,0.76,0.0,-253.952,2358.125,-7.07,0,,1/28/2024 5:25:03 PM,0,1900-01-01 17:25:03,,,0
,Mixed / non conventional,-1.0,-7.0,0.5,-10.0,0.9,0.0,255.337,2358.125,8.32,0,,1/28/2024 5:25:03 PM,0,1900-01-01 17:25:03,,,0
