X,Y,x,y,Z,Conductivity(mS/m),Log10(Conductivity mS/m),ERT_doi
102.4939833,0,460703.2042,4276435.754,-1.44873,6.521382014,0.814339641,0.031482222
115.3886933,0,460697.0853,4276424.448,-0.52407,9.564227951,0.980649918,0.000211111
73.58219333,0,460716.9235,4276461.105,-3.3037,6.78957149,0.831842366,0.005333333
114.06158,0,460697.7151,4276425.612,-3.06726,8.25371797,0.916649625,0.056244444
43.75254,0,460731.0784,4276487.261,-9.82232,2.324220375,0.366277304,0.0729
2.845193333,0,460750.4899,4276523.129,-9.46122,2.853834611,0.455428801,0.230572222
44.31936,0,460730.8094,4276486.764,-0.12762,6.233584245,0.794737833,0.003483333
88.18402333,0,460709.9946,4276448.302,-8.780106667,3.893214272,0.590308307,0.081266667
99.54001667,0,460704.6059,4276438.345,-0.877793333,5.353078055,0.728603576,0.009277778
11.79073667,0,460746.245,4276515.286,-2.243746667,5.098950488,0.707480795,0.001927778
58.14103,0,460724.2507,4276474.644,-1.568076667,6.514798038,0.813900957,0.021633333
101.0937633,0,460703.8686,4276436.982,-4.324443333,9.368339696,0.97166263,0.01525
37.92732333,0,460733.8426,4276492.368,-6.950773333,3.489790043,0.542799299,0.025033333
95.09719333,0,460706.7141,4276442.24,-1.43408,6.305541575,0.799722393,0.009261111
21.10638667,0,460741.8245,4276507.117,-0.976873333,4.19837789,0.623081526,0.001311111
89.61272667,0,460709.3166,4276447.049,-0.126083333,5.774492553,0.761513826,0.004855556
9.534436667,0,460747.3157,4276517.264,-3.374693333,4.947873167,0.694418558,0.048266667
3.624566667,0,460750.1201,4276522.446,-8.672293333,2.837569546,0.452946514,0.171272222
11.65647,0,460746.3087,4276515.403,-2.010046667,4.952795648,0.694850409,0.018494444
31.58255333,0,460736.8533,4276497.932,-3.24971,4.717048105,0.673670305,0.024077778
70.1208,0,460718.566,4276464.14,-0.129883333,4.973247658,0.696640087,0.031144444
88.71343,0,460709.7434,4276447.838,-0.1349,5.269999464,0.721810571,0.001105556
56.0708,0,460725.2331,4276476.46,-0.159883333,6.654628444,0.823123812,0.020933333
41.22257667,0,460732.2789,4276489.479,-9.548133333,2.62477112,0.419091439,0.052783333
60.49104333,0,460723.1356,4276472.584,-3.36749,6.669707164,0.824106766,0.012783333
75.49443333,0,460716.0161,4276459.428,-0.399523333,7.399214011,0.869185589,0.008394444
32.75335333,0,460736.2978,4276496.905,-0.373353333,4.683017109,0.670525744,0.015822222
39.77233667,0,460732.9671,4276490.751,-1.488353333,4.830149951,0.683960614,0.005516667
89.77871667,0,460709.2379,4276446.904,-6.137026667,5.435764887,0.735260664,0.005427778
99.47675667,0,460704.6359,4276438.4,-3.173903333,9.023734769,0.955386322,0.009527778
41.08727333,0,460732.3431,4276489.598,-0.222113333,5.798198233,0.763293059,0.001944444
15.37467667,0,460744.5444,4276512.143,-0.460246667,5.087106784,0.706470854,0.011672222
107.7812067,0,460700.6953,4276431.118,-10.32465667,5.197102989,0.715761323,0.443161111
87.67119333,0,460710.2379,4276448.751,-3.166623333,7.927917472,0.899159121,0.028527778
72.90098333,0,460717.2468,4276461.702,-0.89272,5.229823823,0.718487059,0.004822222
72.65167667,0,460717.3651,4276461.921,-5.71703,4.666853403,0.669024159,0.041077778
45.63647,0,460730.1844,4276485.609,-3.113183333,9.09612696,0.958856513,0.002944444
107.3666333,0,460700.892,4276431.482,-1.116266667,5.780314745,0.761951487,0.016533333
33.09881667,0,460736.1338,4276496.602,-0.532363333,5.190718145,0.715227447,0.009877778
44.41804333,0,460730.7626,4276486.677,-0.930016667,3.494473159,0.543381709,0.003116667
97.40782333,0,460705.6177,4276440.214,-4.528416667,8.403600741,0.924465411,0.005655556
46.17557333,0,460729.9286,4276485.136,-0.422826667,4.935794445,0.693357065,0.012272222
15.2101,0,460744.6224,4276512.287,-2.908626667,5.271204527,0.721909868,0.032216667
51.96329,0,460727.1822,4276480.061,-2.84975,8.54836898,0.93188326,0.001972222
23.67801667,0,460740.6042,4276504.862,-5.38151,3.464152791,0.539597039,0.046822222
36.64957333,0,460734.4489,4276493.489,-4.84573,4.039818226,0.606361824,0.027505556
35.02073667,0,460735.2218,4276494.917,-2.774333333,4.466752598,0.649991899,0.013138889
78.34985333,0,460714.6611,4276456.925,-1.100946667,5.227801175,0.718319062,0.001111111
76.95964667,0,460715.3208,4276458.144,-4.308123333,6.480207761,0.81158893,0.048972222
97.85683667,0,460705.4046,4276439.82,-6.313033333,7.26599975,0.861295379,0.048744444
64.96476333,0,460721.0127,4276468.661,-1.171616667,5.724174471,0.757712862,0.003011111
108.9418,0,460700.1445,4276430.101,-3.15826,7.634542978,0.882783044,0.045855556
24.25371,0,460740.331,4276504.358,-0.816796667,4.967938909,0.696176247,0.004111111
89.79455667,0,460709.2304,4276446.89,-6.4823,5.163173315,0.712916704,0.000105556
104.9485567,0,460702.0394,4276433.602,-0.533173333,7.885525511,0.896830641,0.004011111
17.44375,0,460743.5625,4276510.329,-7.87829,3.321792651,0.52137252,0.014938889
46.3244,0,460729.858,4276485.005,-0.544166667,4.438183844,0.647205288,0.011916667
33.90713667,0,460735.7503,4276495.893,-2.58811,4.966931659,0.696088185,0.001588889
10.51913,0,460746.8484,4276516.401,-1.561953333,4.653393173,0.667769748,0.019427778
95.53582333,0,460706.506,4276441.856,-6.379306667,6.728480771,0.827917016,0.022088889
40.36871,0,460732.6841,4276490.228,-3.753756667,6.343919749,0.802357681,0.020338889
76.67732,0,460715.4548,4276458.391,-4.118073333,6.778887994,0.831158458,0.039716667
65.17426667,0,460720.9133,4276468.477,-1.355136667,5.91752637,0.772140202,0.00255
81.08949333,0,460713.3611,4276454.522,-1.167366667,5.385978037,0.731264578,0.019722222
80.88212333,0,460713.4595,4276454.704,-0.237446667,7.193142863,0.856918686,0.012811111
62.27941,0,460722.2869,4276471.016,-3.74892,6.187401671,0.79150831,0.030005556
50.78918667,0,460727.7393,4276481.091,-0.24012,3.382600916,0.529250762,0.001511111
2.571353333,0,460750.6198,4276523.369,-6.004386667,3.349615143,0.524994911,0.040916667
84.42352333,0,460711.779,4276451.599,-4.384083333,6.08786049,0.784464692,0.050863333
96.51383333,0,460706.0419,4276440.998,-0.260033333,9.166206981,0.96218966,0.000697778
97.70637667,0,460705.476,4276439.952,-4.585756667,8.551976002,0.932066474,0.003577778
75.86513,0,460715.8402,4276459.103,-0.43008,6.084517107,0.784226116,0.011905556
28.27430333,0,460738.4232,4276500.832,-9.541333333,3.604927229,0.556896502,0.073661111
64.18332,0,460721.3835,4276469.346,-9.804466667,4.228427966,0.626178937,0.038561111
64.63461333,0,460721.1693,4276468.951,-3.830926667,5.75923639,0.760364905,0.031755556
25.35799333,0,460739.807,4276503.389,-2.588176667,4.921036555,0.692056591,0.007866667
66.68263,0,460720.1975,4276467.155,-9.762663333,3.832956388,0.583533878,0.026738889
85.32500667,0,460711.3513,4276450.809,-4.37367,6.147566179,0.788703213,0.036005556
80.92681333,0,460713.4383,4276454.665,-1.32213,5.327542082,0.726526889,0.016388889
110.4778733,0,460699.4156,4276428.754,-3.865956667,7.717989004,0.887504155,0.082655556
106.68237,0,460701.2167,4276432.082,-3.16203,6.814938837,0.833461962,0.0275
73.11812333,0,460717.1437,4276461.512,-0.564633333,6.086789214,0.784388262,0.008311111
47.30392667,0,460729.3932,4276484.147,-0.229136667,4.36980182,0.640461741,0.00175
17.88254333,0,460743.3543,4276509.944,-8.808236667,3.109153519,0.492642166,0.019272222
2.845573333,0,460750.4897,4276523.129,-10.49539,2.85286169,0.455280717,0.310361111
108.4132267,0,460700.3954,4276430.564,-3.18109,7.376156544,0.867830125,0.044355556
28.47269,0,460738.329,4276500.658,-0.472653333,5.265079926,0.721404968,0.008133333
25.772,0,460739.6106,4276503.026,-5.64068,3.482308463,0.541867238,0.048133333
47.32868333,0,460729.3814,4276484.125,-9.0272,2.17113748,0.336687325,0.018522222
85.02554667,0,460711.4934,4276451.071,-4.31207,6.179514144,0.790954331,0.045022778
97.29375667,0,460705.6718,4276440.314,-1.0704,6.093020189,0.784832617,0.013683333
31.31411667,0,460736.9807,4276498.167,-6.35891,3.96827003,0.598601217,0.012861111
90.19525,0,460709.0402,4276446.538,-0.434143333,6.530011377,0.814913938,0.003488889
20.61647667,0,460742.057,4276507.547,-0.789596667,4.443745888,0.647749216,0.0095
28.42601667,0,460738.3512,4276500.699,-0.67652,4.629837544,0.665565752,0.000211111
31.60976667,0,460736.8404,4276497.908,-6.279516667,3.988422726,0.600801182,0.015222222
35.13423333,0,460735.168,4276494.817,-1.13484,5.051441353,0.703415315,0.002111111
90.07981333,0,460709.095,4276446.64,-9.1004,4.186216472,0.621821682,0.080238889
99.40171333,0,460704.6715,4276438.466,-1.447883333,5.408421551,0.733070535,0.014227778
16.05861,0,460744.2198,4276511.543,-2.306346667,5.074162693,0.705364388,0.018255556
91.66898,0,460708.3409,4276445.246,-0.847666667,6.019329874,0.779548144,0.006677778
107.6997233,0,460700.7339,4276431.19,-9.91217,5.281604873,0.722765908,0.429511111
101.05123,0,460703.8888,4276437.019,-4.67301,9.094608116,0.95878399,0.019433333
48.14403,0,460728.9945,4276483.41,-4.489803333,6.9334953,0.840952225,0.0377
98.12499,0,460705.2774,4276439.585,-5.734356667,7.910010656,0.898177069,0.035272222
6.8132,0,460748.607,4276519.65,-8.802086667,2.80981166,0.44867721,0.124183333
51.77583,0,460727.2711,4276480.226,-2.992346667,8.328012427,0.920541365,0.005027778
16.09026667,0,460744.2048,4276511.516,-0.22876,5.012212758,0.700029498,0.013733333
75.26774333,0,460716.1237,4276459.627,-0.392456667,7.368109731,0.867356085,0.006805556
92.76804,0,460707.8194,4276444.282,-3.242876667,7.490854977,0.874531389,0.038482222
7.62211,0,460748.2231,4276518.941,-6.556863333,3.085170449,0.489279163,0.020555556
10.25117667,0,460746.9756,4276516.635,-1.648033333,4.806906332,0.68186566,0.000511111
62.53999,0,460722.1633,4276470.787,-0.164396667,5.173825534,0.71381178,0.019772222
0.843546667,0,460751.4397,4276524.884,-2.870506667,5.582687416,0.746843312,0.040938889
21.80471,0,460741.4931,4276506.505,-0.794446667,4.502672201,0.653470331,0.001466667
92.36805333,0,460708.0092,4276444.633,-8.99859,4.724254702,0.674333304,0.116305556
75.62926333,0,460715.9521,4276459.31,-0.536993333,6.015203668,0.779250337,0.007527778
35.75468333,0,460734.8736,4276494.273,-0.79829,6.082123878,0.784055261,0.003977778
110.7203233,0,460699.3006,4276428.541,-3.170506667,8.05862943,0.906261186,0.050105556
90.11005333,0,460709.0806,4276446.613,-9.558453333,4.088284208,0.611541079,0.095188889
43.98492667,0,460730.9681,4276487.057,-0.58423,4.910570893,0.691131985,0.015222222
18.46520333,0,460743.0778,4276509.433,-0.540663333,5.703005495,0.75610379,0.010094444
62.33186333,0,460722.2621,4276470.97,-3.443866667,6.518986843,0.814180104,0.022855556
48.854,0,460728.6576,4276482.787,-8.884236667,2.138833478,0.330176973,0.018033333
4.794543333,0,460749.5649,4276521.42,-5.59015,3.270223685,0.51457746,0.009461111
45.02063667,0,460730.4766,4276486.149,-4.059713333,9.51352495,0.978341462,0.024083333
29.06676667,0,460738.0471,4276500.137,-9.472893333,3.703862833,0.568654895,0.089866667
1.674733333,0,460751.0453,4276524.156,-1.887533333,6.778627908,0.831141795,0.010633333
52.30459,0,460727.0202,4276479.762,-8.551053333,2.491999808,0.396548005,0.016611111
69.82185333,0,460718.7079,4276464.402,-6.28459,4.042077215,0.606604606,0.047233333
72.67621,0,460717.3534,4276461.899,-1.474713333,4.911777357,0.691238673,0.012688889
54.01975,0,460726.2063,4276478.258,-2.938323333,9.369433385,0.971713328,0.002666667
99.76611667,0,460704.4986,4276438.146,-3.19883,9.140152076,0.960953422,0.006444444
92.24149333,0,460708.0692,4276444.744,-3.218643333,7.62164159,0.882048522,0.035721111
69.04096333,0,460719.0784,4276465.087,-9.009013333,3.522926678,0.546903604,0.018144444
48.46100667,0,460728.8441,4276483.132,-4.377276667,6.894284693,0.838489213,0.028827778
115.5613333,0,460697.0034,4276424.297,-0.40999,9.917296688,0.996393306,0.004355556
99.19743,0,460704.7685,4276438.645,-1.561963333,5.663223182,0.753063677,0.015288889
109.6449433,0,460699.8109,4276429.484,-1.5066,9.299586745,0.96846365,0.009216667
68.69241,0,460719.2438,4276465.393,-9.210266667,3.553660775,0.550675969,0.017861111
92.70091,0,460707.8512,4276444.341,-9.222973333,4.723670473,0.674279593,0.130305556
9.37836,0,460747.3897,4276517.401,-3.109323333,5.048244049,0.703140342,0.041138889
49.09157333,0,460728.5449,4276482.579,-9.178503333,2.082973239,0.31868369,0.024783333
99.75642667,0,460704.5032,4276438.155,-0.561296667,6.374380092,0.804437956,0.007566667
78.07458333,0,460714.7918,4276457.166,-1.214406667,5.199840531,0.715990025,0.003988889
96.27392,0,460706.1557,4276441.208,-0.842223333,6.713935909,0.826977191,0.000838889
114.1525233,0,460697.6719,4276425.532,-3.500166667,8.181223258,0.912818244,0.088911111
38.28294667,0,460733.6738,4276492.056,-7.19071,3.41066086,0.532838537,0.022922222
42.52723667,0,460731.6598,4276488.335,-1.712033333,4.021170983,0.60435254,0.003427778
116.2933233,0,460696.6561,4276423.655,-0.694833333,9.780628331,0.990366756,0.00065
24.92652,0,460740.0118,4276503.768,-0.39949,5.184328273,0.714692493,0.007822222
20.29761667,0,460742.2083,4276507.826,-9.4285,2.969815626,0.472729488,0.022688889
88.01718667,0,460710.0738,4276448.448,-0.971416667,6.319902067,0.800710349,0.002827778
41.27982333,0,460732.2517,4276489.429,-0.78829,4.79472971,0.68076413,0.008344444
71.47356,0,460717.9241,4276462.954,-9.503906667,3.28626212,0.516702201,0.055261111
17.73803,0,460743.4229,4276510.071,-8.088343333,3.235665734,0.50996365,0.012088889
89.93308,0,460709.1646,4276446.768,-0.247126667,6.540552603,0.815614443,0.007555556
84.65698333,0,460711.6683,4276451.394,-3.852703333,6.501300878,0.813000265,0.043339444
21.02645,0,460741.8625,4276507.187,-1.23757,4.102173492,0.613014024,0.004138889
86.31602667,0,460710.881,4276449.94,-0.51022,7.172635363,0.855678753,0.004916667
