X,Y,x,y,Z,Conductivity(mS/m),Log10(Conductivity mS/m),ERT_doi
27.49325,0,460738.7938,4276501.517,-0.933763333,4.250771005,0.62846771,0.004538889
29.04607667,0,460738.0569,4276500.156,-0.94735,4.506290782,0.653819212,6.67E-05
35.95171,0,460734.7801,4276494.101,-0.820586667,5.917668193,0.77215061,0.005138889
8.76159,0,460747.6824,4276517.942,-0.129363333,3.635661491,0.56058344,0.131311111
23.86483667,0,460740.5156,4276504.699,-10.30619333,3.115089731,0.493470561,0.098083333
6.00029,0,460748.9927,4276520.363,-3.953743333,4.105449623,0.613360727,0.016483333
68.71681667,0,460719.2322,4276465.371,-7.122703333,3.742178426,0.573124491,0.0277
6.775953333,0,460748.6246,4276519.683,-0.964536667,5.26560252,0.721448073,0.003872222
14.30118,0,460745.0538,4276513.084,-3.070416667,5.316306974,0.72561005,0.036661111
0.031453333,0,460751.8251,4276525.596,-2.20323,5.513291277,0.741410938,0.051116667
16.48784,0,460744.0161,4276511.167,-3.436216667,5.331334723,0.72683595,0.031055556
82.88267333,0,460712.5102,4276452.95,-6.79078,4.154634672,0.618532841,0.032622222
42.3855,0,460731.7271,4276488.459,-8.998473333,2.651986964,0.423571385,0.055855556
88.07889333,0,460710.0445,4276448.394,-10.27735333,3.599557442,0.556249108,0.120805556
53.48452,0,460726.4603,4276478.727,-10.29162,2.60380566,0.415608567,0.093272222
38.68843333,0,460733.4814,4276491.701,-10.27345667,2.872026519,0.458188446,0.068066667
60.08177333,0,460723.3298,4276472.943,-10.33784,4.359865191,0.639473061,0.093144444
62.74426667,0,460722.0664,4276470.608,-7.113966667,4.465887453,0.649907774,0.021683333
42.23368,0,460731.7991,4276488.592,-6.403266667,4.352555043,0.638744272,0.023527778
69.35234667,0,460718.9307,4276464.814,-3.040073333,6.447839045,0.809414188,0.009622222
67.90885333,0,460719.6156,4276466.08,-9.588126667,3.649015503,0.562175708,0.028166667
74.91314,0,460716.2919,4276459.938,-10.2811,2.984005729,0.474799653,0.059955556
85.71136,0,460711.1679,4276450.47,-0.61561,6.687542499,0.825266555,0.010522222
58.09201333,0,460724.274,4276474.687,-1.14929,5.884527101,0.769711567,0.005783333
60.32323667,0,460723.2152,4276472.731,-2.113026667,6.870067849,0.836961026,0.008694444
43.88247,0,460731.0167,4276487.147,-6.710313333,4.08151937,0.610821862,0.004722222
53.76783333,0,460726.3259,4276478.479,-3.488303333,8.356396989,0.922019064,0.019738889
79.64495333,0,460714.0466,4276455.789,-7.545023333,3.692690869,0.567342952,0.008738889
28.22151667,0,460738.4482,4276500.879,-3.22146,5.10672363,0.708142355,0.019766667
63.08419667,0,460721.9051,4276470.31,-4.948293333,5.068669061,0.704893937,0.034522222
14.69752,0,460744.8657,4276512.737,-0.23652,4.280676602,0.631512419,0.011872222
16.58363333,0,460743.9707,4276511.083,-1.374936667,4.751207306,0.67680398,0.019616667
12.40024,0,460745.9558,4276514.751,-1.4577,4.603038558,0.663044613,0.013044444
111.3151933,0,460699.0183,4276428.02,-1.999763333,8.412149567,0.924906986,0.001038889
71.65270667,0,460717.8391,4276462.797,-10.26079667,3.217116191,0.507466746,0.062283333
27.60687667,0,460738.7399,4276501.418,-1.352953333,4.223155596,0.625637083,0.007594444
36.81759333,0,460734.3692,4276493.341,-1.844533333,4.393174922,0.642778496,0.01865
83.82161667,0,460712.0647,4276452.127,-9.83236,3.180478882,0.502492516,0.099827778
13.5776,0,460745.3971,4276513.719,-6.144446667,4.080104196,0.610671254,0.049394444
63.99596667,0,460721.4724,4276469.511,-1.21839,5.546737476,0.744037611,0.008688889
75.77973667,0,460715.8807,4276459.178,-0.912876667,4.731109296,0.674962981,0.004461111
97.93601667,0,460705.367,4276439.751,-0.802833333,6.454968654,0.809894138,0.009805556
57.34544,0,460724.6282,4276475.342,-3.65622,7.105974597,0.851623651,0.013411111
69.15288,0,460719.0253,4276464.989,-10.30265333,3.491756539,0.543043955,0.0619
72.45856333,0,460717.4567,4276462.09,-10.28974,3.146595874,0.497840969,0.057511111
3.494423333,0,460750.1818,4276522.56,-0.26927,3.614371435,0.558032781,0.131894444
61.94645667,0,460722.4449,4276471.308,-0.55179,5.844023709,0.766711969,0.006661111
15.01811667,0,460744.7135,4276512.456,-3.487383333,5.285175379,0.723059403,0.04935
111.5495167,0,460698.9071,4276427.814,-1.60803,8.58678739,0.93383071,0.008177778
67.51064,0,460719.8046,4276466.429,-10.27167,3.718092999,0.570320248,0.049355556
35.20319667,0,460735.1352,4276494.757,-3.236426667,4.352706228,0.638759357,0.024761111
85.64374667,0,460711.2,4276450.529,-10.27146333,3.282461741,0.516199673,0.107127778
93.96697,0,460707.2504,4276443.231,-0.1175,4.945042773,0.694170052,0.037
79.89634667,0,460713.9273,4276455.569,-3.875896667,6.047333081,0.78156389,0.025344444
88.78212,0,460709.7108,4276447.777,-4.039916667,7.364685142,0.867154184,0.032608889
56.47517333,0,460725.0412,4276476.105,-4.17496,6.934628093,0.841023175,0.005761111
88.45847667,0,460709.8644,4276448.061,-9.520256667,3.782092759,0.577732176,0.089422222
0.921356667,0,460751.4028,4276524.816,-6.28917,3.388827416,0.530049452,0.087888889
64.93426333,0,460721.0272,4276468.688,-3.995223333,5.531160067,0.742816227,0.03505
53.71267333,0,460726.3521,4276478.527,-1.915896667,7.86520053,0.8957098,0.003694444
109.3094633,0,460699.9701,4276429.778,-3.542433333,7.653290628,0.883848206,0.062916667
76.67119667,0,460715.4577,4276458.397,-1.11694,4.74257448,0.67601416,0.029327778
20.31988333,0,460742.1977,4276507.807,-1.647643333,4.290491503,0.632507046,0.015683333
50.37575667,0,460727.9355,4276481.453,-0.793923333,4.04137593,0.606529251,0.013916667
3.199213333,0,460750.3219,4276522.819,-6.359386667,3.173078888,0.50148087,0.045033333
81.50408,0,460713.1644,4276454.159,-4.032853333,6.241430516,0.79528414,0.048847778
8.3228,0,460747.8906,4276518.326,-1.205356667,4.765508394,0.678109239,0.007822222
56.83912,0,460724.8685,4276475.786,-1.853293333,6.875368004,0.837295949,0.004811111
75.74011667,0,460715.8995,4276459.213,-10.29643,2.947508847,0.469455117,0.069422222
111.1357,0,460699.1035,4276428.177,-9.06927,5.811893983,0.764317684,0.435144444
108.16029,0,460700.5154,4276430.786,-3.571103333,7.30647415,0.863707852,0.063116667
15.34897,0,460744.5566,4276512.166,-6.68729,3.833947589,0.583646172,0.029577778
106.43032,0,460701.3363,4276432.303,-0.9653,5.499036459,0.740286599,0.025783333
0.03479,0,460751.8235,4276525.593,-1.56971,5.646602312,0.751787202,0.049183333
106.48501,0,460701.3103,4276432.255,-3.584916667,7.132490577,0.853241207,0.044094444
60.7275,0,460723.0234,4276472.376,-3.84452,6.236543099,0.794943928,0.02815
13.24811333,0,460745.5535,4276514.008,-1.766636667,4.687169847,0.670910691,0.010838889
76.58526333,0,460715.4985,4276458.472,-1.2655,4.802074804,0.681428921,0.038383333
47.95042,0,460729.0864,4276483.58,-1.579563333,5.581615498,0.746759916,0.007277778
111.1588433,0,460699.0925,4276428.157,-10.28042333,5.502462297,0.740557075,0.462416667
3.67912,0,460750.0942,4276522.398,-1.36498,6.154838124,0.789216635,0.003205556
83.58014667,0,460712.1792,4276452.339,-6.03676,4.67994861,0.670241084,0.042555556
88.22838667,0,460709.9735,4276448.263,-3.72438,7.568151011,0.878989789,0.033768889
100.0125633,0,460704.3817,4276437.93,-9.551463333,5.363839995,0.729475814,0.253638889
12.97501,0,460745.6831,4276514.247,-4.094106667,5.138339515,0.710822797,0.066777778
95.39219667,0,460706.5741,4276441.981,-4.13023,7.75498828,0.889581146,0.022392222
89.41952,0,460709.4083,4276447.218,-6.649856667,4.969545384,0.696316661,0.00645
13.93435333,0,460745.2278,4276513.406,-10.27452,3.082484638,0.488900921,0.08975
85.32988667,0,460711.3489,4276450.804,-1.34273,5.829056166,0.76559824,0.010583333
57.47509333,0,460724.5667,4276475.228,-0.239656667,4.992163053,0.698288762,0.017233333
86.47858667,0,460710.8039,4276449.797,-9.826466667,3.432466042,0.535606249,0.109611111
95.74913667,0,460706.4048,4276441.669,-3.22007,7.488774327,0.874410743,0.008977778
92.61764667,0,460707.8907,4276444.414,-10.52370333,4.390392662,0.642503364,0.182405556
60.79489,0,460722.9914,4276472.317,-2.137913333,6.848956671,0.835624419,0.012194444
102.6435467,0,460703.1332,4276435.623,-0.244103333,6.062262712,0.782634753,0.009738889
33.47989333,0,460735.953,4276496.268,-6.105066667,3.991426416,0.601128127,0.022238889
104.9760367,0,460702.0264,4276433.578,-10.53202333,5.022060405,0.700881932,0.388972222
88.01410333,0,460710.0752,4276448.451,-1.434273333,7.275462847,0.861860627,0.002922222
108.1671867,0,460700.5121,4276430.78,-3.85837,7.295066091,0.863029231,0.075444444
23.52791,0,460740.6754,4276504.994,-0.987256667,5.079345729,0.705807774,0.000355556
6.560423333,0,460748.7269,4276519.872,-10.27694,2.793434591,0.446138507,0.21215
113.8956533,0,460697.7938,4276425.757,-3.874386667,8.054989804,0.906064995,0.113772222
15.55615,0,460744.4582,4276511.984,-3.669676667,5.238439628,0.719201943,0.05
72.66632667,0,460717.3581,4276461.908,-1.229853333,4.849671813,0.68571235,0.007283333
6.92363,0,460748.5546,4276519.553,-2.800836667,5.058818631,0.704049109,0.001244444
104.8163,0,460702.1022,4276433.718,-1.349143333,5.887378338,0.769921946,0.03665
28.06157667,0,460738.5241,4276501.019,-2.735023333,5.164316145,0.713012821,0.006488889
103.7473867,0,460702.6094,4276434.655,-4.91678,7.967146674,0.901302813,0.053111111
28.11728333,0,460738.4977,4276500.97,-5.594773333,3.839616898,0.584287894,0.044661111
48.48711,0,460728.8317,4276483.109,-0.13307,3.468294018,0.540115907,0.029911111
114.1052467,0,460697.6944,4276425.573,-9.60529,5.992150642,0.777582723,0.515894444
104.1451633,0,460702.4207,4276434.307,-10.52128,5.018942745,0.700612241,0.370177778
66.32858,0,460720.3655,4276467.465,-1.028913333,5.688420952,0.754991727,0.001377778
22.71236667,0,460741.0624,4276505.709,-0.41378,5.709659585,0.756610216,0.003127778
11.32617667,0,460746.4655,4276515.693,-3.436376667,5.242784984,0.719562047,0.051833333
58.90489,0,460723.8882,4276473.975,-6.649916667,4.816663343,0.682746293,0.027766667
75.56512333,0,460715.9826,4276459.366,-2.044093333,6.025519279,0.77999448,0.010805556
51.03534667,0,460727.6225,4276480.875,-4.756706667,4.818641048,0.682924576,0.037822222
49.37840333,0,460728.4088,4276482.328,-10.29565,1.999283217,0.30087432,0.07145
6.968853333,0,460748.5331,4276519.514,-3.325793333,4.588877424,0.661706457,0.01885
20.92771333,0,460741.9093,4276507.274,-5.849513333,3.687285315,0.566706744,0.050738889
76.15955333,0,460715.7005,4276458.845,-3.76284,7.22759815,0.858993998,0.023266667
28.78027333,0,460738.1831,4276500.389,-10.24175,3.723571162,0.570959658,0.089822222
82.85499333,0,460712.5233,4276452.974,-7.182036667,3.935697782,0.595021742,0.022372222
89.56262667,0,460709.3404,4276447.093,-1.818123333,8.041040829,0.905312267,0.000494444
21.91983,0,460741.4385,4276506.404,-1.155203333,4.448849003,0.648247666,0.01615
7.644066667,0,460748.2127,4276518.921,-1.048586667,4.960653092,0.695538857,0.000311111
84.1771,0,460711.896,4276451.815,-0.12838,7.233687979,0.859359772,0.00305
104.53701,0,460702.2347,4276433.963,-4.16984,7.953505082,0.900558563,0.040588889
96.11495,0,460706.2312,4276441.348,-0.258583333,9.201188683,0.963843937,0.020711111
68.26543,0,460719.4464,4276465.767,-3.95343,5.604864978,0.748565155,0.036116667
84.44238,0,460711.7701,4276451.583,-0.496606667,6.979444907,0.843820883,0.000461111
31.82502333,0,460736.7383,4276497.719,-3.456433333,4.660045053,0.668390115,0.035944444
118.1055167,0,460695.7961,4276422.066,-1.07937,8.824668832,0.945698416,0.011585
11.00743,0,460746.6167,4276515.972,-3.485983333,5.18753806,0.714961296,0.051688889
46.73264333,0,460729.6643,4276484.648,-3.91158,9.691419392,0.986387388,0.029633333
11.16553333,0,460746.5417,4276515.834,-2.366983333,5.191174339,0.715265614,0.001627778
1.873636667,0,460750.9509,4276523.981,-2.795753333,6.279188021,0.797903488,0.008622222
52.79202,0,460726.7889,4276479.334,-1.908093333,7.255015011,0.860638315,0.003494444
52.33932,0,460727.0038,4276479.731,-3.841913333,6.762650772,0.830116961,0.028655556
6.822456667,0,460748.6026,4276519.642,-3.61063,4.346134496,0.638103162,0.023077778
33.79464333,0,460735.8036,4276495.992,-0.583283333,5.870214374,0.768653961,0.004933333
88.90727667,0,460709.6514,4276447.668,-8.833926667,4.009055655,0.603042085,0.07175
80.48377333,0,460713.6485,4276455.054,-6.124326667,4.544123737,0.657450149,0.025305556
85.56531667,0,460711.2372,4276450.598,-1.24204,5.759089124,0.760353799,0.012183333
73.68967667,0,460716.8725,4276461.011,-9.57484,3.128092217,0.495279548,0.027266667
21.65013667,0,460741.5665,4276506.641,-1.18193,4.324137335,0.635899479,0.012705556
29.78838667,0,460737.7047,4276499.505,-0.132936667,7.15372672,0.854532346,0.014866667
94.21902333,0,460707.1308,4276443.01,-4.078406667,7.565178934,0.878819205,0.032906667
95.45908,0,460706.5424,4276441.923,-10.31181667,4.845347178,0.6853249,0.247322222
88.89006,0,460709.6596,4276447.683,-10.26158,3.741442526,0.573039078,0.119383333
1.314263333,0,460751.2164,4276524.472,-3.627113333,4.97736989,0.696999916,0.012488889
95.38404333,0,460706.578,4276441.989,-3.819913333,7.750046733,0.889304321,0.022455556
92.67253,0,460707.8647,4276444.366,-1.39773,5.457918845,0.737027074,0.005838889
19.16801,0,460742.7443,4276508.817,-9.613093333,2.998336403,0.476880358,0.053138889
46.43898667,0,460729.8036,4276484.905,-1.14933,3.554206789,0.550742692,0.003005556
33.24488333,0,460736.0645,4276496.474,-0.908653333,5.479766128,0.738762024,0.0084
98.75151333,0,460704.9801,4276439.036,-1.53629,5.808647357,0.764075011,0.01375
12.51540333,0,460745.9011,4276514.65,-1.241416667,4.486951832,0.651951407,0.007905556
114.8944333,0,460697.3199,4276424.881,-3.88897,8.189658738,0.913265805,0.096977778
87.38106,0,460710.3756,4276449.006,-4.206983333,6.730336095,0.828036752,0.033022222
78.67396,0,460714.5073,4276456.64,-0.136133333,6.772968406,0.83077905,0.009783333
79.99657,0,460713.8797,4276455.481,-4.447383333,5.796201946,0.763143508,0.045433333
75.10260333,0,460716.202,4276459.772,-2.034406667,5.98279277,0.77690396,0.009216667
16.42681333,0,460744.0451,4276511.221,-3.75351,5.235536856,0.718961221,0.049922222
69.37286333,0,460718.9209,4276464.796,-1.350843333,5.89452722,0.770448978,0.011911111
45.64070333,0,460730.1824,4276485.605,-0.846483333,3.754876129,0.574595614,0.013644444
22.74613333,0,460741.0464,4276505.68,-1.37967,4.949391972,0.69455185,0.019761111
51.90381,0,460727.2104,4276480.113,-1.8709,7.859387386,0.895388695,0.001561111
116.61659,0,460696.5027,4276423.371,-4.277663333,8.13610996,0.910416809,0.163555556
7.814903333,0,460748.1316,4276518.772,-3.558283333,4.469330671,0.650242488,0.030255556
10.00862,0,460747.0907,4276516.848,-0.294753333,3.831306649,0.583346913,0.012316667
81.50144667,0,460713.1656,4276454.161,-10.28656,2.977588791,0.473864721,0.087194444
115.2641267,0,460697.1444,4276424.557,-6.56685,7.121382106,0.852564289,0.320027778
49.17032667,0,460728.5075,4276482.51,-6.550596667,3.097833357,0.491058052,0.030961111
53.48238,0,460726.4613,4276478.729,-1.783723333,7.169989921,0.855518545,0.003061111
85.19259667,0,460711.4141,4276450.925,-3.751446667,6.559985558,0.816902883,0.035894444
60.85096333,0,460722.9648,4276472.268,-0.877206667,5.88960443,0.770086127,0.005572222
14.59583667,0,460744.9139,4276512.826,-3.839976667,5.211223934,0.716939736,0.057038889
59.39155,0,460723.6573,4276473.548,-2.110253333,7.164795234,0.855203783,0.011744444
22.225,0,460741.2937,4276506.137,-10.26714333,3.014340635,0.479192328,0.078111111
14.81493,0,460744.81,4276512.634,-0.919623333,4.194771109,0.622708268,0.011422222
5.820196667,0,460749.0782,4276520.521,-3.679293333,4.371128191,0.640593543,0.013366667
114.9185867,0,460697.3084,4276424.86,-7.14926,6.854976528,0.836005972,0.357727778
58.41857,0,460724.119,4276474.401,-3.751973333,6.745608727,0.829021147,0.018188889
25.93984,0,460739.5309,4276502.879,-1.86406,4.96858883,0.696233059,0.016377778
3.694416667,0,460750.0869,4276522.385,-1.908966667,6.82561103,0.834141536,0.003188889
116.6587867,0,460696.4826,4276423.334,-2.00476,8.675693552,0.938304203,0.009805556
32.01870667,0,460736.6464,4276497.549,-4.010363333,4.481221732,0.651396433,0.037394444
62.11815,0,460722.3635,4276471.157,-3.25315,6.757867695,0.829809685,0.014338889
83.67279333,0,460712.1353,4276452.257,-0.137376667,5.982006841,0.776846905,0.014661111
96.79663667,0,460705.9077,4276440.75,-9.27752,5.368350439,0.729840858,0.235277778
112.3569067,0,460698.524,4276427.106,-9.550096667,5.81350328,0.764437922,0.450366667
117.1676133,0,460696.2412,4276422.888,-1.989736667,8.726195375,0.940824932,0.01425
7.962926667,0,460748.0614,4276518.642,-1.47698,5.108724383,0.708312473,0.013788889
46.62143667,0,460729.717,4276484.745,-1.540776667,4.264623287,0.629880674,0.0102
87.37607667,0,460710.378,4276449.01,-4.51029,6.390012768,0.805501726,0.031694444
112.0136267,0,460698.6869,4276427.407,-8.295763333,6.150621714,0.788919017,0.397777778
102.0854833,0,460703.398,4276436.113,-10.28187333,5.098630457,0.707453536,0.321438889
63.76262,0,460721.5831,4276469.715,-1.344876667,5.722059541,0.757552373,0.007505556
66.37175333,0,460720.345,4276467.427,-1.827526667,6.224924836,0.794134112,0.007883333
23.30745333,0,460740.7801,4276505.187,-0.46453,5.126412198,0.709813523,0.001011111
59.37349667,0,460723.6659,4276473.564,-6.13142,5.001222549,0.699076181,0.025955556
35.96641333,0,460734.7731,4276494.088,-1.730176667,4.550090467,0.658020032,0.0032
58.39774667,0,460724.1289,4276474.419,-4.0639,6.465665506,0.810613233,0.021811111
7.00515,0,460748.5159,4276519.482,-3.878246667,4.136856479,0.616670454,0.027361111
94.66024333,0,460706.9215,4276442.623,-1.452186667,6.588593155,0.818792691,0.00715
111.34212,0,460699.0055,4276427.996,-3.995226667,7.718788481,0.88754914,0.095377778
59.14032667,0,460723.7765,4276473.768,-0.216273333,5.626432349,0.750233101,0.031805556
22.07012667,0,460741.3672,4276506.272,-1.322323333,4.590935061,0.66190115,0.017666667
59.78804,0,460723.4692,4276473.2,-4.58988,5.765830592,0.760861878,0.0332
54.00523667,0,460726.2132,4276478.271,-3.969496667,7.527699488,0.876662273,0.026622222
40.95816667,0,460732.4044,4276489.711,-3.76695,6.877655248,0.837440402,0.019205556
90.30189,0,460708.9896,4276446.445,-4.154633333,7.529276273,0.876753233,0.028434444
99.61065667,0,460704.5724,4276438.283,-9.792026667,5.271506018,0.721934707,0.267461111
21.81015667,0,460741.4906,4276506.5,-2.098226667,5.003660929,0.699287872,0.014277778
12.59461,0,460745.8636,4276514.581,-3.536603333,5.307372498,0.72487957,0.057177778
62.19407333,0,460722.3274,4276471.091,-4.72584,5.340230633,0.727560014,0.034288889
83.89647,0,460712.0291,4276452.061,-1.579816667,6.5634309,0.817130917,0.0131
115.1849967,0,460697.182,4276424.627,-2.019846667,8.476379298,0.928210382,0.007194444
95.07571667,0,460706.7243,4276442.259,-6.938746667,6.238865185,0.795105601,0.042677778
111.5656267,0,460698.8995,4276427.8,-9.620306667,5.702506291,0.756065773,0.449961111
31.77482333,0,460736.7621,4276497.763,-3.795616667,4.554173718,0.658409593,0.037177778
18.62453,0,460743.0022,4276509.293,-3.595496667,5.560543981,0.74511728,0.048844444
79.17453667,0,460714.2698,4276456.202,-0.12562,6.346166233,0.802511444,0.008577778
91.45951667,0,460708.4403,4276445.43,-1.79257,6.7776484,0.831079035,0.00655
69.84419333,0,460718.6973,4276464.383,-1.90178,6.179949882,0.790984953,0.012544444
111.7800133,0,460698.7977,4276427.612,-1.998896667,8.222200698,0.914988073,0.000866667
35.84413,0,460734.8311,4276494.195,-2.500986667,4.322225358,0.635707407,0.008966667
0.578893333,0,460751.5653,4276525.116,-1.87284,5.955921535,0.774948968,0.036833333
35.78388667,0,460734.8597,4276494.248,-5.68717,3.865120737,0.587163065,0.03895
36.01565667,0,460734.7497,4276494.044,-2.94617,4.264075928,0.629824929,0.016961111
98.54956,0,460705.0759,4276439.213,-1.899686667,6.413317125,0.807082715,0.015416667
33.81853667,0,460735.7923,4276495.971,-1.35059,5.501028747,0.740443915,0.002733333
112.31438,0,460698.5442,4276427.144,-9.089326667,5.927551568,0.772875341,0.433327778
36.23746667,0,460734.6445,4276493.85,-1.40118,4.808772894,0.682034267,0.004761111
25.52189667,0,460739.7293,4276503.246,-10.27082667,3.281062077,0.516014447,0.096011111
27.85372667,0,460738.6227,4276501.201,-1.276153333,4.136965838,0.616681935,0.005966667
107.3398367,0,460700.9047,4276431.505,-4.021643333,7.183276929,0.85632261,0.073983333
28.91893333,0,460738.1173,4276500.267,-3.846996667,4.819533066,0.683004964,0.026638889
36.08466333,0,460734.717,4276493.984,-0.993463333,5.453980918,0.736713614,0.0084
40.88203667,0,460732.4405,4276489.777,-4.368436667,6.247739099,0.795722885,0.029622222
80.72925667,0,460713.5321,4276454.838,-1.71345,5.443306116,0.735862758,0.016044444
35.07454667,0,460735.1963,4276494.87,-1.594876667,4.684774413,0.670688683,0.0052
50.20396333,0,460728.017,4276481.604,-10.28542,2.048801593,0.311499903,0.075966667
46.83080333,0,460729.6177,4276484.561,-1.681696667,4.798175772,0.681076153,0.010383333
59.85281333,0,460723.4384,4276473.143,-2.124596667,6.992175755,0.844612336,0.011677778
27.17156,0,460738.9465,4276501.799,-1.250323333,4.358856078,0.63937253,0.006416667
29.29944667,0,460737.9367,4276499.933,-0.87103,4.764876684,0.678051665,0.006327778
60.57075,0,460723.0977,4276472.514,-1.99854,6.735839699,0.828391743,0.012483333
117.8714333,0,460695.9072,4276422.271,-6.360726667,7.198524878,0.85724351,0.357672222
69.11199,0,460719.0447,4276465.025,-4.155556667,5.418497961,0.733878914,0.040255556
79.80412667,0,460713.9711,4276455.65,-1.177153333,5.167859572,0.713310704,0.017544444
113.8852233,0,460697.7988,4276425.766,-6.5591,6.993904463,0.844719696,0.301055556
69.37659,0,460718.9192,4276464.793,-1.101593333,5.638966204,0.751199492,0.008672222
55.90054,0,460725.3139,4276476.609,-5.916493333,4.995690218,0.6985955,0.028816667
14.39180333,0,460745.0107,4276513.005,-3.59601,5.28346224,0.722918608,0.052766667
89.37141,0,460709.4311,4276447.261,-1.38112,7.128210706,0.852980529,0.026822222
60.45410333,0,460723.1531,4276472.616,-0.439283333,6.363291647,0.803681829,0.002727778
110.8518933,0,460699.2382,4276428.426,-2.002903333,8.644769811,0.936753434,0.000916667
98.43426,0,460705.1306,4276439.314,-9.15283,5.494143847,0.739900026,0.252572222
91.78978333,0,460708.2836,4276445.14,-10.51951333,4.247706897,0.628154542,0.166238889
23.79903,0,460740.5468,4276504.756,-2.532086667,4.90646126,0.690768374,0.004133333
0.272433333,0,460751.7107,4276525.385,-3.251706667,4.948198302,0.694447096,0.037227778
33.61038,0,460735.8911,4276496.153,-2.959466667,4.856690005,0.686340384,0.015344444
10.86269667,0,460746.6854,4276516.099,-2.424026667,5.226430939,0.718205216,0.00785
98.99564,0,460704.8642,4276438.822,-1.912083333,6.400361697,0.806204518,0.015061111
38.12446667,0,460733.749,4276492.195,-8.380473333,3.159909395,0.49967463,0.012561111
101.3092833,0,460703.7663,4276436.793,-1.90733,6.453971726,0.809827058,0.021688889
55.42948333,0,460725.5374,4276477.022,-6.43079,4.44569655,0.647939816,0.032344444
80.35397333,0,460713.7101,4276455.167,-3.97019,6.070442753,0.783220368,0.039577778
6.201656667,0,460748.8972,4276520.186,-0.76159,5.196607945,0.715719953,0.015011111
54.64194,0,460725.9111,4276477.712,-1.94612,8.553950407,0.932166728,0.006516667
77.86911333,0,460714.8893,4276457.346,-4.210706667,6.234634743,0.794811015,0.045794444
99.92197333,0,460704.4247,4276438.01,-1.919333333,6.220022988,0.79379199,0.016422222
82.97996667,0,460712.464,4276452.865,-3.893653333,6.528519708,0.814814719,0.048308333
94.65831333,0,460706.9224,4276442.625,-10.31451667,4.741152512,0.675883926,0.231777778
117.62122,0,460696.0259,4276422.49,-1.14024,8.873756177,0.948107491,0.00035
87.78698667,0,460710.183,4276448.65,-1.802326667,7.746809477,0.889122875,0.002672222
31.64563,0,460736.8234,4276497.876,-1.1715,4.737522538,0.675551289,0.00125
36.21831667,0,460734.6536,4276493.867,-9.8366,3.377309734,0.528570892,0.0924
22.29998,0,460741.2581,4276506.071,-3.649776667,4.792032958,0.680519796,0.040555556
105.3145367,0,460701.8658,4276433.281,-1.080186667,5.663676717,0.753098456,0.028277778
85.31576,0,460711.3557,4276450.817,-1.612843333,5.977014792,0.776484331,0.006411111
114.4627667,0,460697.5247,4276425.26,-9.84495,5.958122739,0.775109446,0.524133333
27.33036667,0,460738.8711,4276501.66,-3.478616667,4.929367828,0.692791226,0.026888889
92.83386,0,460707.7881,4276444.225,-0.25584,6.976211885,0.843619663,0.004594444
3.35651,0,460750.2473,4276522.681,-1.370773333,6.285914968,0.798368502,0.0014
44.91334,0,460730.5276,4276486.243,-3.22184,8.90652222,0.949708156,0.011283333
88.22864667,0,460709.9734,4276448.263,-1.80625,8.058476171,0.906252926,0.003872222
94.20930333,0,460707.1355,4276443.019,-1.404966667,6.628039337,0.821385077,0.003177778
88.32988333,0,460709.9254,4276448.174,-0.257783333,4.709742347,0.672997149,0.019372222
90.96029667,0,460708.6772,4276445.867,-9.56771,4.264614739,0.629879804,0.112083333
60.97316,0,460722.9068,4276472.161,-6.825076667,4.710835048,0.673097897,0.0237
20.29253,0,460742.2107,4276507.831,-8.177933333,3.041772171,0.483126682,0.019788889
75.35500667,0,460716.0823,4276459.551,-1.151356667,4.679160931,0.670167982,0.003538889
64.93146667,0,460721.0285,4276468.69,-1.773466667,6.319116522,0.800656364,0.008572222
73.27524333,0,460717.0692,4276461.374,-9.810723333,3.123943229,0.494703133,0.03415
24.1603,0,460740.3754,4276504.44,-3.225133333,4.594634257,0.662250946,0.017422222
21.38358,0,460741.693,4276506.874,-10.29201,2.994026946,0.476255705,0.068733333
14.96881333,0,460744.7369,4276512.499,-0.786256667,4.205156641,0.623782178,0.003977778
50.20516667,0,460728.0165,4276481.603,-6.797163333,2.79084272,0.445735362,0.01865
65.52101,0,460720.7487,4276468.173,-4.04317,5.42552825,0.734442029,0.030255556
101.79594,0,460703.5354,4276436.366,-1.11575,5.445997812,0.736077463,0.012472222
77.38020667,0,460715.1213,4276457.775,-10.31057333,2.915046848,0.464645539,0.08585
95.05942,0,460706.7321,4276442.273,-7.340756667,6.002906848,0.778361604,0.065311111
46.96666667,0,460729.5532,4276484.442,-4.427273333,8.227572686,0.915271728,0.035994444
49.87554,0,460728.1729,4276481.892,-6.604683333,2.93764801,0.467999757,0.025083333
14.68145667,0,460744.8733,4276512.751,-2.00137,4.824417031,0.683444842,0.004044444
109.89029,0,460699.6945,4276429.269,-1.99784,8.723593464,0.940695418,0.000366667
62.38527667,0,460722.2367,4276470.923,-6.897253333,4.539626284,0.657020102,0.025872222
12.31396333,0,460745.9967,4276514.827,-10.27704333,3.048787552,0.484127163,0.110766667
15.76025,0,460744.3614,4276511.805,-3.096086667,5.305869586,0.724756571,0.022033333
10.78921667,0,460746.7203,4276516.164,-6.881896667,3.52737145,0.547451195,0.010138889
75.33796,0,460716.0904,4276459.566,-1.90589,5.745331186,0.759315068,0.011627778
8.008863333,0,460748.0396,4276518.602,-3.815096667,4.315596835,0.635040866,0.036316667
