x,y,HCP1.0,HCP1.0_inph,PRP1.1,PRP1.1_inph,HCP2.0,HCP2.0_inph,PRP2.1,PRP2.1_inph,HCP4.0,HCP4.0_inph,PRP4.1,PRP4.1_inph,,,,,,,
460717.3032,4276480.259,18.3,0.24,1.8,-1.73,10.4,-0.33,11.1,-5.34,11.4,-1.21,12.4,-16.35,,,,,,,
460716.9402,4276479.55,19.5,0.28,2.9,-1.68,10.4,-0.22,10.5,-5.56,11.3,-1.19,12,-14.87,,,,,,,
460716.5055,4276478.753,19,0.21,5.9,-1.54,9.6,0.01,10.4,-5.45,11.1,-1.16,11.4,-15.03,,,,,,,
460716.0716,4276477.957,19,0.13,7,-1.53,9.2,0.06,10.5,-5.78,9.7,-1.08,11.1,-16.73,,,,,,,
460715.6369,4276477.16,20,0.15,7.1,-1.55,10,-0.07,11.9,-5.68,9.2,-1.05,11.8,-16.34,,,,,,,
460715.173,4276476.283,19.4,0.13,6.6,-1.53,9.9,-0.04,11.7,-5.83,9.1,-0.99,12.1,-17.29,,,,,,,
460714.71,4276475.406,18.5,0.1,6.7,-1.53,11.3,0.07,10.2,-5.86,9.5,-0.93,12.2,-16.84,,,,,,,
460714.2461,4276474.529,18.6,0.14,6.4,-1.53,10.9,0.03,10.5,-5.74,10.2,-1.12,12.4,-15.73,,,,,,,
460713.7508,4276473.621,18.7,0.15,6.2,-1.52,9.7,-0.09,10.2,-5.7,10.5,-1.14,12.1,-16.4,,,,,,,
460713.2546,4276472.712,19,0.15,6.2,-1.53,9.5,-0.13,10.3,-5.63,10.4,-1.09,11.8,-16.04,,,,,,,
460712.7592,4276471.804,18.8,0.18,5.7,-1.53,8.4,-0.16,10.7,-5.44,9.6,-1.15,10.9,-14.77,,,,,,,
460712.2862,4276471.014,18.4,0.21,4.6,-1.57,7.5,-0.17,10.8,-5.5,8.6,-1.16,10.5,-15.98,,,,,,,
460711.814,4276470.224,18,0.25,2.9,-1.64,7.1,-0.39,10.9,-5.46,8.1,-1.23,10.2,-15.81,,,,,,,
460711.341,4276469.434,16.6,0.22,2.4,-1.65,7.3,-0.3,9.5,-5.61,8.3,-1.2,10.4,-15.97,,,,,,,
460710.9688,4276468.613,15.9,0.14,2.7,-1.6,7.6,-0.06,7.8,-5.81,9.2,-1.02,10.3,-17.73,,,,,,,
460710.5966,4276467.793,14.7,0.1,3.4,-1.52,7.6,0.09,5.7,-5.86,9.9,-0.93,9.3,-17.16,,,,,,,
460710.0666,4276466.913,14.2,0.08,3.6,-1.52,7,0.09,4.9,-5.62,10.2,-0.92,8.2,-16.45,,,,,,,
460709.5374,4276466.034,13.8,0.08,4,-1.51,7.4,0.14,4.9,-5.48,9.8,-0.91,7.8,-15.98,,,,,,,
460709.0879,4276465.061,14.2,0.06,4.3,-1.53,8.4,0.14,5.1,-5.42,9.2,-0.94,7.4,-15.84,,,,,,,
460708.6375,4276464.089,14.2,0.06,4.5,-1.53,8.9,0.21,5.8,-5.38,8.8,-0.94,7.4,-15.99,,,,,,,
460708.1726,4276463.187,14.5,0.06,4.6,-1.54,9.3,0.15,5.8,-5.51,8.4,-0.88,7.6,-16.34,,,,,,,
460707.7069,4276462.285,14.5,0.06,4.8,-1.54,8.3,0.06,5.8,-5.34,8.5,-0.9,7.7,-16.08,,,,,,,
460707.242,4276461.383,14.4,0.06,5,-1.54,7.9,0.03,6.4,-5.33,8.3,-0.89,7.6,-15.52,,,,,,,
460706.7481,4276460.583,14.9,0.06,4.9,-1.54,8.6,0.07,6.2,-5.5,8.1,-0.91,8.1,-16.12,,,,,,,
460706.2533,4276459.783,14.7,0.06,5,-1.52,8.2,0.12,6.2,-5.63,8,-0.89,8.5,-17.19,,,,,,,
460705.7593,4276458.983,14.3,0.07,5,-1.5,8.5,0.24,5.7,-5.38,8.1,-0.88,7.9,-15.23,,,,,,,
460705.3061,4276458.15,14.2,0.07,4.8,-1.53,8.8,0.18,6.2,-5.31,8.1,-0.99,7.8,-14.74,,,,,,,
460704.8529,4276457.317,14.4,0.06,4.3,-1.53,8.7,0.17,5.9,-5.57,8,-0.99,7.9,-16.83,,,,,,,
460704.3997,4276456.483,14.6,0.06,4.4,-1.48,7.8,0.09,5.5,-5.39,8.3,-0.97,8.2,-16.43,,,,,,,
460703.9173,4276455.565,14.7,0.08,4.4,-1.5,7.9,0.14,6.1,-5.25,8.3,-0.84,8.4,-14.77,,,,,,,
460703.435,4276454.647,14.7,0.08,4.1,-1.51,8.2,0.13,5.8,-5.38,8.5,-0.97,8.1,-14.94,,,,,,,
460702.9518,4276453.729,15.2,0.08,4.2,-1.51,8.4,0.13,6.3,-5.39,8.4,-1.04,7.9,-15.94,,,,,,,
460702.4694,4276452.811,15.1,0.08,4.2,-1.52,8.9,0.15,6.6,-5.55,8.2,-1,8.1,-16.43,,,,,,,
460701.9871,4276451.893,15.1,0.08,4.2,-1.52,9.3,0.2,5.8,-5.26,8.5,-1.01,8.6,-14.73,,,,,,,
460701.5047,4276450.975,14.7,0.1,3.9,-1.53,8.7,0.18,6.1,-5.5,8.9,-1.02,8.6,-15.42,,,,,,,
460701.0224,4276450.056,15.4,0.1,4.2,-1.53,8.1,0.15,6.2,-5.7,8.7,-0.98,8.8,-16.61,,,,,,,
460700.5392,4276449.138,15.1,0.11,3.8,-1.53,6.9,0.02,6.9,-5.56,8.7,-0.99,8.6,-16.36,,,,,,,
460700.0568,4276448.22,15.2,0.13,3.5,-1.54,5.5,-0.02,6.6,-5.59,8.6,-1.03,8.6,-15.73,,,,,,,
460699.5745,4276447.302,15.3,0.14,3.2,-1.54,6.2,0.01,6.2,-5.71,8.8,-1.03,8.6,-16.77,,,,,,,
460699.0921,4276446.384,14.8,0.14,3,-1.52,6.2,-0.01,6.5,-5.52,8.9,-1.03,8.4,-16.05,,,,,,,
460698.6098,4276445.466,14.9,0.14,2.9,-1.53,5.2,-0.05,6.2,-5.28,9.1,-1.04,8.2,-14.11,,,,,,,
460698.1265,4276444.548,15.3,0.15,2.7,-1.54,6.3,0.08,6.3,-5.35,9.3,-1.13,8,-15.06,,,,,,,
460697.6442,4276443.629,15.3,0.17,2.7,-1.56,6.2,0,6.9,-5.47,9.1,-1.13,8.3,-15.58,,,,,,,
460697.1618,4276442.711,15.8,0.17,2.6,-1.59,5.5,-0.09,7.4,-5.77,9,-1.09,8.4,-16.99,,,,,,,
460696.6665,4276441.798,16.3,0.15,2.1,-1.55,5.9,-0.05,7.8,-5.47,9.1,-1.01,8.5,-16.84,,,,,,,
460696.1719,4276440.885,16.4,0.17,2.3,-1.59,6.7,0,7.6,-5.5,9.3,-1.07,8.7,-15.91,,,,,,,
460695.6766,4276439.972,17.3,0.2,1.7,-1.61,7.2,-0.07,7.4,-5.58,9.3,-1.17,8.7,-16.34,,,,,,,
460695.2976,4276439.193,17.4,0.22,2.4,-1.65,6.8,-0.07,8.8,-5.3,9.2,-1.19,8.9,-15.49,,,,,,,
460694.9186,4276438.413,17.6,0.31,0.1,-1.68,6.8,-0.14,9.2,-5.64,9.2,-1.21,9.2,-15.99,,,,,,,
460694.5397,4276437.634,17.7,0.25,2.6,-1.58,7,-0.02,8.9,-5.53,8.8,-1.2,9.4,-16.66,,,,,,,
460694.0601,4276436.745,16.9,0.23,3.4,-1.53,6.4,-0.05,9.1,-5.41,9.1,-1.04,9.6,-16.19,,,,,,,
460693.5814,4276435.857,17.9,0.2,3.8,-1.56,6.1,-0.04,9.7,-5.44,9.3,-1.12,10,-15.15,,,,,,,
460693.0512,4276434.96,18,0.17,4.1,-1.54,6.6,-0.02,9.9,-5.22,9.6,-1.07,10.2,-15.18,,,,,,,
460692.5203,4276434.064,18.4,0.18,3.5,-1.58,7.1,-0.08,10.2,-5.48,9.4,-0.94,10.2,-16.46,,,,,,,
460691.9901,4276433.167,19,0.24,1,-1.6,7.7,-0.13,11,-5.52,9.4,-1.05,10.8,-16.71,,,,,,,
460691.5087,4276432.248,19.5,0.25,3.5,-1.64,7.8,-0.04,11.3,-5.32,9.3,-1.13,11.1,-15.26,,,,,,,
460691.028,4276431.33,20.3,0.23,3.9,-1.63,8.5,-0.02,11.6,-5.43,9.3,-1.09,11.3,-14.96,,,,,,,
460690.5363,4276430.454,20.2,0.2,4,-1.62,9.3,-0.07,11.9,-5.56,9.1,-1.06,11.7,-16.6,,,,,,,
460690.0446,4276429.579,18.6,0.12,3.9,-1.61,9,-0.03,11.4,-5.85,9.4,-0.93,11.9,-17.79,,,,,,,
460689.5529,4276428.704,19.4,0.19,4.2,-1.58,8.3,-0.01,11.2,-5.6,9.3,-1.07,11.8,-16.58,,,,,,,
460689.1204,4276427.832,18.9,0.21,3.6,-1.6,8,0.06,10.7,-5.51,9.3,-1.06,11.5,-16.01,,,,,,,
460688.6887,4276426.96,17.9,0.15,4.5,-1.55,9.8,0.2,8.9,-5.48,9.6,-1.08,11.2,-15.58,,,,,,,
460688.1373,4276425.979,16.5,0.11,4.8,-1.53,10,0.19,7.9,-5.34,9.9,-0.96,11.1,-14.92,,,,,,,
460687.5859,4276424.997,16.1,0.1,4.8,-1.55,9.3,0.14,7.6,-5.38,10.2,-0.98,10.8,-14.87,,,,,,,
460687.0345,4276424.015,16.7,0.12,3.9,-1.55,9.5,0.16,7.9,-5.6,10.5,-1.04,10,-16.68,,,,,,,
460686.5381,4276423.082,17,0.11,3.6,-1.52,9.5,0.07,8.3,-5.58,10.9,-0.96,10.4,-16.91,,,,,,,
460686.0426,4276422.148,19.1,0.14,3.8,-1.57,9.9,0.04,9.3,-5.6,11.3,-1.1,11.4,-16.47,,,,,,,
460685.5463,4276421.214,24.4,0.36,9.5,-1.23,11.4,0,16.1,-4.36,11.6,-1.32,13.2,-14.26,,,,,,,
460685.1366,4276420.392,34,1.17,17.6,-0.62,13.5,0.62,22.5,-1.68,10.9,-1.55,11.9,-12.49,,,,,,,
460684.727,4276419.571,30.6,0.53,8.7,-1.8,13.8,1.12,21.4,-3.56,9.8,-1.02,9.1,-14.34,,,,,,,
460684.3174,4276418.749,18.7,0.06,4.5,-1.87,11.4,0.3,16.6,-5.73,9,-0.57,7.8,-15.48,,,,,,,
460683.8843,4276417.947,17.2,0.05,5.7,-1.86,5.9,0.18,13.3,-5.79,7.9,-0.37,7.7,-16.02,,,,,,,
460683.4504,4276417.144,17.7,0.04,2.5,-1.72,9.8,-0.08,13.8,-5.88,7.9,-1.07,10.6,-16.05,,,,,,,
460683.13,4276416.237,16.4,0.09,0.7,-1.71,11.9,-0.28,10.6,-6.03,9,-1.13,12,-17.81,,,,,,,
460682.8096,4276415.33,15,0.07,-0.5,-1.75,10.2,-0.31,9.5,-5.63,10.1,-0.92,11.9,-17.19,,,,,,,
460682.4892,4276414.424,15.1,0.08,0.5,-1.7,9.4,-0.23,10.1,-5.03,10.7,-1.27,11.4,-13.93,,,,,,,
460682.1423,4276413.795,15.6,0.15,-0.8,-1.85,8,-0.4,11.1,-5.2,10.3,-1.39,11.2,-14.59,,,,,,,
460681.7954,4276413.165,15.7,0.05,3.8,-1.92,7.8,-0.38,13.2,-5.54,9.8,-1.37,11.8,-15.97,,,,,,,
460681.5298,4276412.429,17.4,0.09,4.8,-1.86,8,-0.22,11.8,-5.63,9.5,-1.03,11.2,-16.58,,,,,,,
460681.265,4276411.693,20.4,0.25,2.2,-1.69,7.8,-0.02,8.7,-5.41,10.1,-1.05,10.4,-15.45,,,,,,,
460680.9994,4276410.956,18.8,0.19,2.4,-1.55,7.8,-0.04,9.5,-5.48,10.2,-0.97,10.1,-14.6,,,,,,,
460680.4992,4276410.119,17.6,0.16,2.4,-1.53,6.8,-0.06,8.4,-5.29,10.1,-0.95,9.7,-14.62,,,,,,,
460679.9981,4276409.281,18.2,0.14,2.5,-1.53,6.3,-0.12,8.7,-5.37,10.1,-0.97,10.3,-15.68,,,,,,,
460679.4979,4276408.443,19.4,0.15,1.2,-1.58,6.4,-0.11,9,-5.34,10.2,-1.01,10,-16.14,,,,,,,
460679.0949,4276407.561,19.7,0.2,-0.5,-1.61,7,-0.11,9.6,-5.3,10.2,-0.98,10.3,-16.42,,,,,,,
460678.6928,4276406.679,18.7,0.23,0,-1.63,7.4,-0.07,9.1,-5.39,10.3,-1.06,10.4,-16.28,,,,,,,
460678.2898,4276405.797,18.5,0.27,0,-1.59,6.1,-0.14,8.9,-5.1,10.1,-1.08,10.3,-15.14,,,,,,,
460677.8759,4276404.998,18,0.27,-1.7,-1.7,5.5,-0.2,10.5,-4.91,9.7,-1.11,10.3,-14.01,,,,,,,
460677.4621,4276404.199,18.2,0.3,-2.5,-1.74,5.9,-0.2,10.2,-5.03,9.6,-1.19,10.3,-14.17,,,,,,,
460677.0482,4276403.4,18.3,0.33,-2.3,-1.72,6.1,-0.21,9.6,-5.26,9.8,-1.18,10.7,-15.5,,,,,,,
460676.6352,4276402.601,18.1,0.27,-0.8,-1.64,6.7,-0.16,9.5,-5.01,10.1,-1.1,10.9,-14.65,,,,,,,
460676.2213,4276401.802,17.2,0.18,1.1,-1.63,7.3,0.03,8.5,-5.12,10.5,-1.08,10.5,-13.97,,,,,,,
460675.8074,4276401.003,16.8,0.15,-0.1,-1.66,8.5,0,8.6,-5.55,10.7,-1.06,10.4,-16.92,,,,,,,
460675.3935,4276400.205,15.2,0.09,0.4,-1.7,9.8,-0.03,8,-5.99,10.2,-0.96,10.3,-18.8,,,,,,,
460674.9797,4276399.406,15,0.12,0.7,-1.66,9.5,0.03,7.2,-5.65,10.6,-1.06,9.9,-17.19,,,,,,,
460674.5658,4276398.606,15.8,0.16,0.7,-1.66,9.7,0.01,7.1,-5.32,11,-1.11,10.3,-15.16,,,,,,,
460674.1519,4276397.808,17.1,0.19,1.5,-1.59,10.3,0.18,6.6,-5.72,10.7,-1.03,9.8,-16.77,,,,,,,
460673.738,4276397.009,16.4,0.13,2.6,-1.55,8.4,-0.01,7.2,-5.68,10.9,-1.08,10.2,-17.4,,,,,,,
460673.325,4276396.21,16.3,0.13,2.7,-1.53,8.2,0,7.1,-5.88,10.7,-0.95,10.1,-17.85,,,,,,,
460672.9111,4276395.411,16.1,0.13,2.6,-1.5,7.9,0.02,7,-5.59,10.5,-0.96,9.8,-16.32,,,,,,,
460672.4972,4276394.613,15.8,0.12,2.7,-1.49,8.1,0.05,6.8,-5.18,10.6,-1.02,9.7,-15.02,,,,,,,
460672.0834,4276393.814,16.3,0.15,2.4,-1.47,7.2,0.05,7,-5.11,10.5,-1.07,10.1,-14.12,,,,,,,
460671.672,4276392.997,16.6,0.12,2.5,-1.51,6.8,-0.07,7.7,-5.03,10.7,-1.03,10.1,-14.65,,,,,,,
460671.2607,4276392.181,16,0.09,3.4,-1.56,8.5,-0.09,7.2,-5.04,10.5,-0.92,10.2,-14.33,,,,,,,
460670.8493,4276391.364,16,0.09,4.1,-1.57,9.5,0.14,7.1,-5.38,10.5,-0.95,10,-15.81,,,,,,,
460670.4788,4276390.533,16,0.1,4.8,-1.58,10.8,0.18,6.9,-5.51,10.1,-0.93,10.2,-16.21,,,,,,,
460670.1083,4276389.701,15.3,0.09,4.8,-1.57,11.7,0.2,7.3,-5.6,9.8,-0.91,10.4,-16.66,,,,,,,
460669.6022,4276388.748,14.8,0.09,4.7,-1.55,11.6,0.27,7,-5.4,9.7,-0.98,10.4,-16.3,,,,,,,
460669.0962,4276387.794,14.7,0.09,4.6,-1.57,11.6,0.22,7.8,-5.45,9.7,-1,10.1,-16.16,,,,,,,
460668.5902,4276386.841,14.4,0.09,4.4,-1.55,11.7,0.2,7.6,-5.26,9.6,-0.99,10.1,-15.72,,,,,,,
460667.967,4276385.776,14.3,0.09,4.2,-1.58,11.5,0.21,7.7,-5.28,9.5,-0.97,9.5,-15.93,,,,,,,
460667.3429,4276384.711,14.1,0.09,4.1,-1.55,11.3,0.18,7.3,-5.23,9.6,-1.01,9.8,-14.84,,,,,,,
460666.7197,4276383.646,14.1,0.09,4.2,-1.57,10.9,0.21,6.5,-5.31,9.6,-0.97,9.6,-16.13,,,,,,,
460666.1828,4276382.621,12.7,0.21,5,-1.56,10,0.39,6.7,-5.44,9.5,-0.94,9.6,-15.19,,,,,,,
460665.6451,4276381.597,12.4,0.21,3.5,-1.53,9.7,0.27,6.1,-5.47,9.5,-1.02,9.2,-15.72,,,,,,,
460665.1083,4276380.573,15.9,0.13,4.1,-1.58,8.1,0.27,6.5,-5.64,9.5,-1.01,9.1,-16.11,,,,,,,
460664.5548,4276379.535,15.8,0.15,3.4,-1.56,7.6,0.15,6.7,-5.56,9.3,-1,9.1,-16.19,,,,,,,
460664.0022,4276378.497,16.1,0.19,2.7,-1.6,6.9,0.11,7.2,-5.52,8.7,-0.95,8.9,-16.43,,,,,,,
460663.4498,4276377.492,16.2,0.23,2,-1.61,6.6,0.09,7.4,-5.28,8.9,-1.13,8.6,-14.36,,,,,,,
460662.8983,4276376.486,15.9,0.27,0.8,-1.71,6.5,0,8.1,-5.4,8.9,-1.19,8.9,-15.13,,,,,,,
460662.5642,4276375.811,15.3,0.26,0.8,-1.75,7,-0.06,8.5,-5.51,8.8,-1.23,9.2,-16.08,,,,,,,
460662.231,4276375.137,9.1,0.32,1.8,-1.86,5,-0.03,7.8,-5.78,8.3,-1.12,8.5,-17.15,,,,,,,
460661.8969,4276374.462,5.9,0.4,-3.4,-1.75,5.2,0.05,5.8,-5.46,8.4,-1.22,8.1,-16.11,,,,,,,
460661.4482,4276373.653,15.9,0.29,0.7,-1.67,7,0.25,5.8,-5.34,8.9,-1.17,8.2,-15.51,,,,,,,
460660.9994,4276372.843,14.1,0.17,2.7,-1.58,8.3,0.29,5.4,-5.54,9.4,-1.02,8.3,-14.79,,,,,,,
460660.5507,4276372.033,13.2,0.14,2.8,-1.59,8.4,0.27,4.5,-5.7,9.6,-0.94,8.1,-16.47,,,,,,,
460660.0244,4276371.03,13.2,0.14,3,-1.59,8.6,0.26,4.4,-5.75,9.7,-0.95,8.2,-17.53,,,,,,,
460659.4981,4276370.027,10.7,0.07,4,-1.64,7.7,0.17,5.3,-5.66,9.4,-1.01,8.2,-15.63,,,,,,,
460658.9718,4276369.024,5.6,0.29,-2.3,-1.41,7.5,0.23,4,-5.23,9.6,-1.01,7.9,-15.32,,,,,,,
460658.4496,4276368.147,14.4,0.15,3,-1.64,6.6,0.11,5.6,-5.66,9.3,-0.98,8.4,-16.84,,,,,,,
460657.9283,4276367.27,16.8,0.14,5.6,-1.63,7.4,0.09,8.7,-5.63,9.4,-1.07,9.1,-17.15,,,,,,,
460657.4061,4276366.394,-91.7,0.56,-28,-1.88,-14,0.53,0.4,-5.81,3.6,-0.5,7.4,-16.04,,,,,,,
460656.9315,4276365.467,-45.4,0.27,-33.7,-1.47,10.5,0.07,-2.1,-5.2,9.4,-1.09,8.2,-14.59,,,,,,,
460656.457,4276364.541,16.7,0.19,1.9,-1.61,-8.1,0.33,-0.9,-5.28,9.1,-1.07,8.8,-15.56,,,,,,,
460655.9589,4276363.613,16,0.21,1.4,-1.61,7.8,0.09,7.5,-5.32,9.5,-1.09,8.3,-15.24,,,,,,,
460655.4617,4276362.684,15.9,0.18,1.6,-1.61,7.9,0.11,6.9,-5.34,6.4,-0.8,8.5,-14.16,,,,,,,
460654.9636,4276361.756,15.6,0.17,1.9,-1.6,8.2,0.13,6.7,-5.52,9.5,-1.08,9.4,-15.8,,,,,,,
460654.5592,4276360.945,15.6,0.16,1.4,-1.6,8.5,0.05,6.9,-5.76,9.4,-0.98,9.3,-17.68,,,,,,,
460654.1549,4276360.134,16,0.15,1.2,-1.65,8.2,0.01,7.1,-5.72,9.6,-0.99,9.4,-17.35,,,,,,,
460653.7505,4276359.323,15.6,0.19,1.3,-1.66,7.5,0.07,7.3,-5.68,9.7,-1.02,9.2,-16.27,,,,,,,
460653.2877,4276358.482,10.3,0.26,0.8,-1.56,7.5,0.23,6.3,-5.6,9.2,-0.96,9.1,-17.07,,,,,,,
460652.8248,4276357.642,10.5,0.23,1.8,-1.57,9.3,0.13,5.7,-5.64,9.5,-0.96,9.5,-16.45,,,,,,,
460652.362,4276356.801,13.9,0.13,3.2,-1.58,7.9,0.34,5.8,-5.4,9.5,-1.02,9.1,-15.38,,,,,,,
460651.9207,4276355.92,14.3,0.12,3.5,-1.59,9.2,0.25,5.9,-5.52,9.4,-1.01,9,-15.84,,,,,,,
460651.4803,4276355.039,14.7,0.12,3,-1.59,8.6,0.21,6,-5.53,8.7,-0.79,8.9,-16.27,,,,,,,
460651.0391,4276354.158,10.4,0.21,3,-1.6,7.9,0.23,6.4,-5.48,9.1,-0.88,9.1,-15.66,,,,,,,
460650.5993,4276353.414,-0.2,0.5,-4.4,-1.4,7.4,0.25,4.3,-5.4,9.2,-0.98,8.6,-15.85,,,,,,,
460650.1596,4276352.671,15.2,0.16,3.4,-1.62,7.1,0.39,5.2,-5.67,9.2,-1.01,8.9,-17.05,,,,,,,
460649.9172,4276352.232,14.2,0.14,3.3,-1.59,9.2,0.32,5.8,-5.53,9.4,-1,8.8,-15.87,,,,,,,
460649.674,4276351.794,14,0.15,3.2,-1.59,8.9,0.33,5.2,-5.61,9.3,-0.95,9,-15.83,,,,,,,
460649.4316,4276351.356,13.8,0.15,3.4,-1.58,8.8,0.38,5.1,-5.44,9.3,-1.07,8.8,-14.97,,,,,,,
460649.1892,4276350.917,13.7,0.15,3.8,-1.6,9.1,0.38,5.1,-5.53,9.2,-1.11,8.3,-14.41,,,,,,,
460648.9468,4276350.479,7.7,0.61,-3.1,-1.54,8.6,0.81,5.4,-5.73,9,-0.64,8.3,-16.01,,,,,,,
460648.7036,4276350.041,-13,1.26,-5.7,-1.18,8.9,0.39,4,-5.68,8.7,-1.06,8.1,-16.89,,,,,,,
460648.4612,4276349.602,14.4,0.15,3.7,-1.62,2.4,1.58,4.8,-5.7,8.7,-1,8.1,-17.47,,,,,,,
460648.2188,4276349.164,14.7,0.18,3.2,-1.57,7.2,0.22,6.4,-5.65,8.8,-1.06,8.1,-15.41,,,,,,,
460647.9764,4276348.725,15.7,0.27,1.1,-1.64,7.2,0.14,6.2,-4.56,8.7,-1.24,7.9,-11.46,,,,,,,
460647.7332,4276348.288,15.2,0.25,2.6,-1.59,8.9,0.41,5.8,-4.5,9.2,-1.05,7.6,-11.31,,,,,,,
460647.4908,4276347.849,15.1,0.22,3.1,-1.55,9.2,0.43,6.1,-4.45,9.2,-1.02,7.6,-11.27,,,,,,,
460647.2484,4276347.411,15.3,0.24,3.6,-1.57,9.2,0.45,6.5,-4.53,9.1,-1.11,7.8,-11.28,,,,,,,
460647.006,4276346.973,15.1,0.25,3.1,-1.57,9.3,0.44,6.5,-4.54,9.2,-1.06,7.6,-11.36,,,,,,,
460646.7628,4276346.534,15,0.24,3,-1.56,9.2,0.41,6.5,-4.5,9.2,-1.04,7.4,-11.33,,,,,,,
460646.5204,4276346.096,15.1,0.27,2.8,-1.58,9,0.44,6.3,-4.15,9,-0.98,7.4,-6.48,,,,,,,
460647.0699,4276345.8,16.3,0.37,-2.2,-1.68,6.8,0.47,4.1,-4.03,8.8,-0.93,6.1,-3.19,,,,,,,
460647.6194,4276345.505,17.7,0.26,-7.3,-1.35,6.1,0.72,3.1,-3.73,7.9,-0.76,4.9,-3.5,,,,,,,
460648.1215,4276345.48,20.3,0.56,-8.6,-1.21,6.7,0.9,2.8,-3.82,8.1,-0.61,5,-3.24,,,,,,,
460648.6244,4276345.454,24.1,0.55,-10.3,-1.13,6.8,0.84,3.8,-3.84,7.9,-0.7,5.3,-3.23,,,,,,,
460648.9858,4276345.487,14.2,0.16,-7.5,-1.62,5.3,0.42,3.2,-3.64,8,-0.9,5.4,-2.44,,,,,,,
460649.3463,4276345.52,10.1,0.12,-0.1,-1.48,6.8,0.56,2.3,-3.7,8.4,-0.72,4.7,-3.13,,,,,,,
460649.7076,4276345.553,11.1,0.17,-1.1,-1.45,7.2,0.78,2.9,-3.37,8.1,-0.65,4.6,-3.01,,,,,,,
460649.5477,4276345.594,8.6,0.02,-2.6,-1.7,5.3,0.33,5.4,-2.7,8.4,-0.72,5.3,-3.4,,,,,,,
460649.3878,4276345.635,10,0.15,3.6,-1.61,6.9,0.32,6.4,-3.9,8.7,-0.81,7.2,-6.56,,,,,,,
460649.2278,4276345.676,6.7,0.32,13.7,-1.93,6.3,0.51,10.1,-5.78,8.5,-0.66,8.4,-16.16,,,,,,,
460648.6954,4276345.738,2.6,0.4,15.1,-2.02,4.7,0.52,10.7,-6.11,8.3,-0.54,8.8,-17.82,,,,,,,
460648.1631,4276345.799,-6.4,0.71,11.3,-1.95,3.8,0.2,10.2,-5.98,8.2,-0.52,8.8,-17.77,,,,,,,
460648.1355,4276345.863,-1.2,0.54,12.9,-1.97,4.2,0.47,8.9,-6.07,9,-0.51,7.8,-17.92,,,,,,,
460648.1071,4276345.926,0.4,0.5,17.7,-2.08,4.3,0.7,9.5,-6.42,8,-0.55,8.9,-18.08,,,,,,,
460648.1002,4276345.929,8.6,0.28,15.3,-1.99,6.8,0.53,8.8,-6.39,8.5,-0.85,8.7,-17.96,,,,,,,
460648.0941,4276345.932,12.3,0.2,7.1,-1.71,7.1,0.52,6,-6.14,8.6,-0.93,7.9,-17.67,,,,,,,
460648.0871,4276345.935,13,0.18,7.1,-1.72,7.4,0.43,6.1,-6.05,8.7,-0.9,8,-17.76,,,,,,,
460648.0845,4276345.933,12.5,0.14,2,-1.65,6.4,0.38,3.7,-5.87,8.9,-1.03,6.7,-17.23,,,,,,,
460648.0828,4276345.931,13.6,0.14,1.8,-1.66,6.3,0.36,3.6,-5.92,9.1,-1,6.5,-17.38,,,,,,,
460648.0802,4276345.93,13.4,0.14,1.7,-1.66,6.3,0.36,3.6,-5.93,9.1,-1.04,6.5,-17.34,,,,,,,
460648.0889,4276345.94,13.5,0.14,1.8,-1.67,6.3,0.34,3.7,-5.91,9.1,-1.02,6.5,-17.37,,,,,,,
460648.0985,4276345.951,13.6,0.13,1.7,-1.66,6.3,0.32,3.3,-5.88,9.1,-1,6.5,-17.36,,,,,,,
460648.1054,4276345.928,13.8,0.13,1.5,-1.67,6.5,0.34,3.8,-5.87,8.9,-1.02,6.5,-17.41,,,,,,,
460648.1131,4276345.905,12.9,0.13,1.8,-1.67,6.1,0.31,3.6,-5.87,9.1,-1.03,6.5,-17.37,,,,,,,
460648.12,4276345.882,12.6,0.14,1.8,-1.66,5.8,0.36,3.4,-6.04,8.8,-1.09,6.5,-17.38,,,,,,,
460648.2126,4276345.963,12.8,0.12,2.1,-1.66,6.4,0.35,3.5,-5.87,9.1,-1.01,6.5,-17.41,,,,,,,
460648.3053,4276346.044,13.2,0.12,2.9,-1.68,6.2,0.39,4,-6.01,9.2,-1.06,6.8,-17.51,,,,,,,
460648.7493,4276346.954,13.2,0.14,3.5,-1.65,7.3,0.38,4.3,-5.97,9.1,-0.99,7.5,-17.71,,,,,,,
460649.1933,4276347.865,12.7,0.12,3.5,-1.62,8.7,0.31,4.7,-5.65,9,-0.97,7.9,-16.89,,,,,,,
460649.6374,4276348.775,13,0.12,3.9,-1.61,8.1,0.2,5.2,-5.34,9.1,-0.97,8.4,-15.42,,,,,,,
460650.1548,4276349.74,13.1,0.13,3.8,-1.6,7.6,0.24,5.9,-5.48,8.8,-1.08,8.4,-14.63,,,,,,,
460650.673,4276350.705,13.4,0.13,3,-1.58,7.4,0.15,6.8,-5.44,8.9,-1.08,8.5,-16.02,,,,,,,
460651.125,4276351.455,13.8,0.15,2.3,-1.62,6.9,0.07,7.5,-5.48,8.8,-1.05,8.7,-16.66,,,,,,,
460651.5769,4276352.204,14.1,0.15,2.1,-1.63,7.9,0.08,7.6,-5.32,9.2,-1.05,9.3,-14.74,,,,,,,
