x,y,HCP1.0,HCP1.0_inph,PRP1.1,PRP1.1_inph,HCP2.0,HCP2.0_inph,PRP2.1,PRP2.1_inph,HCP4.0,HCP4.0_inph,PRP4.1,PRP4.1_inph,,,,,,,
460629.4678,4276423.397,13.4,0.32,2.1,-1.92,2.8,-0.08,8.1,-6.09,7,-0.64,7.2,-16.82,,,,,,,
460629.0712,4276422.401,13.3,0.29,1.8,-1.92,4,-0.05,8.8,-6.13,6.9,-0.67,7.6,-17.57,,,,,,,
460628.7254,4276421.477,13.6,0.29,1.1,-1.95,5.1,-0.04,9,-6.17,7,-0.54,8.1,-17.81,,,,,,,
460628.3797,4276420.554,13.5,0.28,1.3,-1.94,5.6,-0.04,8.8,-5.95,7.3,-0.63,8.4,-15.97,,,,,,,
460628.166,4276419.746,13.4,0.3,1.5,-1.92,4.7,-0.12,8.6,-5.93,7.9,-0.67,8.9,-15.67,,,,,,,
460627.9522,4276418.938,13.7,0.29,2.4,-1.9,4.9,-0.02,7.7,-6.27,8.1,-0.64,8.9,-17.07,,,,,,,
460627.7921,4276417.882,13.2,0.27,3,-1.83,6.1,0.22,6.1,-6.19,8.3,-0.53,8.7,-16.85,,,,,,,
460627.6311,4276416.827,12.8,0.24,2.7,-1.86,7.2,0.31,5.9,-6.42,8.9,-0.47,8.8,-17.33,,,,,,,
460627.471,4276415.771,12.7,0.23,2.5,-1.81,7,0.26,5.7,-5.99,9.3,-0.46,8.8,-16.57,,,,,,,
460627.4403,4276414.664,12.5,0.26,2.1,-1.85,5.8,0.18,6.3,-5.8,9.9,-0.43,8.5,-15.56,,,,,,,
460627.4104,4276413.558,12.9,0.24,2.2,-1.86,6.1,0.18,7.6,-5.98,10,-0.47,8.5,-15.87,,,,,,,
460627.3797,4276412.451,13.5,0.22,2.2,-1.87,6.7,0.21,7.8,-6.14,9.7,-0.42,8.4,-18.25,,,,,,,
460627.3487,4276411.458,13.8,0.23,1.4,-1.87,7.2,0.19,8.2,-6.32,9.6,-0.37,8.7,-18.21,,,,,,,
460627.3177,4276410.465,13.6,0.22,1,-1.87,7.8,0.17,8.4,-5.92,9.8,-0.43,9.1,-16.92,,,,,,,
460627.2867,4276409.471,13.7,0.21,1,-1.88,7.8,0.22,8,-5.7,9.8,-0.43,8.9,-15.43,,,,,,,
460627.2153,4276408.409,13.6,0.21,0.8,-1.9,6.6,0.16,8.6,-5.68,9.7,-0.45,8.8,-15.91,,,,,,,
460627.1439,4276407.347,13.7,0.24,1.2,-1.91,7,0.15,8.8,-5.83,9.5,-0.48,9,-16.42,,,,,,,
460627.0726,4276406.285,13.8,0.22,1.1,-1.93,6.9,0.2,8.3,-6.25,9.5,-0.49,9.2,-18.01,,,,,,,
460626.8294,4276405.335,13,0.21,-0.1,-1.97,7.4,0.19,8.4,-6.44,9.7,-0.45,9.1,-19.36,,,,,,,
460626.5871,4276404.385,12.3,0.2,-0.4,-2.01,7,0.15,8.3,-6.51,9.6,-0.52,9,-19.56,,,,,,,
460626.3508,4276403.588,11.9,0.15,0.8,-1.98,7.6,0.2,7.5,-6.82,9.5,-0.36,8.4,-20.56,,,,,,,
460626.1153,4276402.792,11,0.12,1,-1.93,8.1,0.19,7.6,-6.61,9.5,-0.39,8,-19.55,,,,,,,
460625.879,4276401.996,10.2,0.09,1.8,-1.88,8.4,0.25,7.4,-6.4,9.4,-0.46,7.7,-19.69,,,,,,,
460625.5611,4276401.246,12.6,0.14,2.1,-1.8,9.4,0.37,6.4,-6.37,9.6,-0.3,7.4,-19.49,,,,,,,
460625.2432,4276400.497,11.4,0.09,1.8,-1.82,8.4,0.27,7.2,-6.35,9.5,-0.4,8.3,-19.24,,,,,,,
460624.8625,4276399.707,8.9,0.03,1.9,-1.81,7.7,0.21,7.8,-5.98,9.7,-0.46,8.1,-17.83,,,,,,,
460624.4826,4276398.918,10.4,0.08,2,-1.83,8.2,0.24,7.7,-5.45,9.6,-0.6,8,-15.25,,,,,,,
460623.9236,4276398.164,11.3,0.11,1.4,-1.85,7.8,0.29,7.4,-5.73,9.3,-0.65,7.5,-15.6,,,,,,,
460623.3645,4276397.41,10.1,0.1,0.7,-1.95,7.4,0.14,7.8,-5.92,8.9,-0.77,7.8,-17.02,,,,,,,
460622.8047,4276396.657,12.2,0.18,0.6,-1.94,8.3,0.14,7.5,-6.12,9,-0.52,8.6,-18,,,,,,,
460622.2456,4276395.903,11.3,0.13,1.1,-1.99,7.7,-0.05,8,-6.19,9.1,-0.69,8.7,-17.97,,,,,,,
460621.6866,4276395.149,12.8,0.1,1.7,-1.95,8.4,0.04,7.7,-6.07,9.1,-0.61,8.4,-17.96,,,,,,,
460621.1276,4276394.395,12.8,0.19,1.6,-1.92,8.7,0.15,7.4,-6.17,8.8,-0.58,8.6,-17.56,,,,,,,
460620.5686,4276393.641,13.1,0.23,2.1,-1.88,8.2,0.24,6.3,-6.09,8.9,-0.67,8.1,-17.15,,,,,,,
460620.0087,4276392.888,12.5,0.21,2.6,-1.86,7.9,0.29,6.2,-5.93,9,-0.65,7.7,-16.62,,,,,,,
460619.4497,4276392.133,12.2,0.2,2.7,-1.83,8.2,0.34,5.6,-5.61,8.9,-0.54,7.7,-15.27,,,,,,,
460618.8907,4276391.38,11.7,0.21,2.4,-1.86,7.5,0.32,5.8,-5.77,9,-0.61,7.5,-15.46,,,,,,,
460618.3317,4276390.626,12.5,0.2,1.7,-1.87,6.2,0.2,5.9,-6.17,9,-0.59,7.7,-17.94,,,,,,,
460617.7727,4276389.872,12.1,0.24,1.6,-1.84,5,0.19,5.7,-5.94,9,-0.6,7.6,-17.55,,,,,,,
460617.2128,4276389.119,11.8,0.26,2.5,-1.85,3.4,0.17,5.9,-6.13,8.7,-0.6,7.1,-15.97,,,,,,,
460616.6538,4276388.365,12.2,0.26,2.4,-1.87,3,0.09,6.4,-6.27,8.2,-0.68,6.6,-17.62,,,,,,,
460616.0947,4276387.611,11.8,0.24,2.2,-1.89,3.9,0.11,6,-6.57,7.7,-0.48,6.4,-19.21,,,,,,,
460615.4676,4276386.82,11.8,0.24,2,-1.88,4.3,0.15,5.8,-6.74,7.3,-0.47,6.9,-19.42,,,,,,,
460614.8406,4276386.028,11.7,0.23,1.8,-1.8,4,0.13,5.3,-6.11,7.5,-0.56,6.5,-17.97,,,,,,,
460614.2135,4276385.237,11.5,0.23,2,-1.84,3.9,0.09,4.8,-6.08,7.6,-0.58,6.3,-16.72,,,,,,,
460613.7834,4276384.33,11.9,0.24,1.7,-1.85,2.8,0.11,4.8,-6.11,7.5,-0.7,5.7,-16.3,,,,,,,
460613.3533,4276383.423,11.4,0.25,2,-1.84,2,0.19,4.7,-5.9,7.2,-0.62,5.6,-16.29,,,,,,,
460612.7772,4276382.383,10.6,0.23,2.3,-1.84,4.4,0.28,4.2,-5.85,7,-0.6,5.6,-14.27,,,,,,,
460612.202,4276381.344,11.2,0.22,2.2,-1.86,5.1,0.33,4.1,-5.98,6.8,-0.66,6,-15.44,,,,,,,
460611.6259,4276380.305,11.4,0.22,1.9,-1.89,5.1,0.26,5,-6.38,7.1,-0.56,5.7,-18.47,,,,,,,
460611.1321,4276379.369,10.9,0.23,1.5,-1.89,4.9,0.22,5.6,-6.38,7.2,-0.54,6.4,-18.88,,,,,,,
460610.6375,4276378.433,11.7,0.21,1.2,-1.92,4.9,0.25,5.9,-6.31,7.2,-0.53,6.1,-18.27,,,,,,,
460610.1437,4276377.497,11.3,0.21,1.3,-1.91,5.4,0.26,5.7,-6.35,7,-0.49,6.1,-18.59,,,,,,,
460610.2021,4276377.505,9.5,0.26,-1.2,-1.88,5.1,0.28,5.6,-6.08,6.9,-0.53,6,-16.72,,,,,,,
460610.2613,4276377.513,11.5,0.29,-0.6,-1.79,5.3,0.18,5,-4.86,7,-0.77,6.4,-10.07,,,,,,,
460610.3197,4276377.521,12.4,0.33,-0.9,-1.72,5.8,0.22,4.9,-4.45,6.9,-0.8,6.2,-8.16,,,,,,,
460610.3834,4276377.557,12.5,0.31,0.5,-1.65,5.6,0.23,4.8,-4.41,7,-0.75,6.3,-7.99,,,,,,,
460610.448,4276377.594,12.1,0.23,2.9,-1.65,6.8,0.34,4.9,-4.42,7.1,-0.66,6.6,-8.09,,,,,,,
460610.5117,4276377.631,12,0.23,3.2,-1.64,7.3,0.42,4.6,-4.5,7.1,-0.64,6.1,-8.14,,,,,,,
460610.5361,4276377.635,12,0.23,3.2,-1.64,7.4,0.41,4.7,-4.45,7.1,-0.6,6.3,-8.14,,,,,,,
460610.5613,4276377.638,11.2,0.22,3.2,-1.7,7,0.39,4.9,-4.48,7.1,-0.57,6.2,-7.28,,,,,,,
460610.3627,4276377.773,10.5,0.22,2.4,-1.85,7.1,0.42,3.8,-4.41,7.2,-0.51,6.1,-4.1,,,,,,,
460610.1649,4276377.909,8.6,0.2,1.5,-1.83,6.1,0.92,2.8,-4.06,6.6,-0.46,4.1,-4.23,,,,,,,
460610.0674,4276377.732,7.2,0.19,1.2,-1.8,5.6,0.84,1.6,-4.1,6.5,-0.44,3.4,-4.57,,,,,,,
460609.9708,4276377.555,7,0.18,1,-1.79,5.2,0.64,1.4,-4.18,6.6,-0.51,3.4,-4.08,,,,,,,
460609.8733,4276377.378,7.3,0.18,1,-1.79,5.7,0.78,1.8,-4.1,6.6,-0.51,3.7,-4.11,,,,,,,
460609.9796,4276377.213,7,0.18,0.9,-1.78,7.4,1.09,1.9,-4.14,6.6,-0.52,3.7,-4.29,,,,,,,
460610.0858,4276377.049,7.8,0.21,1.1,-1.78,6.6,0.69,7.9,-3.51,7,-0.49,4,-4.33,,,,,,,
460610.1921,4276376.885,11.6,0.18,3.9,-1.87,6.5,0.37,4.4,-4.55,7.1,-0.65,6.3,-5.12,,,,,,,
460610.4502,4276376.643,13.8,0.16,7.5,-1.97,8,0.32,6.5,-5.6,7.4,-0.87,7.5,-12.14,,,,,,,
460610.7093,4276376.4,14.6,0.18,7.8,-1.95,7.7,0.44,6.5,-5.84,7.5,-0.89,7.4,-13.63,,,,,,,
460610.7031,4276376.385,15.6,0.21,7.2,-1.92,5.9,0.43,6.5,-5.89,7.4,-0.9,7.8,-13.93,,,,,,,
460610.6961,4276376.369,15.2,0.16,7.1,-1.91,4.5,0.22,6.4,-5.62,7.5,-0.9,7.6,-13.48,,,,,,,
460610.6899,4276376.354,12,0.2,-2.4,-1.72,4.1,0.31,2.7,-5.29,7.3,-0.66,5.2,-13.53,,,,,,,
460610.6951,4276376.349,10.5,0.19,0.8,-1.72,5.9,0.36,3.1,-5.2,7.4,-0.65,4.1,-13.13,,,,,,,
460610.7012,4276376.344,12.4,0.24,2.9,-1.89,4.6,0.37,4.7,-5.52,7.4,-0.73,7.2,-11.58,,,,,,,
460610.7064,4276376.339,12.4,0.25,2.9,-1.86,4.7,0.36,4.5,-5.56,7.4,-0.78,7.2,-11.4,,,,,,,
460610.7875,4276376.37,12,0.24,2,-1.83,4.4,0.31,4.2,-5.52,7.2,-0.79,7,-11.33,,,,,,,
460610.8694,4276376.401,11.8,0.23,2.4,-1.85,3.9,0.21,5.1,-5.42,7.5,-0.75,7.1,-11.45,,,,,,,
460610.9505,4276376.431,12.4,0.25,2.2,-1.86,3,0.13,5.9,-5.44,7.4,-0.79,7,-11.9,,,,,,,
460611.225,4276377.033,12.4,0.27,1.6,-1.87,2.2,-0.06,6.8,-5.45,7.4,-0.84,7,-12.24,,,,,,,
460611.4987,4276377.636,11.9,0.23,1.2,-1.92,3.3,0.02,6.6,-6.11,7.4,-0.65,7.1,-16.84,,,,,,,
460611.7732,4276378.238,11.3,0.23,0.8,-1.88,5.3,0.25,5.4,-6.22,7.3,-0.6,7.2,-18.32,,,,,,,
460612.399,4276379.115,11.5,0.22,2,-1.88,7,0.44,4.1,-6.41,7.4,-0.54,7.1,-18.78,,,,,,,
460613.0248,4276379.993,11.1,0.22,2.2,-1.83,6.6,0.36,4.1,-6.29,7.3,-0.53,6.8,-18.05,,,,,,,
460613.6506,4276380.87,11,0.23,2.1,-1.84,5.6,0.33,4.2,-6.31,7.6,-0.53,6.9,-18.11,,,,,,,
460614.3308,4276381.848,11.6,0.21,2,-1.82,5.5,0.3,4.4,-6.26,7.3,-0.55,7,-17.7,,,,,,,
460615.011,4276382.826,11.7,0.21,2.3,-1.85,4,0.22,5.4,-5.72,7.2,-0.68,7,-15.82,,,,,,,
460615.5776,4276383.707,12.3,0.23,2.2,-1.87,4.5,0.19,6.4,-6.02,7.3,-0.61,7.1,-17.06,,,,,,,
460616.1451,4276384.586,12.5,0.23,1.9,-1.88,4.8,0.14,6.8,-6.16,7.3,-0.57,7.4,-17.27,,,,,,,
460616.7117,4276385.466,12.5,0.23,1.8,-1.88,5.4,0.16,7,-6.11,7.8,-0.64,7.7,-17.43,,,,,,,
460617.2792,4276386.346,12.7,0.24,1.6,-1.89,6.1,0.15,6.6,-6.4,7.7,-0.57,7.4,-19,,,,,,,
460617.8458,4276387.227,12.6,0.26,1.8,-1.85,5.2,0.11,6.7,-6.19,7.4,-0.58,7.2,-17.76,,,,,,,
460618.4132,4276388.106,12.1,0.27,1.9,-1.9,4.2,0.08,6.8,-6.03,7.2,-0.72,7.2,-16.72,,,,,,,
460618.9798,4276388.986,12.4,0.24,2.1,-1.87,4.6,0.07,6.3,-5.86,7.5,-0.69,7.4,-16.32,,,,,,,
460619.5473,4276389.866,11.6,0.24,2,-1.87,4.8,0.14,5.8,-6.19,8.1,-0.62,7.6,-17.45,,,,,,,
460620.1139,4276390.746,11.6,0.21,1.8,-1.78,4.8,0.12,5.8,-5.89,8.7,-0.52,7.6,-17.54,,,,,,,
460620.6814,4276391.626,12,0.2,2.6,-1.86,5.1,0.18,5.3,-5.83,9.1,-0.67,7.6,-15.87,,,,,,,
460621.248,4276392.506,11.9,0.22,3.1,-1.87,5.6,0.32,4.4,-6.18,9,-0.63,7.5,-16.84,,,,,,,
460621.8155,4276393.386,12.2,0.21,2.6,-1.84,5.1,0.22,5.1,-6.34,8.6,-0.52,7.3,-19.05,,,,,,,
460622.3821,4276394.266,12.2,0.23,2.8,-1.83,6.9,0.36,5,-6.16,8.4,-0.46,7.5,-17.65,,,,,,,
460622.9495,4276395.146,11.9,0.25,3.1,-1.85,6.5,0.41,4.9,-6.02,8.4,-0.66,8,-16.23,,,,,,,
460623.4472,4276395.999,12.3,0.23,3.1,-1.86,5.9,0.24,5.7,-6.13,8.6,-0.72,8.5,-16.91,,,,,,,
460623.9449,4276396.852,12.9,0.22,2.8,-1.87,5.1,0.18,6.1,-6.19,8.7,-0.57,8.2,-17.23,,,,,,,
460624.4426,4276397.705,13.5,0.24,2.5,-1.89,4,0.06,6.6,-6.45,8.7,-0.64,8.3,-18.75,,,,,,,
460624.8068,4276398.484,13.6,0.22,2.1,-1.85,3.8,0.04,7.6,-6.28,8.7,-0.58,8.1,-18.68,,,,,,,
460625.171,4276399.264,13.2,0.21,2.8,-1.8,4.8,0.2,5.9,-6.2,8.8,-0.5,8.3,-17.84,,,,,,,
460625.5836,4276400.152,12.8,0.2,2.6,-1.84,3.8,0.07,6.1,-6.24,8.9,-0.56,8.1,-17.87,,,,,,,
460625.9962,4276401.041,12.7,0.18,2.2,-1.83,5.1,0.06,6.9,-6.04,9.3,-0.55,8,-17.63,,,,,,,
460626.4088,4276401.93,12.9,0.19,1.4,-1.83,5.6,0.07,6.4,-6.11,9.5,-0.58,8.2,-18.39,,,,,,,
460626.7395,4276402.821,10.7,0.24,-0.1,-1.73,5.7,0.05,6.2,-5.99,9.7,-0.5,8.4,-17.76,,,,,,,
460627.0712,4276403.712,13,0.2,2.5,-1.82,5.4,0.05,6.3,-5.88,9.9,-0.52,8.4,-17.46,,,,,,,
460627.402,4276404.602,12.8,0.19,2,-1.88,6,0.06,6.9,-6.08,9.8,-0.58,8.1,-17.89,,,,,,,
460627.8782,4276405.508,12.7,0.19,2.5,-1.84,7.5,0.19,6.4,-5.97,9.4,-0.55,8.2,-17.38,,,,,,,
460628.3553,4276406.414,12.8,0.19,2.7,-1.85,7.9,0.19,6.5,-6.14,9.4,-0.42,8.5,-18.1,,,,,,,
460628.8315,4276407.32,13.6,0.18,2.4,-1.82,7.9,0.14,7.7,-6.12,9.7,-0.48,8.5,-18.2,,,,,,,
460629.3206,4276408.21,13.4,0.2,3.1,-1.8,8.3,0.22,7.2,-5.6,9.3,-0.53,8.7,-16.18,,,,,,,
460629.809,4276409.1,13.6,0.2,3.6,-1.84,7.4,0.21,7.4,-5.93,9,-0.62,8.7,-16.21,,,,,,,
460630.2981,4276409.99,13.4,0.21,4.7,-1.92,6.9,0.22,7.8,-6.33,8.7,-0.6,9.3,-18.44,,,,,,,
460630.7125,4276410.88,14.8,0.21,1.7,-1.76,7.3,0.13,7.8,-6.02,8.8,-0.48,9.5,-18,,,,,,,
460631.1259,4276411.77,14.1,0.22,4,-1.88,7.7,0.08,8,-5.96,8.9,-0.52,9.6,-16.42,,,,,,,
460631.5403,4276412.66,13,0.23,3.3,-1.83,8.1,0.24,7,-5.83,9.2,-0.59,9.3,-16.33,,,,,,,
460632.0041,4276413.524,13.5,0.22,3.4,-1.86,9.8,0.33,6.6,-5.88,9.5,-0.65,9.5,-15.99,,,,,,,
460632.467,4276414.387,13.2,0.2,3.2,-1.86,9.9,0.34,5.9,-6.1,9.4,-0.61,9.7,-17.02,,,,,,,
460632.9308,4276415.25,13.2,0.2,3.8,-1.89,9.8,0.36,5.8,-6.47,9.5,-0.59,9.5,-18.83,,,,,,,
460633.4502,4276416.253,12.4,0.23,3,-1.86,10.4,0.37,5.8,-6.3,9.7,-0.66,9.2,-18.13,,,,,,,
460633.9686,4276417.255,13.1,0.22,3,-1.83,10,0.36,5.7,-6.06,9.4,-0.62,9,-17.39,,,,,,,
460634.488,4276418.258,13.1,0.22,3.2,-1.88,10.5,0.39,5.4,-6.07,9.6,-0.69,9,-16.19,,,,,,,
460635.0121,4276419.183,13,0.21,3,-1.87,9.9,0.34,5.8,-6.16,9.6,-0.57,9,-16.61,,,,,,,
460635.5363,4276420.109,13.5,0.21,3.1,-1.91,9.3,0.24,6.2,-6.47,9.4,-0.47,9.1,-19.11,,,,,,,
460636.0605,4276421.034,13.2,0.22,3.3,-1.88,9.3,0.24,6.3,-6.17,9,-0.52,9.8,-17.86,,,,,,,
460636.6049,4276422.003,13.4,0.21,3.2,-1.87,9.9,0.24,5.4,-6.11,8.8,-0.55,8.8,-17.26,,,,,,,
460637.1484,4276422.973,14.3,0.2,4.4,-1.87,9.7,0.33,5.6,-5.9,8.7,-0.66,8.5,-15.61,,,,,,,
460637.6589,4276423.945,15.1,0.18,3.9,-1.88,9.9,0.33,4.4,-6.05,8.6,-0.66,8.1,-16.21,,,,,,,
460638.1694,4276424.916,12.8,0.21,3.2,-1.9,9.6,0.31,5.2,-6.08,8.6,-0.61,8.1,-17.31,,,,,,,
460638.6721,4276425.914,11.5,0.24,2.6,-1.86,8.6,0.35,4.4,-6.19,8.2,-0.59,7.5,-17.37,,,,,,,
460639.1749,4276426.912,11.7,0.21,2.5,-1.88,8.5,0.34,4.2,-6.26,8.4,-0.58,7.5,-18.27,,,,,,,
460639.6777,4276427.909,11.3,0.22,2.3,-1.86,8.2,0.33,4.4,-6.07,8.6,-0.58,7.7,-17.34,,,,,,,
460640.23,4276428.898,11,0.23,2,-1.86,8.4,0.32,4.1,-6.01,8.8,-0.5,7,-16.85,,,,,,,
460640.7832,4276429.886,10.9,0.22,2.5,-1.85,7.7,0.33,4.1,-5.83,8.3,-0.66,6.2,-16.18,,,,,,,
460641.3355,4276430.874,11,0.22,2.4,-1.87,8.1,0.26,4.2,-6.03,8.2,-0.59,6.4,-16.65,,,,,,,
460641.9127,4276431.949,10.8,0.21,2.3,-1.89,8,0.3,3.9,-6.15,8,-0.61,6.2,-18.14,,,,,,,
460642.4907,4276433.025,11.2,0.22,2.3,-1.88,8.3,0.31,4.1,-6.29,8.4,-0.53,6.5,-18.01,,,,,,,
460643.0411,4276434.146,10.8,0.23,2.6,-1.86,7.6,0.38,3.9,-6.09,8.2,-0.61,6.2,-17.82,,,,,,,
460643.5914,4276435.268,10.9,0.24,2.4,-1.84,7.5,0.36,3.7,-6.1,7.9,-0.59,6.2,-16.88,,,,,,,
460644.1418,4276436.39,10.5,0.24,2.2,-1.84,7.4,0.4,3.7,-5.95,7.9,-0.64,6,-16.62,,,,,,,
460644.7238,4276437.4,11.1,0.21,2.4,-1.87,7.4,0.32,4,-6.12,7.8,-0.58,6.2,-17.53,,,,,,,
460645.305,4276438.41,10.7,0.24,1.9,-1.85,7.5,0.33,4.2,-6.1,7.9,-0.57,6.5,-17.5,,,,,,,
460645.887,4276439.42,9.3,0.29,2,-1.83,7.4,0.33,4,-6.07,7.7,-0.52,6.5,-17.53,,,,,,,
460646.3879,4276440.375,9.7,0.26,1.7,-1.84,7.2,0.41,3.8,-6.06,7.8,-0.57,6.3,-17.11,,,,,,,
460646.8895,4276441.33,10.8,0.22,2.2,-1.86,7.1,0.41,3.9,-6.17,7.7,-0.54,6.6,-17.53,,,,,,,
460647.3904,4276442.285,11.1,0.21,2.1,-1.85,7.9,0.35,3.5,-6.26,7.9,-0.57,6.6,-18.07,,,,,,,
460647.892,4276443.24,11,0.21,2,-1.84,7.7,0.38,3.8,-6.06,7.8,-0.57,6.5,-17.64,,,,,,,
460648.3929,4276444.195,10.9,0.22,2.3,-1.84,7.5,0.39,3.5,-5.89,8.1,-0.65,6.6,-16.66,,,,,,,
460648.8937,4276445.151,11.2,0.21,2.8,-1.89,7.9,0.37,4.1,-6.21,8.1,-0.63,6.6,-17.88,,,,,,,
460649.3954,4276446.105,7.7,0.27,0.5,-1.79,7.3,0.4,3.3,-6.15,8.2,-0.61,6.5,-18.19,,,,,,,
460649.8962,4276447.06,11.4,0.21,2.7,-1.83,7.2,0.34,3.3,-6.12,8.1,-0.57,6.7,-17.78,,,,,,,
460650.3979,4276448.015,11.7,0.22,2.1,-1.83,6.1,0.27,4.5,-5.8,7.8,-0.6,6.6,-15.43,,,,,,,
460650.8987,4276448.97,11.7,0.23,1.7,-1.83,5.5,0.29,4.6,-5.89,7.6,-0.72,6.3,-16.27,,,,,,,
460651.4004,4276449.925,11.8,0.22,1.8,-1.86,6.3,0.33,4.5,-5.93,7.7,-0.69,6.7,-16.82,,,,,,,
460651.9012,4276450.881,10.6,0.18,2.9,-1.82,7.3,0.37,3.9,-6,7.6,-0.69,6.8,-16.52,,,,,,,
460652.527,4276451.954,-13.6,-0.65,2.6,-1.79,2.8,-0.29,5.2,-5.43,6.4,-1.41,6.7,-16,,,,,,,
460653.152,4276453.027,-7.1,-0.46,0.5,-1.95,4.5,-0.06,0.9,-6.36,7.7,-0.57,6.3,-15.48,,,,,,,
460653.7779,4276454.1,10.3,0.23,1.8,-1.84,5,0.01,3.8,-5.98,7.9,-0.61,6.2,-18.08,,,,,,,
460654.3123,4276455.168,10.5,0.2,2,-1.83,6.7,0.39,2.3,-6.36,6.3,-1.58,5.8,-18.46,,,,,,,
460654.8476,4276456.235,10.4,0.21,1.9,-1.83,6.8,0.43,2.4,-5.62,8,-0.68,6.4,-15.22,,,,,,,
460655.437,4276457.324,10.2,0.21,2,-1.83,6.6,0.39,2.5,-5.86,8.1,-0.7,5.7,-14.84,,,,,,,
460656.0264,4276458.412,10.8,0.21,2.3,-1.85,7.2,0.46,3.2,-5.96,7.8,-0.67,5.7,-16.68,,,,,,,
460656.6001,4276459.504,10.9,0.21,2.3,-1.85,6.4,0.44,3.2,-6.2,7.6,-0.64,6,-17.15,,,,,,,
460657.1738,4276460.596,11.6,0.21,2.5,-1.87,5.1,0.28,3.9,-6.49,7.4,-0.59,6.4,-18.53,,,,,,,
460657.7476,4276461.688,12.3,0.24,1.7,-1.87,4.9,0.2,5.1,-6.35,7.5,-0.6,6.1,-18.17,,,,,,,
460658.2064,4276462.603,11.7,0.26,0.9,-1.89,5.4,0.19,5.3,-6.39,7.4,-0.62,6.5,-18.83,,,,,,,
460658.6652,4276463.518,11.5,0.26,1,-1.86,5.3,0.18,5.4,-6.08,7.5,-0.7,6.4,-16.35,,,,,,,
460659.1241,4276464.433,11.4,0.24,1.1,-1.87,5.2,0.19,5.1,-5.99,7.7,-0.7,6.1,-16.44,,,,,,,
460659.6403,4276465.338,11.3,0.25,1.4,-1.87,5.2,0.23,5,-6.13,7.5,-0.65,6.1,-17.39,,,,,,,
460660.1574,4276466.243,11.2,0.25,2,-1.85,5.4,0.26,4.3,-6.21,7.2,-0.67,6.1,-17.39,,,,,,,
460660.6737,4276467.147,11,0.23,1.7,-1.84,4.7,0.24,3.9,-6.37,7.1,-0.62,6.1,-18.56,,,,,,,
460661.2345,4276467.926,11.1,0.22,1.6,-1.84,4.8,0.21,4.2,-6.19,7.4,-0.62,5.9,-17.45,,,,,,,
460661.7954,4276468.704,7.3,0.33,-0.3,-1.78,4.7,0.28,3.4,-5.95,7.6,-0.57,5.7,-17.33,,,,,,,
460662.3563,4276469.483,8.9,0.28,1.4,-1.87,5,0.19,3.1,-5.85,7.7,-0.57,5.7,-16.4,,,,,,,
460662.8387,4276470.413,10.5,0.25,1.9,-1.87,4.8,0.24,3.4,-5.93,7.8,-0.58,5.6,-16.68,,,,,,,
460663.3211,4276471.343,10.5,0.23,1.9,-1.86,5.4,0.23,3.2,-6.12,7.5,-0.52,5.9,-17.79,,,,,,,
460663.8035,4276472.273,9.9,0.24,1.9,-1.82,6.6,0.38,2.6,-5.7,7.6,-0.6,5.8,-15.97,,,,,,,
460664.3372,4276473.201,9.9,0.23,1.6,-1.84,6.7,0.36,2.7,-5.93,7.6,-0.62,5.8,-15.54,,,,,,,
460664.8701,4276474.129,9.8,0.23,1.9,-1.84,6.4,0.33,2.9,-5.81,7.6,-0.61,5.7,-15.85,,,,,,,
460665.4039,4276475.057,10.3,0.2,1.6,-1.86,7,0.27,3,-6.11,7.6,-0.56,5.9,-17.23,,,,,,,
460665.905,4276476.077,10.2,0.19,1.7,-1.86,6.8,0.31,2.9,-6.15,7.5,-0.59,5.9,-18,,,,,,,
460666.4053,4276477.098,10,0.21,1.7,-1.86,7.2,0.35,2.9,-6.06,7.9,-0.6,5.8,-16.35,,,,,,,
460666.9064,4276478.118,9.8,0.21,1.8,-1.85,6.9,0.4,3.2,-5.72,7.9,-0.66,5.8,-14.91,,,,,,,
460667.443,4276479.091,10,0.2,1.6,-1.87,7.2,0.38,2.9,-6.14,8,-0.63,5.6,-17.29,,,,,,,
460667.9787,4276480.064,10.1,0.2,1.7,-1.88,7.5,0.37,3.1,-6.34,7.9,-0.62,6,-18.75,,,,,,,
460668.5153,4276481.036,10.3,0.2,1.9,-1.87,7.1,0.4,2.6,-6.38,7.9,-0.54,5.9,-18,,,,,,,
460669.032,4276482.044,9.7,0.19,1.6,-1.83,6.7,0.4,3,-6.05,7.9,-0.66,5.9,-16.67,,,,,,,
460669.5488,4276483.052,9.7,0.2,1.6,-1.85,6.9,0.35,2.6,-6.07,7.8,-0.67,5.8,-16.37,,,,,,,
460670.0655,4276484.059,10.2,0.19,1.7,-1.87,6.2,0.27,3.2,-6.12,7.7,-0.62,6.2,-17.11,,,,,,,
460670.4935,4276484.896,10.4,0.18,1.7,-1.82,6.8,0.26,3.3,-6.16,7.8,-0.59,6.1,-18.63,,,,,,,
460670.9215,4276485.733,10.4,0.2,1.7,-1.85,6.5,0.32,3.2,-6.18,7.8,-0.57,6,-16.96,,,,,,,
460671.3495,4276486.57,10.4,0.2,1.9,-1.86,6.8,0.32,2.7,-6.12,7.9,-0.69,5.8,-16.29,,,,,,,
460671.8524,4276487.431,10.4,0.18,1.7,-1.85,7,0.24,3.1,-6.2,8,-0.61,5.8,-18.19,,,,,,,
