x,y,layer1,layer2,layer3,depth1,depth2
460685.20605999994,4276437.2713,3.809012585888727,17.76580885313073,10.839661501746498,0.5,1.5
460684.81450000004,4276436.5161,3.7157477310039826,17.90589231301139,10.71483433158823,0.5,1.5
460684.39184,4276435.735400001,3.4758517583962183,18.172162596371347,10.52751795901219,0.5,1.5
460683.95449000003,4276434.943,2.9601082811999757,18.67002489250778,10.371587203482715,0.5,1.5
460683.50237999996,4276434.1391,2.412884150614472,19.55975489150238,10.196194935063028,0.5,1.5
460683.07292999997,4276433.3591,1.8814389654711035,20.065468065963145,10.003826193609903,0.5,1.5
460682.66486,4276432.6091,1.8049399130552024,20.199030681870155,9.899739773112339,0.5,1.5
460682.27809,4276431.8891,1.758930249855115,20.231954165649668,9.804213590709315,0.5,1.5
460681.88749,4276431.1681,1.7225951813696212,20.122965547337248,9.947339113680819,0.5,1.5
460681.49442999996,4276430.443,1.6487642940282203,19.890688973295912,10.186041777602929,0.5,1.5
460681.09900000005,4276429.7137,1.7976863809508992,19.508795065387528,10.397321180361574,0.5,1.5
460680.70719999995,4276428.995599999,1.8822280925212962,19.02895486065246,10.642234265225396,0.5,1.5
460680.3335,4276428.2971,2.0354029110278304,18.485269482106144,10.892371492049545,0.5,1.5
460679.97801,4276427.6184,2.223865936350772,18.000652260105888,11.107070539653416,0.5,1.5
460679.6412000001,4276426.9523,2.352196152042613,17.620984218950525,11.353530217872597,0.5,1.5
460679.28575,4276426.2634,2.7492907030945792,17.104296965947185,11.555598876358347,0.5,1.5
460678.91156000004,4276425.551700001,2.6981614124357263,16.241834624183273,11.71012206668545,0.5,1.5
460678.52053999994,4276424.8160999995,2.739000549005853,15.990157847891515,11.775777554925392,0.5,1.5
460678.13772999996,4276424.0875,2.6481862387120647,15.745780592512997,11.726062101502205,0.5,1.5
460677.76331,4276423.365900001,2.544035050305064,15.552727696164279,11.698218229707177,0.5,1.5
460677.38688,4276422.6427,2.336954682777514,15.304797476847401,11.697264888471896,0.5,1.5
460677.00253,4276421.9027,2.1880589011874756,15.184413420778956,11.707896568835777,0.5,1.5
460676.61026999995,4276421.145900001,2.0134755476053683,15.133356384935222,11.786967911600756,0.5,1.5
460676.21073000005,4276420.3773,1.8748134716454916,14.980786945633493,11.909074702641517,0.5,1.5
460675.80351,4276419.604,1.798904441921023,14.724421033001823,12.001091938704194,0.5,1.5
460675.3885100001,4276418.8261,1.5876378467097794,14.466347829105624,12.161181135823886,0.5,1.5
460674.96670000005,4276418.0427,1.9492226067862382,14.740492873222852,12.203922681235412,0.5,1.5
460674.49226,4276417.1764,2.0529553852381572,14.732993486275245,12.352882120433648,0.5,1.5
460674.00839,4276416.3033,1.9539355324431165,14.897839130329986,12.549676296168533,0.5,1.5
460673.51491,4276415.4234,1.8973405021708254,14.923507665670167,12.622066271572814,0.5,1.5
460673.02222,4276414.5453,1.9273919033952345,14.992666193633498,12.682096816769437,0.5,1.5
460672.53024000005,4276413.6688,1.8824400470104905,14.99708144119304,12.720918280507458,0.5,1.5
460672.0390500001,4276412.7941,1.8101358994280687,15.01286372073258,12.772522112022385,0.5,1.5
460671.54793,4276411.9161,1.7307996506224983,15.030031045520193,12.8336254761133,0.5,1.5
460671.05669999996,4276411.034700001,1.6627630892831473,15.025528709337538,12.96258548238047,0.5,1.5
460670.56555000006,4276410.149900001,1.6140557133106492,14.992638465117498,13.019549193138877,0.5,1.5
460670.07351,4276409.262599999,1.1776189399848793,15.024697553493223,13.09129804795727,0.5,1.5
460669.62448999996,4276408.4514,0.7101484644212592,14.552041529649921,13.146832938487188,0.5,1.5
460669.17547,4276407.6401,0.49045665181121856,14.286069704431954,13.18261430790458,0.5,1.5
460668.72654,4276406.8288,0.48343008412721095,14.163653137959303,13.199715247718006,0.5,1.5
460668.27725,4276406.0142,0.3818288769136193,14.047380523570748,13.277002562744434,0.5,1.5
460667.8275,4276405.1964,0.35879715998729067,13.946924560587076,13.335645024094713,0.5,1.5
460667.37739000004,4276404.3752999995,0.3426119882410651,13.833795179717361,13.390479327463439,0.5,1.5
460666.92859,4276403.5564,0.3227281569093339,13.660556805881901,13.407351842109614,0.5,1.5
460666.4812,4276402.739800001,0.2981215848831936,13.632974313081005,13.390995716848611,0.5,1.5
460666.03512,4276401.9254,0.17055799699755195,13.595265055707817,13.432834496052147,0.5,1.5
460665.5878,4276401.104900001,0.09140012414538273,13.581651041942319,13.474030348229567,0.5,1.5
460665.13931999996,4276400.2782000005,0.08687025080029569,13.776137326705669,13.492081124539167,0.5,1.5
460664.68958999997,4276399.445499999,0.21866136013642573,13.783013953303218,13.474887383835464,0.5,1.5
460664.23615000007,4276398.6019,0.05276980379530351,13.820483241427203,13.533314430202656,0.5,1.5
460663.77945,4276397.7507,0.0018963067883391704,13.86569122550566,13.486993251745718,0.5,1.5
460663.31950000004,4276396.8919,-0.02464930776598407,13.802156596592733,13.457121181378776,0.5,1.5
460662.86145,4276396.032,0.04169279120119034,13.663757429938345,13.3448694503195,0.5,1.5
460662.40372,4276395.1654,-0.20458031921887515,13.353902797320092,13.304015174147953,0.5,1.5
460661.94622,4276394.292199999,-0.1663964180550875,13.116705603103508,13.19084144303385,0.5,1.5
460661.49737999996,4276393.4275,-0.049194175949388734,13.125454794197378,13.021071631175799,0.5,1.5
460661.05967,4276392.5797,-0.061241698931435454,13.132211379526055,12.933918875730717,0.5,1.5
460660.63318,4276391.7488,0.02575087034124482,13.23885536882157,12.801166422414093,0.5,1.5
460660.20083,4276390.91,0.06888142757406814,13.09488209073033,12.694788297732584,0.5,1.5
460659.76515,4276390.0681,0.11876176023475377,13.043123124784781,12.570446426970475,0.5,1.5
460659.27479999996,4276389.1355,0.6258635684517381,12.279910194381502,12.354353793027553,0.5,1.5
460658.78176999994,4276388.2074,0.6217825897790693,12.248121138675012,12.18581526264443,0.5,1.5
460658.28091000003,4276387.2772,0.5387942489755067,12.232045832559596,12.069682608521056,0.5,1.5
460657.77413,4276386.3475,0.8543714090355605,12.345626584858733,11.90069427761886,0.5,1.5
460657.2616,4276385.418199999,0.9017094423119252,12.363461707366634,11.801547761563551,0.5,1.5
460656.73481,4276384.4742,0.8597920095024859,12.210408055866482,11.71829297383119,0.5,1.5
460656.20383,4276383.5085,0.9407393027533851,12.092847269675714,11.561323082141504,0.5,1.5
460655.66865,4276382.5211,1.004223377969125,11.988130653928325,11.426564663318748,0.5,1.5
460655.14627,4276381.5368,0.9865505152627294,11.946350372734349,11.31255456156974,0.5,1.5
460654.62429999997,4276380.5641,1.055187183039513,11.887013433252866,11.1943429375731,0.5,1.5
460654.15409,4276379.6907,0.6762329715258211,12.527328721463888,11.14621758891706,0.5,1.5
460653.68363,4276378.8213,0.7287543771506819,12.514908999073278,11.070474750656116,0.5,1.5
460653.21672,4276377.9489,0.7873451274403424,12.548070921313274,10.95307955414606,0.5,1.5
460652.75135000004,4276377.0709999995,0.7139445558570053,12.585844889080674,10.856801880327373,0.5,1.5
460652.28744,4276376.1876,0.6367656858727203,12.528145334875278,10.764661757634812,0.5,1.5
460651.82545999996,4276375.3065,0.6392574914287168,12.41466083082829,10.69900019245541,0.5,1.5
460651.35533999995,4276374.4346,0.586550492869419,12.266844207181975,10.625235384082975,0.5,1.5
460650.87708,4276373.572,0.5231775717611907,12.131710972943049,10.49672657647178,0.5,1.5
460650.40329,4276372.7493,0.4422911844062838,12.274832344109175,10.29741804904807,0.5,1.5
460649.90473999997,4276371.901699999,0.25150628507241013,12.344598240255632,10.199682330589656,0.5,1.5
460649.45697,4276371.1324000005,0.06701116878838553,12.331446743149588,10.176383983023728,0.5,1.5
460649.05999,4276370.4416,-0.1091411379709673,12.352069737985692,10.153513802908462,0.5,1.5
460648.81207,4276369.8675,-0.36577632271044536,12.218627605087036,10.161821260052493,0.5,1.5
460648.63216000004,4276369.3903,-0.5245178663700808,12.14655387881131,10.075410626846793,0.5,1.5
460648.48231999995,4276368.9559,-0.5487770724598169,12.05662850917427,10.05372416975956,0.5,1.5
460648.37954,4276368.6051,-0.5720370438351785,12.041945672985555,10.034326822202903,0.5,1.5
460648.32381999993,4276368.3379,-0.6669833618436622,11.968141772862172,10.00985153730226,0.5,1.5
460648.31517,4276368.1544,-0.7785678474489134,11.898278405594843,10.05732697722006,0.5,1.5
460648.34106999997,4276368.0226,-0.7956928629058994,11.616154662067634,10.132180709483228,0.5,1.5
460648.44305,4276367.9987,-0.7410414702848676,11.293189318655546,10.150687032396625,0.5,1.5
460648.54548,4276367.979499999,-0.7402056146008849,11.056770328993876,10.126576852698088,0.5,1.5
460648.64872000006,4276367.9652,-0.7005047350618628,10.767166770794967,10.099029498626853,0.5,1.5
460648.65061,4276367.9247,-0.5809025586603915,10.613727406585548,10.090142007801136,0.5,1.5
460648.63219,4276367.8778,-0.4822942110295694,10.471150151672344,10.131656805928342,0.5,1.5
460648.63107,4276367.88,-0.5657339900364575,10.393890210370804,10.124361241914375,0.5,1.5
460648.62986000004,4276367.8828,-0.606730798574753,10.290473188477149,10.095699037818505,0.5,1.5
460648.62866000005,4276367.8861,-0.6128650353196033,10.236390314655434,10.10702940997121,0.5,1.5
460648.63821999996,4276367.9006,-0.5673077098739284,10.184581580753166,10.101483708943375,0.5,1.5
460648.65854000003,4276367.927600001,-0.5206373208846657,10.206171519592974,10.128223083647951,0.5,1.5
460648.68963000004,4276367.9671,-0.4619444737798816,10.199497952706583,10.127783331955815,0.5,1.5
460648.76818,4276368.0801,-0.4070083419834195,10.182234200190603,10.154269208735355,0.5,1.5
460648.89400000003,4276368.2663,-0.3699807117586632,10.229407346011978,10.194414566810236,0.5,1.5
460649.067,4276368.5257,-0.3465601291686082,10.349066939092994,10.246835507839155,0.5,1.5
460649.27161,4276368.8579,-0.2501991870690878,10.33954023223262,10.165296154804683,0.5,1.5
460649.5082500001,4276369.2615,-0.12985850559115025,10.416390519811836,10.08521707297249,0.5,1.5
460649.77684000006,4276369.7364,-0.06635100506191705,10.656052352907498,9.962562269580122,0.5,1.5
460650.07618000003,4276370.253500001,0.03632253957349266,10.93613907568814,9.941174231278112,0.5,1.5
460650.39535,4276370.8019,0.1262734817805153,11.138913724163494,9.971795249119657,0.5,1.5
460650.73443,4276371.3817,0.22152039830944797,11.363509038047152,9.964085101370712,0.5,1.5
460651.10843,4276372.0355,0.34804994212746937,11.633760035868507,9.95056753262747,0.5,1.5
460651.48066,4276372.702200001,0.4432243077068408,11.898340347227414,9.992080157617876,0.5,1.5
460651.85104,4276373.3818,0.4670655357209949,12.102935896137552,10.052700465487144,0.5,1.5
460652.21348000003,4276374.0572999995,0.5099166022756989,12.247322102282803,10.075986170280345,0.5,1.5
460652.58356999996,4276374.7291,0.4974662554649158,12.43650360854683,10.280550078262364,0.5,1.5
460652.96121000004,4276375.3972000005,0.4905798733211883,12.591780295462453,10.473346401237615,0.5,1.5
460653.35309999995,4276376.0784,0.5236135928484886,12.658768417094878,10.689019515231406,0.5,1.5
460653.76034999994,4276376.8019,0.50760989466844,12.648597170023962,10.844794691481866,0.5,1.5
460654.18312,4276377.5678,0.48621487689432547,12.70873627088699,10.936688155894737,0.5,1.5
460654.62062999996,4276378.3733,0.45425485654935155,12.697195634937154,11.088245852637728,0.5,1.5
460655.05785999994,4276379.176,0.5173009854230268,12.686890102315312,11.235087640651459,0.5,1.5
460655.49481000006,4276379.9759,0.6226205230307822,12.613686107584948,11.289182586394265,0.5,1.5
460655.93467000005,4276380.782000001,0.7020315225480006,12.690740674273187,11.304886993645686,0.5,1.5
460656.3837,4276381.6113,0.7315158067891399,12.760790634855288,11.373742909489195,0.5,1.5
460656.84179999994,4276382.4638,0.7542474785898027,12.899536514552846,11.438340741984396,0.5,1.5
460657.28859,4276383.3007,0.7167643748887886,13.007555757399128,11.524362475472026,0.5,1.5
460657.71755999996,4276384.1052,0.6614039262036957,13.045809778981068,11.660292308816507,0.5,1.5
460658.12870000006,4276384.8773,0.6591842699775142,13.092661845253861,11.762771801380003,0.5,1.5
460658.5220100001,4276385.617000001,0.6887222507189853,13.138598815706496,11.891896198475136,0.5,1.5
460658.89811000007,4276386.3269,0.6847332508306782,13.260084797120003,11.966241620954836,0.5,1.5
460659.25710000005,4276387.007000001,0.8768929658561477,12.840818189481755,12.01383043274444,0.5,1.5
460659.73928000004,4276387.9242,0.6492201213228096,12.853574685745144,12.223137493187881,0.5,1.5
460660.21893,4276388.8231,0.6046492818003022,12.814199214448037,12.397212997457268,0.5,1.5
460660.69605,4276389.7036,0.5532058438502881,12.951258605190018,12.564703477909797,0.5,1.5
460661.17063999997,4276390.5657,0.5182230186604817,13.037967317957582,12.668489278306039,0.5,1.5
460661.66459,4276391.4678,0.5425512724129563,13.09476337934636,12.787798709700317,0.5,1.5
460662.1777,4276392.4098,0.6278764502461922,13.142129604388737,12.849732814607755,0.5,1.5
460662.71015,4276393.391799999,0.6239682903904481,13.149934626910156,12.965859898759142,0.5,1.5
460663.26217,4276394.405199999,0.6275195315000033,13.181047155741703,13.01119771596868,0.5,1.5
460663.83393,4276395.4501,0.6511983562652514,13.113805951061149,13.067023647621134,0.5,1.5
460664.42525,4276396.5264,0.3639659435707119,13.552253125267326,13.216796987173492,0.5,1.5
460664.89436,4276397.3691,0.5078437648445058,13.734123669615482,13.250217253424617,0.5,1.5
460665.45684,4276398.404,0.5923831018340756,13.848775560867466,13.328244587955112,0.5,1.5
460666.02002999996,4276399.4579,0.7165547827366174,13.847381607183243,13.33951688214216,0.5,1.5
460666.5841,4276400.5307,0.7455261700697559,13.925610772968275,13.382706110888899,0.5,1.5
460667.14496,4276401.5896,0.7629807403378424,14.045361029796776,13.363995496573411,0.5,1.5
460667.70271,4276402.6346,0.747399032221557,14.120357571012512,13.409502732982965,0.5,1.5
460668.35284,4276403.827099999,0.8861838294258549,14.182253852209865,13.345605689710654,0.5,1.5
460669.00302999996,4276405.0156000005,0.9326229208733283,14.268962570197193,13.303714566391466,0.5,1.5
460669.64452,4276406.204499999,0.9963687768743622,14.408295076368669,13.261447711862251,0.5,1.5
460670.27738999994,4276407.3938,1.030893819745783,14.594219995131988,13.153282378440322,0.5,1.5
460670.90311,4276408.5816,0.9789150755982078,14.707888746442565,13.088548613659457,0.5,1.5
460671.43854999996,4276409.5868,0.9173236484361663,14.756673449142513,13.052914596585516,0.5,1.5
460671.97628999996,4276410.582799999,0.9457863942357132,14.729751198004564,13.034205220808579,0.5,1.5
460672.51625000004,4276411.569700001,1.0164119046799185,14.673060618225918,13.006986470212695,0.5,1.5
460673.05848,4276412.5579,1.2134896088590472,14.577287126935815,12.961152029365696,0.5,1.5
460673.6028899999,4276413.5476,1.3534875246693159,14.58447318073766,12.845566879301519,0.5,1.5
460674.05399000004,4276414.3772,1.4623414906633492,14.664026418785474,12.781413481420454,0.5,1.5
460675.13829999993,4276416.2676,1.9919423104586378,14.639616551785794,12.556785676015602,0.5,1.5
460676.18267,4276418.074100001,2.408532479871536,14.59675045850197,12.420797542286335,0.5,1.5
460677.1871999999,4276419.796700001,2.8398769708987994,14.553484404092412,12.282347096095068,0.5,1.5
460678.15181,4276421.4354,3.339806575724963,14.482587708044923,12.09208140561991,0.5,1.5
460679.06667,4276422.9927,3.8409852380172356,14.458880622260208,11.848366151124589,0.5,1.5
460679.93186,4276424.4685,4.2434929504652015,14.442367029156479,11.633774517668359,0.5,1.5
460680.74730000005,4276425.8628,4.641577099273355,14.414581538999043,11.438110614046833,0.5,1.5
460681.51785000006,4276427.1741,4.753699057268291,14.425786020905766,11.319184393155421,0.5,1.5
460682.2437,4276428.402299999,4.9525199052232445,14.616827942698189,11.207106233936054,0.5,1.5
460682.92466,4276429.5475,5.157037210840838,14.838013291992267,11.10579593947673,0.5,1.5
460682.93477,4276429.5692,4.977191908077663,15.123657047152632,11.19790299158351,0.5,1.5
460682.95593999996,4276429.6077,4.817516196731631,15.431371202774457,11.214873034194914,0.5,1.5
460682.98798000003,4276429.663000001,4.529577916329677,15.59716584504072,11.258969866114201,0.5,1.5
460683.06403,4276429.7994,4.253690149265699,15.822183499577946,11.29634032299704,0.5,1.5
460683.1840700001,4276430.015899999,4.028555373346455,15.9161515082397,11.352842444749147,0.5,1.5
460683.34793999995,4276430.3127,3.7913266800784355,16.05381101124711,11.365513228017505,0.5,1.5
460683.55571999995,4276430.6896,3.492288656935022,16.154146218850094,11.421245681916375,0.5,1.5
460683.80509000004,4276431.151,3.3366787821018242,16.276459883678275,11.460231218288403,0.5,1.5
460684.09595,4276431.696900001,3.1103502245071013,16.11448631281585,11.59782498229868,0.5,1.5
460684.55791,4276432.5742,3.155642022760336,16.079551937833525,11.648731595758152,0.5,1.5
460685.053,4276433.515699999,3.2500842752365435,16.120054920048304,11.580003206954924,0.5,1.5
460685.58103999996,4276434.5213,3.371558670716895,16.20872326294855,11.46380061615689,0.5,1.5
460686.14615000004,4276435.5956,3.5348619011013414,16.378714427577794,11.3291390057359,0.5,1.5
460686.71537,4276436.6742,3.5333610536030227,16.525923918548017,11.268163616841491,0.5,1.5
460687.28853,4276437.7573,3.311323089407536,16.627412355922633,11.296139747984073,0.5,1.5
460687.86804,4276438.8397,3.0832991530786975,16.485360250443357,11.383565084268305,0.5,1.5
460688.45399,4276439.9217,3.15281031290154,16.49317950355102,11.379925254210564,0.5,1.5
460689.04628999997,4276441.003099999,3.218799864960816,16.388830261204195,11.323783993475637,0.5,1.5
460689.63307,4276442.0775,3.2986111353866527,16.215652587097384,11.170753464657706,0.5,1.5
460690.08491000003,4276442.8979,3.0360195009264004,15.920598798041501,11.102064395829444,0.5,1.5
460690.53115,4276443.7113,2.720515320856734,15.521651591289165,11.134118438206869,0.5,1.5
460690.97611,4276444.5303,2.3922242604137405,15.08816323788175,11.246434387039365,0.5,1.5
460691.41577,4276445.3504,2.1617331007856193,14.626096285408641,11.388249210741291,0.5,1.5
460691.85003000003,4276446.1716,2.1042282564264903,14.05590447081333,11.463614398961932,0.5,1.5
460692.28449,4276446.98,2.1788473949061054,13.718302110329406,11.459573509976563,0.5,1.5
460692.71683,4276447.7807,2.3143926856368355,13.659561910165454,11.36542799916396,0.5,1.5
460693.14694999997,4276448.5735,2.2269790948109933,13.518469675417899,11.257305951264515,0.5,1.5
460693.57243999996,4276449.3794,2.207272358033055,13.44167028228667,11.200664376550748,0.5,1.5
460694.00525000005,4276450.2047,2.151722948498582,13.567679917039241,11.199696256427801,0.5,1.5
460694.44519999996,4276451.0496,2.151698884115045,13.711813238366194,11.240388483492872,0.5,1.5
460694.90471000003,4276451.9255,2.174683793448245,13.814026915778262,11.275966454565108,0.5,1.5
460695.37954,4276452.8199000005,2.2540655931111164,13.812861455098806,11.238817875840589,0.5,1.5
460695.8697,4276453.732799999,2.316868627493827,13.96416671380663,11.153426338707641,0.5,1.5
460696.36783,4276454.656400001,2.295231498257332,14.19408867973123,11.110590100576745,0.5,1.5
460696.86852,4276455.6047,2.3397997381939057,14.343766236208957,11.070622200377484,0.5,1.5
460697.37168,4276456.5776,2.3492952638909075,14.51774289557559,11.142892580439943,0.5,1.5
460697.87549999997,4276457.560099999,2.481425537259091,14.577143131408084,11.201746423016782,0.5,1.5
460698.38248,4276458.5313,2.582154889523461,14.638073681259428,11.185563052187945,0.5,1.5
460698.89254000003,4276459.4913,2.7574426682870103,14.744559063702658,11.108178228835714,0.5,1.5
460699.40621999995,4276460.4438000005,2.9180973431184722,14.813597049065832,10.95805377034665,0.5,1.5
460699.91119,4276461.3773,3.042117063816855,14.967591988155249,10.86169430184559,0.5,1.5
460700.40745,4276462.2918,3.1387718951292416,15.251440062303098,10.846672287217018,0.5,1.5
460700.89027999993,4276463.183999999,3.2495493660107555,15.418608022637091,10.830417291533708,0.5,1.5
460701.36704000004,4276464.0618,3.4732897930988518,15.560639779133307,10.746807360560654,0.5,1.5
460701.83762999997,4276464.9251,3.769994965152502,15.744368627436005,10.573690485055542,0.5,1.5
460702.29761999997,4276465.7741,4.134488713092529,15.859159581259307,10.282757555249798,0.5,1.5
460702.74873,4276466.6238,4.461942217220807,16.08417571449317,10.027908319971976,0.5,1.5
