X,Y,x,y,Z,Conductivity(mS/m),Log10(Conductivity mS/m),ERT_doi,cal_Log(Conductivity mS/m)_arith,cal_Log(Conductivity mS/m)_geom,cal_Log(Conductivity mS/m)_harm,cal_conductivity_arith,cal_conductivity_geom,cal_conductivity_harm,nc_Log(Conductivity mS/m)_arith,nc_Log(Conductivity mS/m)_geom,nc_Log(Conductivity mS/m)_harm,nc_conductivity_arith,nc_conductivity_geom,nc_conductivity_harm
96.77555667,0,460705.9177,4276440.769,-4.266476667,8.176884993,0.912587889,0.012027778,0.9091248669018679,0.9083370578588962,0.9075583681990207,8.143446995562243,8.111942561967386,8.081266181760876,1.1979373069939672,1.1971557431020217,1.1963663181093562,15.850237336750947,15.773835485135287,15.695573915012783
42.87904333,0,460731.4929,4276488.026,-0.109306667,7.460776274,0.872784017,0.027461111,0.8147762355535889,0.7968953746299395,0.7787272440479601,7.005141412945244,6.527941225088191,6.061243881109947,0.1932114975665496,0.18884306265904457,0.18394399076016477,1.5662742807982635,1.5603121760463936,1.554095946807636
103.17905,0,460702.8791,4276435.154,-1.25649,6.831961419,0.834545405,0.028331111,0.9215345746340903,0.9213066903952586,0.9210777558557502,8.356286172656164,8.347079976015637,8.337793708881263,0.8347188838149975,,,11.285646669958563,6.8346909866368,1.7581785919322344
15.85553667,0,460744.3162,4276511.721,-2.157993333,4.9518036,0.694763411,0.014577778,0.6652024012619839,0.6072058812321208,0.5437586722782374,5.34340667833955,4.625965625063914,3.8890751604161578,1.0320422255665342,0.9586196286730495,0.8574588531472233,12.863125149427697,10.765698812348418,7.666774319962607
27.79782667,0,460738.6493,4276501.25,-0.598193333,4.566556186,0.659588806,0.014077778,0.7030128099141754,0.6828985826288778,0.6636581264013395,5.4469523194382194,5.046761832310198,4.694943906969158,0.6680440135271272,0.5155153393081605,0.3761901166061845,7.251741959183159,4.656332806861177,3.1326422142447603
37.55531,0,460734.0191,4276492.694,-9.421313333,3.1397608,0.496896563,0.045266667,,,,,,,,,,,,
72.66031333,0,460717.361,4276461.913,-8.79589,3.314662612,0.52043933,0.013677778,,,,,,,,,,,,
46.66044667,0,460729.6985,4276484.711,-2.79107,9.250446496,0.966162696,0.0049,0.993885539256836,0.992793992618068,0.9917047615040618,9.917167781968242,9.860195803999224,9.803801710598485,1.1522070541499008,1.1521792369699975,1.1521515162048714,14.19977455001833,14.197342325693617,14.194932852750094
46.51943333,0,460729.7654,4276484.834,-9.44227,2.164772105,0.335412183,0.040655556,,,,,,,,,,,,
9.466753333,0,460747.3478,4276517.323,-8.626416667,3.011122998,0.478728496,0.069883333,,,,,,,,,,,,
56.97671667,0,460724.8032,4276475.665,-1.42491,6.021589808,0.779711168,0.007577778,0.9865272542156431,0.9813964471237254,0.9759351004009437,9.924302773527735,9.694541056297968,9.439317414506375,0.9707556799074611,0.9137929837035674,0.838319866059681,10.864902687679898,9.348795930245593,7.2494302697889585
39.74236667,0,460732.9813,4276490.777,-1.73762,5.069912316,0.705000448,0.004655556,0.8518885768414028,0.8432866644539463,0.8336363164863957,7.3324639945635015,7.110310671921955,6.8467094186501045,0.95222071580356,0.8226490069595416,0.6324948254569481,11.212145195916797,8.958199207211639,5.648021014571567
8.095726667,0,460747.9984,4276518.525,-9.450666667,2.856539638,0.455840255,0.133577778,,,,,,,,,,,,
29.53718667,0,460737.8239,4276499.725,-1.022583333,4.838855936,0.684742692,0.004372222,0.7735158725641812,0.7510167595451024,0.726549172607284,6.392527896488112,5.936300437439935,5.444253098680033,0.8092225878976901,0.6337199654692506,0.44026018021930213,9.401723056838359,6.44499504647889,3.8944274863153328
50.95637333,0,460727.66,4276480.944,-0.263403333,4.831575622,0.684088781,0.003833333,0.7875367917930728,0.7787280261664118,0.7710561848861055,6.427081735029937,6.131077301278953,5.912095896759584,0.394813065901937,0.24587558338517285,0.16624896975105194,4.223893641721884,2.482064516166053,1.8765131424548842
42.10849,0,460731.8585,4276488.702,-1.536256667,4.021382172,0.604375348,0.007788889,0.8823898415478691,0.8689193025334608,0.8537862228660921,8.01449130543866,7.627633922904765,7.178069420536782,0.7656251805595948,0.5712707876884706,0.39717145640092094,8.917551583813685,5.8294177707383446,3.40472152766738
45.24701333,0,460730.3692,4276485.95,-4.264133333,9.177254542,0.962712778,0.032133333,0.9728990831724265,0.9715229218981375,0.9701546275757813,9.462534910372382,9.395049728195193,9.328846014486476,1.1536002458029204,1.153572295502612,1.1535443729717176,14.245400306366392,14.242959710991451,14.240526024609743
26.14570333,0,460739.4332,4276502.699,-2.56048,5.07788382,0.70568276,0.003777778,0.7457843994662386,0.7185912011497221,0.6888836349749662,6.060101750176755,5.569092090808793,5.0424821338986465,0.8228973965877602,0.6332817698051493,0.42373424765097284,9.913765778972902,6.651160019293707,3.88331530519631
97.15225333,0,460705.739,4276440.438,-8.72822,5.691643057,0.755237656,0.181588889,,,,,,,,,,,,
95.61971,0,460706.4662,4276441.782,-1.004216667,6.333469186,0.801641662,8.89e-05,0.882445618717082,0.8823642566240821,0.8822824837827321,7.631488650029039,7.628613615641839,7.62571060442739,0.6934923040237061,,,10.527054363022604,4.937331689042742,1.8038572909139816
12.93871333,0,460745.7003,4276514.279,-2.998653333,5.330789623,0.726791544,0.028988889,0.6474394234149461,0.5689277064513619,0.47870404350108064,5.258025311027173,4.440577186576355,3.59197056049317,1.0269470381431511,0.9552644280006998,0.8567209772043545,12.669207133314,10.64013254766064,7.643528696028075
66.31583,0,460720.3716,4276467.476,-9.46902,3.889713249,0.589917586,0.024988889,,,,,,,,,,,,
108.8589167,0,460700.1839,4276430.173,-0.30027,8.775655629,0.943279572,0.012833333,1.0381606757776427,1.0380264069849057,1.0378928696658318,10.92660816382706,10.918442109545191,10.91038694618843,0.27012882057328264,0.2689953889915692,0.26786486983202185,1.8656625336884425,1.8626395514917045,1.8596266715265375
31.42366667,0,460736.9287,4276498.071,-7.421776667,3.920752188,0.593369394,0.003438889,,,,,,,,,,,,
5.968553333,0,460749.0078,4276520.391,-0.43691,4.825336801,0.683527632,0.023844444,0.5292107189094357,0.4590399088317267,0.39492075489471773,4.020957944890235,3.3822890446223903,2.853534430659551,0.8624047126612948,0.7716928489211988,0.6801219305672482,9.670392303462203,7.28458327971952,5.160943505963427
57.95884,0,460724.3372,4276474.804,-1.525483333,6.362686357,0.803640516,0.014188889,1.0222870077163562,1.0214101293059803,1.020534904473542,10.57678454252272,10.526573027854408,10.476775772015436,1.1231227350673232,1.1212120571105413,1.1192775037822227,13.424218411289274,13.277696429508985,13.12758651895314
1.984226667,0,460750.8984,4276523.884,-8.75201,2.933535904,0.467391408,0.223105556,,,,,,,,,,,,
62.29364333,0,460722.2802,4276471.003,-1.50521,6.251969761,0.796016869,0.004655556,0.9599220270387002,0.956600726524873,0.9530002974829,9.248770480815189,9.11847112194944,8.965883573360033,1.062130482325291,1.031087580820911,0.9925082477085723,12.79994336454324,11.53799861061828,9.77035131403829
62.50923,0,460722.1779,4276470.814,-1.682533333,6.49893437,0.812842151,0.002894444,0.962185355507193,0.9587759547086151,0.9550749682947473,9.300467097513536,9.166116135799067,9.008318733030748,1.0747869784343909,1.042079748074144,1.001340474683854,13.255681098035302,11.879194097077626,9.951872210998907
97.50229333,0,460705.5729,4276440.131,-0.981116667,6.190343275,0.791714733,0.016022222,0.9030926366779942,0.9024653864062397,0.9018406168959284,8.024288006928568,8.000048809169705,7.976097756024276,0.392237804782744,,,6.646002801498978,2.467390025669723,1.0766589821764887
31.07608333,0,460737.0937,4276498.376,-7.484443333,3.897732237,0.590812001,0.003583333,,,,,,,,,,,,
27.9105,0,460738.5958,4276501.151,-9.776306667,3.570496672,0.552728633,0.083944444,,,,,,,,,,,,
55.90881,0,460725.3099,4276476.602,-0.337986667,6.614990362,0.820529216,0.002055556,0.9045534866194089,0.8856541696435909,0.8677493087867189,8.82247285097094,8.027004133554485,7.358822300555624,-0.10086558959242584,,,1.4241763847070978,0.7927466407861536,0.36184534871104007
26.64404667,0,460739.1968,4276502.262,-0.55561,5.301232743,0.724376872,0.010077778,0.6636601321015644,0.6367806760375254,0.6116236801799597,5.076639881919958,4.609567002957492,4.211145297762742,0.6695119966286971,0.5161763516992318,0.376348480956725,7.29900715085233,4.6720985685223555,3.1350162814060205
42.28383,0,460731.7753,4276488.548,-0.965666667,3.960574069,0.59775814,0.006511111,0.8586067748369528,0.8477231707837971,0.8354712327819585,7.508632779367576,7.221156791377868,6.88336044390621,0.5834169103138676,0.41214327806613327,0.3081794610903525,6.537860393535679,3.8319242060149836,2.5055694941438267
9.017896667,0,460747.5608,4276517.717,-3.134356667,4.979896407,0.697220309,0.041444444,0.6482906529355557,0.5751401150069346,0.4834079557139232,5.141178358067761,4.449289379279511,3.6693289158933116,1.0188374939607154,0.9506772842595836,0.8574505247945664,12.35274133528027,10.443293747758732,7.6277044226455715
72.96984,0,460717.2141,4276461.642,-9.071056667,3.243911664,0.511069019,0.013444444,,,,,,,,,,,,
95.24601333,0,460706.6435,4276442.11,-1.278826667,6.199475438,0.792354944,0.000255556,0.8974956145986195,0.8969362199866578,0.8963892548051191,7.919641785388956,7.897608745439749,7.876661985882628,0.67980603488249,,,10.02753797746115,4.784163737113086,1.7973978259343104
45.41409,0,460730.2899,4276485.804,-3.266666667,9.249680701,0.966126741,0.013511111,0.9728990831724265,0.9715229218981375,0.9701546275757813,9.462534910372383,9.395049728195193,9.328846014486476,1.1536002458029204,1.153572295502612,1.1535443729717176,14.245400306366392,14.242959710991451,14.240526024609743
25.46312,0,460739.7571,4276503.297,-6.626283333,3.194818873,0.504446241,0.031672222,,,,,,,,,,,,
42.10212333,0,460731.8615,4276488.708,-0.829956667,4.342593262,0.637749154,0.00755,0.8584931641495478,0.8476144428750412,0.8353701630870193,7.506621969283538,7.219267996279665,6.881748321339629,0.5820284111833152,0.41163975827602306,0.3080772762203552,6.494148903674353,3.8196925813346767,2.5041022757716007
74.37403,0,460716.5478,4276460.411,-2.744043333,6.960930732,0.842667312,0.010527778,0.9571747877738229,0.9566051267465718,0.9560367815495547,9.087298525084524,9.060971987760826,9.034855637535015,1.1940882042576508,1.193956594607995,1.1938254774990897,15.64779394607027,15.63465146743116,15.621652137530502
45.80459,0,460730.1046,4276485.461,-0.383693333,6.250411746,0.795908627,0.009122222,0.8708417775193661,0.8578886460585268,0.8433880192144283,7.7914802434019474,7.427484899298084,7.0116466986328865,0.38332306610187994,0.2665845226930894,0.21166108824050328,4.044667323941279,2.4172583333035087,1.8844962891351975
83.84518667,0,460712.0535,4276452.106,-8.830006667,3.387317808,0.529855945,0.052038889,,,,,,,,,,,,
96.60531667,0,460705.9985,4276440.918,-1.672333333,5.82473738,0.765276349,0.004927778,0.9091248669018681,0.9083370578588962,0.9075583681990207,8.143446995562243,8.111942561967386,8.081266181760876,1.1979373069939672,1.1971557431020217,1.1963663181093562,15.850237336750947,15.773835485135294,15.695573915012783
88.5411,0,460709.8252,4276447.989,-0.298073333,5.084095516,0.706213701,0.004994444,0.613552614552617,0.5835173768251155,0.5578203043918528,4.610762490027042,4.107263961519644,3.7344951278250513,0.8073905663553713,0.6169754556137541,0.44534415454060844,10.028054434011167,6.417864835944472,3.645985671375671
115.62907,0,460696.9713,4276424.237,-3.17488,8.427939056,0.925721386,0.075927778,1.0520735118323237,1.0507397021449647,1.0494248567533282,11.360365673639667,11.273882699371038,11.1908137809501,1.1413933181697047,1.14135615579829,1.1413188634013567,13.851289201008749,13.848199714341835,13.84508263026187
83.37492333,0,460712.2766,4276452.519,-1.285746667,6.543751885,0.815826824,0.015405556,0.8246233606695442,0.8182834244014044,0.8112352584298437,6.828906284522452,6.677645515063721,6.499453835982276,1.0133538791238892,0.8851755658084731,0.6979689802756632,13.090444149667983,10.312260591260094,6.249226996964558
24.51309333,0,460740.208,4276504.13,-0.51921,5.149486769,0.711763947,0.00435,0.6463083614056939,0.6163002480324359,0.5892299758103968,4.938343337239212,4.429027342556195,4.01306147105001,0.5671767600666334,,,7.027333041189243,3.691278048978093,2.0863986080865167
99.52919667,0,460704.611,4276438.354,-0.220666667,8.007177634,0.903479463,0.003105556,0.9056586974598984,0.9055518176862022,0.9054434201287744,8.051470765661868,8.047457605243826,8.04332747028783,-0.2122263343289065,,,0.7739013805050942,0.6134422239438556,0.4657275577828185
44.18689667,0,460730.8723,4276486.88,-0.986193333,3.312211471,0.520118057,0.010938889,0.872022235999663,0.8600102207477227,0.8464446290780651,7.778176183663751,7.447701053687472,7.058842667699177,0.568004464741238,0.37447391741751285,0.2609514366024076,6.51718780486452,3.698319817986698,2.356661574443339
89.76584667,0,460709.244,4276446.915,-0.274693333,6.278658939,0.797866893,0.009722222,0.5365769620785834,0.5239782825034904,0.5133516493372186,3.60275510625801,3.4401466941562933,3.31563443977125,0.5843847152278856,0.3647507200565281,0.2333628003835147,7.171117612504031,3.84047299139736,2.3365257829874757
96.81267,0,460705.9001,4276440.736,-8.921146667,5.551631786,0.744420654,0.1891,,,,,,,,,,,,
50.16815333,0,460728.034,4276481.635,-1.21589,4.876925422,0.688146114,0.008494444,0.8947828415802375,0.8762377191344579,0.8570089173662822,8.4673872416538,7.848430947288745,7.21184659786762,0.7301782047609828,0.4339764418953253,0.22114396685397594,8.969303794258785,5.372522027173008,2.7825490412618854
1.171683333,0,460751.284,4276524.597,-1.019743333,5.17306221,0.713747701,0.008694444,0.6449423476255671,0.5922979172080892,0.5259490673280532,4.922102367267433,4.415118329887189,3.8183663776695163,1.0120299137804454,0.9506330975298618,0.867593346913615,12.017166948591393,10.280871093253737,7.7262021554581946
94.65999667,0,460706.9216,4276442.623,-3.550933333,7.63035799,0.882544914,0.029992778,0.9100174662566246,0.9096357698566976,0.909259438825843,8.14405381581569,8.128632068669967,8.113700904360252,1.212059124093477,1.2118131700645116,1.2115630468394347,16.319929138141504,16.29517857259631,16.26929054849351
90.04179333,0,460709.113,4276446.673,-1.763816667,7.749044407,0.88924815,0.007288889,0.8531385754342722,0.8253192238709355,0.7901901699187619,7.6909742448605005,7.1308052479681105,6.357807829251074,1.1912335664414768,1.1912166530727917,1.1911996533854254,15.533860492945118,15.532221184909918,15.530559041819604
9.71751,0,460747.2288,4276517.103,-9.050706667,2.99406872,0.476261764,0.087205556,,,,,,,,,,,,
88.4905,0,460709.8492,4276448.033,-9.040213333,3.890006034,0.589950275,0.078522222,,,,,,,,,,,,
1.0116,0,460751.36,4276524.737,-8.75685,2.992897973,0.476091912,0.272377778,,,,,,,,,,,,
46.86955,0,460729.5993,4276484.527,-2.96087,9.964623593,0.998460898,0.014577778,0.993885539256836,0.992793992618068,0.9917047615040616,9.917167781968242,9.860195803999224,9.803801710598485,1.1522070541499008,1.1521792369699975,1.1521515162048714,14.19977455001833,14.197342325693624,14.194932852750094
50.39949667,0,460727.9242,4276481.432,-1.30293,5.625412237,0.750154354,0.002461111,0.9685581187192065,0.9570602749786133,0.9437413286997792,9.705614689009382,9.30160983634433,8.778063957173522,0.9398390479319932,0.6913578771671909,0.34161113571357726,11.610641566338742,8.706408655752286,4.56494073340743
41.95190333,0,460731.9328,4276488.839,-1.68568,4.456732945,0.649016611,0.010616667,0.855056374505847,0.8443643490499064,0.8323839137416122,7.444533762377891,7.162363767435931,6.8343046876901345,0.7656251805595949,0.5712707876884706,0.39717145640092094,8.917551583813687,5.8294177707383446,3.40472152766738
87.639,0,460710.2532,4276448.78,-2.906456667,8.097660375,0.908359558,0.021277778,0.9267505778847752,0.9266695426345499,0.9265883497659858,8.451286531048654,8.44793527671704,8.444572525041123,1.1939613633165544,1.1939426920908058,1.1939240119883507,15.631931191473702,15.63008584566876,15.628238333747245
105.1508867,0,460701.9434,4276433.425,-0.67042,7.122647648,0.852641461,0.005877778,0.962472866807139,0.9623791155157349,0.962285754519859,9.176612953416017,9.172186290033572,9.167802228511952,0.3933451899426943,0.23171007385085501,0.12010838242055648,4.008125441557278,2.473689524548289,1.8959045382509785
41.68821,0,460732.058,4276489.071,-8.980616667,2.701623222,0.431624781,0.029683333,,,,,,,,,,,,
39.85896333,0,460732.926,4276490.675,-1.023566667,4.591445806,0.661949463,0.0045,0.8442527635468979,0.8359035100450951,0.8266561478788373,7.202545199295372,6.986389003028901,6.736887043141886,0.7805823101513767,0.6168112091003172,0.4643322753209687,8.916315662964987,6.033680511009807,3.6993766895270124
24.21227333,0,460740.3507,4276504.394,-1.025113333,4.905660951,0.690697529,0.000538889,0.7261422642778312,0.698126484091672,0.6684177714934194,5.810445536101254,5.322825935042245,4.816177743347007,0.8114449286425737,0.5618781105275885,0.2891796266446755,10.013683003159134,6.478059440644324,3.5423092431242207
32.59851333,0,460736.3712,4276497.041,-0.483616667,4.655404189,0.667957393,0.005594444,0.6903507504650215,0.6761026299736996,0.6622430023643916,5.170785994830964,4.901745405810576,4.6593515402918,0.6630570620599208,0.5370987404686325,0.43481812452080115,7.012077078183675,4.603170507799252,3.220521182502581
96.40687667,0,460706.0927,4276441.092,-1.672406667,5.774592923,0.761521374,0.001122222,0.8989315743797082,0.8984261049425899,0.8979331615187032,7.943865717753068,7.9237647712478045,7.904741272380802,0.9569305950401219,,,13.2702116499629,9.055878665884828,3.542912647282091
107.5713333,0,460700.7949,4276431.302,-1.065076667,6.043977065,0.781322808,0.0156,0.9896906950750676,0.9891871496443898,0.9886837947932955,9.791242228400883,9.76541479501663,9.739677915030857,0.7880484634890504,0.6303622486117176,0.48290622570315894,9.027066502962326,6.138304994910234,3.7914326591254985
43.48277,0,460731.2064,4276487.497,-9.536613333,2.423970352,0.384527304,0.071288889,,,,,,,,,,,,
1.86596,0,460750.9546,4276523.988,-1.605553333,6.730565761,0.828051572,0.002172222,0.5863982395161205,0.5085991023997166,0.4315309885680262,4.574911968482499,3.858319958689338,3.162121548562262,1.0083890562844904,0.9476335283871178,0.8655333365155053,11.898172688807582,10.195042869173909,7.691100236909663
26.47231333,0,460739.2783,4276502.412,-0.749326667,5.101000837,0.707655395,0.008427778,0.6636601321015644,0.6367806760375254,0.6116236801799599,5.076639881919958,4.609567002957492,4.211145297762742,0.5995335486431244,0.36953826319289,0.21455497581123137,7.000570283466653,3.976798154992513,2.434369501650801
115.8233,0,460696.8791,4276424.067,-3.380353333,8.397271559,0.924138198,0.079327778,1.0520735118323237,1.0507397021449647,1.0494248567533282,11.360365673639667,11.273882699371038,11.1908137809501,1.1413933181697047,1.14135615579829,1.1413188634013571,13.85128920100875,13.848199714341835,13.84508263026187
94.38730333,0,460707.051,4276442.863,-3.53988,7.596692218,0.880624531,0.031098333,0.9247397593202024,0.9243737739974829,0.9240088627490635,8.424088163609596,8.408911065699268,8.393850972574283,1.199315746490775,1.1990078033017926,1.1986984611859373,15.854626339531098,15.823980770407253,15.79299470353495
50.61097333,0,460727.8239,4276481.247,-3.999546667,6.287012823,0.798444346,0.026188889,1.038802521237945,1.038793868962813,1.0387852253659353,10.935112664151248,10.9345904464126,10.93406950008118,1.1497843746465293,1.149752719755998,1.1497210676195844,14.121088998047302,14.118363998431462,14.115640129062244
1.426036667,0,460751.1633,4276524.374,-5.729573333,3.567068722,0.552311476,0.0586,,,,,,,,,,,,
20.18297333,0,460742.2627,4276507.927,-8.613353333,3.007473662,0.478201833,0.004588889,,,,,,,,,,,,
96.81165,0,460705.9006,4276440.737,-4.606056667,8.112605561,0.909160361,0.011061111,0.9091248669018679,0.9083370578588962,0.9075583681990207,8.143446995562243,8.111942561967386,8.081266181760876,1.1979373069939672,1.1971557431020217,1.1963663181093562,15.850237336750947,15.773835485135287,15.695573915012783
2.828923333,0,460750.4976,4276523.144,-8.999223333,2.871312044,0.458080393,0.202961111,,,,,,,,,,,,
84.39407667,0,460711.793,4276451.625,-4.035306667,6.368291411,0.804022928,0.047524444,0.8851250770887565,0.8849437221481397,0.8847610599148155,7.682264549257963,7.675825217891143,7.669297334788196,1.1840642562712718,1.1833086249509221,1.182528471873419,15.34520515734214,15.277920868081141,15.20494043252301
50.83321667,0,460727.7184,4276481.052,-4.206626667,5.789604499,0.762648897,0.035411111,1.038802521237945,1.038793868962813,1.0387852253659353,10.935112664151248,10.9345904464126,10.93406950008118,1.1497843746465295,1.149752719755998,1.1497210676195844,14.121088998047298,14.118363998431462,14.115640129062244
114.23308,0,460697.6337,4276425.461,-3.2483,8.250591588,0.91648509,0.06695,1.0324830911166092,1.0312144692867997,1.0299653193641936,10.853940912051545,10.776632949808594,10.70247580841763,1.151183408719164,1.1511057486653606,1.1510280623694509,14.17062701577027,14.16391816020764,14.15720665482965
1.060856667,0,460751.3366,4276524.694,-5.830473333,3.535519812,0.548453275,0.063627778,,,,,,,,,,,,
76.02990667,0,460715.762,4276458.959,-0.5474,5.433278417,0.73506196,0.012877778,0.6919933022951502,0.6830188020329778,0.6752582117758206,5.132025429711225,4.9203194748885375,4.760292288435838,0.5529562876535207,0.48493245802006646,0.4402142794279649,5.094413613447146,3.5723687995117386,2.942135955345778
89.79656,0,460709.2294,4276446.888,-1.642046667,7.623566579,0.882158197,0.002288889,0.8481158401023479,0.816394510679218,0.7757594636849966,7.657454911483114,7.048810580125667,6.200457116808221,1.1912335664414768,1.1912166530727917,1.1911996533854254,15.533860492945118,15.532221184909918,15.530559041819604
87.04416667,0,460710.5355,4276449.301,-0.63943,6.44218653,0.809033295,0.0053,0.7172679833762026,0.6927579916960879,0.6682880429443414,5.685162574697934,5.215164159056222,4.774829540260424,0.5989995841559406,0.398850731197646,0.27840609921238324,7.301343445115597,3.971911691522268,2.4511903313742245
106.8469033,0,460701.1386,4276431.938,-2.982893333,6.65488353,0.823140459,0.026777778,0.9497887636979321,0.9494046792427523,0.9490183138269531,8.925186050795055,8.9081754838855,8.8909677768487,1.1423225617993336,1.1422915125875368,1.142260498613983,13.880478616805183,13.877861910597886,13.875253574251285
32.24229,0,460736.5403,4276497.353,-6.09524,4.021027238,0.604337015,0.029533333,,,,,,,,,,,,
