x,y,Z,Log(Conductivity mS/m),conductivity
460692.1253699999,4276450.3175,-0.5,0.3067472073410198,2.0265027962775997
460691.32759,4276448.832,-0.5,0.36925384296689395,2.3402046769964384
460690.60156,4276447.494,-0.5,0.4261471401096383,2.667762356310212
460690.12734,4276446.635199999,-0.5,0.4757225814215563,2.9903538485044554
460689.64031999995,4276445.7584,-0.5,0.4781713105575318,3.007262304775426
460689.16632,4276444.892399999,-0.5,0.45957820053625476,2.8812318074328784
460688.71764000005,4276444.059699999,-0.5,0.4467214482645746,2.797186659198009
460688.29426999995,4276443.2603,-0.5,0.455176560525989,2.8521775721754654
460687.87971,4276442.4804,-0.5,0.48998542868728273,3.090191749626494
460687.47320999997,4276441.7123,-0.5,0.5290684390292064,3.381181149218918
460687.07469,4276440.9561,-0.5,0.5538242031945453,3.5795151361659676
460686.68551000004,4276440.2057,-0.5,0.5597604983703508,3.6287788226870794
460686.30708,4276439.4639,-0.5,0.567341632428672,3.692679644649058
460685.93938999996,4276438.7308,-0.5,0.5690899417399355,3.707574971573581
460685.58099,4276438.0095,-0.5,0.5788641304782737,3.791963344109387
460685.20605999994,4276437.2713,-0.5,0.5808124076761716,3.809012585888727
460684.81450000004,4276436.5161,-0.5,0.5700462212656504,3.7157477310039826
460684.39184,4276435.735400001,-0.5,0.541061245945969,3.4758517583962183
460683.95449000003,4276434.943,-0.5,0.47130759790607546,2.9601082811999757
460683.50237999996,4276434.1391,-0.5,0.3825364707041957,2.412884150614472
460683.07292999997,4276433.3591,-0.5,0.27449013422162954,1.8814389654711035
460682.66486,4276432.6091,-0.5,0.2564627486998943,1.8049399130552024
460682.27809,4276431.8891,-0.5,0.24524861790905747,1.758930249855115
460681.88749,4276431.1681,-0.5,0.23618322802614358,1.7225951813696212
460681.49442999996,4276430.443,-0.5,0.2171585737041841,1.6487642940282203
460681.09900000005,4276429.7137,-0.5,0.2547139282745505,1.7976863809508992
460680.70719999995,4276428.995599999,-0.5,0.2746722510365128,1.8822280925212962
460680.3335,4276428.2971,-0.5,0.30865039130864175,2.0354029110278304
460679.97801,4276427.6184,-0.5,0.34710860266810867,2.223865936350772
460679.6412000001,4276426.9523,-0.5,0.37147353517522136,2.352196152042613
460679.28575,4276426.2634,-0.5,0.4392206634792975,2.7492907030945792
460678.91156000004,4276425.551700001,-0.5,0.4310679269642355,2.6981614124357263
460678.52053999994,4276424.8160999995,-0.5,0.4375921193040485,2.739000549005853
460678.13772999996,4276424.0875,-0.5,0.4229485244235514,2.6481862387120647
460677.76331,4276423.365900001,-0.5,0.4055230904862885,2.544035050305064
460677.38688,4276422.6427,-0.5,0.36865029082163103,2.336954682777514
460677.00253,4276421.9027,-0.5,0.3400590087566354,2.1880589011874756
460676.61026999995,4276421.145900001,-0.5,0.3039463597420392,2.0134755476053683
460676.21073000005,4276420.3773,-0.5,0.27295806552252655,1.8748134716454916
460675.80351,4276419.604,-0.5,0.25500809416899,1.798904441921023
460675.3885100001,4276418.8261,-0.5,0.20075144323418267,1.5876378467097794
460674.96670000005,4276418.0427,-0.5,0.28986143961957034,1.9492226067862382
460674.49226,4276417.1764,-0.5,0.31237951139912723,2.0529553852381572
460674.00839,4276416.3033,-0.5,0.2909102306385944,1.9539355324431165
460673.51491,4276415.4234,-0.5,0.2781452776170481,1.8973405021708254
460673.02222,4276414.5453,-0.5,0.28497003026364326,1.9273919033952345
460672.53024000005,4276413.6688,-0.5,0.2747211534426518,1.8824400470104905
460672.0390500001,4276412.7941,-0.5,0.25771118158527,1.8101358994280687
460671.54793,4276411.9161,-0.5,0.23824679886044192,1.7307996506224983
460671.05669999996,4276411.034700001,-0.5,0.2208303752889687,1.6627630892831473
460670.56555000006,4276410.149900001,-0.5,0.20791852144291978,1.6140557133106492
460670.07351,4276409.262599999,-0.5,0.07100478193293898,1.1776189399848793
460669.62448999996,4276408.4514,-0.5,-0.14865084770543655,0.7101484644212592
460669.17547,4276407.6401,-0.5,-0.30939937097742853,0.49045665181121856
460668.72654,4276406.8288,-0.5,-0.3156663266964705,0.48343008412721095
460668.27725,4276406.0142,-0.5,-0.41813122992349555,0.3818288769136193
460667.8275,4276405.1964,-0.5,-0.44515100321637807,0.35879715998729067
460667.37739000004,4276404.3752999995,-0.5,-0.4651974448268629,0.3426119882410651
460666.92859,4276403.5564,-0.5,-0.49116314225988994,0.3227281569093339
460666.4812,4276402.739800001,-0.5,-0.5256065786258879,0.2981215848831936
460666.03512,4276401.9254,-0.5,-0.7681279128998769,0.17055799699755195
460665.5878,4276401.104900001,-0.5,-1.0390532143797566,0.09140012414538273
460665.13931999996,4276400.2782000005,-0.5,-1.0611289246476299,0.08687025080029569
460664.68958999997,4276399.445499999,-0.5,-0.6602279547865284,0.21866136013642573
460664.23615000007,4276398.6019,-0.5,-1.277614520580796,0.05276980379530351
460663.77945,4276397.7507,-0.5,-2.7220914002761174,0.0018963067883391704
460662.86145,4276396.032,-0.5,-1.379939029251315,0.04169279120119034
460660.63318,4276391.7488,-0.5,-1.589208087865032,0.02575087034124482
460660.20083,4276390.91,-0.5,-1.161897860667125,0.06888142757406814
460659.76515,4276390.0681,-0.5,-0.9253233741058419,0.11876176023475377
460659.27479999996,4276389.1355,-0.5,-0.2035203280135175,0.6258635684517381
460658.78176999994,4276388.2074,-0.5,-0.20636144258349293,0.6217825897790693
460658.28091000003,4276387.2772,-0.5,-0.26857704853096076,0.5387942489755067
460657.77413,4276386.3475,-0.5,-0.06835329344502208,0.8543714090355605
460657.2616,4276385.418199999,-0.5,-0.04493338255686889,0.9017094423119252
460656.73481,4276384.4742,-0.5,-0.06560659532636628,0.8597920095024859
460656.20383,4276383.5085,-0.5,-0.026530711388741145,0.9407393027533851
460655.66865,4276382.5211,-0.5,0.001830327379704243,1.004223377969125
460655.14627,4276381.5368,-0.5,-0.0058806722585441965,0.9865505152627294
460654.62429999997,4276380.5641,-0.5,0.02332950735917674,1.055187183039513
460654.15409,4276379.6907,-0.5,-0.1699036578786949,0.6762329715258211
460653.68363,4276378.8213,-0.5,-0.13741882370232414,0.7287543771506819
460653.21672,4276377.9489,-0.5,-0.10383485584026651,0.7873451274403424
460652.75135000004,4276377.0709999995,-0.5,-0.14633551374246676,0.7139445558570053
460652.28744,4276376.1876,-0.5,-0.19602034796770845,0.6367656858727203
460651.82545999996,4276375.3065,-0.5,-0.19432417379503408,0.6392574914287168
460651.35533999995,4276374.4346,-0.5,-0.2316945959428698,0.586550492869419
460650.87708,4276373.572,-0.5,-0.28135088217066584,0.5231775717611907
460650.40329,4276372.7493,-0.5,-0.3542917167503605,0.4422911844062838
460649.90473999997,4276371.901699999,-0.5,-0.5994511575736198,0.25150628507241013
460649.45697,4276371.1324000005,-0.5,-1.1738528071660157,0.06701116878838553
460650.07618000003,4276370.253500001,-0.5,-1.439823794396639,0.03632253957349266
460650.39535,4276370.8019,-0.5,-0.8986878444216971,0.1262734817805153
460650.73443,4276371.3817,-0.5,-0.6545862763693805,0.22152039830944797
460651.10843,4276372.0355,-0.5,-0.45835843411615873,0.34804994212746937
460651.48066,4276372.702200001,-0.5,-0.35337642965719146,0.4432243077068408
460651.85104,4276373.3818,-0.5,-0.3306221776670548,0.4670655357209949
460652.21348000003,4276374.0572999995,-0.5,-0.2925008476925719,0.5099166022756989
460652.58356999996,4276374.7291,-0.5,-0.30323637333517506,0.4974662554649158
460652.96121000004,4276375.3972000005,-0.5,-0.3092902732614065,0.4905798733211883
460653.35309999995,4276376.0784,-0.5,-0.28098908782321574,0.5236135928484886
460653.76034999994,4276376.8019,-0.5,-0.29446992093899255,0.50760989466844
460654.18312,4276377.5678,-0.5,-0.31317175702236566,0.48621487689432547
460654.62062999996,4276378.3733,-0.5,-0.3427004208469846,0.45425485654935155
460655.05785999994,4276379.176,-0.5,-0.2862566942888195,0.5173009854230268
460655.49481000006,4276379.9759,-0.5,-0.20577656805420752,0.6226205230307822
460655.93467000005,4276380.782000001,-0.5,-0.1536433867857324,0.7020315225480006
460656.3837,4276381.6113,-0.5,-0.135776285085996,0.7315158067891399
460656.84179999994,4276382.4638,-0.5,-0.12248613297447297,0.7542474785898027
460657.28859,4276383.3007,-0.5,-0.14462358840969325,0.7167643748887886
460657.71755999996,4276384.1052,-0.5,-0.17953323137039745,0.6614039262036957
460658.12870000006,4276384.8773,-0.5,-0.18099316469606538,0.6591842699775142
460658.5220100001,4276385.617000001,-0.5,-0.16195588592948504,0.6887222507189853
460658.89811000007,4276386.3269,-0.5,-0.16447858216385464,0.6847332508306782
460659.25710000005,4276387.007000001,-0.5,-0.05705341367488263,0.8768929658561477
460659.73928000004,4276387.9242,-0.5,-0.18760802851917957,0.6492201213228096
460660.21893,4276388.8231,-0.5,-0.2184964586439938,0.6046492818003022
460660.69605,4276389.7036,-0.5,-0.25711324082135284,0.5532058438502881
460661.17063999997,4276390.5657,-0.5,-0.2854833002363348,0.5182230186604817
460661.66459,4276391.4678,-0.5,-0.26555921365670576,0.5425512724129563
460662.1777,4276392.4098,-0.5,-0.2021258057136345,0.6278764502461922
460662.71015,4276393.391799999,-0.5,-0.204837480282912,0.6239682903904481
460663.26217,4276394.405199999,-0.5,-0.20237275225223747,0.6275195315000033
460663.83393,4276395.4501,-0.5,-0.1862867043501697,0.6511983562652514
460664.42525,4276396.5264,-0.5,-0.43893925154673735,0.3639659435707119
460664.89436,4276397.3691,-0.5,-0.2942698753184141,0.5078437648445058
460665.45684,4276398.404,-0.5,-0.227397338545303,0.5923831018340756
460666.02002999996,4276399.4579,-0.5,-0.14475060089718106,0.7165547827366174
460666.5841,4276400.5307,-0.5,-0.12753710698308213,0.7455261700697559
460667.14496,4276401.5896,-0.5,-0.11748642465398834,0.7629807403378424
460667.70271,4276402.6346,-0.5,-0.12644746883734406,0.747399032221557
460668.35284,4276403.827099999,-0.5,-0.05247617898866996,0.8861838294258549
460669.00302999996,4276405.0156000005,-0.5,-0.030293915188108117,0.9326229208733283
460669.64452,4276406.204499999,-0.5,-0.0015798903724187274,0.9963687768743622
460670.27738999994,4276407.3938,-0.5,0.013213936017545,1.030893819745783
460670.90311,4276408.5816,-0.5,-0.009254983170164226,0.9789150755982078
460671.43854999996,4276409.5868,-0.5,-0.037477410315637366,0.9173236484361663
460671.97628999996,4276410.582799999,-0.5,-0.02420693788969108,0.9457863942357132
460672.51625000004,4276411.569700001,-0.5,0.007069743063219388,1.0164119046799185
460673.05848,4276412.5579,-0.5,0.08403606180969389,1.2134896088590472
460673.6028899999,4276413.5476,-0.5,0.13145425715695364,1.3534875246693159
460674.05399000004,4276414.3772,-0.5,0.16504880230224092,1.4623414906633492
460675.13829999993,4276416.2676,-0.5,0.2992767564710748,1.9919423104586378
460676.18267,4276418.074100001,-0.5,0.3817525072972744,2.408532479871536
460677.1871999999,4276419.796700001,-0.5,0.4532995259565047,2.8398769708987994
460678.15181,4276421.4354,-0.5,0.5237213154559419,3.339806575724963
460679.06667,4276422.9927,-0.5,0.584442638052972,3.8409852380172356
460679.93186,4276424.4685,-0.5,0.6277234850382745,4.2434929504652015
460680.74730000005,4276425.8628,-0.5,0.6666655687311352,4.641577099273355
460681.51785000006,4276427.1741,-0.5,0.6770316843537287,4.753699057268291
460682.2437,4276428.402299999,-0.5,0.6948262297353184,4.9525199052232445
460682.92466,4276429.5475,-0.5,0.7124002650899686,5.157037210840838
460682.93477,4276429.5692,-0.5,0.6969843863764043,4.977191908077663
460682.95593999996,4276429.6077,-0.5,0.6828231834498253,4.817516196731631
460682.98798000003,4276429.663000001,-0.5,0.6560577346509419,4.529577916329677
460683.06403,4276429.7994,-0.5,0.6287658514893474,4.253690149265699
460683.1840700001,4276430.015899999,-0.5,0.6051493374906879,4.028555373346455
460683.34793999995,4276430.3127,-0.5,0.5787912070702974,3.7913266800784355
460683.55571999995,4276430.6896,-0.5,0.5431101333533961,3.492288656935022
460683.80509000004,4276431.151,-0.5,0.5233143996798607,3.3366787821018242
460684.09595,4276431.696900001,-0.5,0.49280929320924927,3.1103502245071013
460684.55791,4276432.5742,-0.5,0.49908773079921787,3.155642022760336
460685.053,4276433.515699999,-0.5,0.5118946224544627,3.2500842752365435
460685.58103999996,4276434.5213,-0.5,0.5278307215232314,3.371558670716895
460686.14615000004,4276435.5956,-0.5,0.5483724515809569,3.5348619011013414
460686.71537,4276436.6742,-0.5,0.5481880177280151,3.5333610536030227
460687.28853,4276437.7573,-0.5,0.5200015574060224,3.311323089407536
460687.86804,4276438.8397,-0.5,0.4890156636264219,3.0832991530786975
460688.45399,4276439.9217,-0.5,0.4986978424452484,3.15281031290154
460689.04628999997,4276441.003099999,-0.5,0.5076939744348433,3.218799864960816
460689.63307,4276442.0775,-0.5,0.5183311207257298,3.2986111353866527
460690.08491000003,4276442.8979,-0.5,0.48230455678784595,3.0360195009264004
460690.53115,4276443.7113,-0.5,0.434651176022038,2.720515320856734
460690.97611,4276444.5303,-0.5,0.37880189040620466,2.3922242604137405
460691.41577,4276445.3504,-0.5,0.334802072590766,2.1617331007856193
460691.85003000003,4276446.1716,-0.5,0.32309284818592776,2.1042282564264903
460692.28449,4276446.98,-0.5,0.3382268136005083,2.1788473949061054
460692.71683,4276447.7807,-0.5,0.3644370481059736,2.3143926856368355
460693.14694999997,4276448.5735,-0.5,0.34771614022629593,2.2269790948109933
460693.57243999996,4276449.3794,-0.5,0.3438559245948128,2.207272358033055
460694.00525000005,4276450.2047,-0.5,0.3327863517136167,2.151722948498582
460694.44519999996,4276451.0496,-0.5,0.33278149463504664,2.151698884115045
460694.90471000003,4276451.9255,-0.5,0.3373961179600914,2.174683793448245
460695.37954,4276452.8199000005,-0.5,0.35296654982531583,2.2540655931111164
460695.8697,4276453.732799999,-0.5,0.36490140885599215,2.316868627493827
460696.36783,4276454.656400001,-0.5,0.36082649525253074,2.295231498257332
460696.86852,4276455.6047,-0.5,0.3691786880429727,2.3397997381939057
460697.37168,4276456.5776,-0.5,0.37093760316330227,2.3492952638909075
460697.87549999997,4276457.560099999,-0.5,0.3947012473984678,2.481425537259091
460698.38248,4276458.5313,-0.5,0.411982289691746,2.582154889523461
460698.89254000003,4276459.4913,-0.5,0.4405064915182368,2.7574426682870103
460699.40621999995,4276460.4438000005,-0.5,0.4650997751770602,2.9180973431184722
460699.91119,4276461.3773,-0.5,0.4831759221402166,3.042117063816855
460700.40745,4276462.2918,-0.5,0.49675975523930443,3.1387718951292416
460700.89027999993,4276463.183999999,-0.5,0.5118231390021866,3.2495493660107555
460701.36704000004,4276464.0618,-0.5,0.5407410200781725,3.4732897930988518
460701.83762999997,4276464.9251,-0.5,0.5763407702036852,3.769994965152502
460702.29761999997,4276465.7741,-0.5,0.6164218106692805,4.134488713092529
460702.74873,4276466.6238,-0.5,0.6495239418096204,4.461942217220807
460703.19105,4276467.4743,-0.5,0.6796613896862924,4.782570599035247
460703.63178000005,4276468.3197,-0.5,0.698096863166652,4.9899576891211295
460704.07056,4276469.156099999,-0.5,0.7116851709952843,5.14855280083602
460704.50729,4276469.9836,-0.5,0.7407834249986788,5.50533086795366
460704.94447999995,4276470.815800001,-0.5,0.7752773235006475,5.960426315878219
460705.38693000004,4276471.6559,-0.5,0.7980908949478148,6.28189821009004
460705.83454999997,4276472.503799999,-0.5,0.8071351072272676,6.414090852789966
460706.35072,4276473.4668000005,-0.5,0.7991525797223129,6.297273847306951
460706.88375000004,4276474.4451,-0.5,0.7866906490141388,6.119143655842205
460707.42345,4276475.4333,-0.5,0.759271246660062,5.744751492747947
460707.96982000006,4276476.4311999995,-0.5,0.7217775090480195,5.269598284471452
460708.51557,4276477.4448,-0.5,0.6917020805574604,4.917021197502008
460709.06775000005,4276478.4759,-0.5,0.668006015812787,4.655925428293408
460709.62645999994,4276479.5244,-0.5,0.6179013071141535,4.14859755553225
460710.18909999996,4276480.576799999,-0.5,0.5471009071702648,3.524527529913498
460710.86159000004,4276481.8246,-0.5,0.478446137891844,3.0091659426882384
460711.5381,4276483.076300001,-0.5,0.4374937757912564,2.7383803881444977
460712.15526,4276484.224699999,-0.5,0.4066556109689834,2.550677851083107
460712.76919,4276485.3693,-0.5,0.37028687747522165,2.345777830184693
460713.39025999996,4276486.5156000005,-0.5,0.34138171741958484,2.1947331196431934
460714.01839,4276487.6637,-0.5,0.35045845434418493,2.241085647878514
460714.7006,4276488.907,-0.5,0.3804406862629264,2.4012682924483384
460715.37671,4276490.147899999,-0.5,0.40000563739858963,2.511919037488985
460717.09259,4276493.3266,-0.5,0.4533539095882736,2.840232610908484
460718.80711000005,4276496.5095,-0.5,0.5134564158684929,3.2617931464443695
460720.41425000003,4276499.5051,-0.5,0.5632331906024861,3.657911472321097
460722.01994,4276502.505,-0.5,0.5850953618280014,3.8467623949015044
460723.62831000006,4276505.5021,-0.5,0.6019989314138184,3.9994376569400707
460725.23936999997,4276508.4964000005,-0.5,0.6132189290061258,4.10410940097687
460726.85311,4276511.488,-0.5,0.6236450858722018,4.203829426301867
460728.45756999997,4276514.4698,-0.5,0.6182033533365897,4.1514838553120885
460730.00591,4276517.3482,-0.5,0.5902186732390673,3.8924108389528995
460731.55108,4276520.2192,-0.5,0.5505729493451962,3.552817908900819
460732.05201000004,4276521.1468,-0.5,0.4834014085298417,3.0436969459652015
460732.55001000006,4276522.0646,-0.5,0.38080455027875254,2.4032809849471968
460733.04501,4276522.9725,-0.5,0.2876712071413129,1.939417040339274
460733.53711000003,4276523.875499999,-0.5,0.18281888816002567,1.523417317558875
460734.02209,4276524.7805,-0.5,0.0741021638020424,1.1860477222243282
460734.50011,4276525.6877,-0.5,-0.03487682559253207,0.9228331235612581
460734.97000000003,4276526.5857,-0.5,-0.11898837587533083,0.7603466277530067
460735.44370999996,4276527.4816,-0.5,-0.1574048894713721,0.6959773571125734
460735.92114000005,4276528.375499999,-0.5,-0.1679269763984189,0.6793178455937066
460736.41146,4276529.2887,-0.5,-0.1629619513560014,0.6871286368823805
460736.90986,4276530.217,-0.5,-0.16965097169802285,0.6766265396086028
460737.41626,4276531.1603,-0.5,-0.10697699936575869,0.7816692014102274
460737.92611,4276532.1161,-0.5,-0.11490438859854028,0.7675304451907256
460738.43921999994,4276533.079400001,-0.5,-0.06975711145198929,0.8516141886284703
460738.95576,4276534.0503,-0.5,-0.024410367920139023,0.9453434774863854
460739.47807,4276535.026,-0.5,0.012743041106974712,1.0297766524973966
460740.00733000005,4276536.0178000005,-0.5,0.044239908207620866,1.107235261862187
460740.54354999994,4276537.0258,-0.5,0.04647053120877518,1.112936872576591
460741.08664,4276538.049900001,-0.5,0.045064725106878555,1.1093401335232695
460741.62762000004,4276539.0687,-0.5,0.04514291585210116,1.1095398780381371
460742.16639,4276540.0822,-0.5,0.06888088596806057,1.1718739113821155
460742.70296,4276541.0905,-0.5,0.07249171646517052,1.1816577739285126
460743.24204000004,4276542.096100001,-0.5,0.06031226533183861,1.1489794609022164
460743.7836300001,4276543.099099999,-0.5,0.02318482309101576,1.054835708259464
460744.32774,4276544.0993,-0.5,-0.008684252668340862,0.980202367939413
460744.87184000004,4276545.0996,-0.5,-0.030851702672243967,0.9314258725717717
460745.41595,4276546.0999,-0.5,-0.07184825469707683,0.8475234926055819
460745.95410000003,4276547.0937,-0.5,-0.1304036560695027,0.7406215487852172
460746.48647999996,4276548.0812,-0.5,-0.1548432636590577,0.7000946136943195
460747.0129,4276549.062299999,-0.5,-0.16966614098476188,0.6766029064215099
460747.53054999997,4276550.027799999,-0.5,-0.22599213801597628,0.5943029171168721
460748.12383000006,4276551.1342,-0.5,-0.28274925124064115,0.5214957203692077
460748.70165999996,4276552.2129999995,-0.5,-0.33379611357625527,0.46366454331316814
460749.26403,4276553.2641,-0.5,-0.2924627432882366,0.5099613436242741
460749.81159000006,4276554.295399999,-0.5,-0.22325408756080184,0.5980615918279308
460750.51278,4276555.648100001,-0.5,-0.3332432995286901,0.46425511834472966
460751.16404999996,4276556.9035,-0.5,-0.311567857154396,0.48801384465350356
460751.78179000004,4276558.0644000005,-0.5,-0.2892882073494233,0.5137026340996487
460752.34394999995,4276559.1262,-0.5,-0.3398261260718019,0.45727122585854657
460752.86118999997,4276560.0965,-0.5,-0.415941347671739,0.38375906941364823
460753.47070000006,4276560.9114,-0.5,-0.39965200754974917,0.3984262945914047
460753.93134,4276561.4892,-0.5,-0.4358425211179319,0.36657047213018534
460753.99221,4276561.4252,-0.5,-0.31445585773202783,0.48477938374078205
460753.96819000004,4276561.213099999,-0.5,-0.28094382095797293,0.5236681723613187
460753.85854000004,4276560.8452,-0.5,-0.33943096340405915,0.4576874843132438
460753.50471,4276559.969800001,-0.5,-0.15630831395047348,0.6977368914606115
460753.11006,4276559.005700001,-0.5,-0.1034962300452973,0.7879592714135942
460752.66424,4276557.956499999,-0.5,-0.011027171857771252,0.974928638897153
460752.16899,4276556.819399999,-0.5,0.08569642004924252,1.2181378001840186
460751.61373999994,4276555.5868,-0.5,0.13400107079262516,1.36144803923603
460750.8642,4276554.331900001,-0.5,0.1684829119163608,1.4739505446446932
460750.08105,4276552.9676,-0.5,0.21447817591681384,1.6386197156113036
460749.6062,4276552.067300001,-0.5,0.22026857605790925,1.660613545304036
460749.12484999996,4276551.1372,-0.5,0.1761696620957793,1.5002708189517555
460748.64011000004,4276550.1906,-0.5,0.19643811224723215,1.5719477710880418
460748.14219000004,4276549.2378,-0.5,0.24807101542150192,1.770398428520617
460747.63119,4276548.2788,-0.5,0.21064390431306934,1.624216448576222
460747.10702,4276547.3136,-0.5,0.17619026981170832,1.5003420100206701
460746.5899,4276546.3495,-0.5,0.050237935992779,1.1226333405855284
460746.07983,4276545.386499999,-0.5,-0.03637250708794753,0.9196604137063562
460745.42880999995,4276544.148,-0.5,-0.18282848818668004,0.6564044427225034
460744.7809,4276542.9228,-0.5,-0.28071791841341115,0.5239406343654084
460744.13609999995,4276541.7108,-0.5,-0.3463460610017574,0.45045762114010807
460743.4956300001,4276540.5128,-0.5,-0.258209812741514,0.5518107886317511
460742.8563,4276539.3156,-0.5,-0.3016787340057339,0.49925366994596704
460742.21819000004,4276538.1191,-0.5,-0.6926112782055237,0.20294984398460975
460741.57918,4276536.917900001,-0.5,-0.6157032146025769,0.24226840795873383
460740.93937,4276535.7121,-0.5,-0.6673239815577802,0.21511763689593338
460740.29867000005,4276534.5016,-0.5,-0.4049303233690871,0.3936132202671809
460739.65749,4276533.2999,-0.5,-0.25664254558961763,0.553805742128648
460739.16376,4276532.3835,-0.5,-0.13666385649390272,0.7300223282132715
460738.66955000005,4276531.4757,-0.5,-0.1161955197633938,0.7652520122097128
460738.17855,4276530.5669,-0.5,-0.12041082490761698,0.7578603308065709
460737.68955000007,4276529.6564,-0.5,-0.13622602086466007,0.7307586741050748
460737.20262,4276528.744099999,-0.5,-0.15860341981832013,0.6940593036564942
460736.71184,4276527.8256,-0.5,-0.14755183820273096,0.711947815502715
