Z_bin,param,elm_id,region,cellType,X,Y,Z,Resistivity(ohm.m),Resistivity(log10),Sensitivity(log10),Scaled_Sensitivity(log10),Conductivity(mS/m),eX,eY,source,eX_index,filtered_row_index,x,y
-0.5,403.0,403.0,1.0,5.0,9.026773333333333,0.0,-0.4719933333333334,0.56559,-0.24808,-0.50103,2.258,1772.790400309171,7,12,12,0,12,478699.8567047276,3617355.0709030456
-0.4,206.0,206.0,1.0,5.0,9.014083333333334,0.0,-0.3820733333333333,0.5629,-0.24957,-0.54075,2.11374,1776.5144785930006,7,12,12,0,12,478699.8567047276,3617355.0709030456
-0.2,836.0,836.0,1.0,5.0,9.012373333333333,0.0,-0.18345666666666668,0.66954,-0.17422,-0.75865,2.036,1493.5627445708994,7,12,12,0,12,478699.8567047276,3617355.0709030456
-0.1,699.5,699.5,1.0,5.0,9.006186666666668,0.0,-0.09172833333333333,0.67034,-0.17492000000000002,0.7337750000000001,3.503075,1500.169974691812,7,12,12,0,12,478699.8567047276,3617355.0709030456
-5.0,411.0,411.0,1.0,5.0,9.01674,0.0,-5.038876666666666,1.13269,0.05411,-2.18466,-1.0412,882.8540907044293,7,12,13,0,13,478699.9334612145,3617353.044772484
-4.6000000000000005,105.0,105.0,1.0,5.0,9.086263333333335,0.0,-4.633253333333333,1.12709,0.05196,-2.35541,-1.00285,887.2405930316124,7,12,13,0,13,478699.9334612145,3617353.044772484
-4.4,98.0,98.0,1.0,5.0,8.85889,0.0,-4.406376666666667,1.12579,0.05146,-2.43716,-0.77355,888.2651293758161,7,12,13,0,13,478699.9334612145,3617353.044772484
-4.1000000000000005,410.0,410.0,1.0,5.0,9.096456666666667,0.0,-4.067623333333334,1.12064,0.04946,-2.38589,-0.65441,892.3472301541975,7,12,13,0,13,478699.9334612145,3617353.044772484
-3.8000000000000003,240.0,240.0,1.0,5.0,8.9778,0.0,-3.8245566666666666,1.11862,0.04868,-2.06541,-0.50628,893.9586275947149,7,12,13,0,13,478699.9334612145,3617353.044772484
-3.5,693.0,693.0,1.0,5.0,9.124113333333334,0.0,-3.478803333333333,1.11182,0.04604,-2.09654,-0.36016,899.4261661060243,7,12,13,0,13,478699.9334612145,3617353.044772484
-3.3000000000000003,762.0,762.0,1.0,5.0,8.887123333333335,0.0,-3.258736666666666,1.11524,0.04737,-1.93302,-0.07592,896.6679817797066,7,12,13,0,13,478699.9334612145,3617353.044772484
-2.9000000000000004,666.0,666.0,1.0,5.0,8.914093333333334,0.0,-2.94516,1.11164,0.04596,-1.83686,-0.07734,899.5718038213811,7,12,13,0,13,478699.9334612145,3617353.044772484
-2.8000000000000003,575.0,575.0,1.0,5.0,9.19553,0.0,-2.8065700000000002,1.09874,0.0409,-1.37026,0.35805,910.1334255601871,7,12,13,0,13,478699.9334612145,3617353.044772484
-2.3000000000000003,381.0,381.0,1.0,5.0,8.91453,0.0,-2.2892200000000003,3.99793,0.60184,-1.99943,-0.25963,250.12944198622785,7,12,13,0,13,478699.9334612145,3617353.044772484
-2.0,53.0,53.0,1.0,5.0,8.853226666666666,0.0,-2.0108566666666667,1.45847,0.1639,-1.35993,0.64419,685.6500305114264,7,12,13,0,13,478699.9334612145,3617353.044772484
-1.8,13.0,13.0,1.0,5.0,9.001890000000001,0.0,-1.8187200000000001,0.90062,-0.04546,-0.90118,1.11167,1110.3462059470144,7,12,13,0,13,478699.9334612145,3617353.044772484
-1.6,809.0,809.0,1.0,5.0,8.82002,0.0,-1.5820433333333332,0.68788,-0.16249,-0.72155,1.54497,1453.7419317322788,7,12,13,0,13,478699.9334612145,3617353.044772484
-1.4000000000000001,496.0,496.0,1.0,5.0,8.891150000000001,0.0,-1.3650666666666667,0.57075,-0.24356,-0.29934,1.81648,1752.0805957074026,7,12,13,0,13,478699.9334612145,3617353.044772484
-1.3,552.0,552.0,1.0,5.0,9.14742,0.0,-1.3235666666666668,0.54704,-0.26198,-0.29238,1.80239,1828.019888856391,7,12,13,0,13,478699.9334612145,3617353.044772484
-0.9,398.5,398.5,1.0,5.0,8.928374999999999,0.0,-0.9031666666666667,0.51684,-0.286835,0.001854999999999999,2.162605,1936.5251631610972,7,12,13,0,13,478699.9334612145,3617353.044772484
-0.6000000000000001,41.0,41.0,1.0,5.0,9.134826666666667,0.0,-0.6200733333333334,0.54704,-0.26198,-0.02655,2.11117,1828.019888856391,7,12,13,0,13,478699.9334612145,3617353.044772484
-0.5,176.0,176.0,1.0,5.0,8.970590000000001,0.0,-0.45979333333333333,0.57796,-0.2381,-0.11246,2.1603,1730.2235448819986,7,12,13,0,13,478699.9334612145,3617353.044772484
-0.2,611.0,611.0,1.0,5.0,9.004036666666666,0.0,-0.22694666666666666,0.69589,-0.15746,-0.2268,2.10901,1437.0087226429464,7,12,13,0,13,478699.9334612145,3617353.044772484
-0.1,526.0,526.0,1.0,5.0,9.002018333333334,0.0,-0.11347333333333333,0.69512,-0.160225,0.943365,3.3340750000000003,1453.8494056801692,7,12,13,0,13,478699.9334612145,3617353.044772484
-5.1000000000000005,421.0,421.0,1.0,5.0,8.97472,0.0,-5.1047166666666675,1.08622,0.03592,-2.52548,-1.11551,920.6238146968386,7,12,14,0,14,478701.85421828734,3617351.868664768
-4.7,581.0,581.0,1.0,5.0,8.945943333333334,0.0,-4.716693333333334,1.09169,0.0381,-2.56158,-1.11918,916.0109554910276,7,12,14,0,14,478701.85421828734,3617351.868664768
-4.1000000000000005,775.0,775.0,1.0,5.0,9.19391,0.0,-4.138573333333333,1.09297,0.03861,-2.47054,-0.79798,914.9381959248652,7,12,14,0,14,478701.85421828734,3617351.868664768
-4.0,365.0,365.0,1.0,5.0,8.895116666666667,0.0,-3.989410000000001,1.10688,0.0441,-2.17654,-0.54051,903.440300664932,7,12,14,0,14,478701.85421828734,3617351.868664768
-3.7,277.0,277.0,1.0,5.0,8.884423333333334,0.0,-3.6516866666666665,1.11708,0.04808,-2.22695,-0.54392,895.1910337666058,7,12,14,0,14,478701.85421828734,3617351.868664768
-3.5,368.0,368.0,1.0,5.0,9.163756666666666,0.0,-3.4778766666666665,1.10934,0.04507,-1.98351,-0.24066,901.4368904033029,7,12,14,0,14,478701.85421828734,3617351.868664768
-3.2,279.0,279.0,1.0,5.0,9.13874,0.0,-3.1630900000000004,1.12021,0.0493,-2.03962,-0.24045,892.6897635264817,7,12,14,0,14,478701.85421828734,3617351.868664768
-3.0,216.0,216.0,1.0,5.0,8.858866666666666,0.0,-3.01786,1.14417,0.05849,-1.79702,0.06735,873.9959970983333,7,12,14,0,14,478701.85421828734,3617351.868664768
-2.7,177.0,177.0,1.0,5.0,8.836256666666666,0.0,-2.719716666666667,1.16184,0.06515,-1.83905,0.06463,860.7037113544034,7,12,14,0,14,478701.85421828734,3617351.868664768
-2.6,412.0,412.0,1.0,5.0,9.05371,0.0,-2.5550633333333335,1.1494,0.06047,-1.59082,0.40886,870.0191404210893,7,12,14,0,14,478701.85421828734,3617351.868664768
-2.3000000000000003,774.0,774.0,1.0,5.0,9.022946666666666,0.0,-2.2714333333333334,4.79533,0.68082,-2.96106,-0.8265,208.536221699028,7,12,14,0,14,478701.85421828734,3617351.868664768
-1.8,371.0,371.0,1.0,5.0,9.002766666666666,0.0,-1.7545733333333333,1.08594,0.03581,-0.77858,1.40277,920.8611893843123,7,12,14,0,14,478701.85421828734,3617351.868664768
-1.5,280.0,280.0,1.0,5.0,8.994416666666666,0.0,-1.5098099999999999,0.83214,-0.07981,-0.60001,1.64221,1201.7208642776457,7,12,14,0,14,478701.85421828734,3617351.868664768
-1.4000000000000001,184.0,184.0,1.0,5.0,9.19985,0.0,-1.3845266666666667,0.80344,-0.09504,-0.46624,1.79214,1244.6480135417703,7,12,14,0,14,478701.85421828734,3617351.868664768
-1.2000000000000002,141.0,141.0,1.0,5.0,9.178973333333333,0.0,-1.1519566666666667,0.67944,-0.16785,-0.35088,1.93973,1471.8003061344637,7,12,14,0,14,478701.85421828734,3617351.868664768
-1.0,374.0,374.0,1.0,5.0,8.971686666666665,0.0,-1.0246899999999999,0.66117,-0.17969,-0.11438,2.21379,1512.4703177700137,7,12,14,0,14,478701.85421828734,3617351.868664768
-0.8,185.0,185.0,1.0,5.0,8.978303333333335,0.0,-0.7987566666666667,0.66999,-0.17393,-0.23824,2.24678,1492.5595904416484,7,12,14,0,14,478701.85421828734,3617351.868664768
-0.7000000000000001,236.0,236.0,1.0,5.0,9.008883333333333,0.0,-0.680335,0.6733750000000001,-0.17284,-0.296325,2.3077750000000004,1492.553970468965,7,12,14,0,14,478701.85421828734,3617351.868664768
-0.5,403.0,403.0,1.0,5.0,9.026773333333333,0.0,-0.4719933333333334,0.752525,-0.124655,-0.38526499999999997,2.373765,1336.0679946356654,7,12,14,0,14,478701.85421828734,3617351.868664768
-0.4,206.0,206.0,1.0,5.0,9.014083333333334,0.0,-0.3820733333333333,0.75089,-0.12442,-0.47313,2.18137,1331.7529864560722,7,12,14,0,14,478701.85421828734,3617351.868664768
-0.2,836.0,836.0,1.0,5.0,9.012373333333333,0.0,-0.18345666666666668,0.91726,-0.03751,-0.6814,2.11325,1090.2034319604038,7,12,14,0,14,478701.85421828734,3617351.868664768
-0.1,699.5,699.5,1.0,5.0,9.006186666666668,0.0,-0.09172833333333333,0.920455,-0.037975,0.9680949999999999,3.73739,1096.3687366719457,7,12,14,0,14,478701.85421828734,3617351.868664768
-5.0,411.0,411.0,1.0,5.0,9.01674,0.0,-5.038876666666666,1.161,0.06483,-2.18007,-1.03661,861.3264427217915,7,12,15,0,15,478701.3620016514,3617372.169837997
-4.6000000000000005,105.0,105.0,1.0,5.0,9.086263333333335,0.0,-4.633253333333333,1.16403,0.06597,-2.35293,-1.00037,859.0843878594195,7,12,15,0,15,478701.3620016514,3617372.169837997
-4.4,98.0,98.0,1.0,5.0,8.85889,0.0,-4.406376666666667,1.17279,0.06922,-2.42732,-0.76372,852.6675704942913,7,12,15,0,15,478701.3620016514,3617372.169837997
-4.1000000000000005,410.0,410.0,1.0,5.0,9.096456666666667,0.0,-4.067623333333334,1.17246,0.0691,-2.37908,-0.6476,852.9075618784435,7,12,15,0,15,478701.3620016514,3617372.169837997
-3.8000000000000003,240.0,240.0,1.0,5.0,8.9778,0.0,-3.8245566666666666,1.18352,0.07318,-2.05002,-0.4909,844.9371366770313,7,12,15,0,15,478701.3620016514,3617372.169837997
-3.5,693.0,693.0,1.0,5.0,9.124113333333334,0.0,-3.478803333333333,1.18451,0.07354,-2.08599,-0.34961,844.2309478180852,7,12,15,0,15,478701.3620016514,3617372.169837997
-3.3000000000000003,762.0,762.0,1.0,5.0,8.887123333333335,0.0,-3.258736666666666,1.19974,0.07909,-1.91462,-0.05751,833.5139280177372,7,12,15,0,15,478701.3620016514,3617372.169837997
-2.9000000000000004,666.0,666.0,1.0,5.0,8.914093333333334,0.0,-2.94516,1.21037,0.08292,-1.82,-0.06048,826.1936432661088,7,12,15,0,15,478701.3620016514,3617372.169837997
-2.8000000000000003,575.0,575.0,1.0,5.0,9.19553,0.0,-2.8065700000000002,1.19634,0.07785,-1.3426,0.38571,835.8827757995219,7,12,15,0,15,478701.3620016514,3617372.169837997
-2.3000000000000003,381.0,381.0,1.0,5.0,8.91453,0.0,-2.2892200000000003,4.47048,0.65035,-1.96091,-0.22111,223.68962616989674,7,12,15,0,15,478701.3620016514,3617372.169837997
-2.0,53.0,53.0,1.0,5.0,8.853226666666666,0.0,-2.0108566666666667,1.74294,0.24128,-1.35724,0.64688,573.7432154864769,7,12,15,0,15,478701.3620016514,3617372.169837997
-1.8,13.0,13.0,1.0,5.0,9.001890000000001,0.0,-1.8187200000000001,1.08432,0.03516,-0.88702,1.12583,922.2369780138705,7,12,15,0,15,478701.3620016514,3617372.169837997
-1.6,809.0,809.0,1.0,5.0,8.82002,0.0,-1.5820433333333332,0.83422,-0.07872,-0.70248,1.56404,1198.7245570712762,7,12,15,0,15,478701.3620016514,3617372.169837997
-1.4000000000000001,496.0,496.0,1.0,5.0,8.891150000000001,0.0,-1.3650666666666667,0.68893,-0.16183,-0.25803,1.85779,1451.526279883297,7,12,15,0,15,478701.3620016514,3617372.169837997
-1.3,552.0,552.0,1.0,5.0,9.14742,0.0,-1.3235666666666668,0.65105,-0.18638,-0.26245,1.83231,1535.980339451655,7,12,15,0,15,478701.3620016514,3617372.169837997
-0.9,398.5,398.5,1.0,5.0,8.928374999999999,0.0,-0.9031666666666667,0.626025,-0.20375,0.060715,2.2214650000000002,1599.8758995668177,7,12,15,0,15,478701.3620016514,3617372.169837997
-0.6000000000000001,41.0,41.0,1.0,5.0,9.134826666666667,0.0,-0.6200733333333334,0.61529,-0.21092,0.09704,2.23476,1625.2498821693835,7,12,15,0,15,478701.3620016514,3617372.169837997
-0.5,176.0,176.0,1.0,5.0,8.970590000000001,0.0,-0.45979333333333333,0.66949,-0.17426,0.01361,2.28637,1493.6742893844569,7,12,15,0,15,478701.3620016514,3617372.169837997
-0.2,611.0,611.0,1.0,5.0,9.004036666666666,0.0,-0.22694666666666666,0.7836,-0.10591,-0.05581,2.28,1276.1613067891783,7,12,15,0,15,478701.3620016514,3617372.169837997
-0.1,526.0,526.0,1.0,5.0,9.002018333333334,0.0,-0.11347333333333333,0.785365,-0.10924999999999999,1.1012149999999998,3.491925,1298.906741818601,7,12,15,0,15,478701.3620016514,3617372.169837997
-5.1000000000000005,421.0,421.0,1.0,5.0,8.97472,0.0,-5.1047166666666675,1.14478,0.05872,-2.51716,-1.10719,873.5302852949912,7,12,16,0,16,478702.6454837921,3617369.7291782615
-4.7,581.0,581.0,1.0,5.0,8.945943333333334,0.0,-4.716693333333334,1.14231,0.05778,-2.55263,-1.11023,875.4191068974272,7,12,16,0,16,478702.6454837921,3617369.7291782615
-4.1000000000000005,775.0,775.0,1.0,5.0,9.19391,0.0,-4.138573333333333,1.13433,0.05474,-2.47281,-0.80025,881.5776714007387,7,12,16,0,16,478702.6454837921,3617369.7291782615
-4.0,365.0,365.0,1.0,5.0,8.895116666666667,0.0,-3.989410000000001,1.13853,0.05634,-2.18915,-0.55312,878.325560152126,7,12,16,0,16,478702.6454837921,3617369.7291782615
-3.7,277.0,277.0,1.0,5.0,8.884423333333334,0.0,-3.6516866666666665,1.1373,0.05588,-2.23906,-0.55604,879.2754770069463,7,12,16,0,16,478702.6454837921,3617369.7291782615
-3.5,368.0,368.0,1.0,5.0,9.163756666666666,0.0,-3.4778766666666665,1.1294,0.05285,-2.00961,-0.26675,885.4258898530194,7,12,16,0,16,478702.6454837921,3617369.7291782615
-3.2,279.0,279.0,1.0,5.0,9.13874,0.0,-3.1630900000000004,1.12748,0.05211,-2.06507,-0.26589,886.9336928371234,7,12,16,0,16,478702.6454837921,3617369.7291782615
-3.0,216.0,216.0,1.0,5.0,8.858866666666666,0.0,-3.01786,1.13714,0.05582,-1.84062,0.02375,879.3991944703379,7,12,16,0,16,478702.6454837921,3617369.7291782615
-2.7,177.0,177.0,1.0,5.0,8.836256666666666,0.0,-2.719716666666667,1.13858,0.05636,-1.88222,0.02146,878.2869890565441,7,12,16,0,16,478702.6454837921,3617369.7291782615
-2.6,412.0,412.0,1.0,5.0,9.05371,0.0,-2.5550633333333335,1.12585,0.05148,-1.65381,0.34587,888.2177910023538,7,12,16,0,16,478702.6454837921,3617369.7291782615
-2.3000000000000003,774.0,774.0,1.0,5.0,9.022946666666666,0.0,-2.2714333333333334,4.71186,0.67319,-3.04092,-0.90636,212.23041431621485,7,12,16,0,16,478702.6454837921,3617369.7291782615
-1.8,371.0,371.0,1.0,5.0,9.002766666666666,0.0,-1.7545733333333333,1.01941,0.00835,-0.86548,1.31587,980.9595746559285,7,12,16,0,16,478702.6454837921,3617369.7291782615
-1.5,280.0,280.0,1.0,5.0,8.994416666666666,0.0,-1.5098099999999999,0.75206,-0.12375,-0.67138,1.57084,1329.6811424620378,7,12,16,0,16,478702.6454837921,3617369.7291782615
-1.4000000000000001,184.0,184.0,1.0,5.0,9.19985,0.0,-1.3845266666666667,0.72604,-0.13904,-0.54087,1.71751,1377.3345821166877,7,12,16,0,16,478702.6454837921,3617369.7291782615
-1.2000000000000002,141.0,141.0,1.0,5.0,9.178973333333333,0.0,-1.1519566666666667,0.58935,-0.22963,-0.4021,1.88851,1696.7845931958936,7,12,16,0,16,478702.6454837921,3617369.7291782615
-1.0,374.0,374.0,1.0,5.0,8.971686666666665,0.0,-1.0246899999999999,0.5371,-0.26994,-0.16618,2.16198,1861.850679575498,7,12,16,0,16,478702.6454837921,3617369.7291782615
-0.8,185.0,185.0,1.0,5.0,8.978303333333335,0.0,-0.7987566666666667,0.52137,-0.28286,-0.27046,2.21456,1918.0236684120682,7,12,16,0,16,478702.6454837921,3617369.7291782615
-0.7000000000000001,236.0,236.0,1.0,5.0,9.008883333333333,0.0,-0.680335,0.5284249999999999,-0.277705,-0.33291000000000004,2.271185,1898.419260424112,7,12,16,0,16,478702.6454837921,3617369.7291782615
-0.5,403.0,403.0,1.0,5.0,9.026773333333333,0.0,-0.4719933333333334,0.56735,-0.246915,-0.42755,2.33148,1768.8286732752897,7,12,16,0,16,478702.6454837921,3617369.7291782615
-0.4,206.0,206.0,1.0,5.0,9.014083333333334,0.0,-0.3820733333333333,0.56892,-0.24495,-0.46268,2.19181,1757.7163748857486,7,12,16,0,16,478702.6454837921,3617369.7291782615
-0.2,836.0,836.0,1.0,5.0,9.012373333333333,0.0,-0.18345666666666668,0.67746,-0.16912,-0.67449,2.12017,1476.1019100758717,7,12,16,0,16,478702.6454837921,3617369.7291782615
-0.1,699.5,699.5,1.0,5.0,9.006186666666668,0.0,-0.09172833333333333,0.67248,-0.173805,0.803355,3.572655,1497.2310963132456,7,12,16,0,16,478702.6454837921,3617369.7291782615
-5.0,411.0,411.0,1.0,5.0,9.01674,0.0,-5.038876666666666,1.18316,0.07304,-2.04037,-0.89691,845.1942256330505,7,12,17,0,17,478702.3094177253,3617368.3070129566
-4.6000000000000005,105.0,105.0,1.0,5.0,9.086263333333335,0.0,-4.633253333333333,1.19506,0.07739,-2.21355,-0.86099,836.7780697203488,7,12,17,0,17,478702.3094177253,3617368.3070129566
-4.4,98.0,98.0,1.0,5.0,8.85889,0.0,-4.406376666666667,1.21295,0.08384,-2.2994,-0.6358,824.43629168556,7,12,17,0,17,478702.3094177253,3617368.3070129566
-4.1000000000000005,410.0,410.0,1.0,5.0,9.096456666666667,0.0,-4.067623333333334,1.21804,0.08566,-2.23764,-0.50616,820.991100456471,7,12,17,0,17,478702.3094177253,3617368.3070129566
-3.8000000000000003,240.0,240.0,1.0,5.0,8.9778,0.0,-3.8245566666666666,1.24159,0.09398,-1.934,-0.37488,805.418858077143,7,12,17,0,17,478702.3094177253,3617368.3070129566
-3.5,693.0,693.0,1.0,5.0,9.124113333333334,0.0,-3.478803333333333,1.2515,0.09743,-1.95676,-0.22038,799.0411506192569,7,12,17,0,17,478702.3094177253,3617368.3070129566
-3.3000000000000003,762.0,762.0,1.0,5.0,8.887123333333335,0.0,-3.258736666666666,1.27711,0.10623,-1.78976,0.06735,783.0179076195473,7,12,17,0,17,478702.3094177253,3617368.3070129566
-2.9000000000000004,666.0,666.0,1.0,5.0,8.914093333333334,0.0,-2.94516,1.30241,0.11475,-1.71228,0.04725,767.8073724863906,7,12,17,0,17,478702.3094177253,3617368.3070129566
-2.8000000000000003,575.0,575.0,1.0,5.0,9.19553,0.0,-2.8065700000000002,1.29062,0.1108,-1.25103,0.47727,774.8214036664548,7,12,17,0,17,478702.3094177253,3617368.3070129566
-2.3000000000000003,381.0,381.0,1.0,5.0,8.91453,0.0,-2.2892200000000003,5.69169,0.75524,-1.98494,-0.24514,175.69474092931975,7,12,17,0,17,478702.3094177253,3617368.3070129566
-2.0,53.0,53.0,1.0,5.0,8.853226666666666,0.0,-2.0108566666666667,2.00953,0.30309,-1.2793,0.72482,497.6287987738427,7,12,17,0,17,478702.3094177253,3617368.3070129566
-1.8,13.0,13.0,1.0,5.0,9.001890000000001,0.0,-1.8187200000000001,1.22833,0.08931,-0.81751,1.19534,814.1134711356069,7,12,17,0,17,478702.3094177253,3617368.3070129566
-1.6,809.0,809.0,1.0,5.0,8.82002,0.0,-1.5820433333333332,0.94412,-0.02497,-0.63956,1.62696,1059.1873914332925,7,12,17,0,17,478702.3094177253,3617368.3070129566
-1.4000000000000001,496.0,496.0,1.0,5.0,8.891150000000001,0.0,-1.3650666666666667,0.7857,-0.10474,-0.19269,1.92313,1272.7504136438845,7,12,17,0,17,478702.3094177253,3617368.3070129566
-1.3,552.0,552.0,1.0,5.0,9.14742,0.0,-1.3235666666666668,0.74321,-0.12889,-0.28687,1.8079,1345.5147266586832,7,12,17,0,17,478702.3094177253,3617368.3070129566
-0.9,398.5,398.5,1.0,5.0,8.928374999999999,0.0,-0.9031666666666667,0.730755,-0.13656000000000001,0.042109999999999995,2.2028600000000003,1370.552188902242,7,12,17,0,17,478702.3094177253,3617368.3070129566
-0.6000000000000001,41.0,41.0,1.0,5.0,9.134826666666667,0.0,-0.6200733333333334,0.72532,-0.13947,0.03883,2.17655,1378.7018143715877,7,12,17,0,17,478702.3094177253,3617368.3070129566
-0.5,176.0,176.0,1.0,5.0,8.970590000000001,0.0,-0.45979333333333333,0.79543,-0.0994,-0.06157,2.21119,1257.181650176634,7,12,17,0,17,478702.3094177253,3617368.3070129566
-0.2,611.0,611.0,1.0,5.0,9.004036666666666,0.0,-0.22694666666666666,0.94328,-0.02536,-0.20539,2.13043,1060.130608090917,7,12,17,0,17,478702.3094177253,3617368.3070129566
-0.1,526.0,526.0,1.0,5.0,9.002018333333334,0.0,-0.11347333333333333,0.9465000000000001,-0.027835000000000002,0.56781,2.95852,1075.9253890473456,7,12,17,0,17,478702.3094177253,3617368.3070129566
-5.1000000000000005,421.0,421.0,1.0,5.0,8.97472,0.0,-5.1047166666666675,1.10817,0.04461,-2.43163,-1.02166,902.3886226842451,7,12,18,0,18,478698.7878934901,3617366.7789733945
-4.7,581.0,581.0,1.0,5.0,8.945943333333334,0.0,-4.716693333333334,1.11791,0.04841,-2.47934,-1.03694,894.5263930012255,7,12,18,0,18,478698.7878934901,3617366.7789733945
-4.1000000000000005,775.0,775.0,1.0,5.0,9.19391,0.0,-4.138573333333333,1.1269,0.05188,-2.39313,-0.72057,887.3901854645487,7,12,18,0,18,478698.7878934901,3617366.7789733945
-4.0,365.0,365.0,1.0,5.0,8.895116666666667,0.0,-3.989410000000001,1.14345,0.05822,-2.08317,-0.44713,874.5463290917836,7,12,18,0,18,478698.7878934901,3617366.7789733945
-3.7,277.0,277.0,1.0,5.0,8.884423333333334,0.0,-3.6516866666666665,1.1595,0.06427,-2.15135,-0.46832,862.44070720138,7,12,18,0,18,478698.7878934901,3617366.7789733945
-3.5,368.0,368.0,1.0,5.0,9.163756666666666,0.0,-3.4778766666666665,1.15474,0.06248,-1.8961,-0.15324,865.9958085802864,7,12,18,0,18,478698.7878934901,3617366.7789733945
-3.2,279.0,279.0,1.0,5.0,9.13874,0.0,-3.1630900000000004,1.1722,0.069,-1.97474,-0.17557,853.0967411704488,7,12,18,0,18,478698.7878934901,3617366.7789733945
-3.0,216.0,216.0,1.0,5.0,8.858866666666666,0.0,-3.01786,1.20037,0.07932,-1.76157,0.10281,833.076468089006,7,12,18,0,18,478698.7878934901,3617366.7789733945
-2.7,177.0,177.0,1.0,5.0,8.836256666666666,0.0,-2.719716666666667,1.2259,0.08846,-1.82434,0.07934,815.7272208173587,7,12,18,0,18,478698.7878934901,3617366.7789733945
-2.6,412.0,412.0,1.0,5.0,9.05371,0.0,-2.5550633333333335,1.2163,0.08504,-1.75569,0.244,822.1655841486476,7,12,18,0,18,478698.7878934901,3617366.7789733945
-2.3000000000000003,774.0,774.0,1.0,5.0,9.022946666666666,0.0,-2.2714333333333334,4.65614,0.66803,-2.86662,-0.73206,214.77017443633568,7,12,18,0,18,478698.7878934901,3617366.7789733945
-1.8,371.0,371.0,1.0,5.0,9.002766666666666,0.0,-1.7545733333333333,1.17078,0.06848,-0.80875,1.3726,854.1314337450248,7,12,18,0,18,478698.7878934901,3617366.7789733945
-1.5,280.0,280.0,1.0,5.0,8.994416666666666,0.0,-1.5098099999999999,0.89883,-0.04632,-0.63152,1.6107,1112.557435777622,7,12,18,0,18,478698.7878934901,3617366.7789733945
-1.4000000000000001,184.0,184.0,1.0,5.0,9.19985,0.0,-1.3845266666666667,0.8681,-0.06143,-0.5485,1.70988,1151.9410206197442,7,12,18,0,18,478698.7878934901,3617366.7789733945
-1.2000000000000002,141.0,141.0,1.0,5.0,9.178973333333333,0.0,-1.1519566666666667,0.72947,-0.13699,-0.4271,1.8635,1370.8582943781103,7,12,18,0,18,478698.7878934901,3617366.7789733945
-1.0,374.0,374.0,1.0,5.0,8.971686666666665,0.0,-1.0246899999999999,0.70312,-0.15297,-0.19476,2.13341,1422.2323358743886,7,12,18,0,18,478698.7878934901,3617366.7789733945
-0.8,185.0,185.0,1.0,5.0,8.978303333333335,0.0,-0.7987566666666667,0.70103,-0.15426,-0.31954,2.16549,1426.4724762135713,7,12,18,0,18,478698.7878934901,3617366.7789733945
-0.7000000000000001,236.0,236.0,1.0,5.0,9.008883333333333,0.0,-0.680335,0.7069749999999999,-0.15197,-0.40598,2.1981149999999996,1423.4515034841595,7,12,18,0,18,478698.7878934901,3617366.7789733945
-0.5,403.0,403.0,1.0,5.0,9.026773333333333,0.0,-0.4719933333333334,0.77063,-0.11463999999999999,-0.5533750000000001,2.20565,1306.5527585274856,7,12,18,0,18,478698.7878934901,3617366.7789733945
-0.4,206.0,206.0,1.0,5.0,9.014083333333334,0.0,-0.3820733333333333,0.7689,-0.11413,-0.49907,2.15542,1300.5592404734034,7,12,18,0,18,478698.7878934901,3617366.7789733945
-0.2,836.0,836.0,1.0,5.0,9.012373333333333,0.0,-0.18345666666666668,0.91704,-0.03761,-0.76062,2.03403,1090.4649742650267,7,12,18,0,18,478698.7878934901,3617366.7789733945
-0.1,699.5,699.5,1.0,5.0,9.006186666666668,0.0,-0.09172833333333333,0.92203,-0.03795,0.36019999999999996,3.129495,1098.1103302312779,7,12,18,0,18,478698.7878934901,3617366.7789733945
-5.1000000000000005,421.0,421.0,1.0,5.0,8.97472,0.0,-5.1047166666666675,1.07137,0.02994,-2.41843,-1.00847,933.3843583449229,7,12,19,0,19,478700.9873578626,3617343.676479662
-4.7,581.0,581.0,1.0,5.0,8.945943333333334,0.0,-4.716693333333334,1.07921,0.03311,-2.46521,-1.02281,926.6037193873296,7,12,19,0,19,478700.9873578626,3617343.676479662
-4.1000000000000005,775.0,775.0,1.0,5.0,9.19391,0.0,-4.138573333333333,1.08337,0.03478,-2.37839,-0.70583,923.045681530779,7,12,19,0,19,478700.9873578626,3617343.676479662
-4.0,365.0,365.0,1.0,5.0,8.895116666666667,0.0,-3.989410000000001,1.10079,0.0417,-2.07364,-0.4376,908.4384850879824,7,12,19,0,19,478700.9873578626,3617343.676479662
-3.7,277.0,277.0,1.0,5.0,8.884423333333334,0.0,-3.6516866666666665,1.11489,0.04723,-2.14137,-0.45835,896.9494748360826,7,12,19,0,19,478700.9873578626,3617343.676479662
-3.5,368.0,368.0,1.0,5.0,9.163756666666666,0.0,-3.4778766666666665,1.1068,0.04407,-1.89245,-0.14959,903.5056017347307,7,12,19,0,19,478700.9873578626,3617343.676479662
-3.2,279.0,279.0,1.0,5.0,9.13874,0.0,-3.1630900000000004,1.12205,0.05001,-1.96502,-0.16585,891.22588119959,7,12,19,0,19,478700.9873578626,3617343.676479662
-3.0,216.0,216.0,1.0,5.0,8.858866666666666,0.0,-3.01786,1.15206,0.06147,-1.71622,0.14815,868.0103466833324,7,12,19,0,19,478700.9873578626,3617343.676479662
