Z_bin,param,elm_id,region,cellType,X,Y,Z,Resistivity(ohm.m),Resistivity(log10),Sensitivity(log10),Scaled_Sensitivity(log10),Conductivity(mS/m),eX,eY,source,eX_index,filtered_row_index,x,y
-1.8,371.0,371.0,1.0,5.0,9.002766666666666,0.0,-1.7545733333333333,0.98314,-0.00738,-0.8201,1.36126,1017.1491344060867,7,12,5,0,5,478701.2302198598,3617387.695811811
-1.5,280.0,280.0,1.0,5.0,8.994416666666666,0.0,-1.5098099999999999,0.72439,-0.14003,-0.62461,1.61761,1380.4718452767156,7,12,5,0,5,478701.2302198598,3617387.695811811
-1.4000000000000001,184.0,184.0,1.0,5.0,9.19985,0.0,-1.3845266666666667,0.67945,-0.16784,-0.49497,1.76341,1471.7786444918684,7,12,5,0,5,478701.2302198598,3617387.695811811
-1.2000000000000002,141.0,141.0,1.0,5.0,9.178973333333333,0.0,-1.1519566666666667,0.55192,-0.25813,-0.35846,1.93215,1811.8567908392522,7,12,5,0,5,478701.2302198598,3617387.695811811
-1.0,374.0,374.0,1.0,5.0,8.971686666666665,0.0,-1.0246899999999999,0.516,-0.28735,-0.13445,2.19371,1937.984496124031,7,12,5,0,5,478701.2302198598,3617387.695811811
-0.8,185.0,185.0,1.0,5.0,8.978303333333335,0.0,-0.7987566666666667,0.51575,-0.28756,-0.26848,2.21655,1938.9238972370333,7,12,5,0,5,478701.2302198598,3617387.695811811
-0.7000000000000001,236.0,236.0,1.0,5.0,9.008883333333333,0.0,-0.680335,0.50075,-0.30123,-0.31375,2.2903450000000003,2004.8625975476257,7,12,5,0,5,478701.2302198598,3617387.695811811
-0.5,403.0,403.0,1.0,5.0,9.026773333333333,0.0,-0.4719933333333334,0.54496,-0.264735,-0.423505,2.33552,1844.273798783172,7,12,5,0,5,478701.2302198598,3617387.695811811
-0.4,206.0,206.0,1.0,5.0,9.014083333333334,0.0,-0.3820733333333333,0.55799,-0.25338,-0.46592,2.18857,1792.1468126668938,7,12,5,0,5,478701.2302198598,3617387.695811811
-0.2,836.0,836.0,1.0,5.0,9.012373333333333,0.0,-0.18345666666666668,0.67791,-0.16883,-0.68428,2.11037,1475.1220663509905,7,12,5,0,5,478701.2302198598,3617387.695811811
-0.1,699.5,699.5,1.0,5.0,9.006186666666668,0.0,-0.09172833333333333,0.658705,-0.18362,0.80597,3.57527,1534.4031809934677,7,12,5,0,5,478701.2302198598,3617387.695811811
-5.1000000000000005,421.0,421.0,1.0,5.0,8.97472,0.0,-5.1047166666666675,1.27872,0.10678,-2.4482,-1.03823,782.032032032032,7,12,6,0,6,478701.1576536207,3617386.5289539
-4.7,581.0,581.0,1.0,5.0,8.945943333333334,0.0,-4.716693333333334,1.27408,0.1052,-2.48384,-1.04144,784.8800703252542,7,12,6,0,6,478701.1576536207,3617386.5289539
-4.1000000000000005,775.0,775.0,1.0,5.0,9.19391,0.0,-4.138573333333333,1.26273,0.10131,-2.39735,-0.72479,791.9349346257712,7,12,6,0,6,478701.1576536207,3617386.5289539
-4.0,365.0,365.0,1.0,5.0,8.895116666666667,0.0,-3.989410000000001,1.26469,0.10198,-2.10864,-0.4726,790.7076042350299,7,12,6,0,6,478701.1576536207,3617386.5289539
-3.7,277.0,277.0,1.0,5.0,8.884423333333334,0.0,-3.6516866666666665,1.26009,0.1004,-2.15889,-0.47587,793.5941083573396,7,12,6,0,6,478701.1576536207,3617386.5289539
-3.5,368.0,368.0,1.0,5.0,9.163756666666666,0.0,-3.4778766666666665,1.25096,0.09724,-1.91109,-0.16823,799.3860714970901,7,12,6,0,6,478701.1576536207,3617386.5289539
