x,y,PRP1.1,PRP1.1_inph,PRP2.1,PRP2.1_inph,HCP1.0,HCP1.0_inph,PRP4.1,PRP4.1_inph,HCP2.0,HCP2.0_inph,HCP4.0,HCP4.0_inph
448585.4118545628,4177583.608128332,244.26393866922504,-1.55,304.79012045646016,-4.23,296.1318732375488,0.18,255.40003316478305,-9.83,242.21495090675978,1.54,174.79085369093622,10.56
448585.0336800883,4177585.130542573,220.26492054409414,-1.57,287.4456748149302,-4.34,280.92156378976534,0.19,245.83346511096676,-10.13,230.05957616478904,1.52,168.53162914690887,10.14
448584.8277679215,4177586.019450576,210.37406251728675,-1.57,282.6346638154864,-4.42,276.1993818268463,0.15,241.6082535361044,-10.56,226.26772673550659,1.33,163.47864075018103,9.85
448584.6917153197,4177586.808065285,201.43518702121986,-1.57,279.86968797373856,-4.41,277.56556994320755,0.17,240.76417617485595,-10.48,235.98115927549037,1.35,167.9670639073183,9.67
448584.7405399491,4177587.573336655,187.89785522810502,-1.54,275.06339076987564,-4.27,271.98054117836483,0.13,240.8847389867837,-10.27,249.4791940164161,1.22,173.45537099794603,9.53
448584.7797241684,4177588.205524518,188.03319023825335,-1.58,267.61954086197755,-4.48,261.95377747032467,0.14,242.0907277468843,-11.08,257.2160701678889,1.19,179.78819737191324,9.23
448584.8899439147,4177588.9260318754,185.4619574470216,-1.6,252.63360843718758,-4.46,264.1790133093017,0.11,242.4526522904262,-10.73,257.93480691915516,1.08,191.94543700662732,9.28
448585.14119702217,4177589.656755177,178.56160983583226,-1.62,242.5794414748038,-4.55,265.53970675732506,0.1,239.67940578936998,-11.17,248.3369556971665,0.99,201.1912852141742,8.98
448585.259604383,4177590.2773537776,182.3497865347144,-1.64,245.09174965507867,-4.61,263.3134440080818,0.03,237.39107679375914,-11.43,241.36306688344007,1.03,210.01495291695795,8.84
448585.1735079192,4177590.5996543407,173.5567368097768,-1.64,234.33050188360713,-4.55,257.87855356485,-0.07,226.70342840617943,-11.38,231.04454954878165,0.8,215.43739226977237,8.65
448585.210962653,4177590.9544704542,170.71660534157806,-1.66,229.31375105619173,-4.66,246.0557573079095,-0.01,217.49830542860389,-11.71,217.6046074955579,0.76,207.74096296363507,8.43
448585.2221249564,4177591.3316411055,170.4461344663925,-1.76,227.8809970849911,-4.62,234.28167991015226,0.1,209.75751793903453,-11.32,207.89754031999894,0.7,203.8403978504651,8.24
448585.41664246673,4177591.441381285,176.26194180919862,-1.63,229.43315932443562,-3.79,233.91453227050994,0.12,210.1141874219257,-9.11,206.65517762807244,0.9,197.55009155761468,8.23
448585.7179207561,4177591.716885333,183.83816498299748,-1.64,230.86620380162486,-4.17,231.7126603869192,0.17,207.26244711822585,-10.63,203.07341659838315,0.77,189.76340260217555,8.0
448586.0459065103,4177592.036604074,193.31185942465532,-1.66,231.70227026132412,-4.49,232.07951820237435,0.22,203.82151438280022,-11.3,190.62260958679616,1.07,178.051537226977,8.02
448586.2771177356,4177592.3791168192,205.7687667730585,-1.66,240.42668878567028,-4.56,239.67204259115272,0.18,200.1492164192324,-11.82,181.54058659450888,1.01,168.53162914690887,7.74
448586.54356997926,4177592.721409845,199.40409406772295,-1.64,241.86179014174226,-4.5,238.32348287270975,0.14,195.65604186789173,-12.07,181.27059275177334,0.87,153.55255568751267,7.38
448586.8205618501,4177593.341019702,197.9147364963883,-1.56,241.74218811013503,-4.34,228.7795415782319,0.24,194.00297552584985,-11.52,180.86572301613975,1.15,144.03701068680877,7.38
448586.85141986393,4177594.050926602,193.71795965945992,-1.3,235.2864460143132,-4.04,228.29099027389634,0.24,190.58272132501253,-11.38,184.51477387921162,1.01,135.7816137062333,7.07
448586.9601175023,4177594.5273468457,193.31185942465532,-1.59,234.80845904591436,-4.57,239.18158263737706,0.48,193.17690881038234,-11.95,186.9539983545462,1.39,134.73983729813943,7.27
448586.9978488456,4177594.926542449,180.72620785639273,-1.67,229.9108110206425,-4.61,241.63473387911094,0.45,194.47515322462831,-11.68,191.5756442675248,1.39,140.3275206585062,7.13
448586.9217386095,4177595.4374008593,194.80092766504922,-1.51,237.55729121580967,-4.5,239.3041896269956,0.42,196.48304184870636,-11.3,192.25686538626323,1.41,140.67946248478987,7.02
448586.8882961488,4177595.72608721,185.19131762515224,-1.6,227.5228504871265,-4.45,219.39015751122184,0.33,191.28992290976484,-11.18,189.3984365436149,1.45,142.0895996847456,6.89
448586.81719151983,4177595.626672828,183.43223429291135,-1.56,223.10708682308783,-4.34,223.7759929860673,0.21,188.10930975625527,-11.4,191.5756442675248,1.33,146.17204659665322,6.65
448586.76460668485,4177595.671381896,162.19826347924038,-1.57,206.3027978806062,-4.36,209.06287394765184,0.27,178.94671706414113,-11.81,179.38244235832204,1.24,140.50349157164803,6.37
448586.7415655306,4177596.215195332,142.6042671104713,-1.65,190.01063108784973,-4.48,187.44646283134068,0.2,171.1068045803072,-11.95,167.58659953880885,0.98,133.52784664354792,6.13
448586.9127650413,4177596.824369501,134.50118934851403,-1.69,178.1405496556381,-4.53,179.5221281565274,0.17,163.17855861669472,-12.05,158.2932527516367,0.91,128.20428840038426,5.97
448587.1725512969,4177597.5106584574,141.25355956172515,-1.66,175.1759299469852,-4.49,178.32366790955675,0.17,157.83164103616133,-12.9,146.33152577584596,0.93,120.43590946274846,4.31
448587.3770548649,4177597.808956544,118.30344844111504,-1.66,163.56580450548668,-4.45,166.84821814676172,0.14,153.30865392778136,-10.51,141.11668280570476,0.7,119.2671079660718,5.59
448587.44871286897,4177597.9971298943,104.9487730814842,-1.68,157.0577229219475,-4.61,157.92104830067538,0.17,148.56384754356282,-12.25,143.59044142894766,0.71,119.76768077459815,5.31
448587.4754895034,4177598.052439452,81.63022860456043,-1.66,140.51700789719524,-4.41,147.60817603880983,0.18,144.06010151979285,-11.98,148.81781097859255,0.7,127.18217895354908,5.1
448586.3759372196,4177598.336677609,76.78076599092857,-1.6,113.7746281226597,-4.55,131.81590510136354,0.17,113.13504736398309,-12.84,115.94913606546368,0.74,135.0865529003051,4.36
448586.13132542704,4177598.671061811,72.60565621957221,-1.63,121.4223805292209,-4.68,132.05077442563132,0.19,109.27208665287141,-13.32,118.8689953375648,0.78,123.9631521617905,4.16
448586.1503986431,4177598.903944223,64.93081531661657,-1.67,119.77451074118117,-4.86,123.49479894438352,0.2,103.83032158498052,-13.67,122.56334100948654,0.87,108.74443663689212,3.86
448586.3655110539,4177599.4906539833,60.89245362003126,-1.72,111.54061009922562,-5.03,115.78935533127483,0.22,101.11461916270403,-14.02,119.25050867205412,0.85,97.24863304809553,3.59
448586.43709989,4177599.667732454,59.68108353013222,-1.78,107.54456340335993,-5.38,112.52917659306607,0.2,100.88846626618901,-15.12,114.80903280134562,0.63,90.0894496123205,3.4
448586.7715878377,4177601.030369034,54.83624254896783,-1.81,103.08092890918984,-5.24,108.6936536907626,0.23,98.17649706978929,-14.7,111.64933697978948,0.72,91.16969832381714,3.38
448586.8137464202,4177602.139636341,48.243521251123546,-1.82,97.44647933739836,-5.42,103.82290611099627,0.18,96.82180302215177,-15.41,109.25513087388998,0.6,89.93557056307858,3.21
448587.3828596736,4177602.9793309,48.10899569395568,-1.79,97.21180328675017,-4.94,103.59127119304372,0.13,98.17649706978929,-13.97,106.86713734212923,0.58,89.62781246459484,3.24
448587.6423690087,4177603.621240392,50.53057679871858,-1.73,101.31970466043316,-4.6,107.18473787745536,0.14,100.88846626618901,-12.72,110.13648536313586,0.57,90.55230435950803,3.21
448588.0058027352,4177603.9740241016,55.37450767125928,-1.75,107.19207390488198,-4.9,110.901077854624,0.16,105.189466806793,-13.8,112.28042062266947,0.57,90.55230435950803,3.13
448588.5364236029,4177604.292479553,55.10537353009582,-1.84,110.12999604718622,-5.2,111.8312568503244,0.18,108.13724491594235,-14.59,115.56894816585098,0.51,90.24367648728584,3.01
448588.9605605661,4177604.489550614,47.03281973149065,-1.79,102.72865069700943,-4.54,105.09739634630145,0.14,107.00300390672163,-12.72,115.31557477385192,0.58,89.78169151383672,2.98
448589.1818543213,4177604.654600443,44.342601547632626,-1.71,98.03320190535638,-4.31,102.78076934207859,0.1,107.2298040631196,-12.17,116.20267965404831,0.61,90.0894496123205,2.97
448589.05260588566,4177605.121408934,45.55316052323811,-1.73,95.45196926044183,-4.54,101.85490183361283,0.1,107.45662824306491,-12.61,114.42930522018966,0.63,91.32444684139446,2.97
448588.8096543518,4177605.7220699503,46.22572101158404,-1.69,90.99558992768532,-4.47,98.15594449838419,0.06,106.20939241174274,-12.65,109.12929196637168,0.59,94.11828448579813,2.92
448588.4064582803,4177606.0574428174,47.43637977982209,-1.69,87.83084211036386,-4.76,96.42456301471451,0.06,101.34079599086884,-13.68,102.10988827464224,0.56,94.89852954628034,2.87
448587.9521993059,4177606.681611917,45.01512639005316,-1.66,85.13601208051595,-4.67,93.427329130291,0.09,95.01688115626685,-13.14,97.50200865607756,0.59,93.02922311286527,2.77
448587.9213854929,4177607.3919033455,40.30786862820586,-1.69,79.86635623690357,-4.58,86.64419299185987,0.07,87.58769687029343,-12.96,92.67112142030102,0.5,88.24538177771964,2.58
448587.6960545993,4177607.992454537,41.11475812025475,-1.69,79.28107079241956,-4.62,85.61174100666878,0.09,84.55594691645662,-13.14,89.95790987650167,0.52,82.77053615402032,2.51
448587.59385960497,4177608.558952096,35.73603453351177,-1.77,74.36650434492292,-4.87,81.94573372750297,0.11,81.30443704427138,-13.89,85.90433633502472,0.48,76.63934547863337,2.35
448587.5821881654,4177609.513220816,29.552074167415753,-1.8,67.93571321457686,-4.75,75.54906569994917,0.08,78.16977157331878,-13.5,82.9686243394689,0.45,75.45581442922146,2.15
448587.6058268686,4177610.478364686,21.891678769061986,-1.84,57.65813186150719,-4.9,67.36108978156614,0.05,71.80279579828913,-14.17,77.9777487927163,0.29,74.71827600544688,1.94
448587.73352824233,4177611.176572499,17.457898807766075,-1.8,48.91019082014875,-4.81,59.779920205629686,0.08,65.5661593188191,-14.06,71.45183940499096,0.3,71.78427333446554,1.88
448587.8694172661,4177611.7748715486,15.98016580936672,-1.83,44.71489650592746,-4.89,55.722284461144746,0.11,61.34464823800969,-14.29,64.26538973463146,0.34,68.15301164380624,1.7
448588.2333348515,4177612.205319361,17.323555439806572,-1.83,46.229585583656046,-4.66,55.609734382056324,0.08,57.79625700222833,-13.6,60.34244781947197,0.36,64.41991157821911,1.66
448588.57054499,4177612.591552499,17.592242976500984,-1.79,47.62803938116937,-4.67,55.49719315286369,0.08,54.58570391332858,-13.34,59.39464832659296,0.37,60.165987849038835,1.64
448588.8203444547,4177613.0892836456,15.711497496228892,-1.79,44.831399878747874,-4.6,49.769501380185936,0.05,51.15916820090028,-13.33,57.03070148948952,0.3,55.276542152063335,1.46
448588.80680521193,4177613.743990865,15.98016580936672,-1.77,40.638451933845445,-4.44,46.746869996267684,0.03,48.95147675389548,-12.88,52.326909544628144,0.3,50.60205264793931,1.39
448588.91536415694,4177614.1982214055,16.517512049397098,-1.78,39.241339236274925,-4.76,46.076107381185125,0.06,47.738240706162365,-13.93,49.286982589871876,0.31,48.83418219978869,1.33
448588.64397617255,4177614.477295981,15.711497496228892,-1.83,38.54288354499886,-5.1,44.400708846963354,0.11,45.53416339850754,-14.99,46.02899280512923,0.35,46.67342718232615,1.32
448588.64681229193,4177614.9321856727,13.159308468774299,-1.94,34.935265229883086,-5.39,42.281672662426374,0.17,41.7925765408027,-15.43,43.596433585301156,0.35,44.26196198483664,1.32
448588.83666937496,4177615.707673093,12.48772791474023,-1.94,33.19028707691311,-5.15,41.27916025218345,0.18,39.375132465020215,-14.86,41.288581465440544,0.39,42.66628332265604,1.14
448588.9286454276,4177616.32843655,12.219101313090116,-1.91,33.07397013205881,-4.97,40.72255818050725,0.16,38.05771210008503,-14.25,40.943159899158104,0.37,41.21127033965837,1.18
448588.9515230636,4177617.171536857,13.024990753113686,-1.8,33.42292656856045,-4.73,41.27916025218345,0.11,37.61875784526981,-13.85,42.09533628563793,0.32,41.73961883574257,1.08
448589.0611887303,4177617.803285331,12.084789217444587,-1.84,30.864302875019625,-4.88,38.27651015555139,0.08,35.644613350648655,-14.36,40.13794765266283,0.29,41.47544458770047,1.15
448588.7997178728,4177618.2598229023,12.084789217444587,-1.82,28.074107992215314,-4.72,36.38979199557004,0.05,33.5628341327059,-13.97,37.271122104416676,0.31,40.28972376450165,1.12
448587.15187798,4177621.043922387,13.696587359500137,-1.81,28.53906573162065,-4.23,37.49926205689199,0.17,31.920803350664542,-12.32,35.44379042670749,0.43,39.50244146009117,1.16
448588.2093821548,4177621.081710193,13.427946308804444,-1.84,28.771555816471203,-4.45,36.94439661525245,0.13,31.264356302996397,-13.06,34.4185100039518,0.41,39.109140028351185,1.06
448588.7679544317,4177621.644088021,11.681857748098954,-1.88,28.074107992215314,-4.52,35.28137446902962,0.08,29.405556176350604,-13.28,33.16795843529375,0.34,37.54407871756985,1.0
448589.1927822369,4177621.952107795,10.338805078403213,-1.92,26.679414217170457,-4.7,33.51013021074006,0.08,28.094470184802198,-13.71,31.467274371870115,0.29,36.246412655686406,0.91
448589.9086242119,4177622.302694436,10.741712440426692,-1.82,25.168799809119115,-4.35,32.84662972108082,0.09,26.129405043682237,-12.71,30.67546786761662,0.36,33.67153938860698,0.96
448590.128464872,4177622.234752007,11.413240784443655,-1.74,25.633570577510408,-4.07,33.95268249651423,0.15,25.583886573994192,-11.59,30.449454599089353,0.5,32.13871500679748,1.01
448590.0842062178,4177622.2017420335,11.278933508110207,-1.74,26.330782838053686,-4.4,33.62075201715219,0.23,25.911180296049693,-12.3,30.336484563172846,0.57,31.122413686577513,1.12
448590.0762260518,4177622.334935411,11.144627035760298,-1.8,26.911844485386016,-4.39,31.852121265162868,0.17,25.802076600977735,-12.3,30.336484563172846,0.45,29.984423551564472,0.99
448590.1829171871,4177622.489604464,10.741712440426692,-1.8,26.214576119249738,-4.27,32.1835241335847,0.13,25.802076600977735,-11.73,31.69372228352134,0.43,29.858462428808682,1.02
448590.2201640765,4177622.8111360017,10.741712440426692,-1.81,25.749767946357945,-4.47,32.73608454331785,0.15,26.129405043682237,-12.8,32.14690434585861,0.44,29.606540183297096,1.01
448590.8786229382,4177623.849989203,9.264420835025804,-1.92,23.77466711199581,-4.98,31.189615449635703,0.17,26.23852610210012,-14.33,30.562449073119087,0.34,29.732501306052892,0.82
448591.19064687815,4177624.4360949006,7.787226605529488,-1.84,21.683973414409365,-4.52,28.874055503494034,0.07,26.02028977725549,-13.44,28.08224151760209,0.29,30.110400034642765,0.8
448591.1581036267,4177624.869014565,8.72724802538037,-1.85,22.26466081229689,-4.61,27.66317487417967,0.05,25.583886573994192,-13.47,26.84665355937027,0.32,30.616374787942565,0.88
448591.0205293924,4177625.413542063,9.264420835025804,-1.82,23.19385801788081,-4.58,29.314724687367217,0.1,26.23852610210012,-13.37,28.53229851248168,0.37,31.757521199024254,0.87
448590.8654039021,4177625.969274289,10.20450423296037,-1.82,21.800107149704544,-4.58,28.76391697475752,0.13,25.583886573994192,-13.53,28.982754358466025,0.37,32.2662598322606,0.94
448590.8071217144,4177626.5133074448,12.48772791474023,-1.8,20.871089718097338,-4.51,28.984205532007195,0.15,24.38425538207753,-13.33,26.39810693180305,0.36,32.01156420400294,0.97
448590.5462735896,4177627.0696988064,11.54754886452009,-1.79,21.683973414409365,-4.44,29.314724687367217,0.09,22.531657469095602,-12.93,26.061966719181967,0.28,32.52134948318682,0.8
448590.136550962,4177627.771257273,11.54754886452009,-1.79,22.845395027275487,-4.42,29.42492103036304,0.14,20.789563589614588,-13.24,26.510205326091583,0.37,30.489881099617616,0.83
448589.7887074716,4177628.5057158745,12.622042420294994,-1.78,20.754970968211595,-4.32,28.21339906003894,0.17,20.027863253981995,-12.95,24.83143421240669,0.41,27.47495115133562,0.9
