x,y,PRP1.1,PRP1.1_inph,PRP2.1,PRP2.1_inph,HCP1.0,HCP1.0_inph,PRP4.1,PRP4.1_inph,HCP2.0,HCP2.0_inph,HCP4.0,HCP4.0_inph
448589.5907069595,4177629.250335575,12.35341421226181,-1.78,19.826088426100213,-4.59,27.003296011858506,0.2,19.81028665513065,-13.99,22.1576806535488,0.53,26.478674922603567,0.88
448589.5345692416,4177630.1383097386,11.54754886452009,-1.79,19.94219218528736,-4.48,26.783431675780044,0.2,18.614028950283323,-13.24,22.60223595142629,0.47,26.105679801064312,0.81
448589.4329278144,4177630.793566261,11.950477924801756,-1.78,18.89732583013299,-4.38,25.575039191439476,0.23,17.635793252455816,-13.24,21.269879300288466,0.52,24.499335895879096,0.84
448589.41182347946,4177631.648036101,12.219101313090116,-1.8,18.432989522553253,-4.49,25.575039191439476,0.25,17.09253142113641,-13.3,19.168488534931356,0.58,22.78196894346585,0.79
448589.2949135367,4177632.680628094,11.54754886452009,-1.85,18.08475698508681,-4.59,24.697136374283854,0.23,16.11502451735595,-13.51,18.837628171157444,0.56,21.685328862994076,0.73
448589.26652082,4177633.779240024,10.338805078403213,-1.88,17.04016065327116,-4.74,23.491319229571733,0.25,14.703897225678258,-13.78,17.077466993533406,0.57,19.509318963909934,0.76
448589.2805190288,4177634.611300409,9.533012069418085,-1.86,15.995716301779327,-4.72,22.396453346501563,0.22,14.269900857399868,-13.74,15.54361614058493,0.54,17.952147282967807,0.71
448589.1964289388,4177635.255352212,8.4586664493235,-1.88,14.71937970142373,-4.82,20.975069536641307,0.22,13.185314886638654,-14.24,14.451727969153092,0.51,17.000197362520407,0.64
448589.1656151821,4177635.9656436658,6.8472446642814875,-1.87,12.631319206110343,-4.67,18.792748422447254,0.2,12.101307406160709,-13.72,13.037075741014759,0.49,16.289623063498453,0.64
448589.1790600139,4177636.708945088,5.370210024835943,-1.87,11.471548799583406,-4.57,17.812513495320346,0.2,11.992938485189898,-13.38,12.928487136578939,0.49,16.526481163172438,0.7
448589.1660050388,4177637.441316426,3.8932730962236604,-1.89,10.311966549993496,-4.55,16.833439153245152,0.2,11.667866406145219,-13.33,13.36304039229247,0.5,17.714021102240746,0.63
448589.15211998334,4177638.040549316,3.3562293754455714,-1.9,8.572946263614558,-4.6,16.29002002864778,0.2,11.126195331678725,-13.54,13.254351589174025,0.52,18.789149935533292,0.62
448589.1732682526,4177638.606277874,3.759010952636671,-1.9,7.877456882221471,-4.64,16.181381218308516,0.19,10.584668926526149,-13.49,12.602918536313213,0.55,19.268726215687067,0.63
448589.0702435013,4177639.039636994,3.759010952636671,-1.89,8.109279132054048,-4.52,16.29002002864778,0.18,9.177377402824732,-13.13,12.060985525432173,0.54,19.02852032013163,0.63
448588.8028684404,4177639.962214096,3.759010952636671,-1.89,8.225193084968236,-4.48,16.29002002864778,0.15,8.744561456860588,-12.92,11.62805563142311,0.5,17.714021102240746,0.62
448588.72924883966,4177640.872487884,4.1617998077186655,-1.9,8.68886776106453,-4.6,16.507343082582814,0.16,8.85275676660843,-13.43,11.62805563142311,0.47,16.76333926284642,0.64
448588.830311564,4177641.537575917,3.8932730962236604,-1.92,9.384436312006503,-4.65,16.833439153245152,0.15,8.636371934494754,-13.34,12.386041172555151,0.43,15.935260861265787,0.6
448589.07185336057,4177642.1241209824,3.759010952636671,-1.92,9.500371000148577,-4.7,16.398674029925473,0.13,8.85275676660843,-13.59,11.952702360373719,0.45,15.464133280621647,0.67
448589.1899138945,4177642.689245322,4.027536047993025,-1.9,9.384436312006503,-4.72,16.072757701066735,0.15,9.285595861776894,-13.92,11.411797976279981,0.48,15.228569490299577,0.68
448589.21980318695,4177643.243824085,4.027536047993025,-1.88,9.152572590875378,-4.66,15.746975746394293,0.19,9.502050161142709,-13.63,11.303722555646589,0.5,15.228569490299577,0.63
448589.1262804391,4177643.788076988,4.1617998077186655,-1.84,8.572946263614558,-4.51,15.421328819138601,0.21,9.502050161142709,-13.27,11.411797976279981,0.51,15.581915175782681,0.66
448588.78607198986,4177644.333867919,4.1617998077186655,-1.85,8.457026651368505,-4.55,15.095821040159972,0.22,9.610285997469898,-13.51,11.519909152393376,0.49,15.935260861265787,0.63
448588.4563339785,4177645.145880842,4.4303297545121065,-1.86,8.68886776106453,-4.59,15.312810562154093,0.24,9.502050161142709,-13.69,11.19568334305687,0.54,15.935260861265787,0.56
448588.1254200579,4177645.769280973,4.833130738776265,-1.88,8.80479114309841,-4.56,14.878893039023117,0.28,9.285595861776894,-13.64,10.87178034916394,0.57,15.935260861265787,0.58
448587.70702675066,4177646.493084264,5.101668766432701,-1.9,8.80479114309841,-4.61,14.662025985224998,0.31,9.177377402824732,-13.76,10.332650538939967,0.62,15.581915175782681,0.61
448587.0804399887,4177647.739664875,4.967399349050862,-1.88,8.341108924946392,-4.66,14.445221223879255,0.31,9.285595861776894,-13.72,10.009617875202943,0.63,15.228569490299577,0.62
448586.442898721,4177648.642359466,4.833130738776265,-1.85,8.80479114309841,-4.6,14.662025985224998,0.32,8.96095786157586,-13.5,10.332650538939967,0.62,15.228569490299577,0.65
448585.9545083685,4177649.44426641,4.564595941115256,-1.86,8.572946263614558,-4.7,15.204307919079989,0.33,9.069164739600449,-13.79,11.411797976279981,0.6,15.346351385460615,0.67
448585.5363921583,4177650.212449304,4.833130738776265,-1.87,8.68886776106453,-4.69,15.095821040159972,0.33,9.177377402824732,-13.76,11.519909152393376,0.61,15.464133280621647,0.67
448585.2160183437,4177651.113166407,5.2359389914985845,-1.85,8.80479114309841,-4.61,15.421328819138601,0.33,9.069164739600449,-13.58,10.763882361662654,0.59,15.464133280621647,0.64
448584.7356774785,4177651.792974911,5.50448186609219,-1.81,8.80479114309841,-4.41,14.987349505243806,0.31,8.85275676660843,-13.05,10.4404034466797,0.58,15.110787595138543,0.61
448583.80539409904,4177652.375731284,5.50448186609219,-1.81,9.152572590875378,-4.47,15.095821040159972,0.32,9.069164739600449,-13.25,10.332650538939967,0.58,14.759385186938502,0.6
448582.9999064031,4177653.1907109534,5.50448186609219,-1.83,9.384436312006503,-4.56,15.095821040159972,0.34,9.177377402824732,-13.5,10.656019872465327,0.59,14.525144671719131,0.61
448582.7053409237,4177653.9914095127,5.2359389914985845,-1.81,9.268503508720071,-4.53,15.095821040159972,0.36,9.502050161142709,-13.5,10.87178034916394,0.63,14.642264929328814,0.6
448582.5426516684,4177654.7469045487,5.50448186609219,-1.82,9.152572590875378,-4.56,15.204307919079989,0.37,9.826775033196672,-13.49,10.656019872465327,0.64,14.759385186938502,0.59
448582.3710138864,4177655.480264784,5.63875451491474,-1.86,9.268503508720071,-4.6,15.095821040159972,0.37,9.826775033196672,-13.55,10.332650538939967,0.67,15.110787595138543,0.6
448582.3499795869,4177656.345829554,5.50448186609219,-1.87,9.384436312006503,-4.58,14.987349505243806,0.36,9.826775033196672,-13.57,10.87178034916394,0.67,15.228569490299577,0.54
448581.9318640741,4177657.114012645,5.2359389914985845,-1.86,8.92071640909618,-4.5,15.204307919079989,0.29,9.285595861776894,-13.16,11.19568334305687,0.6,14.993625702157873,0.52
448581.6464549586,4177657.970130668,5.370210024835943,-1.84,9.036643558437822,-4.43,15.312810562154093,0.29,9.393820115230628,-13.04,10.87178034916394,0.54,14.993625702157873,0.52
448581.4742638554,4177658.614731956,5.370210024835943,-1.82,9.384436312006503,-4.42,15.312810562154093,0.3,9.610285997469898,-13.52,10.763882361662654,0.51,15.228569490299577,0.56
448581.126214939,4177659.315906366,5.101668766432701,-1.85,9.732246028655222,-4.6,15.529862537317486,0.3,9.610285997469898,-13.82,11.736236960805524,0.5,15.346351385460615,0.5
448580.726273553,4177660.172738621,5.101668766432701,-1.86,9.268503508720071,-4.55,16.29002002864778,0.27,9.610285997469898,-13.55,11.844452687976949,0.47,15.581915175782681,0.44
448580.3009394811,4177661.196158784,5.101668766432701,-1.89,9.616307572560185,-4.6,18.46587542807577,0.22,9.826775033196672,-13.75,12.060985525432173,0.37,15.581915175782681,0.34
448579.7695373644,4177662.164763888,4.967399349050862,-1.88,9.500371000148577,-4.59,18.03024406506323,0.25,9.610285997469898,-13.71,12.277654209267139,0.39,15.464133280621647,0.4
448579.1585669671,4177663.0894840057,5.50448186609219,-1.88,9.616307572560185,-4.59,16.29002002864778,0.27,9.718527622168963,-13.59,12.386041172555151,0.49,15.110787595138543,0.52
448578.7591102923,4177664.023980466,5.50448186609219,-1.88,10.196018679369024,-4.7,16.072757701066735,0.27,10.151551965586922,-13.91,12.060985525432173,0.51,15.228569490299577,0.47
448578.2275009785,4177664.959301065,5.370210024835943,-1.86,9.848186367847587,-4.66,15.746975746394293,0.27,10.2598225178205,-13.82,11.519909152393376,0.51,15.464133280621647,0.46
448577.8641155007,4177666.026716264,5.50448186609219,-1.87,9.732246028655222,-4.77,15.638411563974723,0.28,10.2598225178205,-14.17,11.411797976279981,0.53,15.581915175782681,0.54
448577.46327532426,4177666.739315363,5.907302233848393,-1.85,10.543867942524505,-4.67,16.181381218308516,0.29,10.2598225178205,-14.0,11.62805563142311,0.55,15.581915175782681,0.46
448577.0104736175,4177667.596477469,6.0415773032543205,-1.84,10.543867942524505,-4.52,16.616027047061053,0.28,10.476381000230676,-13.4,12.169302261779938,0.51,15.110787595138543,0.52
448576.4876057267,4177668.520648374,6.444407352752259,-1.84,10.543867942524505,-4.62,16.616027047061053,0.3,10.584668926526149,-13.85,12.169302261779938,0.5,14.993625702157873,0.51
448575.9296356301,4177669.467228833,6.712964754065721,-1.86,10.891734151169468,-4.58,16.507343082582814,0.31,10.584668926526149,-13.6,11.519909152393376,0.57,14.993625702157873,0.53
448575.4669169782,4177670.1469280296,6.712964754065721,-1.85,11.007693317115596,-4.53,16.507343082582814,0.33,10.69296264029445,-13.65,11.62805563142311,0.61,14.876505444548187,0.5
448574.9074940505,4177670.8605162576,6.8472446642814875,-1.84,11.007693317115596,-4.5,16.507343082582814,0.33,10.584668926526149,-13.4,11.519909152393376,0.61,14.876505444548187,0.47
448574.5525042877,4177671.861307448,6.981525380438931,-1.84,10.891734151169468,-4.47,16.616027047061053,0.33,10.69296264029445,-13.49,11.844452687976949,0.6,14.759385186938502,0.53
448574.35582096665,4177672.816730146,6.8472446642814875,-1.83,10.891734151169468,-4.58,16.724725783801414,0.33,10.9095674224873,-13.76,11.303722555646589,0.57,14.759385186938502,0.51
448574.2286503544,4177673.616385085,6.712964754065721,-1.85,11.007693317115596,-4.67,17.159665774620738,0.3,10.476381000230676,-14.01,12.169302261779938,0.48,14.876505444548187,0.5
448574.08199117,4177674.116588385,5.773027970951003,-1.89,10.311966549993496,-4.76,16.724725783801414,0.25,10.151551965586922,-14.3,11.736236960805524,0.46,14.408024414109443,0.49
448573.79602993286,4177674.883947743,6.0415773032543205,-1.89,10.659821463316812,-4.66,17.05090923200768,0.24,10.2598225178205,-13.87,12.277654209267139,0.45,14.642264929328814,0.45
448573.0515938892,4177675.598689979,6.175853179084616,-1.86,10.543867942524505,-4.63,16.724725783801414,0.28,10.368098863348607,-14.02,11.736236960805524,0.52,14.642264929328814,0.51
448572.6340338247,4177676.4556325576,6.444407352752259,-1.87,10.311966549993496,-4.64,16.072757701066735,0.29,10.2598225178205,-13.97,11.08768076138124,0.5,14.408024414109443,0.5
448572.32088113367,4177677.101113226,6.444407352752259,-1.87,10.311966549993496,-4.7,16.072757701066735,0.3,10.043287206065093,-14.01,10.87178034916394,0.53,14.290904156499758,0.47
448571.8319403079,4177677.814262099,6.175853179084616,-1.87,10.427916304564363,-4.68,16.29002002864778,0.3,9.935028228509793,-13.99,11.411797976279981,0.49,14.290904156499758,0.54
448571.3694992696,4177678.538341027,6.31012986230108,-1.86,10.311966549993496,-4.65,16.072757701066735,0.31,10.151551965586922,-14.15,11.519909152393376,0.52,14.173783898890074,0.43
