    0.28177E+02   -0.23342E+01    0.12535E+02    0.10981E+01
    0.28256E+02   -0.19685E+01    0.11411E+02    0.10573E+01
    0.28003E+02   -0.20284E+01    0.11259E+02    0.10515E+01
    0.28145E+02   -0.21103E+01    0.11705E+02    0.10684E+01
    0.10049E+02   -0.26289E+00    0.26685E+01    0.42627E+00
    0.99838E+01   -0.10573E+00    0.24424E+01    0.38782E+00
    0.98705E+01   -0.26576E+00    0.25087E+01    0.39944E+00
    0.99677E+01   -0.21146E+00    0.25058E+01    0.39894E+00
    0.63260E+02   -0.22787E+01    0.10907E+03    0.20377E+01
    0.63433E+02   -0.19736E+01    0.10129E+03    0.20056E+01
    0.63189E+02   -0.19420E+01    0.99297E+02    0.19969E+01
    0.63294E+02   -0.20648E+01    0.10303E+03    0.20130E+01
    0.44309E+02   -0.65555E+00    0.34749E+02    0.15409E+01
    0.44531E+02   -0.65604E+00    0.37654E+02    0.15758E+01
    0.44450E+02   -0.46400E+00    0.40314E+02    0.16055E+01
    0.44430E+02   -0.59186E+00    0.37313E+02    0.15719E+01
    0.68147E+02   -0.48785E+00    0.16675E+03    0.22221E+01
    0.68334E+02   -0.38765E+00    0.17772E+03    0.22497E+01
    0.68179E+02   -0.32391E+00    0.20621E+03    0.23143E+01
    0.68220E+02   -0.39980E+00    0.18343E+03    0.22635E+01
    0.66825E+02   -0.43151E+00    0.15343E+03    0.21859E+01
    0.66691E+02   -0.60827E+00    0.12821E+03    0.21079E+01
    0.66925E+02   -0.59642E+00    0.13741E+03    0.21380E+01
    0.66814E+02   -0.54540E+00    0.13943E+03    0.21444E+01
    0.44221E+02   -0.36834E+00    0.38210E+02    0.15822E+01
    0.44231E+02   -0.58362E+00    0.35337E+02    0.15482E+01
    0.44372E+02   -0.39207E+00    0.39985E+02    0.16019E+01
    0.44275E+02   -0.44801E+00    0.37780E+02    0.15773E+01
    0.49476E+02   -0.98727E+00    0.77090E+02    0.18870E+01
    0.49746E+02   -0.10506E+01    0.81997E+02    0.19138E+01
    0.49686E+02   -0.81495E+00    0.72708E+02    0.18616E+01
    0.49636E+02   -0.95095E+00    0.77531E+02    0.18895E+01
    0.30900E+02   -0.39522E+00    0.17364E+02    0.12397E+01
    0.30961E+02   -0.61012E+00    0.13896E+02    0.11429E+01
    0.31070E+02   -0.39982E+00    0.15307E+02    0.11849E+01
    0.30977E+02   -0.46838E+00    0.15608E+02    0.11934E+01
    0.25382E+01   -0.61573E+01    0.92939E+01    0.96820E+00
    0.25405E+01   -0.55353E+01    0.86684E+01    0.93794E+00
    0.20680E+01   -0.56373E+01    0.87220E+01    0.94062E+00
    0.23822E+01   -0.57766E+01    0.88921E+01    0.94900E+00
    0.49394E+02   -0.89473E+00    0.68363E+02    0.18348E+01
    0.49604E+02   -0.72241E+00    0.64141E+02    0.18071E+01
    0.49417E+02   -0.68048E+00    0.53976E+02    0.17322E+01
    0.49472E+02   -0.76587E+00    0.61976E+02    0.17922E+01
    0.43253E+01   -0.88897E+00    0.29472E+01    0.46941E+00
    0.45820E+01   -0.85477E+00    0.28424E+01    0.45369E+00
    0.44296E+01   -0.72470E+00    0.26315E+01    0.42020E+00
    0.44456E+01   -0.82282E+00    0.28036E+01    0.44772E+00
    0.85991E+01   -0.25111E+01    0.80001E+01    0.90310E+00
    0.83018E+01   -0.22820E+01    0.74110E+01    0.86988E+00
    0.81620E+01   -0.25813E+01    0.79223E+01    0.89885E+00
    0.83543E+01   -0.24582E+01    0.77827E+01    0.89113E+00
    0.23070E+01   -0.59583E+00    0.25100E+01    0.39967E+00
    0.24139E+01   -0.39058E+00    0.24091E+01    0.38186E+00
    0.22442E+01   -0.37049E+00    0.23665E+01    0.37411E+00
    0.23217E+01   -0.45230E+00    0.24180E+01    0.38345E+00
    0.56911E+02   -0.10706E+01    0.96054E+02    0.19825E+01
    0.56708E+02   -0.11874E+01    0.96451E+02    0.19843E+01
    0.56962E+02   -0.12803E+01    0.94231E+02    0.19742E+01
    0.56860E+02   -0.11794E+01    0.95407E+02    0.19796E+01
    0.34489E+02   -0.11801E+01    0.18190E+02    0.12598E+01
    0.34735E+02   -0.10350E+01    0.17762E+02    0.12495E+01
    0.34488E+02   -0.94014E+00    0.15841E+02    0.11998E+01
    0.34570E+02   -0.10518E+01    0.17086E+02    0.12326E+01
    0.41918E+02   -0.25123E+01    0.57206E+02    0.17574E+01
    0.41832E+02   -0.29169E+01    0.65076E+02    0.18134E+01
    0.42196E+02   -0.27019E+01    0.66134E+02    0.18204E+01
    0.41982E+02   -0.27103E+01    0.62909E+02    0.17987E+01
    0.19608E+02   -0.37479E+00    0.51338E+01    0.71044E+00
    0.19720E+02   -0.57573E+00    0.56045E+01    0.74854E+00
    0.19786E+02   -0.38143E+00    0.52046E+01    0.71639E+00
    0.19705E+02   -0.44398E+00    0.53203E+01    0.72593E+00
    0.41654E+02   -0.28999E+01    0.60945E+02    0.17849E+01
    0.41739E+02   -0.24953E+01    0.53481E+02    0.17282E+01
    0.41482E+02   -0.26339E+01    0.52848E+02    0.17230E+01
    0.41625E+02   -0.26764E+01    0.55750E+02    0.17462E+01
    0.37929E+02   -0.69323E-01    0.46291E+02    0.16655E+01
    0.37763E+02   -0.69323E-01    0.68212E+02    0.18339E+01
    0.37884E+02   -0.27729E+00    0.48549E+02    0.16862E+01
    0.37858E+02   -0.13865E+00    0.55922E+02    0.17476E+01
    0.99067E+01   -0.53344E-01    0.22633E+01    0.35475E+00
    0.97400E+01   -0.53344E-01    0.23361E+01    0.36849E+00
    0.97933E+01   -0.21338E+00    0.24148E+01    0.38288E+00
    0.98133E+01   -0.10669E+00    0.23143E+01    0.36442E+00
    0.33018E+02   -0.52406E+00    0.23073E+02    0.13631E+01
    0.32876E+02   -0.38170E+00    0.25886E+02    0.14131E+01
    0.32791E+02   -0.53801E+00    0.22823E+02    0.13584E+01
    0.32895E+02   -0.48126E+00    0.24291E+02    0.13854E+01
    0.63371E+02   -0.63976E+01    0.18367E+03    0.22640E+01
    0.64149E+02   -0.64512E+01    0.18124E+03    0.22583E+01
    0.63769E+02   -0.60392E+01    0.18631E+03    0.22702E+01
    0.63763E+02   -0.62960E+01    0.18403E+03    0.22649E+01
    0.54371E+02   -0.78348E+01    0.10668E+03    0.20281E+01
    0.54784E+02   -0.86002E+01    0.10587E+03    0.20248E+01
    0.55000E+02   -0.78953E+01    0.11218E+03    0.20499E+01
    0.54718E+02   -0.81101E+01    0.10830E+03    0.20346E+01
    0.25887E+02   -0.33408E+01    0.17217E+02    0.12360E+01
    0.26283E+02   -0.35772E+01    0.18067E+02    0.12569E+01
    0.26160E+02   -0.31773E+01    0.16209E+02    0.12098E+01
    0.26110E+02   -0.33651E+01    0.17169E+02    0.12347E+01
    0.14520E+02   -0.96875E+00    0.48955E+01    0.68979E+00
    0.14824E+02   -0.94031E+00    0.49304E+01    0.69288E+00
    0.14659E+02   -0.76932E+00    0.45307E+01    0.65616E+00
    0.14668E+02   -0.89279E+00    0.47844E+01    0.67983E+00
    0.71846E+02   -0.38366E+01    0.13121E+03    0.21180E+01
    0.71921E+02   -0.43510E+01    0.13136E+03    0.21184E+01
    0.59975E+02   -0.64484E+00    0.96404E+02    0.19841E+01
    0.60034E+02   -0.42194E+00    0.10105E+03    0.20046E+01
    0.59880E+02   -0.48518E+00    0.10221E+03    0.20095E+01
    0.59963E+02   -0.51732E+00    0.99816E+02    0.19992E+01
    0.35190E+02   -0.63660E+00    0.19770E+02    0.12960E+01
    0.35103E+02   -0.42634E+00    0.21586E+02    0.13342E+01
    0.34923E+02   -0.55245E+00    0.17337E+02    0.12390E+01
    0.35072E+02   -0.53846E+00    0.19361E+02    0.12869E+01
    0.49112E+02   -0.89258E+01    0.75333E+02    0.18770E+01
    0.48528E+02   -0.83100E+01    0.76444E+02    0.18833E+01
