Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,13.0,7.0,17.5,1.0,1.09,0.0,84.7,2313.777,29.87,0,,1/28/2024 5:25:37 PM,0,1900-01-01 17:25:37,478698.8532,3617353.78,1
,Mixed / non conventional,13.0,7.0,2.5,17.5,1.06,0.0,-98.948,2313.777,-24.74,0,,1/28/2024 5:25:37 PM,0,1900-01-01 17:25:37,,,0
,Mixed / non conventional,13.0,7.0,16.0,2.5,1.01,0.0,129.971,2313.777,17.99,0,,1/28/2024 5:25:37 PM,0,1900-01-01 17:25:37,,,0
,Mixed / non conventional,13.0,7.0,4.0,16.0,0.96,0.0,-157.199,2313.777,-14.14,0,,1/28/2024 5:25:37 PM,0,1900-01-01 17:25:37,,,0
,Mixed / non conventional,13.0,7.0,1.0,19.0,1.15,0.0,-70.287,2313.777,-37.7,0,,1/28/2024 5:25:37 PM,0,1900-01-01 17:25:37,,,0
,Mixed / non conventional,13.0,7.0,5.5,14.5,0.72,0.0,-283.285,2313.777,-5.89,0,,1/28/2024 5:25:37 PM,0,1900-01-01 17:25:37,,,0
,Mixed / non conventional,13.0,7.0,11.5,5.5,0.64,0.0,229.197,2313.777,6.43,0,,1/28/2024 5:25:37 PM,0,1900-01-01 17:25:37,,,0
,Mixed / non conventional,13.0,7.0,8.5,11.5,0.68,0.0,-221.48,2313.777,-7.07,0,,1/28/2024 5:25:37 PM,0,1900-01-01 17:25:37,,,0
,Mixed / non conventional,13.0,7.0,10.0,8.5,0.81,0.0,132.947,2313.777,14.14,0,,1/28/2024 5:25:37 PM,0,1900-01-01 17:25:37,,,0
,Mixed / non conventional,13.0,7.0,14.5,4.0,0.8,0.0,221.272,2313.777,8.32,0,,1/28/2024 5:25:37 PM,0,1900-01-01 17:25:37,,,0
