Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,19.0,13.0,7.0,25.0,1.09,0.0,-68.393,2371.313,-37.7,0,,1/28/2024 5:25:51 PM,0,1900-01-01 17:25:51,478698.2602,3617343.903,1
,Mixed / non conventional,19.0,13.0,16.0,14.5,1.14,0.0,191.924,2371.313,14.14,0,,1/28/2024 5:25:51 PM,0,1900-01-01 17:25:51,,,0
,Mixed / non conventional,19.0,13.0,14.5,17.5,0.83,0.0,-279.75,2371.313,-7.07,0,,1/28/2024 5:25:51 PM,0,1900-01-01 17:25:51,,,0
,Mixed / non conventional,19.0,13.0,17.5,11.5,0.61,0.0,226.216,2371.313,6.43,0,,1/28/2024 5:25:51 PM,0,1900-01-01 17:25:51,,,0
,Mixed / non conventional,19.0,13.0,11.5,20.5,0.68,0.0,-275.452,2371.313,-5.89,0,,1/28/2024 5:25:51 PM,0,1900-01-01 17:25:51,,,0
,Mixed / non conventional,19.0,13.0,20.5,10.0,0.75,0.0,213.259,2371.313,8.32,0,,1/28/2024 5:25:51 PM,0,1900-01-01 17:25:51,,,0
,Mixed / non conventional,19.0,13.0,10.0,22.0,0.91,0.0,-153.064,2371.313,-14.14,0,,1/28/2024 5:25:51 PM,0,1900-01-01 17:25:51,,,0
,Mixed / non conventional,19.0,13.0,22.0,8.5,0.95,0.0,125.744,2371.313,17.99,0,,1/28/2024 5:25:51 PM,0,1900-01-01 17:25:51,,,0
,Mixed / non conventional,19.0,13.0,8.5,23.5,1.0,0.0,-96.14,2371.313,-24.74,0,,1/28/2024 5:25:51 PM,0,1900-01-01 17:25:51,,,0
,Mixed / non conventional,19.0,13.0,23.5,7.0,1.03,0.0,81.491,2371.313,29.87,0,,1/28/2024 5:25:51 PM,0,1900-01-01 17:25:51,,,0
