Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,15.0,9.0,3.0,21.0,1.09,0.0,-68.842,2370.581,-37.7,0,,1/28/2024 5:25:42 PM,0,1900-01-01 17:25:42,478699.1456,3617350.273,1
,Mixed / non conventional,15.0,9.0,6.0,18.0,0.91,0.0,-152.968,2370.581,-14.14,0,,1/28/2024 5:25:42 PM,0,1900-01-01 17:25:42,,,0
,Mixed / non conventional,15.0,9.0,19.5,3.0,1.03,0.0,82.125,2370.581,29.87,0,,1/28/2024 5:25:42 PM,0,1900-01-01 17:25:42,,,0
,Mixed / non conventional,15.0,9.0,4.5,19.5,1.01,0.0,-96.569,2370.581,-24.74,0,,1/28/2024 5:25:42 PM,0,1900-01-01 17:25:42,,,0
,Mixed / non conventional,15.0,9.0,18.0,4.5,0.96,0.0,125.863,2370.581,17.99,0,,1/28/2024 5:25:42 PM,0,1900-01-01 17:25:42,,,0
,Mixed / non conventional,15.0,9.0,16.5,6.0,0.75,0.0,213.393,2370.581,8.32,0,,1/28/2024 5:25:42 PM,0,1900-01-01 17:25:42,,,0
,Mixed / non conventional,15.0,9.0,13.5,7.5,0.61,0.0,223.817,2370.581,6.43,0,,1/28/2024 5:25:42 PM,0,1900-01-01 17:25:42,,,0
,Mixed / non conventional,15.0,9.0,10.5,13.5,0.8,0.0,-267.032,2370.581,-7.07,0,,1/28/2024 5:25:42 PM,0,1900-01-01 17:25:42,,,0
,Mixed / non conventional,15.0,9.0,12.0,10.5,1.08,0.0,180.99,2370.581,14.14,0,,1/28/2024 5:25:42 PM,0,1900-01-01 17:25:42,,,0
,Mixed / non conventional,15.0,9.0,7.5,16.5,0.68,0.0,-274.603,2370.581,-5.89,0,,1/28/2024 5:25:42 PM,0,1900-01-01 17:25:42,,,0
