Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,12.0,6.0,15.0,1.5,0.98,0.0,129.985,2396.625,17.99,0,,1/28/2024 5:25:35 PM,0,1900-01-01 17:25:35,478698.7622,3617355.097,1
,Mixed / non conventional,12.0,6.0,16.5,0.0,1.06,0.0,85.306,2396.625,29.87,0,,1/28/2024 5:25:35 PM,0,1900-01-01 17:25:35,,,0
,Mixed / non conventional,12.0,6.0,1.5,16.5,1.03,0.0,-99.616,2396.625,-24.74,0,,1/28/2024 5:25:35 PM,0,1900-01-01 17:25:35,,,0
,Mixed / non conventional,12.0,6.0,0.0,18.0,1.12,0.0,-71.198,2396.625,-37.7,0,,1/28/2024 5:25:35 PM,0,1900-01-01 17:25:35,,,0
,Mixed / non conventional,12.0,6.0,3.0,15.0,0.93,0.0,-157.156,2396.625,-14.14,0,,1/28/2024 5:25:35 PM,0,1900-01-01 17:25:35,,,0
,Mixed / non conventional,12.0,6.0,4.5,13.5,0.69,0.0,-281.033,2396.625,-5.89,0,,1/28/2024 5:25:35 PM,0,1900-01-01 17:25:35,,,0
,Mixed / non conventional,12.0,6.0,9.0,7.5,0.8,0.0,134.969,2396.625,14.14,0,,1/28/2024 5:25:35 PM,0,1900-01-01 17:25:35,,,0
,Mixed / non conventional,12.0,6.0,13.5,3.0,0.76,0.0,219.336,2396.625,8.32,0,,1/28/2024 5:25:35 PM,0,1900-01-01 17:25:35,,,0
,Mixed / non conventional,12.0,6.0,10.5,4.5,0.61,0.0,227.933,2396.625,6.43,0,,1/28/2024 5:25:35 PM,0,1900-01-01 17:25:35,,,0
,Mixed / non conventional,12.0,6.0,7.5,10.5,0.66,0.0,-223.217,2396.625,-7.07,0,,1/28/2024 5:25:35 PM,0,1900-01-01 17:25:35,,,0
