Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,53.0,47.0,57.5,41.0,1.23,0.0,97.236,2359.517,29.87,0,,1/28/2024 5:27:11 PM,0,1900-01-01 17:27:11,478692.17,3617292.62,1
,Mixed / non conventional,53.0,47.0,42.5,57.5,1.2,0.0,-114.328,2359.517,-24.74,0,,1/28/2024 5:27:11 PM,0,1900-01-01 17:27:11,,,0
,Mixed / non conventional,53.0,47.0,56.0,42.5,1.14,0.0,149.537,2359.517,17.99,0,,1/28/2024 5:27:11 PM,0,1900-01-01 17:27:11,,,0
,Mixed / non conventional,53.0,47.0,44.0,56.0,1.08,0.0,-180.97,2359.517,-14.14,0,,1/28/2024 5:27:11 PM,0,1900-01-01 17:27:11,,,0
,Mixed / non conventional,53.0,47.0,41.0,59.0,1.26,0.0,-78.771,2359.517,-37.7,0,,1/28/2024 5:27:11 PM,0,1900-01-01 17:27:11,,,0
,Mixed / non conventional,53.0,47.0,45.5,54.5,0.81,0.0,-324.236,2359.517,-5.89,0,,1/28/2024 5:27:11 PM,0,1900-01-01 17:27:11,,,0
,Mixed / non conventional,53.0,47.0,51.5,45.5,0.74,0.0,269.916,2359.517,6.43,0,,1/28/2024 5:27:11 PM,0,1900-01-01 17:27:11,,,0
,Mixed / non conventional,53.0,47.0,48.5,51.5,0.75,0.0,-251.114,2359.517,-7.07,0,,1/28/2024 5:27:11 PM,0,1900-01-01 17:27:11,,,0
,Mixed / non conventional,53.0,47.0,50.0,48.5,0.85,0.0,141.44,2359.517,14.14,0,,1/28/2024 5:27:11 PM,0,1900-01-01 17:27:11,,,0
,Mixed / non conventional,53.0,47.0,54.5,44.0,0.89,0.0,253.873,2359.517,8.32,0,,1/28/2024 5:27:11 PM,0,1900-01-01 17:27:11,,,0
